	kallisto_quant_sample140	kallisto_quant_sample145	kallisto_quant_sample150	kallisto_quant_sample173	kallisto_quant_sample178
XM_044317195.1	1540.35	93.2614	428.559	413.278	72.9337
XM_044326782.1	12.407	11.0234	40.9884	4.4959	0.00233341
XM_044314376.1	9.09109	8.63751	24.9122	24.513	115.905
XM_044315522.1	0	0	0	40.7381	73.2306
XM_029343459.2	89.7185	43.847	0	0	0
XR_003822759.2	0	0	0	4.11377	1.65249
XM_029328468.2	209.033	96	28.9949	166.015	118.073
XM_029336526.2	4	2	0	1	15
XM_029347893.2	271.616	110.938	60.4126	183.946	259.58
XM_044310433.1	26.7679	5.38272	7.86234	6.19035	1.44906
XM_044328881.1	33.8104	37.1513	69.5027	121.897	80.4153
XR_006398170.1	186	101	124	14	10
XM_029353489.2	2627	2207	1593	2675	3137
XM_044311511.1	151	29	60	116	274.937
XM_044312205.1	25.068	8	19.3752	18.1332	37.9218
XM_044324853.1	165.444	198.23	200.031	208.86	209.337
XM_029352603.2	20	10	5	38	42
XM_044314377.1	6	1	2.63432	0	15.8844
XM_044308592.1	880	546	577	781	1323
XM_029339015.2	71	5	12	2	3
XM_029332318.2	167	194.992	117	109	128
XM_044314176.1	0	0	1.10376	1.32205	0
XM_044307797.1	2.0888	0	0	0	0
XR_006395633.1	0	0	0	58.6085	10.0315
XM_044309509.1	2.79104	0	0	0	0
XM_029329865.2	330.084	16.5743	107.99	604.522	185.94
XM_029332050.2	732.468	209.453	508.336	725.191	523.316
XM_044325531.1	132.524	86.61	32.5073	0	0
XR_006398140.1	0	0	0	2	5
XR_003825216.2	22.3619	80	11.1954	126.822	131.594
XM_044326289.1	15.9143	7.64595	1.10296	20.2766	17.9717
XM_029357671.2	135	149	239	194	244
XM_044314936.1	1	0	0	0	0
XM_029355732.2	1065	918	414	800	916
XM_029354240.2	0	0	9.79417	11.6201	17.2435
XR_006393609.1	21.4362	0	0	1.96269	12.8937
XM_029323523.2	5796.92	2679	4571	7573.43	5770.45
XM_029347629.2	992	1671	27	310	1029.21
XR_006395019.1	222.041	280.589	27.8242	384	64.3629
XM_029358549.2	0	0	6	0	15.4581
XR_006396678.1	105.372	30.2874	62.4608	68.5041	92.3205
XM_044308063.1	1440.81	1414.69	620.998	1140.83	475.862
XM_044326549.1	60.6461	128.803	93	48.5427	194.839
XM_044316960.1	17	4	0	0	3
XM_044319667.1	0	0	0	1	5.94161
XM_029344730.2	1221.73	2436.19	990.722	937.841	986.636
XM_044307829.1	0	0	0	0	22.103
XR_006397260.1	1.06042	32.4595	0	7.47164	19.4348
XM_044328124.1	5243.58	3355.22	1900.15	5390.44	3896.06
XM_029327542.2	3.5	0	4	2	27
XM_029346468.2	2	21	24	14	17
XR_006394510.1	653.113	22	245	37	217
XM_044324543.1	0	22.0688	0	5.91254	0
XM_044316567.1	21	1	12.2775	5	41
XM_029355943.2	598.364	815.537	512.606	487.341	520.165
XR_003824328.2	27.0266	8.0375	34.715	15.6635	0
XR_006394765.1	920	823	568	480	690
XM_044313326.1	171.141	217.35	189.762	301.534	299.021
XM_044312385.1	0	6.14084	0	0	0
XM_029347177.2	263	389	100	277	524
XM_044307114.1	0	0	20.6582	0	0
XM_029330496.2	1728	1277	714	1431	1570
XM_029330502.2	110	116	66	152	46
XM_029344836.2	122.534	18.9763	0	0	0
XM_029330901.2	100	17	24.2448	153	221
XM_029341635.2	31	35	17	27	53
XR_003825862.2	49.2297	55.5123	75.6398	63.3493	36.1663
XM_029344972.2	878.873	618.534	589.308	965.687	613.468
XM_044314419.1	34.7414	63.38	13.9112	72.7283	40.8823
XR_006396928.1	27.0192	32.4691	20.0251	14.5981	22.2386
XM_044316682.1	27.6799	12.3298	73.2445	160.646	0
XR_006395472.1	0	0	0	0	0
XM_044313436.1	5	0	0	17	0
XM_044326761.1	0	0	0	0	0
XM_044324295.1	2343	2304	1749	2895	2812
XM_029352174.2	17	3	4	4	21
XM_044326683.1	66.565	60.0546	0	128.913	76.8537
XM_044316457.1	0	0	0	0	0
XM_044326583.1	323.468	651.794	234.998	406.591	0
XM_044314796.1	46	48	3	11	92
XM_044308003.1	21	30	53	45	33
XM_029328498.2	674	902	470	270	336
XM_044326038.1	123.152	138.471	85.0144	141.668	133.655
XM_029355535.2	53	4	58.5396	65	36.7643
XM_029357004.2	2029	2246	966	2686	2812
XR_003823509.2	0	0	0	0	0
XM_029329279.2	8.90496	3.52134	0	0	0
XM_029357282.2	55.1146	18.0311	333.243	59.3558	392.343
XM_029332255.2	5	2	0	0	0
XR_006397677.1	0	0	0	0	0
XM_044318419.1	0	2	0	0	5
XM_044322511.1	0	17.3315	0	0	25.1163
XR_006393329.1	8.06951	0	0	0	0
XM_029348528.2	31	11	32	17	61
XM_029349649.2	0	1	1	4	0
XR_006393554.1	57.7512	39.2028	2.10167	43.114	89.0557
XM_029337389.2	271.585	48.379	16.443	26.6578	34.9967
XM_029356965.2	1014	1294	742	854	900
XM_029338422.2	1296	1184.54	649.788	1205.11	1788.61
XM_029342537.2	107.497	75.0111	0	24.974	37.5046
XM_044312120.1	0	35.3008	46	90	0
XM_029330430.2	121	60	57	86.9058	175.781
XR_006392850.1	0	0	0	0	0
XM_029353976.2	26	5	12	1	91
XM_029344172.2	70	0	46.091	42.5201	15.3785
XM_029328886.2	1819	1696	1258	2069	1965
XR_006395262.1	0	0	0	0	0
XR_006397090.1	977.984	897.944	1440.95	1078.86	705.535
XM_044313360.1	0	0	4.45539e-05	3.6649	13.2024
XM_029340316.2	653.206	397.831	378.442	363.147	506.792
XM_044325324.1	469.483	295.215	221.824	371.177	266.594
XM_029357124.2	50.563	33.4207	48.1319	21.2956	56.969
XM_044324580.1	6	2	4	89	24
XM_044313100.1	3524.91	1945.27	1666.15	73.348	2160.06
XM_044329006.1	215.957	95.6749	83.0368	149.425	308.123
XM_029340054.2	2243	2342	1823	3118	1838
XM_044307762.1	0	0	0	0	0
XM_044321343.1	0	0	19.5128	77.4137	69.4925
XM_044322401.1	48.1709	2.39479e-07	106.526	75.8952	56.0029
XM_044311866.1	8	4	5	18	16.1506
XR_006391896.1	0	0	0	0	1.00231
XM_044325908.1	0	6.07669e-06	1.52035e-07	144.367	3.81689
XM_029338373.2	2735.8	2205.95	1422.46	2819.49	2923.33
XM_044318244.1	347.471	198.033	171.409	229.923	423.123
XM_044312707.1	0	0	0	0	0
XM_029323570.2	1427.11	989.672	672.882	1462.33	1170.72
XM_029351486.2	0	0	63	0	0.0176167
XM_044315032.1	0	189.625	0.0895331	0	5.20314e-08
XR_006393340.1	46.3465	58.5893	30.6527	34.4377	67.4438
XM_044321871.1	3.49237	0	0	0	0
XR_006397257.1	10.0787	3.97344	0	0	0
XR_006391982.1	16.9234	277.125	0	171.825	31.0761
XM_029337627.2	166.074	138.37	123.616	181.92	265.719
XM_044314414.1	28.8879	63.3071	120.745	119.948	16.6647
XM_029356926.2	1039	1378	820	1595	1491
XM_044324574.1	0	0	0	0	0
XM_029336299.2	1142	740	668	580	354
XM_029358691.2	246.413	229.065	281.354	295.531	712.515
XM_029345658.2	278.921	287.219	218.465	361.985	368.351
XM_044312688.1	0	0	0	0	0
XM_029354781.2	1299	1062	714	1067	1101
XM_044311339.1	18.9374	422.283	187.039	17.0675	13.5657
XM_044321267.1	615.169	376.871	182.006	317.911	464.539
XR_006394795.1	2.32429	8.12655	9.75981	6.62024	17.4722
XM_029356885.2	41	63	102	41	106
XM_044315932.1	0	0	8	1	6
XM_029347763.2	16	72	28	231	404
XM_029338751.2	3161	2599	1392	3077	2948
XR_003825448.2	0	0	0	0	0
XM_029333080.2	60.231	53	52	0	35.1808
XM_044326855.1	24	19	101.884	60	300.896
XM_044317120.1	4450.29	785.876	1422.05	542.749	818.262
XM_044308370.1	1648.9	1040.53	1275.48	1540.31	2244.95
XR_006392504.1	5.29698	0	0	0	3.5049
XM_029357202.2	223.184	81.9978	166.541	183.987	81.9933
XM_044317536.1	96.5162	79.6235	29.9807	171.336	161.788
XM_044319174.1	471.115	328.244	336.054	505	322.667
XM_029335710.2	0	0.0113429	241.98	519.741	0.00017753
XM_029358269.2	84	36	74	108	239
XM_044319348.1	575	781.782	375.098	576.955	433.277
XM_044308911.1	271.647	0	21.6285	0	153.625
XM_044323965.1	865	567	821	1225	1917
XM_044312065.1	0	0	2	0	0
XM_029325006.2	3381	7101	3996	5960	4742
XM_044321881.1	0	0	0	0	0
XR_006392745.1	19	0	0	0	0
XM_029342250.2	672	569	355	728	805.949
XM_029329440.2	1216	1098	787	1354	1309
XM_029356438.2	0	0	0	0	0
XM_044324442.1	38.7813	30.0951	34.1967	77.5512	148.678
XR_006394133.1	74.9836	51.3227	269.234	43.8371	693.976
XR_006398184.1	20.5	12.5	25.773	15.9856	50
XM_029346129.2	3206	3510	2554	1763	2471
XM_029334228.2	360	132	192	343	345
XM_044320758.1	45.2571	0	28.8376	8.01242	78.0733
XM_044324816.1	0	0	0	0	0
XM_029350657.2	3508	4799	3055	3930	3237
XM_044320489.1	155.453	1.39932	9.30619	0.000144628	0.000114885
XM_044321403.1	5.11994	1.39451	7.54575	8.76578	7.379
XM_044321545.1	9.44979e-05	0.000229683	0	1.90228e-05	35.4589
XM_029353700.2	0	0	0	0	0
XM_044321782.1	0	28.2058	29.2309	58.0284	60.9856
XM_029330415.2	37.941	0	0	108.257	0
XM_044328631.1	141.858	122.082	81.3078	130.298	198.161
XM_029355666.2	1723	824	652	926	581.049
XM_029342356.2	3781.79	1939.22	1016.17	1384.08	3068.73
XR_006394341.1	0	2	1	23.2618	13
XM_029344046.2	117	168	231	352	178
XM_044323594.1	188	2	6	4	8
XM_044322729.1	0	6	2	15	0
XM_029335680.2	95.6178	4.32399	42.2747	41.8675	104.932
XR_006391621.1	0	2	0	0	1
XM_044311623.1	7	26.1057	7	2	14
XM_044326887.1	9.57784	4.37809	1.65125	9.56147	0.520388
XR_006391297.1	196.84	55	71.0903	228.061	359.394
XM_029339911.2	0	0	0	0	0
XM_029338632.2	6003.16	3378.15	5695.35	4499.44	5440.63
XR_006392616.1	11.1715	0	0	27.9316	3.71109
XM_029328307.2	12.1149	51.1401	36.0883	36	104.905
XM_044311182.1	174	78	63	86	134
XM_044321747.1	0	0	0	0	0
XM_044307443.1	19	4	29	5	140
XM_029348943.2	335.253	292.135	0	3.02659	0
XM_044328668.1	0	0	0	0	0
XR_006393326.1	0	0	0	11	0
XM_044324997.1	21.3007	0	20.864	14.2037	12.3118
XM_044329134.1	240.713	173.981	186.898	265	298.084
XM_044319727.1	360.644	1.78493e-08	182.751	273.932	182.893
XM_029348911.2	5.01614e-08	0	100.207	27.0241	3.52038e-06
XM_044314491.1	395.038	536.124	931.96	264.232	74.3351
XM_029330119.2	1197	1012	1006	1029	1080
XM_044308732.1	267	158	268	383	311
XR_006392767.1	0	0	0	0	0
XM_044311411.1	0	0	0	0	16.5536
XM_044313125.1	239	166	106	99	215
XM_029347037.2	0.0112263	0.0204753	0.00109155	0.00847359	0.011901
XM_044327327.1	2	600	146	7	62
XM_029354353.2	11	11	29	35	4
XM_029342518.2	339.155	94.1633	109.805	293.015	325.005
XM_044315612.1	7.04304	0	1.14509	0	0
XR_006394318.1	0	0	0	0	0
XM_029333890.2	1210	857	863	755	731
XM_029345916.2	247.095	117.38	258.809	142.915	186.416
XM_044329190.1	0	12.8279	2.82489	0	3
XM_044326523.1	11.3651	15.6641	0	1.40211	10.2253
XM_029348705.2	373	344	308	328	408
XM_044326790.1	7.03404	7.47403	2.45482	1.42432	4.25878
XM_044320960.1	63.1682	321.715	281.26	306.386	388.664
XM_044322088.1	1365	583	790	1329	1039
XM_044324027.1	5	0	6	0	42
XM_044318371.1	51.7634	7	1	7.80614	48.8493
XM_044328552.1	53.4771	40.5233	21.8777	76.3119	99.7551
XM_029335366.2	79	59	38	128	118
XM_029339357.2	1678.34	1690.78	907.804	1542.01	1107.67
XM_044327240.1	236.331	95.1563	131.34	215.042	71.3739
XM_044321622.1	10.7614	33.1039	27.4539	3	39.2971
XM_029346846.2	11	9.25175	13.327	21.4153	7.47508
XM_044312289.1	0	0	158.252	0	0
XR_006394794.1	20.5836	0	0	0	6.01076
XM_044315176.1	658.698	876.617	873.034	1201.4	650.135
XM_029333780.2	239.318	0	186.089	0	16.8454
XM_029333800.2	211	104	219	198	389
XM_029345496.2	32.2381	142.162	74.14	59.6466	29.506
XM_044324195.1	0	0	0	5	0
XM_029341329.2	1563	702	610	1305	1144
XM_029340994.2	258	290.221	150	322	282
XM_029345752.2	1192.3	390	506.954	1283.35	744.237
XM_044309246.1	0	0	0	1.57705	1.58164
XM_044314582.1	0	0	0	0	0
XM_029351041.2	596	380	48	984	378
XR_006396464.1	0	0	39.6943	6.47955	0
XM_044312580.1	38	47	68	6	43
XM_044320425.1	89.2083	180.904	21	74.0383	19.1606
XM_044312542.1	0	1.24918	1.54585	3.08692	9.11309
XM_044311579.1	0	0	0	0	0
XM_044308936.1	0	0	0	0.5	0
XM_029333384.2	0	0	0	0	0
XM_029339399.2	886	363	214	656	451
XM_044307714.1	0	97.0446	1.02719	0	0.0649703
XM_044311458.1	6	0	102.387	19.3523	92.7667
XM_044312235.1	32	7	52	58	86
XM_044324280.1	33.928	0	0	9.70323	18.5659
XM_044329057.1	568.949	425.737	269.764	400.287	368.687
XM_029339946.2	18228	23428	10816	17302	13046
XM_044323473.1	0	0	0	0	0
XR_006392692.1	0	0	0	58.9605	0
XM_029347541.2	214.954	62.7876	69.9616	196.189	259.822
XM_044316365.1	0	1	0.5	3.51948	0
XR_006394263.1	10.8947	4	43.2632	8.78947	188.789
XM_029346910.2	577	345	269	373	388
XR_003823357.2	97	156	293	253	368
XM_029338446.2	4175	3486	2382	3581	4365
XM_044326228.1	0	0	0	0	0
XM_029331829.2	21385	68179	26334	15051	13284
XR_006396144.1	591	817	431	1048	1197.91
XR_003824057.2	6	8	4	7	32
XM_044308883.1	0	32.0427	26.8644	1.75313	5.44866
XM_029352796.2	15.7547	1.44246	10.1812	5	8.01662
XR_006393450.1	27.2415	4	10	32.2337	1.03814
XR_003827591.2	72	177	170	331	84
XM_044322216.1	167.876	114.765	116	95.3067	293.958
XM_029335152.2	5540	3866	2844	3235	4876
XM_044308271.1	0	0	0	0	4.99522
XM_029326752.2	227.947	115.047	126.944	173.11	153.341
XM_044321934.1	0	0	4.28917	1	64.9349
XM_044327889.1	19.8045	8.77724	6.0959	12.688	67.394
XM_029351710.2	1043	545	393	992	1182
XR_006397138.1	0	5	0	0	2
XM_044324702.1	79.1934	167.455	24.8409	73.6954	124.991
XM_044318475.1	0	0	0	0	0
XM_044313439.1	22	9	5	0	0
XR_006398202.1	152.654	52.4735	43.6581	102.502	45.1669
XM_029357635.2	1200.24	498.347	545.716	863.849	926.833
XM_029331053.2	0	0.0949846	0.253308	0	0
XM_044311006.1	0	0	2.26327	0	9
XM_044318315.1	1087	749	445	702	541
XM_044324345.1	0	0	0	4.96237	0
XM_029357831.2	0	0	0	6.93175	0
XM_029357866.2	7739	6395	4449	8952	10420
XM_029351869.2	0	0	2.83465	9.76149	92
XR_006392934.1	41.4353	1.7713	24.8023	4.91995	150.901
XM_044321129.1	255.991	189.763	173	445.494	525.649
XM_044316835.1	65.0348	60.7052	0.000920729	50.792	0
XR_006393477.1	59.6224	97.8485	80.926	83.383	103.378
XM_044316560.1	0	0	0	0	0
XM_044315345.1	12.1796	11.9545	0	30.545	4.82047
XM_029336902.2	1329	1072	1421	1623	1294
XM_029335690.2	2414.8	1579.73	1175.94	1983.4	2208.33
XR_006394060.1	0	5	0	0	0
XR_003823011.1	2.08608	1.1875	12.4407	2.12121	23.253
XM_044315862.1	0	0	0	0	0
XM_029333024.2	969.202	569.503	518.577	1295.85	872.086
XM_044312938.1	59.031	36.4892	6.88886	1.07011	7.59601
XM_029355302.2	372.536	542.419	407.011	459.93	423.29
XR_006393632.1	7.94803	0	8.78402	14.7999	24.5483
XM_029355061.2	0	0	0	0	1.18777
XM_044324650.1	4	1	21	1	64
XM_044316687.1	0	0	5	5	14
XR_006393899.1	41.4353	1.7713	24.8023	4.91995	150.901
XM_029326574.2	0	10.5772	0	8	7
XM_044325516.1	60.4446	15	49	15.6811	58.2437
XM_029331773.2	156.969	0.0364806	0	0	178.259
XM_029343978.2	0	83.6159	7.50415e-05	0	302.016
XM_029335950.2	0	0.000521036	3.54475	198.926	0
XR_006394712.1	41.921	27.2958	46.8308	22.8893	39.9439
XM_029328620.2	0	0.00156133	0.000208419	0	0
XM_029337233.2	242.335	0.398937	13.1955	184.342	272.221
XM_044324367.1	3628	1958	2754	5671	4788
XM_029324122.2	0	0	12.9941	24.0492	0
XR_006397494.1	1084.33	679.574	465.983	1074.95	950.296
XM_044318179.1	523.158	271.786	386.21	433.75	416.74
XM_044326564.1	34.5205	23	15	16.3151	36.9242
XM_044321597.1	291.58	71.9255	742.222	117.609	122.285
XM_044317217.1	348.666	36.3319	23.2114	167.436	220.967
XM_044316792.1	384	265	299	394	460
XM_044324667.1	0	0	0	0	0
XM_029342591.2	3389	2753	2270	3633.96	3393.83
XM_044325053.1	0	0	4	5	35
XM_044316873.1	35.3114	0	0	0	0
XM_029328766.2	660	207	174	348	481
XM_029350577.2	324	349	229	293	351
XM_029337264.2	292	264	199	290	224
XM_044314191.1	78.2837	0	36.1631	150.466	99.0303
XM_044311203.1	1.3857	0	5.2201	1.10048	0
XM_029346562.2	4075	3035	2422	4135	3552
XM_044328501.1	78.0844	80.715	208.164	142.336	87.3558
XM_029337792.2	2246.93	48.2304	281.848	407.112	401.68
XM_029341639.2	232	41	90	185	187
XM_044309643.1	4.86918e-07	0.00941498	8.45467e-05	78.2828	0.00245026
XM_029349095.2	4620	4873	5165	4002	2363
XR_003827684.2	0	0	0	0	3
XR_003824594.2	28.8882	0	100.572	33.6874	73.2081
XR_003825461.2	60	33	24	17	33
XM_044318721.1	0	27.9676	0	0.104705	15.7847
XR_003824576.2	194.392	284.021	134.971	189.318	34.1281
XR_006393783.1	1.65714	6.98434	1.93236	9.49904	3.61688
XM_029335167.2	2663	2798	2123	2819	3382
XM_029326369.2	42.3375	1.51662e-05	0	0	0
XR_003825346.2	7	0	3	26	23
XR_006394209.1	28	18	29	23	85.1931
XM_044318515.1	86.3466	198.081	56.913	115.763	151.947
XM_044317161.1	362.678	254.379	290.003	309.543	479.599
XR_006394070.1	0	2.31676	11.8142	4.16795	10.6145
XM_044308443.1	9.59958	15.6861	0	0	0
XM_029330059.2	0.0364166	0	0	7.07059	2.53527
XM_044314505.1	1.11069	1.09257	12.6229	3.28001	2.13604
XM_044317208.1	2.10396e-07	1.24208e-06	4.75207e-08	6.78435e-08	6.26157e-07
XM_044308982.1	36.5321	25.0832	33.5897	30.125	42.6232
XM_029346163.2	507	467	318	529	511
XM_044328202.1	1026	413	419.009	539.664	587.738
XM_029349018.2	0	0	0	0	0
XM_044309760.1	0	0	0	1	0
XM_044318055.1	0	0.221319	0.364721	0	5.38388
XR_006396587.1	6.63117e-08	0	0	0	3.51591
XM_044322895.1	370	286	231	363	395
XR_006395024.1	4.18022	4.40331	0	0	0
XR_006394038.1	15.3629	0	0	0	24.5856
XM_044313210.1	0	1	0	0	2.00797
XM_029338468.2	461.079	587.69	355.999	488.326	421.308
XM_029351953.2	1357	860	779	1218	701
XM_044308583.1	3	0	1.03803	0	0
XM_044318102.1	2	0	10	3	8
XM_044312471.1	0	0	0	0	0
XM_029335895.2	0	6.92891	3.7199	0	31.2545
XM_044319828.1	288	205	142	198	516
XM_044306978.1	0	1.96609	0	4.2221	0
XM_044308695.1	0	0	0	0	0
XR_006394152.1	12.7174	0	5.34272	7	0
XM_044327862.1	0	12	0	6	2
XM_044320552.1	13	0	49.6908	380.365	148.88
XM_029329189.2	0	0	0	0	0
XM_029352550.2	40	162	61	78	116
XM_029355490.2	1323.68	1061.27	903.407	2843.47	2819.94
XM_044316011.1	54.2626	29.9538	74.1696	69.5151	133.925
XM_044314942.1	0	0	0	0	0
XM_029355829.2	0	0	9.86786	21	0
XM_029336604.2	310.564	199.911	254.999	141.197	28.3267
XR_006392561.1	41.239	0	5.03163	4.93566	43.1433
XM_029353556.2	0	162.979	88	0	0
XM_044310524.1	0	0	0	85.8983	0
XM_029336594.2	0	0	0	0	0
XR_006395866.1	929	341	244	563	293
XM_044310245.1	0	0	0	0	43.6356
XR_006396493.1	0	0	0	0	10.1667
XM_044324201.1	0	0	0	0	1.77023
XR_006393187.1	63.5042	73.8704	166.383	100.593	174.278
XM_029329501.2	352	174	66	215	128
XR_006395476.1	35	12	8	15	8
XM_044328465.1	0.0087004	1.20962	0.0542221	0	0.136015
XM_044323250.1	530	269	366	676	1284
XM_029341934.2	1914.92	1723.67	1019.32	1025.5	658.797
XM_044323204.1	1	1.12701	2	1	0
XR_006397640.1	1.91007	17.0206	5.83179	17.9226	8.4606
XM_029325218.2	0	0.0564933	0.00715887	5.90087e-07	3.20672
XM_029328613.2	314.558	890.998	312.923	578.942	663
XM_029334602.2	643	910	554	430	597
XM_029330036.2	0	3.68535	0	9	0
XM_029341975.2	654	491	578	452	513
XR_003827627.2	0	0	0	1.17111	0
XM_029351324.2	3698.43	3211.79	2738.71	2391.89	3015.21
XM_044325350.1	43.4104	20.1259	28.454	55.5638	116.475
XR_006393751.1	20.1262	2.06885	23	72.2512	64.7962
XM_044307674.1	13	1.48609	22	0	98.9376
XM_044307242.1	1297.27	876	945	1006	1194.4
XM_044307926.1	0	0	0	0	7
XM_029333645.2	1076.88	1124.72	534.881	617.943	612.739
XM_029358169.2	386	375	258	460	400
XM_029352390.2	861.129	410.64	568.833	685.94	853.499
XM_044320882.1	0	0	0	0	0
XM_029349102.2	0	0	0	0	2.96527e-05
XM_044322486.1	0.570559	0	0	0	13.0116
XR_003827698.2	1	0	0	8	0
XM_044313938.1	1.15382	0	5.71732	0	11.2959
XM_044313790.1	1197.62	585.645	454.662	1423.16	1857.54
XM_044309624.1	0	0	0	0	0
XM_044323444.1	71.1583	0.5	169.589	0	0
XM_029349192.2	26105.7	30345.5	22132.9	23985.3	25336.7
XM_029337410.2	2532	3189	2104	3437	3661
XM_029336849.2	3572	3493	1786	2668	2648
XM_029355521.2	341.25	385.451	287.63	653.15	626.261
XM_029332217.2	0	0	0	0	4.0757
XM_029347172.2	70	12	24.1088	4	18.1014
XR_006394913.1	0	0	0	0	0
XM_044318474.1	0	0	0	0	0
XM_044327237.1	94.329	8.17623	0	19.0916	0
XM_044314776.1	0	0	0	0	0
XR_006395174.1	173	53	43	137	21
XR_006393774.1	29.1196	33.8579	55.926	29.8598	34.6236
XR_006397176.1	41.0289	50.0821	0	90.2707	0
XM_044324042.1	23465	33424	20045	28673	21432
XM_044310901.1	0	0	0	0	0
XR_006392127.1	195.431	148.604	100.036	203.858	260.526
XR_006392073.1	0.480484	29.7507	24.7522	3.87892	0
XR_006393611.1	15.3531	0	31	1.41346	1.46515
XM_044316744.1	0	0	0	0	0
XM_044313121.1	87.1674	63.7331	60.6691	50.3416	72.4677
XM_044314073.1	76.94	191.926	49.5557	17.0288	127.125
XR_006396919.1	112.43	36	55	109.448	105.356
XM_029345580.2	0	18.2885	2.13648	5.79953	9.22647
XM_044321364.1	0	17.9221	67.9521	432.651	74.0925
XM_044326238.1	348.191	414.648	279.977	564.587	401.63
XM_044319517.1	81	208	91	141	104
XM_044315391.1	18.3183	1.47509	3	1.00875	11.9515
XM_044323666.1	0	0	0	0	0
XM_044328797.1	1.33525	2	6.99097	3	36.1515
XM_044325892.1	835	627.098	428	441	596
XM_044328533.1	0	0	0	26.6936	0
XM_029345775.2	21	22	9	61	32
XM_044314481.1	0.00680073	245	507.637	958.638	96.6554
XM_044322071.1	0	0	4.75655	0	0
XM_044311056.1	925.156	191.38	190.933	735.782	315.47
XM_044325007.1	0	0	0	8	6
XM_044327961.1	526.765	532.351	347.881	656.512	428.782
XM_044309273.1	0	0	0	0	9
XM_029325105.2	399.033	135.229	109.841	178.666	214.881
XM_029358654.2	0	0	0	0	0
XM_044313253.1	161.838	167.211	239.404	77.1503	17.1523
XM_044318869.1	818.72	780.206	425.951	550.46	568.079
XM_029328907.2	3.97687e-05	3.76951e-05	0	0	8.64887e-06
XR_006392590.1	0	0	0	0	0
XM_029332836.2	47	23	17	35	33
XR_006395820.1	9	88	3	21	23
XM_029340501.2	554	708	353	739	618
XM_044308018.1	0	0	0	0	0
XM_029345910.2	134.536	6.82319e-07	117.436	152.652	102.088
XM_029332423.2	0	0	0	3	1
XM_029345457.2	5100	4022	3181	4571	5327
XM_044328458.1	881.737	517.376	357.66	615.728	502.765
XM_029346643.2	152	242	109	193	100
XM_044320922.1	4.64469	0	1.71136	0	0
XM_044322566.1	0	0	27.004	0	0
XM_029330266.2	0	0	30.2072	44.2575	52.457
XM_044324167.1	0	0	0	0	5.08551
XM_044322160.1	6263	7824	3878	5237	6131
XM_044306939.1	132	25.1255	73	58	120.43
XR_006393800.1	4	0	2	4	0
XM_029328578.2	0	0	0	0	21.7408
XM_044314222.1	46	25	212.69	78.6205	300.762
XM_044327478.1	77	722	370	571	747
XM_044323159.1	0	10.5249	0	9	0
XM_029334287.2	651	1312.38	376.167	692	296.647
XR_006394563.1	15.8236	0	0	0	0
XR_006391760.1	0	0	0	0	0
XR_006396794.1	395	339	27	127	803
XM_044322227.1	117.451	69	44	105.827	103
XM_029328475.2	488	168	206	235	309
XM_044328368.1	21.9913	22.8304	5.51398	15.6265	26.5384
XM_044307950.1	0	10	11	21	0
XM_044326850.1	0	106.235	128.74	1.8771e-07	9.9428e-08
XM_029326894.2	1402.01	678.166	889.635	1114.76	746.818
XM_044320766.1	46.6053	17.7721	28.8587	20.3266	16.1679
XM_029349208.2	0	14	23	42	23
XM_044323499.1	44.9803	40.1086	29.692	70.1278	116.517
XM_029343400.2	77.2751	36.7589	10	134.436	37.5609
XR_006395230.1	52.0491	12.5591	6.32155	81.8472	87.931
XM_029337353.2	248	163	113	407	332
XM_029338953.2	11.4232	32.2788	57.877	0	21.8412
XM_044328186.1	2099	2101	1872	2742	2526
XM_044312797.1	2450.65	126.928	1597.9	0	780.925
XM_029326336.2	0	0	0	0	0
XR_006397530.1	0	0	0	0	0
XR_006394120.1	41.058	52.8912	35.0013	88.5378	80.8456
XM_044318174.1	50.1542	67.3487	25.2008	85.6716	20.4561
XM_029345104.2	4.02507	0	18.6784	0	0
XM_029335769.2	93.3052	231.754	0	0	3.17852
XM_044319436.1	0	0	0	0	0
XM_029327165.2	15	6	6	3	6
XM_044314565.1	204.447	16.4004	132.123	129.695	143
XM_044312382.1	0	0	0	0	0
XM_044319738.1	0	8.93635	0	0	23.876
XM_044315632.1	36	10	0	6	34
XR_006396379.1	0	0	0	0	0
XR_006392071.1	31.0533	9.32748	0	3.63107	0
XM_044306891.1	6.08113	11.1071	11.918	8.68577	10.107
XR_006391350.1	0	8.05765	120.757	136.714	306.179
XM_044316104.1	0	0	0	0	0
XM_044313566.1	105.589	10.8467	23.6333	26.7654	45.2183
XM_044329201.1	10.5639	0	5.57793	20.5214	17.9955
XM_029329847.2	235	137	126	256	240
XM_029324285.2	0	0	0	0	0
XM_044307261.1	6394	8742	5738	3762	5090
XR_006393502.1	3.57075	23.7186	3.75036	0	47.1324
XM_044325263.1	1466.86	1401.68	429.213	952.397	293.341
XR_006393020.1	500.277	195.803	530.999	568.819	198.649
XM_029354616.2	230.387	759.465	414.577	381.482	619.118
XM_044323374.1	146.701	172.947	50.2881	80.1355	132.178
XM_029340862.2	0.0743341	0	0	0	0
XM_044313020.1	0	0	0	0	0
XM_029346413.2	1744	936	873	1058	1003
XM_044328484.1	58.9988	210.596	247.818	234.187	64.2519
XM_029350861.2	77.7651	26.9153	0	218	106
