"","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","PCC.cor","p_value","adjusted_p_value"
"1402","Cluster_2854","lncRNA_9177",160,-21.61,"2 21","6287 6308",19,"68.42%","78.95%",-0.845633362496435,0.358446010489828,0.98228265447747
"1403","Cluster_2854","lncRNA_9178",160,-21.61,"2 21","2854 2875",19,"68.42%","78.95%",-0.82662400868281,0.380516800945405,0.98228265447747
"1404","Cluster_2854","lncRNA_9191",169,-22.11,"2 20","5485 5505",18,"83.33%","88.89%",-0.56268180818696,0.619539263354924,0.98228265447747
"1405","Cluster_2854","lncRNA_9191",169,-22.11,"2 20","9874 9894",18,"83.33%","88.89%",-0.56268180818696,0.619539263354924,0.98228265447747
"1406","Cluster_2854","lncRNA_921",164,-20.51,"2 18","536 559",18,"77.78%","88.89%",-0.709582905788722,0.497766783060483,0.98228265447747
"1407","Cluster_2854","lncRNA_9221",160,-20.49,"2 21","11811 11832",19,"68.42%","78.95%",0.995906543524492,0.0576220185263861,0.98228265447747
"1408","Cluster_2854","lncRNA_9221",169,-22.65,"2 18","6843 6864",16,"87.50%","87.50%",0.995906543524492,0.0576220185263861,0.98228265447747
"1409","Cluster_2854","lncRNA_9241",164,-21.88,"2 17","5922 5943",15,"80.00%","93.33%",-0.565392047779911,0.617449775155814,0.98228265447747
"1410","Cluster_2854","lncRNA_9241",164,-21.88,"2 17","8933 8954",15,"80.00%","93.33%",-0.565392047779911,0.617449775155814,0.98228265447747
"1411","Cluster_2854","lncRNA_9242",164,-21.88,"2 17","5206 5227",15,"80.00%","93.33%",-0.466875563513442,0.69075918907134,0.98228265447747
"1412","Cluster_2854","lncRNA_9242",164,-21.88,"2 17","8217 8238",15,"80.00%","93.33%",-0.466875563513442,0.69075918907134,0.98228265447747
"1413","Cluster_2854","lncRNA_9243",164,-21.88,"2 17","5206 5227",15,"80.00%","93.33%",-0.562699524068342,0.619525620288166,0.98228265447747
"1414","Cluster_2854","lncRNA_9243",164,-21.88,"2 17","8217 8238",15,"80.00%","93.33%",-0.562699524068342,0.619525620288166,0.98228265447747
"1415","Cluster_2854","lncRNA_9244",164,-21.88,"2 17","4728 4749",15,"80.00%","93.33%",-0.576331250015302,0.608967623891707,0.98228265447747
"1416","Cluster_2854","lncRNA_9244",164,-21.88,"2 17","7739 7760",15,"80.00%","93.33%",-0.576331250015302,0.608967623891707,0.98228265447747
"1417","Cluster_2854","lncRNA_9296",166,-26.08,"2 15","8078 8099",13,"92.31%","100.00%",-0.510460886567824,0.658949621759179,0.98228265447747
"1418","Cluster_2854","lncRNA_9296",185,-30.82,"2 18","7834 7855",16,"100.00%","100.00%",-0.510460886567824,0.658949621759179,0.98228265447747
"1419","Cluster_2854","lncRNA_9296",200,-38.33,"2 21","8239 8260",19,"100.00%","100.00%",-0.510460886567824,0.658949621759179,0.98228265447747
"1420","Cluster_2854","lncRNA_9297",166,-26.08,"2 15","5808 5829",13,"92.31%","100.00%",-0.513863556779088,0.656427513859166,0.98228265447747
"1421","Cluster_2854","lncRNA_9297",185,-30.82,"2 18","5564 5585",16,"100.00%","100.00%",-0.513863556779088,0.656427513859166,0.98228265447747
"1422","Cluster_2854","lncRNA_9297",200,-38.33,"2 21","5969 5990",19,"100.00%","100.00%",-0.513863556779088,0.656427513859166,0.98228265447747
"1423","Cluster_2854","lncRNA_9331",161,-20.58,"2 20","1322 1342",18,"77.78%","83.33%",-0.436122102719108,0.712703149658609,0.982690146409929
"1424","Cluster_2854","lncRNA_9349",171,-20.59,"2 20","121 142",18,"77.78%","88.89%",-0.598020983965812,0.591907864894881,0.98228265447747
"1425","Cluster_2854","lncRNA_9355",147,-20.22,"2 21","26 50",22,"59.09%","72.73%",-0.492476100688937,0.672183790869439,0.98228265447747
"1426","Cluster_2854","lncRNA_9367",163,-22.92,"2 20","627 648",18,"66.67%","88.89%",-0.535326779050322,0.640376939150996,0.98228265447747
"1427","Cluster_2854","lncRNA_9372",163,-22.92,"2 20","627 648",18,"66.67%","88.89%",-0.5368331515122,0.63924092395316,0.98228265447747
"1428","Cluster_2854","lncRNA_9631",157,-20.58,"2 16","33481 33501",14,"85.71%","92.86%",-0.575917718919212,0.609289711401528,0.98228265447747
"1429","Cluster_2854","lncRNA_9678",143,-20.07,"2 21","17022 17048",24,"58.33%","66.67%",0.983801156723636,0.114742716425127,0.98228265447747
"1430","Cluster_2854","lncRNA_9679",143,-20.07,"2 21","11782 11808",24,"58.33%","66.67%",0.982029573862063,0.120872313187933,0.98228265447747
"1431","Cluster_2854","lncRNA_9906",162,-20.84,"2 20","1211 1236",22,"72.73%","77.27%",-0.507079332355288,0.661450215390308,0.98228265447747
"1432","Cluster_2854","lncRNA_9940",160,-20.33,"2 20","3298 3317",18,"72.22%","88.89%",-0.747090604651023,0.462900203584173,0.98228265447747
"1433","Cluster_2854","lncRNA_9988",157,-20.28,"2 21","4313 4332",19,"73.68%","78.95%",-0.742179473692178,0.467584380904684,0.98228265447747
"1434","Cluster_2882","lncRNA_051",173,-24.97,"2 20","2495 2515",18,"88.89%","88.89%",-0.928747128365364,0.241773889689585,0.98228265447747
"1435","Cluster_2882","lncRNA_10026",155,-20.48,"2 16","8533 8554",14,"78.57%","85.71%",-0.93075335784165,0.238304935371712,0.98228265447747
"1436","Cluster_2882","lncRNA_10027",155,-20.48,"2 16","7816 7837",14,"78.57%","85.71%",-0.928268317445453,0.242594816629394,0.98228265447747
"1437","Cluster_2882","lncRNA_1195",162,-23.12,"2 21","847 872",23,"73.91%","78.26%",-0.96881185019821,0.159413528004446,0.98228265447747
"1438","Cluster_2882","lncRNA_1197",154,-25.01,"2 16","241 265",17,"76.47%","82.35%",-0.947863427218245,0.206476935158776,0.98228265447747
"1439","Cluster_2882","lncRNA_1361",149,-20.74,"2 20","617 642",22,"68.18%","72.73%",-0.848211255985416,0.355359494787624,0.98228265447747
"1440","Cluster_2882","lncRNA_1382",164,-23.28,"2 21","9072 9093",19,"73.68%","78.95%",-0.993185918804317,0.0743610804604821,0.98228265447747
"1441","Cluster_2882","lncRNA_1544",165,-20.11,"2 20","13668 13691",20,"80.00%","85.00%",-0.903738777490467,0.28162278131446,0.98228265447747
"1442","Cluster_2882","lncRNA_156",172,-22.14,"2 19","2421 2441",17,"88.24%","94.12%",-0.967941760674961,0.16163375429223,0.98228265447747
"1443","Cluster_2882","lncRNA_1571",157,-25.53,"2 20","1865 1888",20,"75.00%","80.00%",-0.866382126370734,0.332878859015386,0.98228265447747
"1444","Cluster_2882","lncRNA_1670",151,-22.21,"2 14","5056 5076",12,"91.67%","91.67%",-0.992735171077284,0.0767840632715861,0.98228265447747
"1445","Cluster_2882","lncRNA_1671",151,-22.21,"2 14","394 414",12,"91.67%","91.67%",-0.937250852753044,0.226723526887601,0.98228265447747
"1446","Cluster_2882","lncRNA_1727",157,-22.64,"2 14","7034 7055",12,"91.67%","91.67%",-0.904894708340678,0.279898824712523,0.98228265447747
"1447","Cluster_2882","lncRNA_1728",157,-22.64,"2 14","7030 7051",12,"91.67%","91.67%",-0.904894708340678,0.279898824712523,0.98228265447747
"1448","Cluster_2882","lncRNA_1897",145,-20.82,"2 20","1962 1987",22,"63.64%","72.73%",-0.928009695715646,0.24303712945046,0.98228265447747
"1449","Cluster_2882","lncRNA_2034",164,-20.23,"2 17","302 323",15,"86.67%","86.67%",-0.999689861090049,0.0158556654521834,0.942190786632653
"1450","Cluster_2882","lncRNA_216",152,-20.37,"2 21","1325 1346",19,"63.16%","73.68%",-0.0993125062300262,0.936671300942833,0.999683876482755
"1451","Cluster_2882","lncRNA_2203",147,-25.58,"2 21","4679 4706",25,"64.00%","64.00%",-0.369556991538378,0.759018906622391,0.98650082313936
"1452","Cluster_2882","lncRNA_2219",153,-20.8,"2 14","2134 2155",12,"83.33%","91.67%",-0.806761645620365,0.402436317676296,0.98228265447747
"1453","Cluster_2882","lncRNA_2226",161,-26.38,"2 14","1947 1968",12,"91.67%","100.00%",-0.634256694128274,0.562612481808424,0.98228265447747
"1454","Cluster_2882","lncRNA_2541",156,-21.71,"2 20","226 247",19,"73.68%","84.21%",-0.87779033919598,0.318033873239437,0.98228265447747
"1455","Cluster_2882","lncRNA_2576",152,-24.23,"2 13","1384 1405",11,"90.91%","90.91%",-0.912860707567868,0.267736411864263,0.98228265447747
"1456","Cluster_2882","lncRNA_2619",171,-24.86,"2 21","3831 3854",21,"80.95%","80.95%",-0.892345925907241,0.298116317593233,0.98228265447747
"1457","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","157 178",10,"100.00%","100.00%",NA,NA,NA
"1458","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","236 257",10,"100.00%","100.00%",NA,NA,NA
"1459","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","315 336",10,"100.00%","100.00%",NA,NA,NA
"1460","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","394 415",10,"100.00%","100.00%",NA,NA,NA
"1461","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","473 494",10,"100.00%","100.00%",NA,NA,NA
"1462","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","552 573",10,"100.00%","100.00%",NA,NA,NA
"1463","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","631 652",10,"100.00%","100.00%",NA,NA,NA
"1464","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","710 731",10,"100.00%","100.00%",NA,NA,NA
"1465","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","789 810",10,"100.00%","100.00%",NA,NA,NA
"1466","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","78 99",10,"100.00%","100.00%",NA,NA,NA
"1467","Cluster_2882","lncRNA_2658",155,-22.14,"2 12","868 889",10,"100.00%","100.00%",NA,NA,NA
"1468","Cluster_2882","lncRNA_2666",153,-20.36,"2 20","183 206",20,"75.00%","75.00%",0.100393350900253,0.935979757629978,0.999683876482755
"1469","Cluster_2882","lncRNA_2834",143,-20.85,"2 21","2637 2663",24,"62.50%","62.50%",0.0688372031480257,0.956142191637655,0.999683876482755
"1470","Cluster_2882","lncRNA_2922",156,-24.9,"2 18","2302 2326",19,"73.68%","78.95%",-0.865772000841313,0.333655834509186,0.98228265447747
"1471","Cluster_2882","lncRNA_3114",156,-23.83,"2 18","674 699",20,"75.00%","75.00%",-0.991485509461201,0.0831348440146604,0.98228265447747
"1472","Cluster_2882","lncRNA_3114",156,-23.83,"2 18","8955 8980",20,"75.00%","75.00%",-0.991485509461201,0.0831348440146604,0.98228265447747
"1473","Cluster_2882","lncRNA_3203",164,-20.23,"2 17","298 319",15,"86.67%","86.67%",-0.999193305002269,0.025572842409862,0.98228265447747
"1474","Cluster_2882","lncRNA_3369",166,-30.03,"2 16","1510 1532",15,"93.33%","93.33%",-0.970578863059358,0.15480872126034,0.98228265447747
"1475","Cluster_2882","lncRNA_3370",166,-30.03,"2 16","1505 1527",15,"93.33%","93.33%",-0.970578863059358,0.15480872126034,0.98228265447747
"1476","Cluster_2882","lncRNA_3508",160,-20.25,"2 17","924 945",15,"73.33%","93.33%",-0.897967722965523,0.290086598753098,0.98228265447747
"1477","Cluster_2882","lncRNA_3525",155,-20.48,"2 21","554 577",21,"66.67%","76.19%",-0.981818476679488,0.121582332294886,0.98228265447747
"1478","Cluster_2882","lncRNA_3548",159,-25.56,"2 21","4517 4539",20,"75.00%","75.00%",-0.938329505340975,0.224745724672445,0.98228265447747
"1479","Cluster_2882","lncRNA_3660",170,-23.76,"2 20","1617 1639",19,"78.95%","89.47%",-0.690929720414143,0.514402784181624,0.98228265447747
"1480","Cluster_2882","lncRNA_3722",159,-20.33,"2 21","14299 14322",21,"71.43%","76.19%",0.823267882547128,0.384296976974232,0.98228265447747
"1481","Cluster_2882","lncRNA_386",159,-25.99,"2 21","703 727",22,"68.18%","77.27%",0.336094567294853,0.78178764709359,0.99105559096679
"1482","Cluster_2882","lncRNA_4013",149,-20.94,"2 16","446 466",14,"78.57%","85.71%",-0.936579244134339,0.227946676878974,0.98228265447747
"1483","Cluster_2882","lncRNA_4068",165,-20.11,"2 18","24823 24844",16,"81.25%","87.50%",-0.908121015848116,0.275033691791574,0.98228265447747
"1484","Cluster_2882","lncRNA_4069",165,-20.11,"2 18","23766 23787",16,"81.25%","87.50%",-0.905307230758723,0.279281180978946,0.98228265447747
"1485","Cluster_2882","lncRNA_4070",165,-20.11,"2 18","20924 20945",16,"81.25%","87.50%",-0.906102838429873,0.278086346000086,0.98228265447747
"1486","Cluster_2882","lncRNA_4071",165,-20.11,"2 18","15829 15850",16,"81.25%","87.50%",-0.90760782667343,0.275812930610623,0.98228265447747
"1487","Cluster_2882","lncRNA_4072",165,-20.11,"2 18","9630 9651",16,"81.25%","87.50%",-0.90650854983019,0.277475200371778,0.98228265447747
"1488","Cluster_2882","lncRNA_4398",156,-23.17,"2 19","8698 8723",21,"76.19%","76.19%",-0.95866744728915,0.183674377230366,0.98228265447747
"1489","Cluster_2882","lncRNA_4532",156,-20.11,"2 21","809 830",19,"63.16%","78.95%",-0.96222556433446,0.175537853349317,0.98228265447747
"1490","Cluster_2882","lncRNA_4665",156,-23.13,"2 18","3457 3482",20,"70.00%","80.00%",-0.965420674956311,0.167904700543055,0.98228265447747
"1491","Cluster_2882","lncRNA_4666",156,-23.13,"2 18","3457 3482",20,"70.00%","80.00%",-0.965420674956311,0.167904700543055,0.98228265447747
"1492","Cluster_2882","lncRNA_4667",156,-23.13,"2 18","795 820",20,"70.00%","80.00%",-0.972825737775492,0.148751860976007,0.98228265447747
"1493","Cluster_2882","lncRNA_4706",169,-21.53,"2 20","2107 2127",18,"83.33%","88.89%",-0.906909452233739,0.276870058860026,0.98228265447747
"1494","Cluster_2882","lncRNA_5026",164,-21.63,"2 21","5241 5262",19,"68.42%","84.21%",-0.854575059269373,0.34763532414354,0.98228265447747
"1495","Cluster_2882","lncRNA_5026",176,-26.45,"2 21","5488 5509",19,"73.68%","94.74%",-0.854575059269373,0.34763532414354,0.98228265447747
"1496","Cluster_2882","lncRNA_5079",157,-22.64,"2 14","566 587",12,"91.67%","91.67%",-0.941965565455391,0.217952094477389,0.98228265447747
"1497","Cluster_2882","lncRNA_5080",157,-22.64,"2 14","566 587",12,"91.67%","91.67%",-0.945280601896057,0.211575954842149,0.98228265447747
"1498","Cluster_2882","lncRNA_5273",151,-20.42,"2 12","176 197",10,"90.00%","100.00%",-0.961565280351157,0.177075258764595,0.98228265447747
"1499","Cluster_2882","lncRNA_5338",152,-22.44,"2 18","2515 2537",17,"76.47%","76.47%",-0.888892067556586,0.30295163226113,0.98228265447747
"1500","Cluster_2882","lncRNA_5586",167,-21.26,"2 20","14 35",18,"77.78%","83.33%",-0.855196365313962,0.3468729427756,0.98228265447747
"1501","Cluster_2882","lncRNA_5699",154,-22.1,"2 17","817 837",15,"80.00%","86.67%",-0.898389711968954,0.289475524970989,0.98228265447747
"1502","Cluster_2882","lncRNA_5767",150,-20.86,"2 16","10694 10717",16,"75.00%","81.25%",-0.933599507575327,0.233299434559152,0.98228265447747
"1503","Cluster_2882","lncRNA_5780",156,-22.72,"2 13","544 565",11,"90.91%","100.00%",-0.946038890042951,0.21009130954481,0.98228265447747
"1504","Cluster_2882","lncRNA_5781",156,-22.72,"2 13","1942 1963",11,"90.91%","100.00%",-0.935674584536974,0.22958440619769,0.98228265447747
"1505","Cluster_2882","lncRNA_5782",156,-22.72,"2 13","1942 1963",11,"90.91%","100.00%",-0.935674584536974,0.22958440619769,0.98228265447747
"1506","Cluster_2882","lncRNA_5783",156,-22.72,"2 13","549 570",11,"90.91%","100.00%",-0.946038890042951,0.21009130954481,0.98228265447747
"1507","Cluster_2882","lncRNA_5784",156,-22.72,"2 13","544 565",11,"90.91%","100.00%",-0.946038890042951,0.21009130954481,0.98228265447747
"1508","Cluster_2882","lncRNA_5921",154,-20.29,"2 21","1034 1054",19,"73.68%","73.68%",0.829236625361879,0.377551103923504,0.98228265447747
"1509","Cluster_2882","lncRNA_5922",154,-20.29,"2 21","613 633",19,"73.68%","73.68%",0.829236625361879,0.377551103923504,0.98228265447747
"1510","Cluster_2882","lncRNA_5976",164,-22.11,"2 21","2721 2740",19,"84.21%","84.21%",0.0688372031480257,0.956142191637655,0.999683876482755
"1511","Cluster_2882","lncRNA_6264",167,-20.49,"2 21","1317 1340",21,"76.19%","80.95%",-0.926533515277098,0.24554729038241,0.98228265447747
"1512","Cluster_2882","lncRNA_6587",164,-21.98,"2 19","2526 2549",19,"78.95%","89.47%",-0.941791942213972,0.218281104848423,0.98228265447747
"1513","Cluster_2882","lncRNA_6588",164,-21.98,"2 19","2526 2549",19,"78.95%","89.47%",-0.941791942213972,0.218281104848423,0.98228265447747
"1514","Cluster_2882","lncRNA_6589",164,-21.98,"2 19","2508 2531",19,"78.95%","89.47%",-0.941791942213972,0.218281104848423,0.98228265447747
"1515","Cluster_2882","lncRNA_6590",164,-21.98,"2 19","2508 2531",19,"78.95%","89.47%",-0.941791942213972,0.218281104848423,0.98228265447747
"1516","Cluster_2882","lncRNA_6591",164,-21.98,"2 19","2508 2531",19,"78.95%","89.47%",-0.941791942213972,0.218281104848423,0.98228265447747
"1517","Cluster_2882","lncRNA_6592",164,-21.98,"2 19","2508 2531",19,"78.95%","89.47%",-0.941791942213972,0.218281104848423,0.98228265447747
"1518","Cluster_2882","lncRNA_6694",157,-20.16,"2 20","26 49",20,"75.00%","80.00%",0.995649969301426,0.0594016953729991,0.98228265447747
"1519","Cluster_2882","lncRNA_6869",154,-23.63,"2 17","1193 1213",15,"80.00%","86.67%",-0.696758567496103,0.509249794611556,0.98228265447747
"1520","Cluster_2882","lncRNA_6884",158,-22.08,"2 21","308 332",22,"72.73%","77.27%",-0.971797120325635,0.151554160512505,0.98228265447747
"1521","Cluster_2882","lncRNA_710",159,-24.06,"2 19","7196 7221",21,"80.95%","80.95%",0.651913338771427,0.547933164106129,0.98228265447747
"1522","Cluster_2882","lncRNA_7217",168,-20.35,"2 21","51 72",19,"78.95%","78.95%",0.0688372031480256,0.956142191637656,0.999683876482755
"1523","Cluster_2882","lncRNA_7219",164,-21.38,"2 21","278 299",19,"73.68%","78.95%",-0.833968053620348,0.372127363338922,0.98228265447747
"1524","Cluster_2882","lncRNA_7229",160,-20.04,"2 21","41 62",19,"68.42%","78.95%",-0.822313983595214,0.385365469446455,0.98228265447747
"1525","Cluster_2882","lncRNA_732",161,-21.19,"2 14","2937 2958",12,"91.67%","100.00%",-0.881247531437239,0.313408661218596,0.98228265447747
"1526","Cluster_2882","lncRNA_733",161,-21.19,"2 14","2898 2919",12,"91.67%","100.00%",-0.881247531437239,0.313408661218596,0.98228265447747
"1527","Cluster_2882","lncRNA_7557",162,-23.35,"2 15","27018 27039",13,"92.31%","92.31%",-0.930818966669546,0.238190679412691,0.98228265447747
"1528","Cluster_2882","lncRNA_7720",152,-22.3,"2 21","374 395",19,"63.16%","73.68%",-0.46170142817216,0.694478309338729,0.98228265447747
"1529","Cluster_2882","lncRNA_787",161,-21.61,"2 18","4298 4319",16,"81.25%","81.25%",-0.99821786128809,0.0380128464810432,0.98228265447747
"1530","Cluster_2882","lncRNA_8084",165,-23.64,"2 20","7830 7850",18,"77.78%","88.89%",-0.980335164403934,0.126460401029648,0.98228265447747
"1531","Cluster_2882","lncRNA_812",156,-22.46,"2 21","4176 4197",19,"68.42%","73.68%",-0.989597482454449,0.0919055099242552,0.98228265447747
"1532","Cluster_2882","lncRNA_8133",148,-22.43,"2 14","3818 3842",15,"80.00%","80.00%",-0.982070011219959,0.120735832580462,0.98228265447747
"1533","Cluster_2882","lncRNA_8154",170,-21.57,"2 20","93 115",19,"78.95%","89.47%",NA,NA,NA
"1534","Cluster_2882","lncRNA_8191",146,-20.71,"2 16","953 975",15,"73.33%","80.00%",-0.921241482654171,0.254352684800453,0.98228265447747
"1535","Cluster_2882","lncRNA_8192",146,-20.71,"2 16","953 975",15,"73.33%","80.00%",-0.921241482654171,0.254352684800453,0.98228265447747
"1536","Cluster_2882","lncRNA_8193",146,-20.71,"2 16","953 975",15,"73.33%","80.00%",-0.921241482654171,0.254352684800453,0.98228265447747
"1537","Cluster_2882","lncRNA_8194",146,-20.71,"2 16","953 975",15,"73.33%","80.00%",-0.921241482654171,0.254352684800453,0.98228265447747
"1538","Cluster_2882","lncRNA_8195",146,-20.71,"2 16","951 973",15,"73.33%","80.00%",-0.921241482654171,0.254352684800453,0.98228265447747
"1539","Cluster_2882","lncRNA_8196",146,-20.71,"2 16","27 49",15,"73.33%","80.00%",-0.914292744603717,0.265494597242162,0.98228265447747
"1540","Cluster_2882","lncRNA_8340",147,-21.2,"2 21","470 492",20,"65.00%","70.00%",-0.693100867246615,0.512488073254909,0.98228265447747
"1541","Cluster_2882","lncRNA_8483",169,-21.9,"2 20","640 660",18,"83.33%","88.89%",-0.999670749967602,0.0163369112840594,0.950250736458059
"1542","Cluster_2882","lncRNA_8510",162,-23.8,"2 21","1045 1065",19,"78.95%","78.95%",-0.889112231914541,0.302645539063973,0.98228265447747
"1543","Cluster_2882","lncRNA_8511",158,-24.01,"2 21","1373 1393",19,"73.68%","78.95%",-0.462385085688816,0.693987554097246,0.98228265447747
"1544","Cluster_2882","lncRNA_8512",157,-23.9,"2 14","7904 7925",12,"91.67%","91.67%",-0.623940429227676,0.57106155593164,0.98228265447747
