"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"5322","Cluster_2787","Peve_00001089",-0.997451283642094,0.0454619602813742,0.933015587291977,159,-21.83,"2 21","12485 12508",21,"66.67%","80.95%","CDS","A6QPF8","Transmembrane protein 120B","Bos taurus (Bovine)","fat cell differentiation [GO:0045444]; protein heterooligomerization [GO:0051291]","GO:0005637; GO:0016020; GO:0045444; GO:0051291"
"5345","Cluster_2787","Peve_00001408",0.99783352309857,0.0419131779151554,0.909938612156291,151,-24.17,"2 21","879 901",20,"65.00%","75.00%","CDS",NA,NA,NA,NA,NA
"5358","Cluster_2787","Peve_00001522",0.999999453445442,0.000665597835339763,0.239778920002343,178,-27.06,"2 21","235 255",19,"89.47%","89.47%","CDS","Q92035","Acetylcholinesterase (BfAChE) (EC 3.1.1.7)","Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)","acetylcholine catabolic process in synaptic cleft [GO:0001507]","GO:0001507; GO:0003990; GO:0005886; GO:0043083; GO:0045202; GO:0090729"
"5364","Cluster_2787","Peve_00001631",0.997124687493112,0.0482882830107525,0.946238709759689,165,-26.47,"2 21","7381 7403",21,"76.19%","85.71%","CDS","Q8R5B6","SPRY domain-containing SOCS box protein 4 (SSB-4)","Mus musculus (Mouse)","intracellular signal transduction [GO:0035556]; positive regulation of protein polyubiquitination [GO:1902916]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0005829; GO:0006511; GO:0016567; GO:0019005; GO:0035556; GO:0042752; GO:0043161; GO:0048511; GO:1902916; GO:1990756"
"5372","Cluster_2787","Peve_00001931",0.99785995039932,0.0416566673105075,0.909359886114279,164,-20.27,"2 21","1939 1960",19,"73.68%","78.95%","CDS","O95477","Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein)","Homo sapiens (Human)","adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to retinoic acid [GO:0071300]; cholesterol efflux [GO:0033344]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; endosomal transport [GO:0016197]; export across plasma membrane [GO:0140115]; G protein-coupled receptor signaling pathway [GO:0007186]; high-density lipoprotein particle assembly [GO:0034380]; intracellular cholesterol transport [GO:0032367]; lipid transport [GO:0006869]; lysosome organization [GO:0007040]; negative regulation of cholesterol storage [GO:0010887]; negative regulation of macrophage derived foam cell differentiation [GO:0010745]; peptide secretion [GO:0002790]; phagocytosis, engulfment [GO:0006911]; phospholipid efflux [GO:0033700]; phospholipid homeostasis [GO:0055091]; phospholipid translocation [GO:0045332]; platelet dense granule organization [GO:0060155]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of high-density lipoprotein particle assembly [GO:0090108]; protein lipidation [GO:0006497]; protein secretion [GO:0009306]; protein transmembrane transport [GO:0071806]; regulation of Cdc42 protein signal transduction [GO:0032489]; regulation of high-density lipoprotein particle assembly [GO:0090107]; response to laminar fluid shear stress [GO:0034616]; reverse cholesterol transport [GO:0043691]; signal release [GO:0023061]","GO:0002790; GO:0005102; GO:0005319; GO:0005524; GO:0005548; GO:0005768; GO:0005789; GO:0005794; GO:0005886; GO:0006497; GO:0006869; GO:0006911; GO:0007040; GO:0007186; GO:0007189; GO:0008203; GO:0008320; GO:0009306; GO:0009897; GO:0010745; GO:0010875; GO:0010887; GO:0015485; GO:0016197; GO:0016887; GO:0019905; GO:0023061; GO:0030139; GO:0031210; GO:0031267; GO:0032367; GO:0032489; GO:0033344; GO:0033700; GO:0034185; GO:0034186; GO:0034188; GO:0034380; GO:0034616; GO:0042626; GO:0042632; GO:0043231; GO:0043691; GO:0045121; GO:0045332; GO:0045335; GO:0046623; GO:0048471; GO:0051117; GO:0055091; GO:0060155; GO:0071222; GO:0071300; GO:0071404; GO:0071806; GO:0090107; GO:0090108; GO:0090554; GO:0090556; GO:0097708; GO:0120020; GO:0140115; GO:0140328; GO:0140359"
"5373","Cluster_2787","Peve_00001847",0.99919831613102,0.0254932797372286,0.874128698371413,151,-21.63,"2 21","3099 3124",23,"56.52%","78.26%","CDS","Q5F4A9","ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4)","Gallus gallus (Chicken)","mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","GO:0005730; GO:0006397; GO:0008380; GO:0016607"
"5374","Cluster_2787","Peve_00001847",0.99919831613102,0.0254932797372286,0.874128698371413,157,-20.8,"2 14","2483 2504",12,"83.33%","100.00%","CDS","Q5F4A9","ADP-ribosylation factor-like protein 6-interacting protein 4 (ARL-6-interacting protein 4) (Aip-4)","Gallus gallus (Chicken)","mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","GO:0005730; GO:0006397; GO:0008380; GO:0016607"
"5394","Cluster_2787","Peve_00002221",0.999980672456975,0.00395807614315678,0.54328949385489,156,-23.56,"2 13","10369 10390",11,"90.91%","100.00%","CDS","Q96LJ7","Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1)","Homo sapiens (Human)","","GO:0004090; GO:0005783; GO:0016616; GO:0047045"
"5395","Cluster_2787","Peve_00002221",0.999980672456975,0.00395807614315678,0.54328949385489,156,-23.56,"2 13","6843 6864",11,"90.91%","100.00%","CDS","Q96LJ7","Dehydrogenase/reductase SDR family member 1 (EC 1.1.1.-) (Short chain dehydrogenase/reductase family 19C member 1) (Protein SDR19C1)","Homo sapiens (Human)","","GO:0004090; GO:0005783; GO:0016616; GO:0047045"
"5402","Cluster_2787","Peve_00001819",0.999817636668151,0.0121582335095889,0.679854262991557,153,-22.66,"2 21","12836 12860",22,"68.18%","81.82%","CDS","Q8R151","NFX1-type zinc finger-containing protein 1","Mus musculus (Mouse)","activation of innate immune response [GO:0002218]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; negative regulation of viral genome replication [GO:0045071]; RNA-mediated heterochromatin formation [GO:0031048]","GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607"
"5406","Cluster_2787","Peve_00002287",-0.999983802832915,0.00362339130752193,0.526496923485016,154,-20.56,"2 20","2439 2462",20,"65.00%","80.00%","CDS","A0A250YGJ5","NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-)","Castor canadensis (American beaver)","cardiac muscle cell differentiation [GO:0055007]; circadian regulation of gene expression [GO:0032922]; determination of adult lifespan [GO:0008340]; double-strand break repair [GO:0006302]; ketone biosynthetic process [GO:0042181]; negative regulation of gluconeogenesis [GO:0045721]; negative regulation of glycolytic process [GO:0045820]; negative regulation of protein import into nucleus [GO:0042308]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; negative regulation of transposition [GO:0010529]; pericentric heterochromatin formation [GO:0031508]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of insulin secretion [GO:0032024]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein localization to chromatin [GO:0120187]; positive regulation of stem cell differentiation [GO:2000738]; protein delipidation [GO:0051697]; protein destabilization [GO:0031648]; regulation of circadian rhythm [GO:0042752]; regulation of double-strand break repair via homologous recombination [GO:0010569]; regulation of lipid catabolic process [GO:0050994]; regulation of lipid metabolic process [GO:0019216]","GO:0000122; GO:0000781; GO:0000785; GO:0003684; GO:0003723; GO:0005634; GO:0005783; GO:0006302; GO:0008340; GO:0010529; GO:0010569; GO:0016779; GO:0019216; GO:0031490; GO:0031491; GO:0031508; GO:0031648; GO:0032024; GO:0032922; GO:0034244; GO:0034979; GO:0042181; GO:0042308; GO:0042752; GO:0042803; GO:0045600; GO:0045721; GO:0045820; GO:0046827; GO:0046872; GO:0046969; GO:0050994; GO:0051697; GO:0055007; GO:0070403; GO:0097372; GO:0106274; GO:0120162; GO:0120187; GO:0140612; GO:0140765; GO:0140773; GO:0140774; GO:1904841; GO:2000738; GO:2000781"
"5408","Cluster_2787","Peve_00002349",0.999743054310315,0.0144319524323624,0.731793424490305,151,-20.24,"2 13","227 249",12,"91.67%","91.67%","CDS","G8HTB6","ZP domain-containing protein","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0016020"
"5436","Cluster_2787","Peve_00002952",0.99978090846462,0.0133264922094828,0.707558044122782,161,-21.69,"2 21","5145 5167",21,"76.19%","80.95%","CDS",NA,NA,NA,NA,NA
"5451","Cluster_2787","Peve_00003173",0.999661999574085,0.0165525907644587,0.773765786956118,158,-23.19,"2 21","12651 12677",24,"70.83%","75.00%","CDS","Q9W770","Spondin-1 (F-spondin)","Gallus gallus (Chicken)","cell adhesion [GO:0007155]","GO:0005576; GO:0007155; GO:0031012; GO:0046872"
"5465","Cluster_2787","Peve_00003392",0.997354196901045,0.0463201207098193,0.937163514946439,158,-20.41,"2 19","8481 8502",17,"70.59%","82.35%","CDS","Q9Y3Q0","N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II)","Homo sapiens (Human)","proteolysis [GO:0006508]","GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008236; GO:0008239; GO:0016020; GO:0016805; GO:0046872"
"5466","Cluster_2787","Peve_00003392",0.997354196901045,0.0463201207098193,0.937163514946439,158,-22.3,"2 17","4206 4226",15,"80.00%","93.33%","CDS","Q9Y3Q0","N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II)","Homo sapiens (Human)","proteolysis [GO:0006508]","GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008236; GO:0008239; GO:0016020; GO:0016805; GO:0046872"
"5474","Cluster_2787","Peve_00003545",0.99717621236632,0.0478534645739355,0.945121679218986,147,-20.91,"2 16","21634 21655",14,"71.43%","78.57%","CDS","Q9Y4D8","Probable E3 ubiquitin-protein ligase HECTD4 (EC 2.3.2.26) (HECT domain-containing protein 4) (HECT-type E3 ubiquitin transferase HECTD4)","Homo sapiens (Human)","glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]","GO:0004842; GO:0006006; GO:0016020; GO:0042593"
"5482","Cluster_2787","Peve_00003302",0.999980135670977,0.00401266394534835,0.54328949385489,146,-21.64,"2 21","24166 24192",24,"58.33%","75.00%","CDS","Q7TSG1","Centrosomal protein of 120 kDa (Cep120) (Coiled-coil domain-containing protein 100)","Mus musculus (Mouse)","astral microtubule organization [GO:0030953]; cell population proliferation [GO:0008283]; centrosome cycle [GO:0007098]; cerebral cortex development [GO:0021987]; interkinetic nuclear migration [GO:0022027]; microtubule cytoskeleton organization [GO:0000226]; neurogenesis [GO:0022008]; positive regulation of centriole elongation [GO:1903724]; positive regulation of centrosome duplication [GO:0010825]; positive regulation of cilium assembly [GO:0045724]; positive regulation of establishment of protein localization [GO:1904951]; regulation of microtubule-based process [GO:0032886]; regulation of protein localization [GO:0032880]","GO:0000226; GO:0005737; GO:0005813; GO:0005814; GO:0007098; GO:0008022; GO:0008283; GO:0010825; GO:0021987; GO:0022008; GO:0022027; GO:0030953; GO:0032880; GO:0032886; GO:0045724; GO:1903724; GO:1904951"
"5486","Cluster_2787","Peve_00003305",0.999819424207648,0.0120984969926468,0.678179842102661,155,-20.25,"2 21","6958 6980",20,"65.00%","80.00%","CDS","Q3UZD5","Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6) (PR domain-containing protein in smooth muscle)","Mus musculus (Mouse)","chromatin organization [GO:0006325]; histone methylation [GO:0016571]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of smooth muscle cell differentiation [GO:0051151]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neurogenesis [GO:0022008]; regulation of gene expression [GO:0010468]","GO:0000122; GO:0005634; GO:0006325; GO:0010468; GO:0016571; GO:0022008; GO:0042802; GO:0045892; GO:0046872; GO:0051151; GO:0140944"
"5493","Cluster_2787","Peve_00003898",0.998457229830989,0.0353672740541857,0.909359886114279,154,-20.51,"2 21","16953 16973",19,"68.42%","78.95%","CDS","Q07889","Son of sevenless homolog 1 (SOS-1)","Homo sapiens (Human)","axon guidance [GO:0007411]; B cell homeostasis [GO:0001782]; B cell receptor signaling pathway [GO:0050853]; blood vessel morphogenesis [GO:0048514]; cardiac atrium morphogenesis [GO:0003209]; cytokine-mediated signaling pathway [GO:0019221]; epidermal growth factor receptor signaling pathway [GO:0007173]; eyelid development in camera-type eye [GO:0061029]; Fc-epsilon receptor signaling pathway [GO:0038095]; fibroblast growth factor receptor signaling pathway [GO:0008543]; hair follicle development [GO:0001942]; heart trabecula morphogenesis [GO:0061384]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; leukocyte migration [GO:0050900]; midbrain morphogenesis [GO:1904693]; multicellular organism growth [GO:0035264]; neurotrophin TRK receptor signaling pathway [GO:0048011]; pericardium morphogenesis [GO:0003344]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of GTPase activity [GO:0043547]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; Ras protein signal transduction [GO:0007265]; regulation of cell population proliferation [GO:0042127]; regulation of MAP kinase activity [GO:0043405]; regulation of pro-B cell differentiation [GO:2000973]; regulation of T cell differentiation in thymus [GO:0033081]; regulation of T cell proliferation [GO:0042129]; regulation of transcription by RNA polymerase II [GO:0006357]; roof of mouth development [GO:0060021]; signal transduction [GO:0007165]; vitellogenesis [GO:0007296]","GO:0001782; GO:0001942; GO:0003209; GO:0003344; GO:0005085; GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0006357; GO:0007165; GO:0007173; GO:0007265; GO:0007296; GO:0007411; GO:0008286; GO:0008543; GO:0014069; GO:0017124; GO:0019221; GO:0033081; GO:0035264; GO:0038095; GO:0042127; GO:0042129; GO:0043025; GO:0043405; GO:0043539; GO:0043547; GO:0045742; GO:0046982; GO:0048009; GO:0048011; GO:0048514; GO:0050853; GO:0050900; GO:0051057; GO:0060021; GO:0061029; GO:0061384; GO:1904693; GO:1905360; GO:2000973"
"5502","Cluster_2787","Peve_00004069",0.998859776055425,0.0304040525129495,0.903929377050813,162,-20.74,"2 21","633 653",19,"73.68%","84.21%","CDS","Q6P4Z2","Collagen alpha-1(II) chain (Alpha-1 type II collagen)","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005201; GO:0005576; GO:0005581; GO:0046872"
"5531","Cluster_2787","Peve_00004523",0.999999085687885,0.000860879549426188,0.239778920002343,152,-20.7,"2 13","12685 12706",11,"90.91%","90.91%","CDS","Q32LU7","Pentatricopeptide repeat domain-containing protein 3, mitochondrial","Danio rerio (Zebrafish) (Brachydanio rerio)","mitochondrial translation [GO:0032543]; regulation of translation [GO:0006417]","GO:0005739; GO:0005840; GO:0006417; GO:0019843; GO:0032543; GO:0043024; GO:1990904"
"5532","Cluster_2787","Peve_00004523",0.999999085687885,0.000860879549426188,0.239778920002343,161,-23.17,"2 19","7942 7965",19,"73.68%","84.21%","CDS","Q32LU7","Pentatricopeptide repeat domain-containing protein 3, mitochondrial","Danio rerio (Zebrafish) (Brachydanio rerio)","mitochondrial translation [GO:0032543]; regulation of translation [GO:0006417]","GO:0005739; GO:0005840; GO:0006417; GO:0019843; GO:0032543; GO:0043024; GO:1990904"
"5533","Cluster_2787","Peve_00004566",-0.999636187928725,0.017173026532108,0.782669382293497,161,-21.69,"2 21","22 44",21,"76.19%","80.95%","CDS",NA,NA,NA,NA,NA
"5549","Cluster_2787","Peve_00004847",0.99704225336107,0.048975931865785,0.949444666171571,156,-21.66,"2 21","5421 5440",19,"73.68%","84.21%","CDS","Q49B93","Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)","Mus musculus (Mouse)","sodium ion transport [GO:0006814]","GO:0005654; GO:0005886; GO:0006814; GO:0015129; GO:0015293; GO:0016324"
