# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf" "-o" "../output/01.61-lncRNA-pipeline/Peve_counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam
lncRNA_5118	Porites_evermani_scaffold_13	838949	842512	+	3564	56	21	116	24	44
lncRNA_5119	Porites_evermani_scaffold_13	1039312	1046456	+	7145	6	1	4	0	15
lncRNA_5120	Porites_evermani_scaffold_13	72187	74587	+	2401	24	26	68	2	8
lncRNA_5121	Porites_evermani_scaffold_13	120576	126716	+	6141	12	0	18	32	13
lncRNA_5122	Porites_evermani_scaffold_13	181196	186118	+	4923	158	138	97	120	141
lncRNA_5123	Porites_evermani_scaffold_13	181712	186118	+	4407	0	0	0	0	0
lncRNA_5124	Porites_evermani_scaffold_13	260847	291662	+	30816	47	64	76	34	94
lncRNA_5125	Porites_evermani_scaffold_13	264162	279994	+	15833	0	0	0	0	0
lncRNA_5126	Porites_evermani_scaffold_13	279821	291662	+	11842	0	0	0	0	0
lncRNA_5127	Porites_evermani_scaffold_13	338571	345549	+	6979	48	8	50	17	82
lncRNA_5128	Porites_evermani_scaffold_13	322470	331432	+	8963	6	6	0	0	6
lncRNA_5129	Porites_evermani_scaffold_13	324574	326892	+	2319	0	0	0	0	0
lncRNA_5130	Porites_evermani_scaffold_13	379701	392345	+	12645	30	26	122	32	36
lncRNA_5131	Porites_evermani_scaffold_13	387426	388726	+	1301	0	0	0	0	0
lncRNA_5132	Porites_evermani_scaffold_13	397176	408970	+	11795	179	187	222	126	606
lncRNA_5133	Porites_evermani_scaffold_13	398114	401153	+	3040	0	0	0	0	0
lncRNA_5134	Porites_evermani_scaffold_13	531068	607288	+	76221	4	1	3	0	0
lncRNA_5135	Porites_evermani_scaffold_13	531817	552599	+	20783	0	0	0	0	0
lncRNA_5136	Porites_evermani_scaffold_13	532647	537645	+	4999	0	0	0	0	0
lncRNA_5137	Porites_evermani_scaffold_13	534280	537645	+	3366	0	0	0	0	0
lncRNA_5138	Porites_evermani_scaffold_13	537648	567111	+	29464	0	0	0	0	0
lncRNA_5139	Porites_evermani_scaffold_13	542847	610927	+	68081	0	0	0	0	0
lncRNA_5140	Porites_evermani_scaffold_13	561770	572648	+	10879	0	0	0	0	0
lncRNA_5141	Porites_evermani_scaffold_13	589752	607288	+	17537	0	0	0	0	0
lncRNA_5142	Porites_evermani_scaffold_13	589769	631087	+	41319	0	0	0	0	0
lncRNA_5143	Porites_evermani_scaffold_13	590511	631087	+	40577	0	0	0	0	0
lncRNA_5144	Porites_evermani_scaffold_13	626329	647237	+	20909	0	0	0	1	4
lncRNA_5145	Porites_evermani_scaffold_13	636951	648681	+	11731	0	0	0	0	0
lncRNA_5146	Porites_evermani_scaffold_13	636951	653941	+	16991	0	0	0	0	0
lncRNA_5147	Porites_evermani_scaffold_13	637258	660149	+	22892	49	50	129	35	36
lncRNA_5148	Porites_evermani_scaffold_13	695471	715974	+	20504	2038	235	313	643	2492
lncRNA_5149	Porites_evermani_scaffold_13	697862	715974	+	18113	0	0	0	0	0
lncRNA_5150	Porites_evermani_scaffold_13	721553	722789	+	1237	12	2	56	12	20
lncRNA_5151	Porites_evermani_scaffold_13	724616	725012	+	397	2	0	0	0	0
lncRNA_5152	Porites_evermani_scaffold_13	728448	731546	+	3099	158	45	797	106	119
lncRNA_5153	Porites_evermani_scaffold_13	740805	742026	+	1222	0	0	0	0	0
lncRNA_5154	Porites_evermani_scaffold_13	819318	821672	+	2355	16	0	0	2	0
lncRNA_5155	Porites_evermani_scaffold_13	823906	827893	+	3988	67	24	246	57	122
lncRNA_5156	Porites_evermani_scaffold_13	872102	885837	+	13736	724	233	1337	332	798
lncRNA_5157	Porites_evermani_scaffold_13	873332	883387	+	10056	0	0	0	0	0
lncRNA_5158	Porites_evermani_scaffold_13	873332	883503	+	10172	0	0	0	0	0
lncRNA_5159	Porites_evermani_scaffold_13	956209	956609	+	401	3	3	32	0	43
lncRNA_5160	Porites_evermani_scaffold_13	980615	981164	+	550	0	0	0	0	0
lncRNA_5161	Porites_evermani_scaffold_13	986083	986569	+	487	2	1	0	0	2
lncRNA_5162	Porites_evermani_scaffold_13	1085625	1089152	+	3528	15	2	28	15	61
lncRNA_5163	Porites_evermani_scaffold_13	135133	136230	+	1098	20	4	0	0	114
lncRNA_5164	Porites_evermani_scaffold_13	295898	296114	+	217	0	6	24	0	20
lncRNA_5165	Porites_evermani_scaffold_13	335553	336152	+	600	10	13	144	0	79
lncRNA_5166	Porites_evermani_scaffold_13	360243	360454	+	212	0	1	4	0	3
lncRNA_5167	Porites_evermani_scaffold_13	395916	396152	+	237	3	0	27	5	2
lncRNA_5168	Porites_evermani_scaffold_13	412539	412944	+	406	53	6	64	18	35
lncRNA_5169	Porites_evermani_scaffold_13	414786	415129	+	344	21	7	44	6	17
lncRNA_5170	Porites_evermani_scaffold_13	645869	646130	+	262	0	0	0	0	0
lncRNA_5171	Porites_evermani_scaffold_13	663894	664487	+	594	35	6	86	27	28
lncRNA_5172	Porites_evermani_scaffold_13	718840	719111	+	272	0	0	0	0	7
lncRNA_5173	Porites_evermani_scaffold_130	7262	23742	+	16481	1	0	85	6	14
lncRNA_5174	Porites_evermani_scaffold_130	111570	115789	+	4220	47	92	168	32	89
lncRNA_5175	Porites_evermani_scaffold_130	137618	147339	+	9722	2	0	0	0	6
lncRNA_5176	Porites_evermani_scaffold_130	137916	144067	+	6152	0	0	0	0	0
lncRNA_5177	Porites_evermani_scaffold_130	138566	147339	+	8774	0	0	0	0	0
lncRNA_5178	Porites_evermani_scaffold_130	246134	247494	+	1361	0	0	0	0	1
lncRNA_5179	Porites_evermani_scaffold_130	293758	307532	+	13775	170	367	66	105	371
lncRNA_5180	Porites_evermani_scaffold_130	293780	306039	+	12260	0	0	0	0	0
lncRNA_5181	Porites_evermani_scaffold_130	320440	332778	+	12339	101	149	293	115	67
lncRNA_5182	Porites_evermani_scaffold_130	322148	331806	+	9659	0	0	0	0	0
lncRNA_5183	Porites_evermani_scaffold_130	347382	354304	+	6923	89	34	399	51	80
lncRNA_5184	Porites_evermani_scaffold_130	27799	28768	+	970	75	18	689	95	114
lncRNA_5185	Porites_evermani_scaffold_130	39441	39667	+	227	21	2	31	10	5
lncRNA_5186	Porites_evermani_scaffold_130	111995	121338	+	9344	0	0	0	0	0
lncRNA_5187	Porites_evermani_scaffold_130	112694	121338	+	8645	0	0	0	0	0
lncRNA_5188	Porites_evermani_scaffold_130	148694	152669	+	3976	3	0	12	2	0
lncRNA_5189	Porites_evermani_scaffold_130	148875	152669	+	3795	0	0	0	0	0
lncRNA_5190	Porites_evermani_scaffold_130	149710	152468	+	2759	0	0	0	0	0
lncRNA_5191	Porites_evermani_scaffold_130	218860	222106	+	3247	8	17	52	32	24
lncRNA_5192	Porites_evermani_scaffold_130	312895	319783	+	6889	553	671	856	509	1009
lncRNA_5193	Porites_evermani_scaffold_130	315247	319783	+	4537	0	0	0	0	0
lncRNA_5194	Porites_evermani_scaffold_130	388694	390635	+	1942	69	10	12	11	26
lncRNA_5195	Porites_evermani_scaffold_130	388938	394209	+	5272	147	2	9	18	86
lncRNA_5196	Porites_evermani_scaffold_130	404113	408976	+	4864	608	85	2447	261	1248
lncRNA_5197	Porites_evermani_scaffold_130	453986	455328	+	1343	214	58	189	171	369
lncRNA_5198	Porites_evermani_scaffold_130	457830	458697	+	868	35	27	32	38	99
lncRNA_5199	Porites_evermani_scaffold_130	57584	57885	+	302	1	4	26	1	7
lncRNA_5200	Porites_evermani_scaffold_130	68052	68457	+	406	33	8	102	30	30
lncRNA_5201	Porites_evermani_scaffold_130	77833	78655	+	823	20	13	158	8	16
lncRNA_5202	Porites_evermani_scaffold_130	214112	214366	+	255	1	1	62	0	0
lncRNA_5203	Porites_evermani_scaffold_130	218237	218535	+	299	0	0	40	0	0
lncRNA_5204	Porites_evermani_scaffold_130	334312	334525	+	214	0	0	24	0	0
lncRNA_5205	Porites_evermani_scaffold_130	453174	453434	+	261	142	32	31	87	232
lncRNA_5206	Porites_evermani_scaffold_1300	25589	29586	+	3998	0	0	0	0	0
lncRNA_5207	Porites_evermani_scaffold_1300	97454	110783	+	13330	18	0	84	12	41
lncRNA_5208	Porites_evermani_scaffold_1300	97577	110102	+	12526	0	0	0	0	0
lncRNA_5209	Porites_evermani_scaffold_1300	16857	17853	+	997	8	0	14	2	0
lncRNA_5210	Porites_evermani_scaffold_1300	20327	21260	+	934	0	4	0	0	0
lncRNA_5211	Porites_evermani_scaffold_1300	25589	30656	+	5068	0	0	0	0	0
lncRNA_5212	Porites_evermani_scaffold_1300	29639	30656	+	1018	0	0	0	0	0
lncRNA_5213	Porites_evermani_scaffold_1300	33699	35701	+	2003	1	0	0	0	0
lncRNA_5214	Porites_evermani_scaffold_1300	37749	38733	+	985	8852	2255	544	3520	12696
lncRNA_5215	Porites_evermani_scaffold_1300	48361	53477	+	5117	93	4	14	28	90
lncRNA_5216	Porites_evermani_scaffold_1300	57697	64597	+	6901	298	42	580	97	232
lncRNA_5217	Porites_evermani_scaffold_1300	58825	63406	+	4582	0	0	0	0	0
lncRNA_5218	Porites_evermani_scaffold_1300	69951	84288	+	14338	2648	959	725	1155	3928
lncRNA_5219	Porites_evermani_scaffold_1300	87993	94344	+	6352	120	54	221	40	82
lncRNA_5220	Porites_evermani_scaffold_1300	111801	125498	+	13698	43	8	159	8	184
lncRNA_5221	Porites_evermani_scaffold_1300	133649	137428	+	3780	2	6	0	2	15
lncRNA_5222	Porites_evermani_scaffold_1300	134405	136783	+	2379	0	0	0	0	0
lncRNA_5223	Porites_evermani_scaffold_1300	64803	67166	+	2364	2430	287	5994	1269	3387
lncRNA_5224	Porites_evermani_scaffold_1300	68915	69289	+	375	0	1	50	0	20
lncRNA_5225	Porites_evermani_scaffold_1301	7783	8253	+	471	0	0	0	0	0
lncRNA_5226	Porites_evermani_scaffold_1301	54817	55407	+	591	0	0	0	0	0
lncRNA_5227	Porites_evermani_scaffold_1301	76346	92563	+	16218	21	6	1	2	6
lncRNA_5228	Porites_evermani_scaffold_1301	118813	119512	+	700	0	0	0	0	0
lncRNA_5229	Porites_evermani_scaffold_1301	102214	102663	+	450	0	0	0	10	84
lncRNA_5230	Porites_evermani_scaffold_1302	23875	31568	+	7694	34	30	85	121	52
lncRNA_5231	Porites_evermani_scaffold_1302	107854	136733	+	28880	135	36	194	23	201
lncRNA_5232	Porites_evermani_scaffold_1302	131046	133698	+	2653	0	0	0	0	0
lncRNA_5233	Porites_evermani_scaffold_1302	4607	5808	+	1202	0	0	0	0	0
lncRNA_5234	Porites_evermani_scaffold_1302	20198	25821	+	5624	44	4	97	24	70
lncRNA_5235	Porites_evermani_scaffold_1302	40938	43256	+	2319	6	5	0	4	6
lncRNA_5236	Porites_evermani_scaffold_1302	44703	57443	+	12741	197	134	318	101	159
lncRNA_5237	Porites_evermani_scaffold_1302	102639	103185	+	547	2	0	0	0	0
lncRNA_5238	Porites_evermani_scaffold_1302	95654	95985	+	332	40	3	58	14	53
lncRNA_5239	Porites_evermani_scaffold_1303	34086	38003	+	3918	0	0	0	0	0
lncRNA_5240	Porites_evermani_scaffold_1303	34086	38168	+	4083	1	5	0	0	1
lncRNA_5241	Porites_evermani_scaffold_1303	43192	45441	+	2250	0	0	0	0	0
lncRNA_5242	Porites_evermani_scaffold_1303	44277	45441	+	1165	0	0	0	0	0
lncRNA_5243	Porites_evermani_scaffold_1303	50229	50667	+	439	46	0	60	6	37
lncRNA_5244	Porites_evermani_scaffold_1303	66987	68137	+	1151	21	0	0	0	17
lncRNA_5245	Porites_evermani_scaffold_1303	8472	9969	+	1498	10	0	0	0	1
lncRNA_5246	Porites_evermani_scaffold_1303	10114	10624	+	511	0	0	0	0	0
lncRNA_5247	Porites_evermani_scaffold_1303	13787	14309	+	523	0	0	0	8	5
lncRNA_5248	Porites_evermani_scaffold_1303	18017	18539	+	523	2	8	0	0	0
lncRNA_5249	Porites_evermani_scaffold_1303	38243	45423	+	7181	63	33	116	54	131
lncRNA_5250	Porites_evermani_scaffold_1303	73970	87845	+	13876	2	0	18	0	1
lncRNA_5251	Porites_evermani_scaffold_1303	76637	87845	+	11209	0	0	0	0	0
lncRNA_5252	Porites_evermani_scaffold_1303	76642	87845	+	11204	0	0	0	0	0
lncRNA_5253	Porites_evermani_scaffold_1303	89258	102305	+	13048	60	0	78	62	29
lncRNA_5254	Porites_evermani_scaffold_1303	89922	106830	+	16909	0	0	0	0	0
lncRNA_5255	Porites_evermani_scaffold_1303	89939	106830	+	16892	0	0	0	0	0
lncRNA_5256	Porites_evermani_scaffold_1303	100409	106830	+	6422	0	0	0	0	0
lncRNA_5257	Porites_evermani_scaffold_1303	133116	133464	+	349	0	0	0	0	0
lncRNA_5258	Porites_evermani_scaffold_1303	133527	134154	+	628	0	0	0	0	0
lncRNA_5259	Porites_evermani_scaffold_1303	135686	136856	+	1171	132	10	206	57	147
lncRNA_5260	Porites_evermani_scaffold_1303	28368	28914	+	547	4	9	0	8	58
lncRNA_5261	Porites_evermani_scaffold_1303	52724	52992	+	269	19	5	24	7	35
lncRNA_5262	Porites_evermani_scaffold_1303	69212	69460	+	249	406	80	140	236	929
lncRNA_5263	Porites_evermani_scaffold_1303	72778	73081	+	304	0	0	28	0	0
lncRNA_5264	Porites_evermani_scaffold_1304	19048	19779	+	732	0	0	0	0	0
lncRNA_5265	Porites_evermani_scaffold_1304	107453	136225	+	28773	350	53	109	115	119
lncRNA_5266	Porites_evermani_scaffold_1304	115245	137056	+	21812	0	0	0	0	0
lncRNA_5267	Porites_evermani_scaffold_1304	115245	137056	+	21812	0	0	0	0	0
lncRNA_5268	Porites_evermani_scaffold_1304	31660	32791	+	1132	0	24	77	17	0
lncRNA_5269	Porites_evermani_scaffold_1304	36120	39924	+	3805	0	6	70	11	0
lncRNA_5270	Porites_evermani_scaffold_1304	45351	48602	+	3252	6	0	66	4	24
lncRNA_5271	Porites_evermani_scaffold_1304	45416	46999	+	1584	0	0	0	0	0
lncRNA_5272	Porites_evermani_scaffold_1304	21886	22239	+	354	2	0	30	7	0
lncRNA_5273	Porites_evermani_scaffold_1305	112305	116026	+	3722	21	9	79	0	0
lncRNA_5274	Porites_evermani_scaffold_1305	124803	125596	+	794	2	3	0	2	0
lncRNA_5275	Porites_evermani_scaffold_1305	125920	126376	+	457	4	1	0	2	0
lncRNA_5276	Porites_evermani_scaffold_1305	23448	27238	+	3791	98	44	42	12	35
lncRNA_5277	Porites_evermani_scaffold_1305	38142	41020	+	2879	40	11	12	0	0
lncRNA_5278	Porites_evermani_scaffold_1305	50586	53253	+	2668	29	19	68	0	3
lncRNA_5279	Porites_evermani_scaffold_1305	56948	63096	+	6149	43	24	30	0	0
lncRNA_5280	Porites_evermani_scaffold_1305	78108	87908	+	9801	42	19	37	0	0
lncRNA_5281	Porites_evermani_scaffold_1305	27922	28138	+	217	1	2	26	0	0
lncRNA_5282	Porites_evermani_scaffold_1305	131224	131432	+	209	0	0	13	0	0
lncRNA_5283	Porites_evermani_scaffold_1306	11077	29255	+	18179	403	480	109	199	3
lncRNA_5284	Porites_evermani_scaffold_1306	44136	44553	+	418	0	0	0	0	0
lncRNA_5285	Porites_evermani_scaffold_1306	72349	72781	+	433	0	0	0	0	0
lncRNA_5286	Porites_evermani_scaffold_1306	629	876	+	248	26	30	46	12	24
lncRNA_5287	Porites_evermani_scaffold_1306	67031	67398	+	368	52	7	50	49	133
lncRNA_5288	Porites_evermani_scaffold_1307	108681	114180	+	5500	30	0	178	4	64
lncRNA_5289	Porites_evermani_scaffold_1307	21894	58726	+	36833	106	12	173	56	34
lncRNA_5290	Porites_evermani_scaffold_1307	89033	90294	+	1262	150	0	48	219	20
lncRNA_5291	Porites_evermani_scaffold_1307	32579	37178	+	4600	0	0	0	0	0
lncRNA_5292	Porites_evermani_scaffold_1307	97912	98269	+	358	12	3	42	1	8
lncRNA_5293	Porites_evermani_scaffold_1307	100149	101475	+	1327	0	0	0	0	0
lncRNA_5294	Porites_evermani_scaffold_1307	120229	122978	+	2750	28	0	36	13	17
lncRNA_5295	Porites_evermani_scaffold_1307	123952	130076	+	6125	125	58	285	76	77
lncRNA_5296	Porites_evermani_scaffold_1307	127242	128934	+	1693	0	0	0	0	0
lncRNA_5297	Porites_evermani_scaffold_1307	132163	136663	+	4501	72	19	157	25	55
lncRNA_5298	Porites_evermani_scaffold_1307	6429	7564	+	1136	6	0	43	8	6
lncRNA_5299	Porites_evermani_scaffold_1307	92113	92574	+	462	19	4	77	5	49
lncRNA_5300	Porites_evermani_scaffold_1308	1320	7865	+	6546	107	84	149	16	5
lncRNA_5301	Porites_evermani_scaffold_1308	11550	17354	+	5805	0	2	0	4	0
lncRNA_5302	Porites_evermani_scaffold_1308	30367	39783	+	9417	334	191	615	69	273
lncRNA_5303	Porites_evermani_scaffold_1308	51073	52980	+	1908	0	0	0	0	0
lncRNA_5304	Porites_evermani_scaffold_1308	51073	61341	+	10269	511	354	900	271	1758
lncRNA_5305	Porites_evermani_scaffold_1308	85338	86981	+	1644	0	0	0	0	0
lncRNA_5306	Porites_evermani_scaffold_1308	124738	130446	+	5709	1273	844	1398	733	1334
lncRNA_5307	Porites_evermani_scaffold_1308	8128	10773	+	2646	215	103	506	79	112
lncRNA_5308	Porites_evermani_scaffold_1308	8781	10773	+	1993	0	0	0	0	0
lncRNA_5309	Porites_evermani_scaffold_1308	85271	91142	+	5872	0	0	0	0	0
lncRNA_5310	Porites_evermani_scaffold_1308	86440	91142	+	4703	0	0	0	0	0
lncRNA_5311	Porites_evermani_scaffold_1308	87591	91142	+	3552	0	0	0	0	0
lncRNA_5312	Porites_evermani_scaffold_1308	102735	106542	+	3808	12	29	53	16	46
lncRNA_5313	Porites_evermani_scaffold_1308	134495	136565	+	2071	91	18	20	14	42
lncRNA_5315	Porites_evermani_scaffold_1308	117658	118256	+	599	36	12	197	22	23
lncRNA_5316	Porites_evermani_scaffold_1309	233	13027	+	12795	1340	716	1590	938	1445
lncRNA_5317	Porites_evermani_scaffold_1309	251	2164	+	1914	0	0	0	0	0
lncRNA_5318	Porites_evermani_scaffold_1309	24838	36848	+	12011	0	0	0	3	0
lncRNA_5319	Porites_evermani_scaffold_1309	25014	36848	+	11835	0	0	0	0	0
lncRNA_5320	Porites_evermani_scaffold_1309	52734	62566	+	9833	22	9	135	24	12
lncRNA_5321	Porites_evermani_scaffold_1309	103257	135854	+	32598	0	0	0	0	0
lncRNA_5322	Porites_evermani_scaffold_1309	103267	135854	+	32588	0	0	0	0	0
lncRNA_5323	Porites_evermani_scaffold_1309	105355	135854	+	30500	0	0	0	0	0
lncRNA_5324	Porites_evermani_scaffold_1309	47873	52660	+	4788	116	65	645	185	359
lncRNA_5325	Porites_evermani_scaffold_1309	63941	67107	+	3167	0	0	0	0	0
lncRNA_5326	Porites_evermani_scaffold_1309	64013	71526	+	7514	4	0	31	0	0
lncRNA_5327	Porites_evermani_scaffold_1309	74107	79567	+	5461	3	0	14	2	0
lncRNA_5328	Porites_evermani_scaffold_1309	97082	103014	+	5933	173	164	317	95	216
lncRNA_5329	Porites_evermani_scaffold_1309	126752	127467	+	716	0	0	0	0	0
lncRNA_5330	Porites_evermani_scaffold_1309	14988	15461	+	474	18	28	60	0	26
lncRNA_5331	Porites_evermani_scaffold_1309	40585	40895	+	311	14	10	54	2	3
lncRNA_5332	Porites_evermani_scaffold_1309	95023	95900	+	878	69	100	384	44	106
lncRNA_5333	Porites_evermani_scaffold_131	9949	17156	+	7208	0	0	0	2	0
lncRNA_5334	Porites_evermani_scaffold_131	10645	11735	+	1091	0	0	0	0	0
lncRNA_5335	Porites_evermani_scaffold_131	10645	17156	+	6512	0	0	0	0	0
lncRNA_5336	Porites_evermani_scaffold_131	12931	17156	+	4226	0	0	0	0	0
lncRNA_5337	Porites_evermani_scaffold_131	75028	77747	+	2720	6	4	28	2	0
lncRNA_5338	Porites_evermani_scaffold_131	196876	197929	+	1054	205	85	475	203	146
lncRNA_5339	Porites_evermani_scaffold_131	253257	270753	+	17497	1722	276	311	803	2232
lncRNA_5340	Porites_evermani_scaffold_131	253326	268703	+	15378	0	0	0	0	0
lncRNA_5341	Porites_evermani_scaffold_131	278263	287319	+	9057	4	2	329	10	0
lncRNA_5342	Porites_evermani_scaffold_131	344505	360607	+	16103	68	47	204	79	174
lncRNA_5343	Porites_evermani_scaffold_131	346439	360607	+	14169	0	0	0	0	0
lncRNA_5344	Porites_evermani_scaffold_131	346566	359843	+	13278	0	0	0	0	0
lncRNA_5345	Porites_evermani_scaffold_131	426801	449380	+	22580	46	141	384	141	223
lncRNA_5346	Porites_evermani_scaffold_131	1	5573	+	5573	0	0	0	0	0
lncRNA_5347	Porites_evermani_scaffold_131	46	9856	+	9811	45	8	79	41	121
lncRNA_5348	Porites_evermani_scaffold_131	157981	168944	+	10964	14	8	50	6	16
lncRNA_5349	Porites_evermani_scaffold_131	175363	176452	+	1090	0	8	34	2	20
lncRNA_5350	Porites_evermani_scaffold_131	194452	196442	+	1991	300	132	361	83	310
lncRNA_5351	Porites_evermani_scaffold_131	198685	209532	+	10848	0	0	0	0	0
lncRNA_5352	Porites_evermani_scaffold_131	198685	214732	+	16048	0	0	0	0	0
lncRNA_5353	Porites_evermani_scaffold_131	199364	214732	+	15369	0	0	0	0	0
lncRNA_5354	Porites_evermani_scaffold_131	219028	220275	+	1248	8784	1992	1028	3921	9969
lncRNA_5355	Porites_evermani_scaffold_131	243838	252675	+	8838	423	285	242	246	1040
lncRNA_5356	Porites_evermani_scaffold_131	244842	252675	+	7834	0	0	0	0	0
lncRNA_5357	Porites_evermani_scaffold_131	246387	252675	+	6289	0	0	0	0	0
lncRNA_5358	Porites_evermani_scaffold_131	379011	402497	+	23487	0	0	0	0	0
lncRNA_5359	Porites_evermani_scaffold_131	379050	402497	+	23448	0	0	0	0	0
lncRNA_5360	Porites_evermani_scaffold_131	408065	421132	+	13068	169	179	756	76	183
lncRNA_5361	Porites_evermani_scaffold_131	421678	426027	+	4350	821	395	1361	528	1265
lncRNA_5362	Porites_evermani_scaffold_131	423723	424658	+	936	0	0	0	0	0
lncRNA_5363	Porites_evermani_scaffold_131	191077	192921	+	1845	820	171	439	201	913
lncRNA_5364	Porites_evermani_scaffold_131	193294	194208	+	915	185	33	176	53	158
lncRNA_5365	Porites_evermani_scaffold_131	287763	288305	+	543	0	0	66	0	2
lncRNA_5366	Porites_evermani_scaffold_131	313643	313870	+	228	0	2	38	0	16
lncRNA_5367	Porites_evermani_scaffold_131	319611	319946	+	336	0	1	70	0	5
lncRNA_5368	Porites_evermani_scaffold_131	361488	361772	+	285	0	0	28	0	0
lncRNA_5369	Porites_evermani_scaffold_131	369819	370474	+	656	17	17	115	19	38
lncRNA_5370	Porites_evermani_scaffold_131	450129	450370	+	242	0	20	2	0	28
lncRNA_5371	Porites_evermani_scaffold_131	451213	451528	+	316	0	11	32	0	5
lncRNA_5372	Porites_evermani_scaffold_1310	14522	20397	+	5876	84	50	179	75	81
lncRNA_5373	Porites_evermani_scaffold_1310	63128	68778	+	5651	0	0	0	0	0
lncRNA_5374	Porites_evermani_scaffold_1310	63412	68778	+	5367	0	0	0	0	0
lncRNA_5375	Porites_evermani_scaffold_1310	70306	71789	+	1484	34	35	157	30	103
lncRNA_5376	Porites_evermani_scaffold_1310	5523	6379	+	857	74	47	204	25	106
lncRNA_5377	Porites_evermani_scaffold_1310	9173	14320	+	5148	122	17	163	91	72
lncRNA_5378	Porites_evermani_scaffold_1310	60397	62828	+	2432	54515	19196	174266	35085	56900
lncRNA_5379	Porites_evermani_scaffold_1310	73876	81710	+	7835	92	4	20	15	9
lncRNA_5380	Porites_evermani_scaffold_1310	87194	107065	+	19872	383	162	298	201	405
lncRNA_5381	Porites_evermani_scaffold_1310	92445	93426	+	982	0	0	0	0	0
lncRNA_5382	Porites_evermani_scaffold_1311	560	6523	+	5964	38	42	108	39	152
lncRNA_5383	Porites_evermani_scaffold_1311	16628	30333	+	13706	1455	1137	1964	645	2588
lncRNA_5384	Porites_evermani_scaffold_1311	98608	99920	+	1313	38	0	20	0	78
lncRNA_5385	Porites_evermani_scaffold_1311	120710	121117	+	408	3	0	0	0	48
lncRNA_5386	Porites_evermani_scaffold_1311	10918	11785	+	868	37	16	68	14	40
lncRNA_5387	Porites_evermani_scaffold_1311	35560	36108	+	549	43	13	55	27	7
lncRNA_5388	Porites_evermani_scaffold_1311	36303	40732	+	4430	32	12	54	31	55
lncRNA_5389	Porites_evermani_scaffold_1311	53498	53836	+	339	73	15	60	81	154
lncRNA_5390	Porites_evermani_scaffold_1311	53854	71045	+	17192	0	0	0	0	0
lncRNA_5391	Porites_evermani_scaffold_1311	53854	93946	+	40093	191	10	14	76	81
lncRNA_5392	Porites_evermani_scaffold_1311	55341	71045	+	15705	0	0	0	0	0
lncRNA_5393	Porites_evermani_scaffold_1311	61656	71045	+	9390	0	0	0	0	0
lncRNA_5394	Porites_evermani_scaffold_1311	79774	80197	+	424	0	0	0	0	0
lncRNA_5395	Porites_evermani_scaffold_1311	109442	109726	+	285	28	14	0	17	16
lncRNA_5396	Porites_evermani_scaffold_1311	12291	12615	+	325	2	15	33	7	14
lncRNA_5397	Porites_evermani_scaffold_1311	31908	32641	+	734	36	10	130	17	50
lncRNA_5398	Porites_evermani_scaffold_1311	32978	34099	+	1122	54	33	205	40	97
lncRNA_5399	Porites_evermani_scaffold_1311	51642	52439	+	798	337	98	132	221	580
lncRNA_5400	Porites_evermani_scaffold_1311	52724	53292	+	569	49	28	115	43	298
lncRNA_5401	Porites_evermani_scaffold_1312	115726	127505	+	11780	310	124	466	63	318
lncRNA_5402	Porites_evermani_scaffold_1312	134488	135011	+	524	2	6	0	0	6
lncRNA_5403	Porites_evermani_scaffold_1312	22395	24628	+	2234	20	4	18	0	16
lncRNA_5404	Porites_evermani_scaffold_1312	41258	46559	+	5302	31	16	19	0	33
lncRNA_5405	Porites_evermani_scaffold_1312	104127	115269	+	11143	896	347	990	592	809
lncRNA_5406	Porites_evermani_scaffold_1312	128836	131158	+	2323	24	21	2	16	49
lncRNA_5407	Porites_evermani_scaffold_1312	133013	133769	+	757	3	2	3	0	8
lncRNA_5408	Porites_evermani_scaffold_1312	15829	16160	+	332	4	0	54	0	2
lncRNA_5409	Porites_evermani_scaffold_1312	60889	61198	+	310	18	2	50	13	24
lncRNA_5410	Porites_evermani_scaffold_1312	100850	103346	+	2497	696	139	693	337	541
lncRNA_5411	Porites_evermani_scaffold_1313	9707	15445	+	5739	473	339	1880	9	8
lncRNA_5412	Porites_evermani_scaffold_1313	106164	121199	+	15036	3773	1356	2507	1772	5880
