"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"2854","FUN_005133","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2855","FUN_005173","GO:0000781","chromosome, telomeric region",21,19,14.11,0.00754,"Cellular Components",0.904761904761905
"2856","FUN_005173","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2857","FUN_005173","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"2858","FUN_005175","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2859","FUN_005177","GO:0031410","cytoplasmic vesicle",650,444,436.64,0.00747,"Cellular Components",0.683076923076923
"2860","FUN_005178","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2861","FUN_005197","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2862","FUN_005197","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2863","FUN_005197","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2864","FUN_005198","GO:0000943","retrotransposon nucleocapsid",26,24,17.47,0.00289,"Cellular Components",0.923076923076923
"2865","FUN_005198","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2866","FUN_005200","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2867","FUN_005260","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2868","FUN_005260","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2869","FUN_005260","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2870","FUN_005260","GO:0016363","nuclear matrix",19,19,12.76,0.00051,"Cellular Components",1
"2871","FUN_005262","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2872","FUN_005262","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2873","FUN_005262","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2874","FUN_005262","GO:0016363","nuclear matrix",19,19,12.76,0.00051,"Cellular Components",1
"2875","FUN_005264","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2876","FUN_005264","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2877","FUN_005264","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2878","FUN_005264","GO:0016363","nuclear matrix",19,19,12.76,0.00051,"Cellular Components",1
"2879","FUN_005276","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2880","FUN_005282","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2881","FUN_005285","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2882","FUN_005292","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2883","FUN_005296","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2884","FUN_005297","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2885","FUN_005316","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2886","FUN_005316","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2887","FUN_005316","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"2888","FUN_005316","GO:0071007","U2-type catalytic step 2 spliceosome",12,12,8.06,0.0084,"Cellular Components",1
"2889","FUN_005316","GO:0071013","catalytic step 2 spliceosome",31,30,20.82,0.00523,"Cellular Components",0.967741935483871
"2890","FUN_005332","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2891","FUN_005332","GO:0005814","centriole",35,34,23.51,1.6e-05,"Cellular Components",0.971428571428571
"2892","FUN_005355","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2893","FUN_005365","GO:0005840","ribosome",47,46,31.57,0.01817,"Cellular Components",0.978723404255319
"2894","FUN_005365","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"2895","FUN_005372","GO:0005681","spliceosomal complex",62,60,41.65,0.01442,"Cellular Components",0.967741935483871
"2896","FUN_005372","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2897","FUN_005380","GO:0005681","spliceosomal complex",62,60,41.65,0.01442,"Cellular Components",0.967741935483871
"2898","FUN_005380","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"2899","FUN_005454","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2900","FUN_005454","GO:0005788","endoplasmic reticulum lumen",44,39,29.56,0.00128,"Cellular Components",0.886363636363636
"2901","FUN_005455","GO:0000943","retrotransposon nucleocapsid",26,24,17.47,0.00289,"Cellular Components",0.923076923076923
"2902","FUN_005455","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2903","FUN_005467","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2904","FUN_005479","GO:0001726","ruffle",22,21,14.78,0.02107,"Cellular Components",0.954545454545455
"2905","FUN_005479","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2906","FUN_005479","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"2907","FUN_005720","GO:0000943","retrotransposon nucleocapsid",26,24,17.47,0.00289,"Cellular Components",0.923076923076923
"2908","FUN_005720","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2909","FUN_005722","GO:0019005","SCF ubiquitin ligase complex",21,20,14.11,0.00262,"Cellular Components",0.952380952380952
"2910","FUN_005748","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2911","FUN_005808","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2912","FUN_005811","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"2913","FUN_005811","GO:0030286","dynein complex",40,34,26.87,0.04103,"Cellular Components",0.85
"2914","FUN_005811","GO:0036156","inner dynein arm",9,9,6.05,0.02778,"Cellular Components",1
"2915","FUN_005812","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"2916","FUN_005812","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"2917","FUN_005812","GO:0030286","dynein complex",40,34,26.87,0.04103,"Cellular Components",0.85
"2918","FUN_005812","GO:0036156","inner dynein arm",9,9,6.05,0.02778,"Cellular Components",1
"2919","FUN_005813","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"2920","FUN_005815","GO:0032588","trans-Golgi network membrane",13,13,8.73,0.00564,"Cellular Components",1
"2921","FUN_005821","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2922","FUN_005822","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2923","FUN_005856","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2924","FUN_005856","GO:0019005","SCF ubiquitin ligase complex",21,20,14.11,0.00262,"Cellular Components",0.952380952380952
"2925","FUN_005878","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2926","FUN_005878","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"2927","FUN_005879","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2928","FUN_005881","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2929","FUN_005899","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2930","FUN_005899","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2931","FUN_005901","GO:0005938","cell cortex",116,86,77.92,2e-05,"Cellular Components",0.741379310344828
"2932","FUN_005906","GO:0098688","parallel fiber to Purkinje cell synapse",10,10,6.72,0.01865,"Cellular Components",1
"2933","FUN_005907","GO:0098688","parallel fiber to Purkinje cell synapse",10,10,6.72,0.01865,"Cellular Components",1
"2934","FUN_005908","GO:0098688","parallel fiber to Purkinje cell synapse",10,10,6.72,0.01865,"Cellular Components",1
"2935","FUN_005909","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2936","FUN_005913","GO:0001650","fibrillar center",24,24,16.12,7e-05,"Cellular Components",1
"2937","FUN_005913","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"2938","FUN_005913","GO:0031965","nuclear membrane",66,53,44.34,0.01728,"Cellular Components",0.803030303030303
"2939","FUN_005913","GO:0071007","U2-type catalytic step 2 spliceosome",12,12,8.06,0.0084,"Cellular Components",1
"2940","FUN_005913","GO:0071013","catalytic step 2 spliceosome",31,30,20.82,0.00523,"Cellular Components",0.967741935483871
"2941","FUN_005914","GO:0005791","rough endoplasmic reticulum",15,15,10.08,0.02766,"Cellular Components",1
"2942","FUN_005914","GO:0022627","cytosolic small ribosomal subunit",9,9,6.05,0.02778,"Cellular Components",1
"2943","FUN_005974","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2944","FUN_005989","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2945","FUN_005989","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2946","FUN_005992","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2947","FUN_005992","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2948","FUN_005992","GO:0005791","rough endoplasmic reticulum",15,15,10.08,0.02766,"Cellular Components",1
"2949","FUN_005997","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2950","FUN_005997","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2951","FUN_005998","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2952","FUN_005998","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"2953","FUN_005999","GO:0005856","cytoskeleton",1217,774,817.52,0.00093,"Cellular Components",0.635990139687757
"2954","FUN_005999","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"2955","FUN_005999","GO:0005875","microtubule associated complex",68,61,45.68,0.0404,"Cellular Components",0.897058823529412
"2956","FUN_006002","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2957","FUN_006040","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2958","FUN_006107","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2959","FUN_006163","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"2960","FUN_006163","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"2961","FUN_006165","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2962","FUN_006166","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2963","FUN_006166","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"2964","FUN_006171","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2965","FUN_006171","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"2966","FUN_006172","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2967","FUN_006173","GO:0000943","retrotransposon nucleocapsid",26,24,17.47,0.00289,"Cellular Components",0.923076923076923
"2968","FUN_006173","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2969","FUN_006175","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2970","FUN_006175","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2971","FUN_006202","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2972","FUN_006202","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2973","FUN_006211","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2974","FUN_006211","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2975","FUN_006215","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2976","FUN_006215","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2977","FUN_006222","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2978","FUN_006222","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"2979","FUN_006231","GO:0070062","extracellular exosome",125,110,83.97,5.3e-08,"Cellular Components",0.88
"2980","FUN_006238","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2981","FUN_006238","GO:0005765","lysosomal membrane",76,68,51.05,1.3e-05,"Cellular Components",0.894736842105263
"2982","FUN_006238","GO:0031901","early endosome membrane",40,36,26.87,0.00105,"Cellular Components",0.9
"2983","FUN_006238","GO:0031902","late endosome membrane",16,15,10.75,0.04145,"Cellular Components",0.9375
"2984","FUN_006238","GO:0032588","trans-Golgi network membrane",13,13,8.73,0.00564,"Cellular Components",1
"2985","FUN_006243","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"2986","FUN_006248","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2987","FUN_006248","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2988","FUN_006248","GO:0005741","mitochondrial outer membrane",44,40,29.56,0.00042,"Cellular Components",0.909090909090909
"2989","FUN_006248","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"2990","FUN_006248","GO:0005758","mitochondrial intermembrane space",19,18,12.76,0.00531,"Cellular Components",0.947368421052632
"2991","FUN_006248","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"2992","FUN_006251","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"2993","FUN_006251","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2994","FUN_006253","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"2995","FUN_006329","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"2996","FUN_006329","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"2997","FUN_006329","GO:0031514","motile cilium",94,71,63.14,0.00259,"Cellular Components",0.75531914893617
"2998","FUN_006336","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"2999","FUN_006336","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"3000","FUN_006336","GO:0016604","nuclear body",133,120,89.34,0.00026,"Cellular Components",0.902255639097744
"3001","FUN_006336","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"3002","FUN_006414","GO:0005777","peroxisome",37,33,24.85,0.00557,"Cellular Components",0.891891891891892
"3003","FUN_006416","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"3004","FUN_006428","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"3005","FUN_006428","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"3006","FUN_006428","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"3007","FUN_006443","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"3008","FUN_006443","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"3009","FUN_006443","GO:0005759","mitochondrial matrix",88,84,59.11,1.3e-10,"Cellular Components",0.954545454545455
"3010","FUN_006444","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
