mRNA	GO
FUN_012686	GO:0000077; GO:0001784; GO:0004721; GO:0004725; GO:0004726; GO:0005158; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006470; GO:0006641; GO:0007173; GO:0007229; GO:0007409; GO:0007420; GO:0007507; GO:0008543; GO:0009755; GO:0019221; GO:0019901; GO:0021697; GO:0030159; GO:0030220; GO:0030971; GO:0031295; GO:0032331; GO:0032528; GO:0032728; GO:0032755; GO:0032760; GO:0032991; GO:0033277; GO:0033628; GO:0033629; GO:0035264; GO:0035265; GO:0035335; GO:0035855; GO:0036302; GO:0038127; GO:0042445; GO:0042593; GO:0043254; GO:0045296; GO:0045778; GO:0045931; GO:0046326; GO:0046628; GO:0046676; GO:0046825; GO:0046887; GO:0048008; GO:0048011; GO:0048013; GO:0048609; GO:0048806; GO:0048839; GO:0048873; GO:0050731; GO:0050839; GO:0051428; GO:0051463; GO:0060020; GO:0060125; GO:0060325; GO:0060338; GO:0061582; GO:0070374; GO:0071364; GO:1990782
FUN_012690	GO:0005886; GO:0006865; GO:0015171; GO:0015174; GO:0016020
FUN_012691	GO:0005886; GO:0061459; GO:1903826
FUN_012692	GO:0000064; GO:0001618; GO:0005290; GO:0005886; GO:0006865; GO:0009925; GO:0015171; GO:0015174; GO:0015189; GO:0015807; GO:0015819; GO:0015822; GO:0016020; GO:0016323; GO:0016324; GO:0032991; GO:0042102; GO:0061459; GO:0089718; GO:0097638; GO:0150104; GO:1903352; GO:1903810; GO:1903826
FUN_012693	GO:0005543; GO:0016020
FUN_012694	GO:0005543; GO:0016020
FUN_012699	GO:0000139; GO:0005509; GO:0005794; GO:0015012; GO:0016857; GO:0030210; GO:0042803; GO:0047464; GO:0050379
FUN_012700	GO:0000302; GO:0004415; GO:0005615; GO:0005737; GO:0005764; GO:0005975; GO:0006954; GO:0009615; GO:0010634; GO:0030207; GO:0030212; GO:0030213; GO:0030214; GO:0030307; GO:0030308; GO:0031410; GO:0036117; GO:0036120; GO:0043202; GO:0044344; GO:0045766; GO:0045785; GO:0045927; GO:0046677; GO:0050501; GO:0050679; GO:0051216; GO:0052757; GO:0060272; GO:0070062; GO:0071347; GO:0071356; GO:0071467; GO:0071493; GO:1900087; GO:1900106
FUN_012707	GO:0008663; GO:0030145; GO:0047631; GO:0047734
FUN_012709	GO:0000139; GO:0001733; GO:0006665; GO:0006681; GO:0006682; GO:0007283; GO:0008146; GO:0009247; GO:0016020; GO:0042552; GO:0046486; GO:0050694
FUN_012737	GO:0003964; GO:0046872
FUN_012749	GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
FUN_012758	GO:0003016; GO:0004674; GO:0005524; GO:0005654; GO:0005829; GO:0005977; GO:0006468; GO:0010468; GO:0035264; GO:0043066; GO:0043408; GO:0048286; GO:0060425; GO:0106310
FUN_012768	GO:0005302; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016020; GO:0016323; GO:0070327
FUN_012771	GO:0001922; GO:0002020; GO:0002237; GO:0002634; GO:0002677; GO:0003677; GO:0004842; GO:0004843; GO:0005634; GO:0005737; GO:0005764; GO:0005829; GO:0006915; GO:0006954; GO:0007010; GO:0008022; GO:0008270; GO:0010803; GO:0016477; GO:0016579; GO:0019900; GO:0030177; GO:0031397; GO:0032088; GO:0032495; GO:0032691; GO:0032703; GO:0032715; GO:0032720; GO:0034136; GO:0034140; GO:0034144; GO:0034148; GO:0035523; GO:0035871; GO:0042802; GO:0043124; GO:0043130; GO:0043621; GO:0045732; GO:0045736; GO:0045779; GO:0045824; GO:0048662; GO:0050691; GO:0050728; GO:0050869; GO:0061043; GO:0061578; GO:0070062; GO:0070301; GO:0070423; GO:0070429; GO:0070433; GO:0070530; GO:0070536; GO:0070936; GO:0071108; GO:0071222; GO:0071947; GO:0072573; GO:0072666; GO:0090291; GO:1902042; GO:1990168; GO:2000347; GO:2000349; GO:2000352
FUN_012772	GO:0002181; GO:0003729; GO:0003735; GO:0022625; GO:0043009
FUN_012777	GO:0060271
FUN_012778	GO:0060271
FUN_012787	GO:0003684; GO:0003887; GO:0005654; GO:0006260; GO:0009411; GO:0017125; GO:0042276; GO:0046872; GO:0070987
FUN_012788	GO:0005783; GO:0005788; GO:0046872
FUN_012791	GO:0004747; GO:0005524; GO:0005634; GO:0005829; GO:0006098; GO:0019303; GO:0042802; GO:0046872
FUN_012794	GO:0001409; GO:0005524; GO:0005886; GO:0008559; GO:0009410; GO:0010033; GO:0010243; GO:0014070; GO:0015132; GO:0015143; GO:0015216; GO:0015431; GO:0015432; GO:0015562; GO:0015721; GO:0015732; GO:0015747; GO:0016020; GO:0016323; GO:0016324; GO:0016887; GO:0031088; GO:0032310; GO:0034634; GO:0038183; GO:0042626; GO:0042910; GO:0048661; GO:0055085; GO:0060271; GO:0070730; GO:0071716; GO:0098591; GO:0140115
FUN_012795	GO:0003677; GO:0005634; GO:0005654; GO:0006355
FUN_012926	GO:0000139; GO:0001885; GO:0002083; GO:0004659; GO:0005634; GO:0005737; GO:0005783; GO:0005789; GO:0006744; GO:0009234; GO:0016020; GO:0016209; GO:0031966; GO:0032194; GO:0042371; GO:0072359
FUN_012927	GO:0001508; GO:0005249; GO:0005251; GO:0006813; GO:0007611; GO:0007619; GO:0007637; GO:0008076; GO:0008345; GO:0009584; GO:0016020; GO:0022843; GO:0030431; GO:0034765; GO:0045187; GO:0045838; GO:0045938; GO:0048047; GO:0048150; GO:0048675; GO:0050909; GO:0051260; GO:0060025; GO:0071805; GO:1903351
FUN_012956	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_012970	GO:0005634; GO:0005737; GO:0005938; GO:0007280; GO:0007281; GO:0007314; GO:0007315; GO:0007472; GO:0008104; GO:0019005; GO:0031466; GO:0035017; GO:0035556; GO:0043161; GO:0045495; GO:0045732; GO:0046843; GO:0048471; GO:0070449
FUN_012984	
FUN_013022	GO:0001533; GO:0005829; GO:0005856; GO:0016607; GO:0030057; GO:0031424
FUN_013084	GO:0003677; GO:0005634; GO:0005654; GO:0006355
FUN_013089	GO:0003824; GO:0005789; GO:0045087; GO:0046872; GO:0051539; GO:0051607
FUN_013090	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
FUN_013099	GO:0000287; GO:0004519; GO:0004521; GO:0004674; GO:0005524; GO:0005783; GO:0005829; GO:0006355; GO:0006397; GO:0006468; GO:0016075; GO:0030263; GO:0034976; GO:0036498; GO:0043507; GO:0044322; GO:0045892; GO:0051082; GO:0070059; GO:0106310; GO:1990604
FUN_013100	GO:0005737; GO:0005856; GO:0006508; GO:0007517; GO:0007528; GO:0008233; GO:0030018
FUN_013108	GO:0004222; GO:0006508; GO:0046872
FUN_013116	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
FUN_013121	GO:0000045; GO:0000139; GO:0000226; GO:0000421; GO:0000422; GO:0005764; GO:0005776; GO:0005790; GO:0005794; GO:0005829; GO:0005874; GO:0005875; GO:0005886; GO:0005930; GO:0006995; GO:0008017; GO:0008625; GO:0015031; GO:0015629; GO:0016236; GO:0031410; GO:0031625; GO:0032436; GO:0035020; GO:0044297; GO:0048471; GO:0048487; GO:0050811; GO:0097225; GO:1902524
FUN_013133	GO:0004222; GO:0006508; GO:0008270; GO:0031012
FUN_013137	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0006508; GO:0015074; GO:0046872
FUN_013145	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0009653; GO:0030154
FUN_013147	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0009653; GO:0030154
FUN_013148	GO:0003677; GO:0003678; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0006974; GO:0008094; GO:0008270; GO:0009378; GO:0009432; GO:0016887; GO:0017116; GO:0017117; GO:0030894; GO:0032508; GO:0043138; GO:0043590; GO:0046914
FUN_013156	GO:0019005; GO:1990756
FUN_013159	GO:0005737; GO:0005886; GO:0005912
FUN_013262	GO:0004630; GO:0005737; GO:0005886; GO:0006654; GO:0009395; GO:0035091; GO:0043231; GO:0048017; GO:0060627; GO:0070290
FUN_013263	GO:0004630; GO:0005737; GO:0005886; GO:0006654; GO:0009395; GO:0035091; GO:0043231; GO:0048017; GO:0060627; GO:0070290
FUN_013267	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301
FUN_013287	GO:0004630; GO:0005737; GO:0005886; GO:0006654; GO:0009395; GO:0035091; GO:0043231; GO:0048017; GO:0060627; GO:0070290
FUN_013290	GO:0004630; GO:0005737; GO:0005886; GO:0006654; GO:0009395; GO:0035091; GO:0043231; GO:0048017; GO:0060627; GO:0070290
FUN_013313	GO:0004630; GO:0005737; GO:0005886; GO:0006654; GO:0009395; GO:0035091; GO:0043231; GO:0048017; GO:0060627; GO:0070290
FUN_013336	GO:0003964; GO:0006313
FUN_013337	GO:0003964; GO:0006313
FUN_013350	GO:0005005; GO:0005524; GO:0005886; GO:0007411; GO:0030010; GO:0030425; GO:0031589; GO:0031901; GO:0046328; GO:0046777; GO:0048013; GO:0051965; GO:0060326; GO:0060996; GO:0060997; GO:0070372
FUN_013354	GO:0000139; GO:0001002; GO:0001003; GO:0001006; GO:0001156; GO:0001558; GO:0001932; GO:0001933; GO:0001934; GO:0001938; GO:0002296; GO:0003007; GO:0003179; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005635; GO:0005737; GO:0005741; GO:0005764; GO:0005765; GO:0005789; GO:0005829; GO:0005979; GO:0006109; GO:0006112; GO:0006207; GO:0006468; GO:0006954; GO:0007040; GO:0007281; GO:0007420; GO:0007584; GO:0007616; GO:0008361; GO:0008542; GO:0009267; GO:0009408; GO:0009791; GO:0010506; GO:0010507; GO:0010592; GO:0010628; GO:0010718; GO:0010831; GO:0010942; GO:0010976; GO:0012505; GO:0014042; GO:0014736; GO:0014823; GO:0016020; GO:0016236; GO:0016242; GO:0016301; GO:0016310; GO:0016605; GO:0018105; GO:0018107; GO:0019228; GO:0019901; GO:0019904; GO:0021510; GO:0030030; GO:0030425; GO:0030838; GO:0031397; GO:0031529; GO:0031641; GO:0031667; GO:0031669; GO:0031929; GO:0031931; GO:0031932; GO:0031998; GO:0032095; GO:0032868; GO:0032956; GO:0032991; GO:0033173; GO:0034198; GO:0035176; GO:0035264; GO:0038202; GO:0042060; GO:0042220; GO:0042752; GO:0042802; GO:0043022; GO:0043087; GO:0043200; GO:0043278; GO:0043610; GO:0045182; GO:0045335; GO:0045429; GO:0045670; GO:0045727; GO:0045792; GO:0045859; GO:0045945; GO:0046777; GO:0046889; GO:0048255; GO:0048266; GO:0048511; GO:0048661; GO:0048709; GO:0048714; GO:0048738; GO:0050731; GO:0050769; GO:0050882; GO:0051219; GO:0051496; GO:0051549; GO:0051647; GO:0051896; GO:0051897; GO:0055006; GO:0055013; GO:0060048; GO:0060135; GO:0060252; GO:0060999; GO:0061051; GO:0070885; GO:0071230; GO:0071233; GO:0071456; GO:0090335; GO:0090559; GO:0098978; GO:0099524; GO:0099547; GO:0106310; GO:1901216; GO:1901838; GO:1903691; GO:1904000; GO:1904056; GO:1904058; GO:1904059; GO:1904193; GO:1904197; GO:1904206; GO:1904213; GO:1990253; GO:2000774
FUN_013361	GO:0000139; GO:0003924; GO:0003925; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005929; GO:0006893; GO:0006904; GO:0007409; GO:0008021; GO:0009306; GO:0016192; GO:0016197; GO:0017157; GO:0019003; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0043231; GO:0045200; GO:0055037; GO:0055038; GO:0072659; GO:1903361
FUN_013362	GO:0003924; GO:0005525; GO:0005768; GO:0005813; GO:0005886; GO:0006904; GO:0007030; GO:0007409; GO:0008021; GO:0009306; GO:0017157; GO:0019003; GO:0030140; GO:0031267; GO:0032456; GO:0043197; GO:0043231; GO:0048210; GO:0060271; GO:0072659; GO:0098969
FUN_013363	GO:0003925; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005929; GO:0006893; GO:0007409; GO:0016192; GO:0016197; GO:0019003; GO:0019882; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0045055; GO:0045200; GO:0048471; GO:0055037; GO:0055038; GO:0070382; GO:0071782; GO:0071786; GO:0072659; GO:0097051; GO:1903361
FUN_013364	GO:0003924; GO:0003925; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005929; GO:0006893; GO:0006904; GO:0007409; GO:0008021; GO:0009306; GO:0016192; GO:0016197; GO:0017157; GO:0019003; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0043231; GO:0045200; GO:0048471; GO:0055037; GO:0055038; GO:0071782; GO:0071786; GO:0072659; GO:0097051; GO:1903361
FUN_013365	GO:0001666; GO:0001921; GO:0004175; GO:0004222; GO:0005768; GO:0005769; GO:0005794; GO:0005886; GO:0006915; GO:0007507; GO:0008217; GO:0008270; GO:0009897; GO:0009986; GO:0010467; GO:0010613; GO:0010814; GO:0010815; GO:0010816; GO:0016020; GO:0016485; GO:0016486; GO:0030141; GO:0031175; GO:0031410; GO:0031982; GO:0033093; GO:0034959; GO:0035050; GO:0042447; GO:0042733; GO:0042802; GO:0042803; GO:0043583; GO:0043950; GO:0045745; GO:0048471; GO:0060037; GO:0060385; GO:0070372; GO:0097492; GO:0097746; GO:1902287
FUN_013378	GO:0004930; GO:0005886; GO:0007601; GO:0007602; GO:0009881
FUN_013380	GO:0005634; GO:0005829; GO:0007283; GO:0030154; GO:0045893
FUN_013383	GO:0000166; GO:0003938; GO:0005634; GO:0005829; GO:0006177; GO:0006183; GO:0046872
FUN_013387	GO:0005930; GO:0035082
FUN_013393	
FUN_013394	GO:0005496; GO:0016020; GO:0038023; GO:0048477
FUN_013401	GO:0000139; GO:0001537; GO:0001701; GO:0002063; GO:0006915; GO:0007179; GO:0007585; GO:0008146; GO:0009791; GO:0016020; GO:0016051; GO:0030166; GO:0030206; GO:0030512; GO:0033037; GO:0036342; GO:0042127; GO:0042733; GO:0043066; GO:0047756; GO:0048589; GO:0048703; GO:0050659
FUN_013405	GO:0001525; GO:0001817; GO:0001841; GO:0004175; GO:0004197; GO:0005123; GO:0005164; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006508; GO:0006915; GO:0006919; GO:0007507; GO:0008233; GO:0008303; GO:0008625; GO:0016485; GO:0030225; GO:0030690; GO:0031264; GO:0031265; GO:0031625; GO:0032731; GO:0032991; GO:0034612; GO:0035877; GO:0036462; GO:0042802; GO:0043005; GO:0043065; GO:0043123; GO:0043124; GO:0044297; GO:0044877; GO:0045088; GO:0045121; GO:0045471; GO:0045651; GO:0045862; GO:0048738; GO:0051603; GO:0060546; GO:0070243; GO:0070266; GO:0070269; GO:0097110; GO:0097153; GO:0097190; GO:0097191; GO:0097194; GO:0097199; GO:0097200; GO:0097202; GO:0097264; GO:0097284; GO:0097342; GO:1901216; GO:2001233; GO:2001238
FUN_013435	GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016236; GO:0016241; GO:0030242; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013438	GO:0003824
FUN_013450	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013451	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013454	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013456	GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006623; GO:0010506; GO:0015630; GO:0016236; GO:0016241; GO:0030242; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013457	GO:0004672; GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016020; GO:0016236; GO:0016241; GO:0030242; GO:0030670; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013458	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013459	GO:0003964
FUN_013464	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013466	GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006623; GO:0010506; GO:0015630; GO:0016236; GO:0016241; GO:0030242; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013474	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013476	GO:0004672; GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016020; GO:0016236; GO:0016241; GO:0030242; GO:0030670; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013477	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013478	GO:0004672; GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016020; GO:0016236; GO:0016241; GO:0030242; GO:0030670; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013480	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013483	GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016236; GO:0016241; GO:0030242; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013484	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013499	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013502	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013507	GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006623; GO:0010506; GO:0015630; GO:0016236; GO:0016241; GO:0030242; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013508	GO:0004672; GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016020; GO:0016236; GO:0016241; GO:0030242; GO:0030670; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013512	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013515	GO:0004672; GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016020; GO:0016236; GO:0016241; GO:0030242; GO:0030670; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013517	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013519	GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006623; GO:0010506; GO:0015630; GO:0016236; GO:0016241; GO:0030242; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013520	GO:0004672; GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0006623; GO:0010506; GO:0015630; GO:0016020; GO:0016236; GO:0016241; GO:0030242; GO:0030670; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043231; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
FUN_013525	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013544	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
FUN_013545	GO:0004674; GO:0005524; GO:0005770; GO:0005776; GO:0005829; GO:0005930; GO:0006468; GO:0006623; GO:0010506; GO:0015630; GO:0016236; GO:0016241; GO:0030242; GO:0032465; GO:0032801; GO:0034271; GO:0034272; GO:0035032; GO:0036092; GO:0042149; GO:0043552; GO:0045022; GO:0045324; GO:0071561; GO:0097352; GO:0106310
