HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N1.HOG0001590	OG0001299	n0	FUN_019319-T1, FUN_026762-T1, FUN_018419-T1, FUN_023167-T1, FUN_023169-T1, FUN_015844-T1, FUN_034197-T1, FUN_042337-T1	Pocillopora_meandrina_HIv1___RNAseq.g19609.t1	
N1.HOG0001591	OG0001300	n0	FUN_025072-T1, FUN_015899-T1, FUN_032966-T1, FUN_041165-T1, FUN_045537-T1, FUN_045537-T2, FUN_015896-T1, FUN_032944-T1		
N1.HOG0001592	OG0001301	n0	FUN_017623-T1, FUN_020871-T1, FUN_020793-T1, FUN_015952-T1, FUN_020902-T1, FUN_036449-T1, FUN_020794-T1, FUN_020872-T1		
N1.HOG0001593	OG0001302	n1		Pocillopora_meandrina_HIv1___RNAseq.g27986.t1, Pocillopora_meandrina_HIv1___TS.g14253.t1, Pocillopora_meandrina_HIv1___TS.g14009.t1, Pocillopora_meandrina_HIv1___RNAseq.g6481.t1	
N1.HOG0001594	OG0001302	n5	FUN_015961-T1, FUN_042467-T1	Pocillopora_meandrina_HIv1___TS.g9833.t1b	
N1.HOG0001595	OG0001303	n1	FUN_025450-T1, FUN_027851-T1	Pocillopora_meandrina_HIv1___TS.g19095.t1, Pocillopora_meandrina_HIv1___RNAseq.g13270.t1	
N1.HOG0001596	OG0001303	n5	FUN_025454-T1, FUN_015991-T1	Pocillopora_meandrina_HIv1___RNAseq.g21392.t1	
N1.HOG0001597	OG0001304	n0	FUN_016006-T1, FUN_016013-T1, FUN_016010-T1, FUN_016008-T1	Pocillopora_meandrina_HIv1___TS.g9244.t1, Pocillopora_meandrina_HIv1___TS.g9246.t1	
N1.HOG0001598	OG0001305	n2	FUN_016009-T1	Pocillopora_meandrina_HIv1___RNAseq.g25792.t1	
N1.HOG0001599	OG0001305	n3	FUN_016007-T1, FUN_016007-T2, FUN_016011-T1	Pocillopora_meandrina_HIv1___TS.g9245.t1, Pocillopora_meandrina_HIv1___RNAseq.g25796.t1, Pocillopora_meandrina_HIv1___RNAseq.g25801.t1	
N1.HOG0001600	OG0001306	n2	FUN_036736-T1	Pocillopora_meandrina_HIv1___RNAseq.g1202.t1, Pocillopora_meandrina_HIv1___RNAseq.g20551.t1, Pocillopora_meandrina_HIv1___RNAseq.g823.t1, Pocillopora_meandrina_HIv1___TS.g8394.t1	
N1.HOG0001601	OG0001306	n6	FUN_016561-T1	Pocillopora_meandrina_HIv1___RNAseq.g27970.t1	
N1.HOG0001602	OG0001307	n1	FUN_027737-T1		
N1.HOG0001603	OG0001307	n4	FUN_030683-T1, FUN_043707-T1, FUN_017702-T1, FUN_016689-T1		
N1.HOG0001604	OG0001308	n1	FUN_018197-T1	Pocillopora_meandrina_HIv1___RNAseq.g5288.t1, Pocillopora_meandrina_HIv1___TS.g23994.t1	
N1.HOG0001605	OG0001308	n5	FUN_026249-T1		
N1.HOG0001606	OG0001309	n6	FUN_018502-T1	Pocillopora_meandrina_HIv1___RNAseq.g1451.t1	
N1.HOG0001607	OG0001309	n7	FUN_037827-T1	Pocillopora_meandrina_HIv1___RNAseq.g1452.t1	
N1.HOG0001608	OG0001310	n0	FUN_044975-T1, FUN_018551-T1, FUN_036845-T1	Pocillopora_meandrina_HIv1___RNAseq.g24704.t1, Pocillopora_meandrina_HIv1___RNAseq.g24710.t1, Pocillopora_meandrina_HIv1___TS.g12655.t1, Pocillopora_meandrina_HIv1___RNAseq.g24707.t1, Pocillopora_meandrina_HIv1___RNAseq.g24706.t1	
N1.HOG0001609	OG0001311	n1	FUN_041936-T1, FUN_041936-T2	Pocillopora_meandrina_HIv1___RNAseq.g6869.t1, Pocillopora_meandrina_HIv1___TS.g615.t1	
N1.HOG0001610	OG0001311	n6	FUN_018925-T2, FUN_018925-T1		
N1.HOG0001611	OG0001312	n0	FUN_021799-T1		
N1.HOG0001612	OG0001313	n0	FUN_027158-T1, FUN_030156-T1, FUN_021817-T1, FUN_044632-T1, FUN_031004-T1	Pocillopora_meandrina_HIv1___RNAseq.g19732.t1, Pocillopora_meandrina_HIv1___RNAseq.g16329.t1, Pocillopora_meandrina_HIv1___RNAseq.g20632.t1	
N1.HOG0001613	OG0001314	n1	FUN_021955-T1, FUN_026786-T1	Pocillopora_meandrina_HIv1___RNAseq.g28134.t1	
N1.HOG0001614	OG0001314	n5	FUN_028642-T1		
N1.HOG0001615	OG0001315	n0	FUN_022194-T1, FUN_022193-T1, FUN_022192-T1, FUN_022191-T1, FUN_022189-T1, FUN_022190-T1	Pocillopora_meandrina_HIv1___TS.g19568.t1, Pocillopora_meandrina_HIv1___RNAseq.g9272.t1	
N1.HOG0001616	OG0001316	n0	FUN_022234-T1, FUN_022232-T1, FUN_022228-T1, FUN_022226-T1, FUN_022229-T1, FUN_022230-T1, FUN_022233-T1, FUN_022231-T1, FUN_022227-T1		
N1.HOG0001617	OG0001317	n0	FUN_022419-T1	Pocillopora_meandrina_HIv1___RNAseq.18635_t, Pocillopora_meandrina_HIv1___RNAseq.g4351.t2	
N1.HOG0001618	OG0001318	n0	FUN_022847-T1, FUN_022848-T1, FUN_022842-T1, FUN_022840-T1, FUN_022839-T1		
N1.HOG0001619	OG0001319	n0	FUN_023320-T2, FUN_023320-T6, FUN_023320-T3, FUN_023320-T5, FUN_023320-T4, FUN_023320-T1	Pocillopora_meandrina_HIv1___RNAseq.g17824.t1	
N1.HOG0001620	OG0001320	n0	FUN_023458-T1	Pocillopora_meandrina_HIv1___TS.g20157.t1, Pocillopora_meandrina_HIv1___RNAseq.g8421.t1, Pocillopora_meandrina_HIv1___RNAseq.g8419.t1, Pocillopora_meandrina_HIv1___TS.g20153.t1, Pocillopora_meandrina_HIv1___RNAseq.g8417.t1, Pocillopora_meandrina_HIv1___TS.g11601.t1, Pocillopora_meandrina_HIv1___RNAseq.g8418.t1	
N1.HOG0001621	OG0001321	n0	FUN_024040-T1, FUN_024039-T1, FUN_024038-T1	Pocillopora_meandrina_HIv1___RNAseq.g7686.t1	
N1.HOG0001622	OG0001322	n0	FUN_024285-T1, FUN_024248-T1, FUN_024279-T1, FUN_024317-T1, FUN_024282-T1, FUN_024265-T1, FUN_024314-T1, FUN_024297-T1, FUN_024320-T1		
N1.HOG0001623	OG0001323	n0	FUN_024479-T1, FUN_035567-T1	Pocillopora_meandrina_HIv1___TS.g11172.t1	
N1.HOG0001624	OG0001324	n0	FUN_024720-T1, FUN_024721-T1	Pocillopora_meandrina_HIv1___RNAseq.g18946.t1	
N1.HOG0001625	OG0001325	n0	FUN_040407-T2, FUN_040407-T1, FUN_040406-T1, FUN_025873-T1, FUN_025875-T1	Pocillopora_meandrina_HIv1___RNAseq.g10345.t1	
N1.HOG0001626	OG0001326	n0	FUN_025921-T1, FUN_025921-T2	Pocillopora_meandrina_HIv1___RNAseq.g3140.t1	
N1.HOG0001627	OG0001327	n0	FUN_026568-T3, FUN_026568-T1, FUN_026568-T2, FUN_026565-T4, FUN_026565-T3, FUN_026565-T2, FUN_026565-T1	Pocillopora_meandrina_HIv1___RNAseq.g4516.t1	
N1.HOG0001628	OG0001328	n1	FUN_026971-T1		
N1.HOG0001629	OG0001328	n2	FUN_027313-T1, FUN_036535-T1, FUN_041011-T1, FUN_044568-T1	Pocillopora_meandrina_HIv1___RNAseq.g17458.t1	
N1.HOG0001630	OG0001329	n0	FUN_044377-T1, FUN_045014-T1, FUN_027151-T1		
N1.HOG0001631	OG0001330	n1	FUN_039889-T1	Pocillopora_meandrina_HIv1___RNAseq.g12669.t1	
N1.HOG0001632	OG0001330	n3	FUN_027745-T1, FUN_027755-T1		
N1.HOG0001633	OG0001331	n0	FUN_027817-T1	Pocillopora_meandrina_HIv1___TS.g22877.t1b	
N1.HOG0001634	OG0001332	n0	FUN_027876-T1, FUN_027897-T1		
N1.HOG0001635	OG0001333	n0	FUN_027940-T1, FUN_027941-T1, FUN_027943-T1, FUN_027944-T3, FUN_027944-T1, FUN_027944-T2	Pocillopora_meandrina_HIv1___TS.g11810.t1	
N1.HOG0001636	OG0001334	n0	FUN_028235-T1, FUN_028235-T2, FUN_028234-T1	Pocillopora_meandrina_HIv1___TS.g29893.t1	
N1.HOG0001637	OG0001335	n1	FUN_028895-T1	Pocillopora_meandrina_HIv1___RNAseq.g25680.t1	
N1.HOG0001638	OG0001335	n3	FUN_028835-T1, FUN_028834-T1, FUN_028830-T1, FUN_028820-T1, FUN_028836-T1		
N1.HOG0001639	OG0001336	n0	FUN_029075-T1, FUN_029074-T1, FUN_028999-T1, FUN_042054-T1, FUN_028998-T1, FUN_029048-T1, FUN_029162-T1, FUN_029073-T1, FUN_029049-T1		
N1.HOG0001640	OG0001337	n0	FUN_029068-T1	Pocillopora_meandrina_HIv1___RNAseq.g25431.t1, Pocillopora_meandrina_HIv1___RNAseq.g25426.t1, Pocillopora_meandrina_HIv1___RNAseq.g25427.t1, Pocillopora_meandrina_HIv1___RNAseq.g25424.t1, Pocillopora_meandrina_HIv1___RNAseq.g25425.t1, Pocillopora_meandrina_HIv1___TS.g8857.t1	
N1.HOG0001641	OG0001338	n0	FUN_029489-T1	Pocillopora_meandrina_HIv1___RNAseq.g17130.t1	
N1.HOG0001642	OG0001339	n0	FUN_029949-T1	Pocillopora_meandrina_HIv1___RNAseq.g1256.t1, Pocillopora_meandrina_HIv1___RNAseq.g1255.t1, Pocillopora_meandrina_HIv1___RNAseq.g1254.t1, Pocillopora_meandrina_HIv1___RNAseq.g26864.t1	
N1.HOG0001643	OG0001340	n2		Pocillopora_meandrina_HIv1___TS.g2962.t1	
N1.HOG0001644	OG0001340	n3		Pocillopora_meandrina_HIv1___RNAseq.g6320.t1, Pocillopora_meandrina_HIv1___RNAseq.g14798.t1, Pocillopora_meandrina_HIv1___RNAseq.g6322.t1	
N1.HOG0001645	OG0001341	n0	FUN_030493-T1, FUN_030425-T1, FUN_030458-T1, FUN_030347-T1, FUN_030413-T1, FUN_030346-T1, FUN_036684-T1, FUN_036643-T1, FUN_041110-T1		
N1.HOG0001646	OG0001342	n0	FUN_041113-T1, FUN_043931-T1, FUN_030526-T1, FUN_041035-T1, FUN_036717-T1, FUN_039179-T1, FUN_039143-T1, FUN_039217-T1, FUN_039245-T1		
N1.HOG0001647	OG0001343	n0	FUN_036704-T1, FUN_039172-T1, FUN_039138-T1, FUN_039240-T1, FUN_030571-T1, FUN_036664-T1, FUN_039262-T1, FUN_030543-T1		
N1.HOG0001648	OG0001344	n0	FUN_031312-T1, FUN_031411-T1, FUN_031364-T1, FUN_031308-T1, FUN_031282-T1, FUN_039359-T1	Pocillopora_meandrina_HIv1___RNAseq.g5156.t1	
N1.HOG0001649	OG0001345	n0	FUN_031442-T1, FUN_031403-T1, FUN_031348-T3, FUN_031348-T2, FUN_031348-T1, FUN_031318-T1, FUN_031336-T1, FUN_039334-T1, FUN_031389-T1		
N1.HOG0001650	OG0001346	n0	FUN_032662-T1, FUN_032587-T1, FUN_032596-T1	Pocillopora_meandrina_HIv1___RNAseq.g14464.t1	
N1.HOG0001651	OG0001347	n0	FUN_032895-T2, FUN_032895-T1, FUN_032888-T1, FUN_032890-T1, FUN_032891-T1, FUN_032882-T1, FUN_032894-T1, FUN_032884-T1, FUN_032884-T2		
N1.HOG0001652	OG0001348	n0	FUN_033735-T1	Pocillopora_meandrina_HIv1___RNAseq.g7857.t1, Pocillopora_meandrina_HIv1___RNAseq.g7858.t1, Pocillopora_meandrina_HIv1___RNAseq.g7859.t1, Pocillopora_meandrina_HIv1___RNAseq.g7867.t1, Pocillopora_meandrina_HIv1___RNAseq.g7868.t1	
N1.HOG0001653	OG0001349	n0	FUN_034028-T1	Pocillopora_meandrina_HIv1___RNAseq.g16572.t1, Pocillopora_meandrina_HIv1___RNAseq.g16584.t1, Pocillopora_meandrina_HIv1___RNAseq.g16571.t1, Pocillopora_meandrina_HIv1___RNAseq.g16583.t2	
N1.HOG0001654	OG0001350	n0	FUN_034065-T1, FUN_034061-T1, FUN_034062-T1, FUN_034059-T1, FUN_034067-T1	Pocillopora_meandrina_HIv1___RNAseq.g26048.t1	
N1.HOG0001655	OG0001351	n1	FUN_035072-T1	Pocillopora_meandrina_HIv1___RNAseq.g27718.t1b	
N1.HOG0001656	OG0001351	n5	FUN_035074-T1		
N1.HOG0001657	OG0001352	n0	FUN_035201-T1, FUN_035200-T1, FUN_035197-T1, FUN_035205-T1, FUN_035206-T1, FUN_035199-T1	Pocillopora_meandrina_HIv1___TS.g15308.t1	
N1.HOG0001658	OG0001353	n0	FUN_035299-T1, FUN_035282-T1, FUN_035309-T1, FUN_035293-T1, FUN_035325-T1, FUN_035304-T1, FUN_035313-T1	Pocillopora_meandrina_HIv1___RNAseq.g10157.t1	
N1.HOG0001659	OG0001354	n0	FUN_035358-T1	Pocillopora_meandrina_HIv1___RNAseq.g12402.t1, Pocillopora_meandrina_HIv1___RNAseq.g12234.t1	
N1.HOG0001660	OG0001355	n0	FUN_035597-T1, FUN_035575-T1, FUN_045522-T2, FUN_045522-T1, FUN_035556-T1, FUN_035572-T1, FUN_035588-T1, FUN_035584-T1, FUN_035561-T1		
N1.HOG0001661	OG0001356	n0	FUN_035701-T1	Pocillopora_meandrina_HIv1___RNAseq.g11834.t1, Pocillopora_meandrina_HIv1___TS.g3159.t1, Pocillopora_meandrina_HIv1___RNAseq.g11828.t1, Pocillopora_meandrina_HIv1___RNAseq.g11825.t1	
N1.HOG0001662	OG0001357	n2	FUN_037103-T1, FUN_037103-T2, FUN_037153-T1, FUN_037022-T1		
N1.HOG0001663	OG0001357	n6	FUN_037097-T1		
N1.HOG0001664	OG0001358	n0	FUN_037270-T1, FUN_037248-T1, FUN_037243-T1, FUN_037245-T1, FUN_037265-T1, FUN_037254-T1, FUN_037257-T1, FUN_045581-T1, FUN_037242-T1		
N1.HOG0001665	OG0001359	n0	FUN_037276-T1, FUN_037277-T1	Pocillopora_meandrina_HIv1___RNAseq.g5494.t1, Pocillopora_meandrina_HIv1___RNAseq.g5499.t1, Pocillopora_meandrina_HIv1___RNAseq.g5496.t1, Pocillopora_meandrina_HIv1___RNAseq.g5498.t1, Pocillopora_meandrina_HIv1___RNAseq.g5495.t1, Pocillopora_meandrina_HIv1___RNAseq.g5497.t1	
N1.HOG0001666	OG0001360	n2	FUN_037822-T1	Pocillopora_meandrina_HIv1___RNAseq.g1467.t1	
N1.HOG0001667	OG0001360	n3	FUN_037821-T1, FUN_037814-T1, FUN_037819-T1, FUN_037813-T1	Pocillopora_meandrina_HIv1___TS.g29725.t1a, Pocillopora_meandrina_HIv1___RNAseq.g1466.t1	
N1.HOG0001668	OG0001361	n0	FUN_038205-T2, FUN_038205-T1, FUN_038205-T3	Pocillopora_meandrina_HIv1___TS.g5462.t1, Pocillopora_meandrina_HIv1___TS.g5464.t1	
N1.HOG0001669	OG0001362	n1	FUN_038321-T1		
N1.HOG0001670	OG0001362	n2	FUN_038325-T1, FUN_038315-T1, FUN_038315-T2, FUN_038320-T1	Pocillopora_meandrina_HIv1___RNAseq.g1120.t1	
N1.HOG0001671	OG0001363	n0	FUN_038799-T1	Pocillopora_meandrina_HIv1___RNAseq.g26381.t1, Pocillopora_meandrina_HIv1___RNAseq.g26375.t1, Pocillopora_meandrina_HIv1___RNAseq.g26373.t1, Pocillopora_meandrina_HIv1___RNAseq.g26380.t1, Pocillopora_meandrina_HIv1___RNAseq.g26382.t1, Pocillopora_meandrina_HIv1___RNAseq.g26376.t1, Pocillopora_meandrina_HIv1___RNAseq.g26374.t1	
N1.HOG0001672	OG0001364	n0	FUN_040968-T1, FUN_039721-T1	Pocillopora_meandrina_HIv1___RNAseq.g18610.t1, Pocillopora_meandrina_HIv1___TS.g4405.t1, Pocillopora_meandrina_HIv1___TS.g16371.t1, Pocillopora_meandrina_HIv1___RNAseq.g23507.t1, Pocillopora_meandrina_HIv1___RNAseq.g18437.t1, Pocillopora_meandrina_HIv1___RNAseq.g10217.t1, Pocillopora_meandrina_HIv1___RNAseq.g27105.t1	
N1.HOG0001673	OG0001365	n0	FUN_040002-T1, FUN_040002-T2	Pocillopora_meandrina_HIv1___TS.g8211.t1	
N1.HOG0001674	OG0001366	n1		Pocillopora_meandrina_HIv1___TS.g20753.t1, Pocillopora_meandrina_HIv1___RNAseq.8918_t, Pocillopora_meandrina_HIv1___RNAseq.11966_t	
N1.HOG0001675	OG0001366	n4	FUN_040180-T1	Pocillopora_meandrina_HIv1___RNAseq.g9034.t1	
N1.HOG0001676	OG0001367	n0	FUN_040789-T1, FUN_042328-T1	Pocillopora_meandrina_HIv1___RNAseq.g22048.t1b, Pocillopora_meandrina_HIv1___RNAseq.g14759.t1, Pocillopora_meandrina_HIv1___RNAseq.g24916.t1a, Pocillopora_meandrina_HIv1___RNAseq.g14233.t1, Pocillopora_meandrina_HIv1___RNAseq.g14232.t1, Pocillopora_meandrina_HIv1___TS.g14086.t1, Pocillopora_meandrina_HIv1___TS.g6600.t1	
N1.HOG0001677	OG0001368	n0	FUN_041315-T1, FUN_041414-T1, FUN_041416-T1, FUN_041421-T1, FUN_041317-T1, FUN_041318-T1, FUN_041320-T1, FUN_041316-T1, FUN_041330-T1		
N1.HOG0001678	OG0001369	n0	FUN_041589-T1	Pocillopora_meandrina_HIv1___RNAseq.g10788.t1, Pocillopora_meandrina_HIv1___RNAseq.g10787.t1, Pocillopora_meandrina_HIv1___RNAseq.g10785.t1, Pocillopora_meandrina_HIv1___RNAseq.g10786.t1	
N1.HOG0001679	OG0001370	n0	FUN_041879-T1	Pocillopora_meandrina_HIv1___TS.g10474.t1, Pocillopora_meandrina_HIv1___RNAseq.g15466.t1, Pocillopora_meandrina_HIv1___RNAseq.g15425.t1, Pocillopora_meandrina_HIv1___RNAseq.g15446.t1	
N1.HOG0001680	OG0001371	n0	FUN_041886-T1	Pocillopora_meandrina_HIv1___TS.g10431.t1, Pocillopora_meandrina_HIv1___RNAseq.g15410.t1, Pocillopora_meandrina_HIv1___RNAseq.g15403.t1, Pocillopora_meandrina_HIv1___RNAseq.g15414.t1, Pocillopora_meandrina_HIv1___TS.g10422.t1, Pocillopora_meandrina_HIv1___RNAseq.g5553.t1, Pocillopora_meandrina_HIv1___RNAseq.g5548.t1b	
N1.HOG0001681	OG0001372	n0	FUN_042600-T1	Pocillopora_meandrina_HIv1___RNAseq.g17280.t1, Pocillopora_meandrina_HIv1___RNAseq.g17279.t1, Pocillopora_meandrina_HIv1___TS.g3041.t1, Pocillopora_meandrina_HIv1___TS.g3040.t1, Pocillopora_meandrina_HIv1___RNAseq.g17275.t1	
N1.HOG0001682	OG0001373	n0	FUN_043183-T1, FUN_043184-T1, FUN_043186-T1, FUN_043188-T1, FUN_043185-T1, FUN_042942-T1, FUN_042943-T1, FUN_042941-T1, FUN_043189-T1		
N1.HOG0001683	OG0001374	n1		Pocillopora_meandrina_HIv1___RNAseq.g7148.t1	
N1.HOG0001684	OG0001374	n3	FUN_042949-T1	Pocillopora_meandrina_HIv1___RNAseq.g7131.t1, Pocillopora_meandrina_HIv1___RNAseq.g7141.t1, Pocillopora_meandrina_HIv1___TS.g886.t1, Pocillopora_meandrina_HIv1___TS.g19971.t1	
N1.HOG0001685	OG0001375	n0	FUN_043142-T1, FUN_043141-T1	Pocillopora_meandrina_HIv1___RNAseq.g6884.t1, Pocillopora_meandrina_HIv1___RNAseq.g6881.t1, Pocillopora_meandrina_HIv1___RNAseq.g6879.t1, Pocillopora_meandrina_HIv1___RNAseq.g6882.t1, Pocillopora_meandrina_HIv1___RNAseq.g6878.t1, Pocillopora_meandrina_HIv1___RNAseq.g6880.t1, Pocillopora_meandrina_HIv1___TS.g623.t1	
N1.HOG0001686	OG0001376	n0	FUN_043410-T1, FUN_043409-T1, FUN_043408-T1, FUN_043411-T1	Pocillopora_meandrina_HIv1___RNAseq.g7843.t1	
N1.HOG0001687	OG0001377	n1	FUN_045648-T1		
N1.HOG0001688	OG0001377	n2	FUN_044605-T1, FUN_045465-T1, FUN_044699-T1, FUN_044761-T1, FUN_044536-T1	Pocillopora_meandrina_HIv1___RNAseq.g17465.t1	
N1.HOG0001689	OG0001378	n0	FUN_045079-T1, FUN_045640-T1, FUN_045275-T1, FUN_045640-T2, FUN_045275-T2, FUN_044543-T1, FUN_045411-T1		
N1.HOG0001690	OG0001379	n0	FUN_044558-T1, FUN_045273-T1, FUN_044705-T1	Pocillopora_meandrina_HIv1___TS.g20735.t1, Pocillopora_meandrina_HIv1___TS.g19780.t1, Pocillopora_meandrina_HIv1___RNAseq.g13158.t1, Pocillopora_meandrina_HIv1___RNAseq.g11915.t1	
N1.HOG0001691	OG0001380	n1	FUN_044595-T1		
N1.HOG0001692	OG0001380	n4	FUN_044595-T2, FUN_045783-T1, FUN_045783-T3, FUN_045783-T2		
N1.HOG0001693	OG0001381	n1	FUN_045849-T1		
N1.HOG0001694	OG0001381	n3	FUN_044928-T1		
N1.HOG0001695	OG0001381	n7	FUN_044854-T1		
N1.HOG0001696	OG0001382	n0	FUN_044943-T1	Pocillopora_meandrina_HIv1___RNAseq.g21976.t1, Pocillopora_meandrina_HIv1___RNAseq.g25862.t1, Pocillopora_meandrina_HIv1___RNAseq.g11182.t1, Pocillopora_meandrina_HIv1___RNAseq.g11181.t1	
N1.HOG0001697	OG0001383	n0	FUN_045826-T4, FUN_045826-T3, FUN_045826-T1, FUN_045826-T2	Pocillopora_meandrina_HIv1___RNAseq.g7496.t1, Pocillopora_meandrina_HIv1___RNAseq.g7494.t1, Pocillopora_meandrina_HIv1___RNAseq.g7488.t1, Pocillopora_meandrina_HIv1___RNAseq.g6753.t1	
N1.HOG0001698	OG0001384	n0		Pocillopora_meandrina_HIv1___RNAseq.g3502.t1, Pocillopora_meandrina_HIv1___RNAseq.g12815.t1, Pocillopora_meandrina_HIv1___RNAseq.g3500.t1a, Pocillopora_meandrina_HIv1___RNAseq.g3499.t1, Pocillopora_meandrina_HIv1___RNAseq.g3500.t1b	
N1.HOG0001699	OG0001385	n0		Pocillopora_meandrina_HIv1___TS.g4899.t2, Pocillopora_meandrina_HIv1___TS.g5400.t1, Pocillopora_meandrina_HIv1___RNAseq.g876.t1, Pocillopora_meandrina_HIv1___TS.g4379.t1, Pocillopora_meandrina_HIv1___RNAseq.g20636.t1, Pocillopora_meandrina_HIv1___RNAseq.g9055.t1, Pocillopora_meandrina_HIv1___RNAseq.g19711.t1, Pocillopora_meandrina_HIv1___TS.g11940.t1, Pocillopora_meandrina_HIv1___RNAseq.g16207.t1	
N1.HOG0001700	OG0001386	n0		Pocillopora_meandrina_HIv1___RNAseq.g1619.t1, Pocillopora_meandrina_HIv1___RNAseq.g10591.t1b, Pocillopora_meandrina_HIv1___RNAseq.22446_t, Pocillopora_meandrina_HIv1___RNAseq.g10604.t1b, Pocillopora_meandrina_HIv1___RNAseq.g10593.t1b, Pocillopora_meandrina_HIv1___RNAseq.g10601.t1b, Pocillopora_meandrina_HIv1___RNAseq.g10595.t1b, Pocillopora_meandrina_HIv1___RNAseq.g10598.t1	
N1.HOG0001701	OG0001387	n0		Pocillopora_meandrina_HIv1___RNAseq.g23603.t1, Pocillopora_meandrina_HIv1___RNAseq.g23594.t1, Pocillopora_meandrina_HIv1___RNAseq.g23602.t1, Pocillopora_meandrina_HIv1___RNAseq.g23595.t1, Pocillopora_meandrina_HIv1___RNAseq.g7559.t1, Pocillopora_meandrina_HIv1___RNAseq.g7558.t1, Pocillopora_meandrina_HIv1___RNAseq.g7555.t1, Pocillopora_meandrina_HIv1___RNAseq.g7554.t1, Pocillopora_meandrina_HIv1___RNAseq.g7556.t1	
N1.HOG0001702	OG0001388	n0		Pocillopora_meandrina_HIv1___RNAseq.g8562.t1, Pocillopora_meandrina_HIv1___RNAseq.g8560.t1, Pocillopora_meandrina_HIv1___RNAseq.g8557.t1, Pocillopora_meandrina_HIv1___RNAseq.g8544.t1, Pocillopora_meandrina_HIv1___TS.g20284.t1, Pocillopora_meandrina_HIv1___TS.g20288.t1, Pocillopora_meandrina_HIv1___RNAseq.g8541.t1, Pocillopora_meandrina_HIv1___RNAseq.g8538.t1, Pocillopora_meandrina_HIv1___RNAseq.g8555.t1	
N1.HOG0001703	OG0001389	n0		Pocillopora_meandrina_HIv1___RNAseq.g20048.t1, Pocillopora_meandrina_HIv1___RNAseq.g20049.t1, Pocillopora_meandrina_HIv1___RNAseq.g20044.t1, Pocillopora_meandrina_HIv1___RNAseq.g20053.t1, Pocillopora_meandrina_HIv1___RNAseq.g20051.t1, Pocillopora_meandrina_HIv1___RNAseq.g20042.t1, Pocillopora_meandrina_HIv1___RNAseq.g20047.t1, Pocillopora_meandrina_HIv1___RNAseq.g20052.t1, Pocillopora_meandrina_HIv1___RNAseq.g20043.t1	
N1.HOG0001704	OG0001390	n0		Pocillopora_meandrina_HIv1___RNAseq.g6489.t1, Pocillopora_meandrina_HIv1___TS.g3887.t1, Pocillopora_meandrina_HIv1___RNAseq.g16230.t1, Pocillopora_meandrina_HIv1___RNAseq.g14735.t1, Pocillopora_meandrina_HIv1___RNAseq.g6488.t1b, Pocillopora_meandrina_HIv1___RNAseq.g16226.t1, Pocillopora_meandrina_HIv1___TS.g18751.t1, Pocillopora_meandrina_HIv1___TS.g11076.t1, Pocillopora_meandrina_HIv1___TS.g27635.t1	
N1.HOG0001705	OG0001391	n0		Pocillopora_meandrina_HIv1___TS.g15885.t1, Pocillopora_meandrina_HIv1___RNAseq.g23000.t1, Pocillopora_meandrina_HIv1___TS.g15890.t1, Pocillopora_meandrina_HIv1___TS.g15887.t1, Pocillopora_meandrina_HIv1___RNAseq.g23006.t1, Pocillopora_meandrina_HIv1___RNAseq.g23009.t1, Pocillopora_meandrina_HIv1___RNAseq.g23003.t1, Pocillopora_meandrina_HIv1___RNAseq.g23008.t1, Pocillopora_meandrina_HIv1___TS.g15883.t1	
N1.HOG0001706	OG0001392	n0		Pocillopora_meandrina_HIv1___RNAseq.g15955.t1, Pocillopora_meandrina_HIv1___TS.g10967.t1, Pocillopora_meandrina_HIv1___TS.g10963.t1, Pocillopora_meandrina_HIv1___RNAseq.g15939.t1, Pocillopora_meandrina_HIv1___TS.g10980.t1, Pocillopora_meandrina_HIv1___RNAseq.g18174.t1, Pocillopora_meandrina_HIv1___TS.g27665.t1, Pocillopora_meandrina_HIv1___RNAseq.g10726.t1, Pocillopora_meandrina_HIv1___RNAseq.g3093.t1	
N1.HOG0001707	OG0001393	n0		Pocillopora_meandrina_HIv1___RNAseq.g16100.t1, Pocillopora_meandrina_HIv1___RNAseq.g16099.t1, Pocillopora_meandrina_HIv1___RNAseq.g3277.t1, Pocillopora_meandrina_HIv1___RNAseq.g3279.t1, Pocillopora_meandrina_HIv1___RNAseq.g16101.t1, Pocillopora_meandrina_HIv1___RNAseq.g14237.t1, Pocillopora_meandrina_HIv1___RNAseq.g14239.t1, Pocillopora_meandrina_HIv1___RNAseq.g3278.t1, Pocillopora_meandrina_HIv1___RNAseq.g14238.t1	
N1.HOG0001708	OG0001394	n0		Pocillopora_meandrina_HIv1___RNAseq.g24838.t1	
N1.HOG0001709	OG0001395	n0		Pocillopora_meandrina_HIv1___RNAseq.g4141.t1, Pocillopora_meandrina_HIv1___RNAseq.g4144.t1, Pocillopora_meandrina_HIv1___TS.g21532.t1, Pocillopora_meandrina_HIv1___TS.g21542.t1, Pocillopora_meandrina_HIv1___TS.g6946.t1, Pocillopora_meandrina_HIv1___TS.g21538.t1, Pocillopora_meandrina_HIv1___RNAseq.g4145.t1, Pocillopora_meandrina_HIv1___TS.g21539.t1, Pocillopora_meandrina_HIv1___TS.g21540.t1	
N1.HOG0001710	OG0001396	n1		Pocillopora_meandrina_HIv1___RNAseq.g21038.t1	
