HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N0.HOG0007993	OG0007387	n0	FUN_041370-T1	Pocillopora_meandrina_HIv1___RNAseq.g6255.t1, Pocillopora_meandrina_HIv1___RNAseq.g17108.t1	Peve_00039679
N0.HOG0007994	OG0007388	n0	FUN_041387-T1, FUN_041387-T2	Pocillopora_meandrina_HIv1___TS.g10740.t2	Peve_00044205
N0.HOG0007995	OG0007389	n0	FUN_041390-T2, FUN_041390-T1	Pocillopora_meandrina_HIv1___RNAseq.g15716.t1	Peve_00044208
N0.HOG0007996	OG0007390	n0	FUN_041405-T1	Pocillopora_meandrina_HIv1___RNAseq.g15723.t1	Peve_00020007, Peve_00031231
N0.HOG0007997	OG0007391	n0	FUN_041407-T1	Pocillopora_meandrina_HIv1___RNAseq.g15728.t1	Peve_00020004, Peve_00020003
N0.HOG0007998	OG0007392	n0	FUN_041408-T2, FUN_041408-T1	Pocillopora_meandrina_HIv1___RNAseq.g15729.t1	Peve_00017539
N0.HOG0007999	OG0007393	n0	FUN_041409-T1	Pocillopora_meandrina_HIv1___RNAseq.g15730.t1	Peve_00017541, Peve_00017538
N0.HOG0008000	OG0007394	n0	FUN_041482-T1, FUN_041483-T1, FUN_041424-T1, FUN_041564-T1		
N0.HOG0008001	OG0007395	n0	FUN_041432-T1, FUN_041432-T2	Pocillopora_meandrina_HIv1___RNAseq.g15740.t1	Peve_00027845
N0.HOG0008002	OG0007396	n0	FUN_041433-T1	Pocillopora_meandrina_HIv1___RNAseq.g15741.t1	Peve_00007738, Peve_00007739
N0.HOG0008003	OG0007397	n0	FUN_041437-T1, FUN_041434-T1	Pocillopora_meandrina_HIv1___RNAseq.g15744.t2	Peve_00007743
N0.HOG0008004	OG0007398	n0	FUN_041462-T1	Pocillopora_meandrina_HIv1___RNAseq.g15691.t1	Peve_00037408, Peve_00007415
N0.HOG0008005	OG0007399	n0	FUN_041463-T1	Pocillopora_meandrina_HIv1___RNAseq.g15689.t1	Peve_00013687, Peve_00007416
N0.HOG0008006	OG0007400	n0	FUN_041468-T1	Pocillopora_meandrina_HIv1___RNAseq.g15684.t1	Peve_00028292, Peve_00037387
N0.HOG0008007	OG0007401	n0	FUN_041470-T1	Pocillopora_meandrina_HIv1___RNAseq.g15682.t1, Pocillopora_meandrina_HIv1___RNAseq.g15680.t1	Peve_00017078
N0.HOG0008008	OG0007402	n0	FUN_041477-T2, FUN_041477-T1	Pocillopora_meandrina_HIv1___RNAseq.g15677.t1	Peve_00009783
N0.HOG0008009	OG0007403	n0	FUN_041495-T1	Pocillopora_meandrina_HIv1___RNAseq.g15663.t1	Peve_00027718, Peve_00017070
N0.HOG0008010	OG0007404	n0	FUN_041501-T1	Pocillopora_meandrina_HIv1___RNAseq.g15660.t1	Peve_00028684, Peve_00028685
N0.HOG0008011	OG0007405	n0	FUN_041521-T1	Pocillopora_meandrina_HIv1___RNAseq.g15591.t1	Peve_00030268, Peve_00024136
N0.HOG0008012	OG0007406	n0	FUN_041524-T1	Pocillopora_meandrina_HIv1___RNAseq.g15379.t1	Peve_00000980, Peve_00017091
N0.HOG0008013	OG0007407	n0	FUN_041526-T1	Pocillopora_meandrina_HIv1___RNAseq.g2461.t1	Peve_00000979, Peve_00017090
N0.HOG0008014	OG0007408	n0	FUN_041528-T1, FUN_041527-T1, FUN_041529-T2, FUN_041529-T1		
N0.HOG0008015	OG0007409	n0	FUN_041533-T2, FUN_041533-T1	Pocillopora_meandrina_HIv1___RNAseq.g15375.t1	Peve_00017080
N0.HOG0008016	OG0007410	n0	FUN_041539-T1	Pocillopora_meandrina_HIv1___RNAseq.g15371.t1	Peve_00039111, Peve_00036323
N0.HOG0008017	OG0007411	n0	FUN_041549-T1, FUN_041549-T2	Pocillopora_meandrina_HIv1___TS.g10992.t2	Peve_00033123
N0.HOG0008018	OG0007412	n0	FUN_041585-T1	Pocillopora_meandrina_HIv1___RNAseq.g15265.t1	Peve_00028472, Peve_00028469
N0.HOG0008019	OG0007413	n0	FUN_041601-T1, FUN_041600-T1	Pocillopora_meandrina_HIv1___RNAseq.g15302.t1	Peve_00025735
N0.HOG0008020	OG0007414	n0	FUN_041611-T2, FUN_041611-T1	Pocillopora_meandrina_HIv1___RNAseq.g15294.t1	Peve_00036073
N0.HOG0008021	OG0007415	n0	FUN_041619-T1	Pocillopora_meandrina_HIv1___RNAseq.g15289.t1, Pocillopora_meandrina_HIv1___RNAseq.g15288.t1	Peve_00036075
N0.HOG0008022	OG0007416	n0	FUN_041639-T1	Pocillopora_meandrina_HIv1___RNAseq.g14209.t1	Peve_00007388, Peve_00015116
N0.HOG0008023	OG0007417	n0	FUN_041652-T1, FUN_041652-T2	Pocillopora_meandrina_HIv1___RNAseq.g13865.t1	Peve_00012481
N0.HOG0008024	OG0007418	n0	FUN_041666-T1, FUN_041663-T1, FUN_041661-T1	Pocillopora_meandrina_HIv1___TS.g11773.t1	
N0.HOG0008025	OG0007419	n0	FUN_041662-T1	Pocillopora_meandrina_HIv1___RNAseq.g14009.t1	Peve_00041098, Peve_00033099
N0.HOG0008026	OG0007420	n0	FUN_041668-T1	Pocillopora_meandrina_HIv1___TS.g11779.t1	Peve_00029012, Peve_00041077
N0.HOG0008027	OG0007421	n0	FUN_041674-T1	Pocillopora_meandrina_HIv1___RNAseq.g14003.t1	Peve_00007763, Peve_00009957
N0.HOG0008028	OG0007422	n0	FUN_041675-T1	Pocillopora_meandrina_HIv1___RNAseq.g14004.t1	Peve_00007766, Peve_00009958
N0.HOG0008029	OG0007423	n0	FUN_041676-T1	Pocillopora_meandrina_HIv1___TS.g11788.t1	Peve_00007769, Peve_00009960
N0.HOG0008030	OG0007424	n0	FUN_041688-T1	Pocillopora_meandrina_HIv1___RNAseq.25430_t	Peve_00041074, Peve_00029284
N0.HOG0008031	OG0007425	n0	FUN_041708-T1	Pocillopora_meandrina_HIv1___RNAseq.g29074.t1, Pocillopora_meandrina_HIv1___RNAseq.g1277.t1	Peve_00001478
N0.HOG0008032	OG0007426	n0	FUN_041717-T1	Pocillopora_meandrina_HIv1___RNAseq.g13945.t1	Peve_00024455, Peve_00034181
N0.HOG0008033	OG0007427	n0	FUN_041724-T1	Pocillopora_meandrina_HIv1___RNAseq.g15480.t2a	Peve_00014619, Peve_00006450
N0.HOG0008034	OG0007428	n0	FUN_041725-T1	Pocillopora_meandrina_HIv1___RNAseq.g15480.t2b	Peve_00006451, Peve_00014618
N0.HOG0008035	OG0007429	n0	FUN_041726-T1	Pocillopora_meandrina_HIv1___RNAseq.g15481.t1	Peve_00006452, Peve_00014620
N0.HOG0008036	OG0007430	n0	FUN_041731-T1	Pocillopora_meandrina_HIv1___TS.g10511.t2	Peve_00006447, Peve_00023310
N0.HOG0008037	OG0007431	n0	FUN_041736-T1	Pocillopora_meandrina_HIv1___RNAseq.g13897.t1, Pocillopora_meandrina_HIv1___TS.g10802.t1	Peve_00036484
N0.HOG0008038	OG0007432	n0	FUN_041737-T1, FUN_041737-T2	Pocillopora_meandrina_HIv1___RNAseq.g15780.t1	Peve_00002192
N0.HOG0008039	OG0007433	n0	FUN_041745-T1	Pocillopora_meandrina_HIv1___RNAseq.g15790.t1, Pocillopora_meandrina_HIv1___RNAseq.g15793.t1	Peve_00000338
N0.HOG0008040	OG0007434	n0	FUN_041751-T1	Pocillopora_meandrina_HIv1___RNAseq.g15092.t1	Peve_00042723, Peve_00013814
N0.HOG0008041	OG0007435	n0	FUN_041753-T1	Pocillopora_meandrina_HIv1___RNAseq.g15094.t1	Peve_00013811, Peve_00042722
N0.HOG0008042	OG0007436	n0	FUN_041757-T1	Pocillopora_meandrina_HIv1___RNAseq.g15098.t1, Pocillopora_meandrina_HIv1___RNAseq.g15100.t1	Peve_00042719
N0.HOG0008043	OG0007437	n0	FUN_041768-T1	Pocillopora_meandrina_HIv1___RNAseq.g15245.t1	Peve_00041574, Peve_00041573
N0.HOG0008044	OG0007438	n0	FUN_041772-T1, FUN_041772-T2	Pocillopora_meandrina_HIv1___RNAseq.g15893.t1	Peve_00014829
N0.HOG0008045	OG0007439	n0	FUN_041774-T1	Pocillopora_meandrina_HIv1___RNAseq.g15892.t1	Peve_00030348, Peve_00014828
N0.HOG0008046	OG0007440	n0	FUN_041775-T1	Pocillopora_meandrina_HIv1___RNAseq.g15891.t1	Peve_00030349, Peve_00014827
N0.HOG0008047	OG0007441	n0	FUN_041778-T1	Pocillopora_meandrina_HIv1___RNAseq.g15879.t1	Peve_00042843, Peve_00023858
N0.HOG0008048	OG0007442	n0	FUN_041785-T1	Pocillopora_meandrina_HIv1___RNAseq.g15775.t1	Peve_00038480, Peve_00038531
N0.HOG0008049	OG0007443	n0	FUN_041788-T1	Pocillopora_meandrina_HIv1___RNAseq.g15771.t1, Pocillopora_meandrina_HIv1___RNAseq.g15772.t1	Peve_00038539
N0.HOG0008050	OG0007444	n0	FUN_041794-T1	Pocillopora_meandrina_HIv1___RNAseq.g15767.t1	Peve_00009375, Peve_00038534
N0.HOG0008051	OG0007445	n0	FUN_041815-T1	Pocillopora_meandrina_HIv1___RNAseq.g15799.t1	Peve_00025188, Peve_00025189
N0.HOG0008052	OG0007446	n0	FUN_041823-T1		Peve_00033717, Peve_00033450, Peve_00033716
N0.HOG0008053	OG0007447	n0	FUN_041833-T1	Pocillopora_meandrina_HIv1___RNAseq.g15814.t1, Pocillopora_meandrina_HIv1___RNAseq.g15818.t1	Peve_00039120
N0.HOG0008054	OG0007448	n0	FUN_041834-T1	Pocillopora_meandrina_HIv1___RNAseq.g15086.t1	Peve_00031375, Peve_00029683
N0.HOG0008055	OG0007449	n0	FUN_041838-T1	Pocillopora_meandrina_HIv1___RNAseq.g15082.t1	Peve_00009649, Peve_00009648
N0.HOG0008056	OG0007450	n0	FUN_041852-T1	Pocillopora_meandrina_HIv1___TS.g10103.t1	Peve_00030440, Peve_00033429
N0.HOG0008057	OG0007451	n0	FUN_041853-T1	Pocillopora_meandrina_HIv1___RNAseq.g15068.t1	Peve_00030444, Peve_00025832
N0.HOG0008058	OG0007452	n0	FUN_041854-T1	Pocillopora_meandrina_HIv1___RNAseq.g15067.t2	Peve_00030450, Peve_00025833
N0.HOG0008059	OG0007453	n0	FUN_041857-T1	Pocillopora_meandrina_HIv1___RNAseq.g15066.t2	Peve_00025834, Peve_00030459
N0.HOG0008060	OG0007454	n0	FUN_041864-T1	Pocillopora_meandrina_HIv1___RNAseq.g15121.t2	Peve_00030453, Peve_00030115
N0.HOG0008061	OG0007455	n0	FUN_041865-T1	Pocillopora_meandrina_HIv1___RNAseq.g15117.t1	Peve_00030118, Peve_00030454
N0.HOG0008062	OG0007456	n0	FUN_041872-T1	Pocillopora_meandrina_HIv1___RNAseq.g15110.t1	Peve_00040562, Peve_00031383
N0.HOG0008063	OG0007457	n0	FUN_041874-T2, FUN_041874-T1	Pocillopora_meandrina_HIv1___RNAseq.g15106.t3	Peve_00040563
N0.HOG0008064	OG0007458	n0	FUN_041900-T1	Pocillopora_meandrina_HIv1___TS.g10380.t1, Pocillopora_meandrina_HIv1___RNAseq.g15356.t1	Peve_00028576
N0.HOG0008065	OG0007459	n0	FUN_041901-T1	Pocillopora_meandrina_HIv1___RNAseq.g15357.t1	Peve_00013310, Peve_00017951
N0.HOG0008066	OG0007460	n0	FUN_041903-T1	Pocillopora_meandrina_HIv1___RNAseq.g15367.t1	Peve_00030475, Peve_00030474
N0.HOG0008067	OG0007461	n0	FUN_041904-T1	Pocillopora_meandrina_HIv1___TS.g10735.t2	Peve_00023978, Peve_00031809
N0.HOG0008068	OG0007462	n0	FUN_041922-T1	Pocillopora_meandrina_HIv1___RNAseq.g15626.t1	Peve_00007867, Peve_00036569
N0.HOG0008069	OG0007463	n0	FUN_041927-T2, FUN_041927-T1	Pocillopora_meandrina_HIv1___RNAseq.g15250.t1	Peve_00025329
N0.HOG0008070	OG0007464	n0	FUN_041930-T1	Pocillopora_meandrina_HIv1___RNAseq.g15698.t1, Pocillopora_meandrina_HIv1___RNAseq.g20881.t1	Peve_00023596
N0.HOG0008071	OG0007465	n0	FUN_041942-T1	Pocillopora_meandrina_HIv1___RNAseq.g15637.t1	Peve_00023593, Peve_00023592
N0.HOG0008072	OG0007466	n0	FUN_041945-T2, FUN_041945-T1	Pocillopora_meandrina_HIv1___RNAseq.g15635.t1	Peve_00023597
N0.HOG0008073	OG0007467	n0	FUN_041947-T2, FUN_041947-T1	Pocillopora_meandrina_HIv1___TS.g10659.t1	Peve_00007871
N0.HOG0008074	OG0007468	n0	FUN_041958-T1, FUN_041958-T2	Pocillopora_meandrina_HIv1___RNAseq.g15161.t1	Peve_00027292
N0.HOG0008075	OG0007469	n0	FUN_041969-T1	Pocillopora_meandrina_HIv1___RNAseq.g15919.t1	Peve_00028275, Peve_00028276
N0.HOG0008076	OG0007470	n0	FUN_041984-T1	Pocillopora_meandrina_HIv1___RNAseq.g15165.t1	Peve_00031636, Peve_00001551
N0.HOG0008077	OG0007471	n0	FUN_041996-T1, FUN_041997-T1	Pocillopora_meandrina_HIv1___RNAseq.g13319.t1	Peve_00039127
N0.HOG0008078	OG0007472	n0	FUN_042015-T1	Pocillopora_meandrina_HIv1___RNAseq.g15196.t1	Peve_00044148, Peve_00044147
N0.HOG0008079	OG0007473	n0	FUN_042026-T1, FUN_042026-T2	Pocillopora_meandrina_HIv1___RNAseq.g15171.t1	Peve_00028953
N0.HOG0008080	OG0007474	n0	FUN_042030-T1	Pocillopora_meandrina_HIv1___RNAseq.g15175.t1	Peve_00037411, Peve_00026018
N0.HOG0008081	OG0007475	n0	FUN_042032-T1	Pocillopora_meandrina_HIv1___RNAseq.g15178.t1, Pocillopora_meandrina_HIv1___RNAseq.g15177.t1	Peve_00009551
N0.HOG0008082	OG0007476	n0	FUN_042033-T1, FUN_042033-T2	Pocillopora_meandrina_HIv1___RNAseq.g15179.t1	Peve_00009547
N0.HOG0008083	OG0007477	n0	FUN_042034-T1	Pocillopora_meandrina_HIv1___RNAseq.g15181.t1	Peve_00033704, Peve_00035625
N0.HOG0008084	OG0007478	n0	FUN_042043-T1	Pocillopora_meandrina_HIv1___RNAseq.g15137.t1	Peve_00024565, Peve_00025406
N0.HOG0008085	OG0007479	n0	FUN_042129-T1	Pocillopora_meandrina_HIv1___RNAseq.g10973.t1, Pocillopora_meandrina_HIv1___RNAseq.g10969.t1, Pocillopora_meandrina_HIv1___RNAseq.g10971.t1	
N0.HOG0008086	OG0007480	n0	FUN_042167-T1	Pocillopora_meandrina_HIv1___TS.g7931.t1, Pocillopora_meandrina_HIv1___RNAseq.g22664.t1	Peve_00022107
N0.HOG0008087	OG0007481	n1	FUN_042228-T1		Peve_00003974
N0.HOG0008088	OG0007481	n2	FUN_044378-T1		Peve_00042806
N0.HOG0008089	OG0007482	n0	FUN_042272-T1	Pocillopora_meandrina_HIv1___RNAseq.g1784.t1, Pocillopora_meandrina_HIv1___RNAseq.g1785.t1	Peve_00007143
N0.HOG0008090	OG0007483	n0	FUN_042405-T1	Pocillopora_meandrina_HIv1___RNAseq.g25086.t2, Pocillopora_meandrina_HIv1___RNAseq.g19596.t1, Pocillopora_meandrina_HIv1___RNAseq.g19607.t1	
N0.HOG0008091	OG0007484	n0	FUN_042695-T1, FUN_042573-T1, FUN_042523-T1, FUN_042724-T1		
N0.HOG0008092	OG0007485	n0	FUN_042582-T1	Pocillopora_meandrina_HIv1___RNAseq.g16881.t1	Peve_00034295, Peve_00016009
N0.HOG0008093	OG0007486	n0	FUN_042583-T1	Pocillopora_meandrina_HIv1___RNAseq.g16882.t1	Peve_00016008, Peve_00034294
N0.HOG0008094	OG0007487	n0	FUN_042585-T2, FUN_042585-T1	Pocillopora_meandrina_HIv1___TS.g17705.t2	Peve_00012677
N0.HOG0008095	OG0007488	n0	FUN_042607-T1, FUN_042609-T1	Pocillopora_meandrina_HIv1___RNAseq.g16823.t1b	Peve_00034917
N0.HOG0008096	OG0007489	n0	FUN_042611-T1	Pocillopora_meandrina_HIv1___RNAseq.24516_t	Peve_00034920, Peve_00031582
N0.HOG0008097	OG0007490	n0	FUN_042612-T1, FUN_042612-T2	Pocillopora_meandrina_HIv1___RNAseq.g17024.t1	Peve_00034923
N0.HOG0008098	OG0007491	n0	FUN_042618-T2, FUN_042618-T1	Pocillopora_meandrina_HIv1___RNAseq.g17031.t1	Peve_00027226
N0.HOG0008099	OG0007492	n0	FUN_042630-T1, FUN_042630-T2	Pocillopora_meandrina_HIv1___RNAseq.g11507.t1	Peve_00033746
N0.HOG0008100	OG0007493	n0	FUN_042632-T1, FUN_042632-T2	Pocillopora_meandrina_HIv1___RNAseq.19517_t	Peve_00030047
N0.HOG0008101	OG0007494	n0	FUN_042637-T1, FUN_042638-T1	Pocillopora_meandrina_HIv1___RNAseq.g4879.t1	Peve_00030039
N0.HOG0008102	OG0007495	n0	FUN_042652-T1	Pocillopora_meandrina_HIv1___RNAseq.g16711.t1a	Peve_00027724, Peve_00038270
N0.HOG0008103	OG0007496	n0	FUN_042655-T2, FUN_042655-T1	Pocillopora_meandrina_HIv1___RNAseq.g4911.t2	Peve_00031586
N0.HOG0008104	OG0007497	n0	FUN_042809-T1, FUN_042809-T2	Pocillopora_meandrina_HIv1___RNAseq.g7426.t1	Peve_00003078
N0.HOG0008105	OG0007498	n0	FUN_042811-T1	Pocillopora_meandrina_HIv1___RNAseq.g7428.t1	Peve_00028976, Peve_00028056
N0.HOG0008106	OG0007499	n0	FUN_042814-T2, FUN_042814-T1	Pocillopora_meandrina_HIv1___RNAseq.g7429.t1	Peve_00021878
N0.HOG0008107	OG0007500	n0	FUN_042815-T1	Pocillopora_meandrina_HIv1___RNAseq.g7431.t1	Peve_00033308, Peve_00021876
N0.HOG0008108	OG0007501	n0	FUN_042816-T1, FUN_042816-T2	Pocillopora_meandrina_HIv1___TS.g1185.t1	Peve_00019569
N0.HOG0008109	OG0007502	n0	FUN_042821-T2, FUN_042821-T1	Pocillopora_meandrina_HIv1___RNAseq.g7439.t2	Peve_00019575
N0.HOG0008110	OG0007503	n0	FUN_042825-T1, FUN_042826-T1	Pocillopora_meandrina_HIv1___TS.g1022.t1	Peve_00041829
N0.HOG0008111	OG0007504	n0	FUN_042843-T1, FUN_042843-T2	Pocillopora_meandrina_HIv1___RNAseq.g7256.t1	Peve_00007270
N0.HOG0008112	OG0007505	n0	FUN_042845-T1	Pocillopora_meandrina_HIv1___RNAseq.g7254.t1	Peve_00034504, Peve_00023279
N0.HOG0008113	OG0007506	n0	FUN_042847-T1, FUN_042847-T2	Pocillopora_meandrina_HIv1___RNAseq.g7253.t2	Peve_00023278
N0.HOG0008114	OG0007507	n0	FUN_042856-T1	Pocillopora_meandrina_HIv1___TS.g991.t1	Peve_00043219, Peve_00023265
N0.HOG0008115	OG0007508	n0	FUN_042873-T1	Pocillopora_meandrina_HIv1___TS.g983.t1	Peve_00028527, Peve_00040152
N0.HOG0008116	OG0007509	n0	FUN_042874-T1	Pocillopora_meandrina_HIv1___RNAseq.g7232.t1	Peve_00040164, Peve_00028526
N0.HOG0008117	OG0007510	n0	FUN_042877-T1	Pocillopora_meandrina_HIv1___RNAseq.g7229.t1	Peve_00040154, Peve_00015662
N0.HOG0008118	OG0007511	n0	FUN_042914-T1	Pocillopora_meandrina_HIv1___RNAseq.g7194.t1	Peve_00019294, Peve_00019292
N0.HOG0008119	OG0007512	n0	FUN_042937-T1, FUN_042932-T1, FUN_042923-T1, FUN_042940-T1		
N0.HOG0008120	OG0007513	n0	FUN_042965-T2, FUN_042965-T1	Pocillopora_meandrina_HIv1___RNAseq.g7111.t1	Peve_00039044
N0.HOG0008121	OG0007514	n0	FUN_042994-T1, FUN_042994-T2	Pocillopora_meandrina_HIv1___RNAseq.g7019.t1	Peve_00031060
N0.HOG0008122	OG0007515	n0	FUN_042997-T1	Pocillopora_meandrina_HIv1___RNAseq.g7021.t1	Peve_00012462, Peve_00015175
N0.HOG0008123	OG0007516	n0	FUN_042998-T1	Pocillopora_meandrina_HIv1___RNAseq.g7022.t1	Peve_00015176, Peve_00012461
N0.HOG0008124	OG0007517	n0	FUN_043007-T1	Pocillopora_meandrina_HIv1___RNAseq.4691_t	Peve_00004465, Peve_00017772
N0.HOG0008125	OG0007518	n0	FUN_043012-T2, FUN_043012-T1	Pocillopora_meandrina_HIv1___RNAseq.g7036.t1	Peve_00017766
N0.HOG0008126	OG0007519	n0	FUN_043014-T1	Pocillopora_meandrina_HIv1___RNAseq.g7037.t1	Peve_00028493, Peve_00017765
N0.HOG0008127	OG0007520	n0	FUN_043015-T1	Pocillopora_meandrina_HIv1___RNAseq.g7038.t1	Peve_00017763, Peve_00028492
N0.HOG0008128	OG0007521	n0	FUN_043017-T1	Pocillopora_meandrina_HIv1___RNAseq.g7039.t1	Peve_00036345, Peve_00017762
N0.HOG0008129	OG0007522	n0	FUN_043027-T2, FUN_043027-T1	Pocillopora_meandrina_HIv1___TS.g790.t1	Peve_00026962
N0.HOG0008130	OG0007523	n0	FUN_043029-T1, FUN_043029-T2	Pocillopora_meandrina_HIv1___RNAseq.g7057.t1	Peve_00026963
N0.HOG0008131	OG0007524	n0	FUN_043031-T2, FUN_043031-T1	Pocillopora_meandrina_HIv1___TS.g793.t1	Peve_00026965
N0.HOG0008132	OG0007525	n0	FUN_043047-T1	Pocillopora_meandrina_HIv1___TS.g8796.t1, Pocillopora_meandrina_HIv1___TS.g17893.t1	Peve_00037522
N0.HOG0008133	OG0007526	n0	FUN_043082-T1, FUN_043081-T1	Pocillopora_meandrina_HIv1___TS.g814.t1	Peve_00026459
N0.HOG0008134	OG0007527	n0	FUN_043085-T2, FUN_043085-T1	Pocillopora_meandrina_HIv1___RNAseq.g7084.t1	Peve_00026453
N0.HOG0008135	OG0007528	n0	FUN_043091-T1	Pocillopora_meandrina_HIv1___RNAseq.g6995.t1	Peve_00038918, Peve_00001653
N0.HOG0008136	OG0007529	n0	FUN_043094-T1, FUN_043094-T2	Pocillopora_meandrina_HIv1___RNAseq.g7010.t1	Peve_00038927
N0.HOG0008137	OG0007530	n0	FUN_043107-T1, FUN_043107-T2	Pocillopora_meandrina_HIv1___RNAseq.g7897.t1	Peve_00026303
N0.HOG0008138	OG0007531	n0	FUN_043111-T1	Pocillopora_meandrina_HIv1___RNAseq.g7894.t1	Peve_00014954, Peve_00027469
N0.HOG0008139	OG0007532	n0	FUN_043112-T1	Pocillopora_meandrina_HIv1___RNAseq.g7893.t1	Peve_00014956, Peve_00027467
N0.HOG0008140	OG0007533	n0	FUN_043119-T1	Pocillopora_meandrina_HIv1___RNAseq.g7886.t1	Peve_00025023, Peve_00026294
N0.HOG0008141	OG0007534	n0	FUN_043125-T1	Pocillopora_meandrina_HIv1___RNAseq.g7877.t1	Peve_00033022, Peve_00026306
N0.HOG0008142	OG0007535	n0	FUN_043129-T1	Pocillopora_meandrina_HIv1___RNAseq.g6863.t1, Pocillopora_meandrina_HIv1___RNAseq.g6873.t1	Peve_00013597
N0.HOG0008143	OG0007536	n0	FUN_043152-T1	Pocillopora_meandrina_HIv1___TS.g568.t1	Peve_00011386, Peve_00011385
N0.HOG0008144	OG0007537	n0	FUN_043154-T1	Pocillopora_meandrina_HIv1___RNAseq.g6835.t1, Pocillopora_meandrina_HIv1___RNAseq.g6829.t1	Peve_00011379
N0.HOG0008145	OG0007538	n0	FUN_043157-T2, FUN_043157-T1	Pocillopora_meandrina_HIv1___TS.g580.t1	Peve_00011373
N0.HOG0008146	OG0007539	n0	FUN_043174-T1, FUN_043174-T2	Pocillopora_meandrina_HIv1___RNAseq.g6799.t1	Peve_00025847
N0.HOG0008147	OG0007540	n0	FUN_043179-T1	Pocillopora_meandrina_HIv1___TS.g546.t1	Peve_00025843, Peve_00022354
N0.HOG0008148	OG0007541	n0	FUN_043192-T2, FUN_043192-T1	Pocillopora_meandrina_HIv1___RNAseq.g6808.t1	Peve_00039864
N0.HOG0008149	OG0007542	n0	FUN_043193-T1, FUN_043193-T2	Pocillopora_meandrina_HIv1___RNAseq.g6809.t1	Peve_00039868
N0.HOG0008150	OG0007543	n0	FUN_043202-T1, FUN_043199-T1		Peve_00039855, Peve_00039856
N0.HOG0008151	OG0007544	n0	FUN_043205-T1	Pocillopora_meandrina_HIv1___RNAseq.g6813.t1	Peve_00026371, Peve_00026372
N0.HOG0008152	OG0007545	n0	FUN_043219-T2, FUN_043219-T1	Pocillopora_meandrina_HIv1___RNAseq.g6779.t1	Peve_00037103
N0.HOG0008153	OG0007546	n0	FUN_043252-T1	Pocillopora_meandrina_HIv1___RNAseq.g8856.t1	Peve_00029557, Peve_00027963
N0.HOG0008154	OG0007547	n0	FUN_043254-T1	Pocillopora_meandrina_HIv1___RNAseq.g8858.t1	Peve_00030637, Peve_00027962
N0.HOG0008155	OG0007548	n0	FUN_043258-T1	Pocillopora_meandrina_HIv1___RNAseq.g8859.t1	Peve_00024820, Peve_00030635
N0.HOG0008156	OG0007549	n0	FUN_043262-T1, FUN_043262-T2	Pocillopora_meandrina_HIv1___RNAseq.g8892.t1	Peve_00032608
N0.HOG0008157	OG0007550	n0	FUN_043278-T2, FUN_043278-T1	Pocillopora_meandrina_HIv1___TS.g20597.t1	Peve_00007456
N0.HOG0008158	OG0007551	n0	FUN_043289-T1, FUN_043289-T2	Pocillopora_meandrina_HIv1___RNAseq.g8865.t1	Peve_00007513
N0.HOG0008159	OG0007552	n0	FUN_043301-T1	Pocillopora_meandrina_HIv1___RNAseq.g8920.t1, Pocillopora_meandrina_HIv1___RNAseq.g8915.t1	Peve_00007494
N0.HOG0008160	OG0007553	n0	FUN_043309-T2, FUN_043309-T1	Pocillopora_meandrina_HIv1___RNAseq.g8924.t1	Peve_00007495
N0.HOG0008161	OG0007554	n0	FUN_043319-T1, FUN_043319-T2	Pocillopora_meandrina_HIv1___RNAseq.g8946.t1	Peve_00007508
N0.HOG0008162	OG0007555	n0	FUN_043320-T1	Pocillopora_meandrina_HIv1___TS.g20669.t1	Peve_00018052, Peve_00007509
N0.HOG0008163	OG0007556	n0	FUN_043321-T1	Pocillopora_meandrina_HIv1___RNAseq.g8948.t1	Peve_00007510, Peve_00018051
N0.HOG0008164	OG0007557	n0	FUN_043350-T1	Pocillopora_meandrina_HIv1___RNAseq.g8959.t1	Peve_00016649, Peve_00022831
N0.HOG0008165	OG0007558	n0	FUN_043351-T1	Pocillopora_meandrina_HIv1___TS.g20682.t1	Peve_00016653, Peve_00022832
N0.HOG0008166	OG0007559	n0	FUN_043361-T1, FUN_043361-T2	Pocillopora_meandrina_HIv1___RNAseq.g8968.t1	Peve_00016655
N0.HOG0008167	OG0007560	n0	FUN_043368-T1		Peve_00016661, Peve_00016663, Peve_00001441
N0.HOG0008168	OG0007561	n0	FUN_043369-T2, FUN_043369-T1	Pocillopora_meandrina_HIv1___RNAseq.g8974.t1	Peve_00004905
N0.HOG0008169	OG0007562	n0	FUN_043378-T2, FUN_043378-T1	Pocillopora_meandrina_HIv1___RNAseq.g8984.t1	Peve_00004897
N0.HOG0008170	OG0007563	n0	FUN_043379-T1	Pocillopora_meandrina_HIv1___RNAseq.g8985.t1	Peve_00030123, Peve_00027430
N0.HOG0008171	OG0007564	n0	FUN_043390-T2, FUN_043390-T1	Pocillopora_meandrina_HIv1___RNAseq.g9001.t1	Peve_00024249
N0.HOG0008172	OG0007565	n0	FUN_043397-T1, FUN_043396-T1	Pocillopora_meandrina_HIv1___RNAseq.g18038.t1, Pocillopora_meandrina_HIv1___RNAseq.g18039.t1	
N0.HOG0008173	OG0007566	n0	FUN_043415-T1	Pocillopora_meandrina_HIv1___RNAseq.g7826.t1	Peve_00026732, Peve_00026733
