"","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1124",410619,"Cluster_13502","Peve_00029971",-0.44209200413486,0.708472937844906,0.978262075707395,156,-21.17,"2 18","358 380",17,"70.59%","88.24%"
"1125",410741,"Cluster_8884","Peve_00006518",-0.961321812437412,0.177638878179318,0.978262075707395,165,-20.19,"2 20","238 260",20,"80.00%","85.00%"
"1126",410742,"Cluster_8887","Peve_00006518",-0.848088960164075,0.355506460452883,0.978262075707395,165,-20.19,"2 20","238 260",20,"80.00%","85.00%"
"1127",410756,"Cluster_14999","Peve_00006518",0.565054876858794,0.617709976189869,0.978262075707395,179,-25.34,"2 21","955 977",20,"85.00%","90.00%"
"1128",410949,"Cluster_4079","Peve_00025168",-0.977031478441325,0.136708784729514,0.978262075707395,154,-22.11,"2 18","282 301",16,"81.25%","81.25%"
"1129",410966,"Cluster_8884","Peve_00025168",-0.858853895308761,0.34235399051756,0.978262075707395,156,-22.9,"2 19","904 923",17,"70.59%","88.24%"
"1130",410967,"Cluster_8887","Peve_00025168",-0.966806548392751,0.164486408243996,0.978262075707395,156,-27.42,"2 19","904 923",17,"70.59%","88.24%"
"1131",410968,"Cluster_8888","Peve_00025168",-0.884766021622526,0.308636204626733,0.978262075707395,156,-23.18,"2 19","904 923",17,"70.59%","88.24%"
"1132",411132,"Cluster_4629","Peve_00021619",0.912101436585674,0.268917897240141,0.978262075707395,162,-21.24,"2 20","51 73",19,"73.68%","84.21%"
"1133",411609,"Cluster_13502","Peve_00009982",-0.739236791010994,0.470372862243104,0.978262075707395,167,-21.28,"2 16","130 151",14,"85.71%","100.00%"
"1134",411936,"Cluster_2787","Peve_00026347",0.625744521850162,0.569590508170833,0.978262075707395,164,-28.16,"2 21","728 747",19,"78.95%","89.47%"
"1135",412476,"Cluster_2787","Peve_00026328",0.513547186105516,0.656662264039705,0.978262075707395,158,-20.21,"2 20","70 92",19,"73.68%","78.95%"
"1136",412477,"Cluster_2854","Peve_00026328",-0.871413202065014,0.326407996807902,0.978262075707395,162,-20.7,"2 15","492 513",13,"92.31%","92.31%"
"1137",412705,"Cluster_4080","Peve_00011236",-0.235777127616489,0.848472931070267,0.995934364227446,162,-22.06,"2 21","449 469",19,"73.68%","84.21%"
"1138",412790,"Cluster_1167","Peve_00011235",0.658973053111598,0.541982234013298,0.978262075707395,145,-20.18,"2 10","544 565",8,"100.00%","100.00%"
"1139",413143,"Cluster_15890","Peve_00026830",0.234803897014175,0.84911040599833,0.995934364227446,167,-20.69,"2 21","314 336",20,"80.00%","80.00%"
"1140",413179,"Cluster_10934","Peve_00026837",-0.546002800702893,0.632297575653459,0.978262075707395,146,-20.91,"2 20","1 16",18,"66.67%","77.78%"
"1141",413200,"Cluster_4080","Peve_00026838",-0.00361899674555073,0.997696070086482,0.999470707733341,175,-22.05,"2 20","757 778",18,"83.33%","88.89%"
"1142",413251,"Cluster_6255","Peve_00026839",-0.311029260722703,0.798652561519489,0.995934364227446,166,-20.04,"2 20","975 997",19,"78.95%","84.21%"
"1143",413716,"Cluster_9983","Peve_00011588",0.498751907423741,0.667583764936494,0.978262075707395,162,-21.4,"2 20","364 385",19,"73.68%","84.21%"
"1144",413913,"Cluster_796","Peve_00011583",0.897160133823092,0.291252728152517,0.978262075707395,156,-23.07,"2 20","281 306",22,"77.27%","77.27%"
"1145",413992,"Cluster_11135","Peve_00011584",0.844443877729655,0.359862212804899,0.978262075707395,153,-20.52,"2 15","819 841",14,"78.57%","92.86%"
"1146",414818,"Cluster_2882","Peve_00039271",-0.977055736325033,0.136636295563783,0.978262075707395,158,-23.22,"2 15","117 138",13,"84.62%","92.31%"
"1147",415245,"Cluster_9149","Peve_00008133",-0.999965637301935,0.00527764279292991,0.551398425649056,164,-20.98,"2 20","190 209",18,"83.33%","83.33%"
"1148",415452,"Cluster_4629","Peve_00017324",-0.945504437122742,0.211138755910182,0.978262075707395,153,-20.37,"2 20","417 437",18,"66.67%","83.33%"
"1149",415671,"Cluster_2787","Peve_00017321",0.384697428481462,0.748611582886512,0.988219883885475,158,-22.37,"2 21","17 37",19,"68.42%","84.21%"
"1150",415852,"Cluster_2854","Peve_00034020",-0.838945952848089,0.366344648277057,0.978262075707395,172,-22.26,"2 21","547 568",19,"73.68%","89.47%"
"1151",415897,"Cluster_2854","Peve_00034021",-0.507486347355159,0.661149542463894,0.978262075707395,172,-22.26,"2 21","228 249",19,"73.68%","89.47%"
"1152",416490,"Cluster_5882","Peve_00020203",-0.779314222306939,0.431135232681729,0.978262075707395,168,-21.79,"2 21","558 579",19,"68.42%","89.47%"
"1153",416766,"Cluster_7053","Peve_00044495",-0.00749125846798571,0.995230872132244,0.999448381576871,176,-21.67,"2 21","27 48",19,"78.95%","89.47%"
"1154",417018,"Cluster_796","Peve_00041513",0.898740270652305,0.288966974174018,0.978262075707395,150,-22,"2 21","678 702",22,"68.18%","72.73%"
"1155",418734,"Cluster_4079","Peve_00019779",0.585667726732403,0.601664712659408,0.978262075707395,161,-25.22,"2 14","333 354",12,"91.67%","100.00%"
"1157",419526,"Cluster_11134","Peve_00036910",-0.0195622829453675,0.987545469442176,0.999448381576871,161,-21.19,"2 20","241 265",21,"76.19%","80.95%"
"1162",420347,"Cluster_589","Peve_00035294",-0.884838657147761,0.308536967433249,0.978262075707395,155,-21.82,"2 12","319 340",10,"100.00%","100.00%"
"1163",420564,"Cluster_13502","Peve_00035290",-0.985340161575227,0.109141948173345,0.978262075707395,151,-21.65,"2 17","580 602",16,"75.00%","81.25%"
"1164",420933,"Cluster_796","Peve_00043007",-0.0696341159246928,0.955633640840684,0.999448381576871,148,-25.32,"2 21","113 131",19,"68.42%","73.68%"
"1165",421332,"Cluster_15726","Peve_00001253",-0.697402908441927,0.50867768240741,0.978262075707395,153,-21.19,"2 21","526 545",19,"73.68%","73.68%"
"1166",421377,"Cluster_15726","Peve_00001252",-0.12445633266285,0.920562658088606,0.999448381576871,153,-21.19,"2 21","526 545",19,"73.68%","73.68%"
"1167",421615,"Cluster_4080","Peve_00040674",-0.75768069351644,0.452664918030814,0.978262075707395,180,-21.9,"2 21","798 819",19,"78.95%","94.74%"
"1168",422283,"Cluster_796","Peve_00038239",0.995912206995874,0.0575821162539123,0.978262075707395,160,-24.25,"2 21","626 647",19,"73.68%","73.68%"
"1169",423054,"Cluster_4079","Peve_00034520",-0.796272454187231,0.413604356922386,0.978262075707395,164,-23.24,"2 21","225 244",19,"78.95%","89.47%"
"1170",423394,"Cluster_10934","Peve_00001875",-0.507660159725479,0.661021117108037,0.978262075707395,160,-24.98,"2 21","33 54",19,"63.16%","84.21%"
"1171",423480,"Cluster_9149","Peve_00001877",-0.456216729911664,0.698408354059349,0.978262075707395,170,-30.76,"2 21","502 522",19,"78.95%","89.47%"
"1172",423595,"Cluster_4080","Peve_00001878",-0.997498841901557,0.045035631247519,0.930829896493262,169,-21.99,"2 20","37 57",18,"83.33%","88.89%"
"1173",424100,"Cluster_6914","Peve_00033174",-0.712373438882835,0.495240506438969,0.978262075707395,171,-21.12,"2 20","317 337",18,"72.22%","94.44%"
"1174",424812,"Cluster_4629","Peve_00038309",0.987883442128574,0.0992028710840325,0.978262075707395,150,-22.43,"2 20","354 379",22,"68.18%","68.18%"
"1175",424937,"Cluster_589","Peve_00028789",0.514562079781581,0.65590901909483,0.978262075707395,155,-23.41,"2 12","917 938",10,"100.00%","100.00%"
"1176",425061,"Cluster_11134","Peve_00028780",-0.414419113429378,0.727969548698455,0.983918391426732,172,-25.54,"2 21","42 63",19,"78.95%","84.21%"
"1177",425106,"Cluster_11134","Peve_00028781",-0.391062090989065,0.744215533803136,0.987164357498323,172,-25.54,"2 21","42 63",19,"78.95%","84.21%"
"1179",425539,"Cluster_6906","Peve_00007846",0.962327621744432,0.175299050668724,0.978262075707395,156,-20.51,"2 19","381 401",17,"76.47%","82.35%"
"1180",425550,"Cluster_9149","Peve_00007846",-0.015773561011863,0.989957822725476,0.999448381576871,151,-22.24,"2 14","851 871",12,"91.67%","91.67%"
"1181",426107,"Cluster_589","Peve_00008392",0.775072695353894,0.435426401668339,0.978262075707395,146,-23.88,"2 21","222 251",27,"62.96%","66.67%"
"1182",426144,"Cluster_13502","Peve_00008392",-0.555752552842411,0.624860395488428,0.978262075707395,161,-21.5,"2 20","112 136",21,"76.19%","80.95%"
"1183",426266,"Cluster_8884","Peve_00008399",-0.947118896471403,0.20795915113434,0.978262075707395,172,-20.79,"2 19","203 222",17,"88.24%","94.12%"
"1184",426267,"Cluster_8887","Peve_00008399",-0.821901473199095,0.385826733407904,0.978262075707395,172,-21.11,"2 19","203 222",17,"88.24%","94.12%"
"1185",426268,"Cluster_8888","Peve_00008399",-0.219753560508399,0.858949346278634,0.995934364227446,172,-22.74,"2 19","203 222",17,"88.24%","94.12%"
"1186",426360,"Cluster_9149","Peve_00019434",-0.940478525862837,0.220754728136775,0.978262075707395,150,-21.09,"2 15","628 649",13,"69.23%","92.31%"
"1187",426408,"Cluster_10061","Peve_00019435",-0.560532485073024,0.621192992940916,0.978262075707395,175,-22.25,"2 20","664 685",18,"83.33%","88.89%"
"1188",428081,"Cluster_14999","Peve_00023375",0.908781066492889,0.274028402975986,0.978262075707395,168,-25.32,"2 19","205 229",20,"85.00%","85.00%"
"1189",428225,"Cluster_1167","Peve_00023371",-0.0753907396121126,0.951959182231936,0.999448381576871,147,-20.33,"2 12","235 256",10,"90.00%","90.00%"
"1190",428460,"Cluster_5882","Peve_00009912",0.988867325958984,0.0950820632559861,0.978262075707395,165,-20.12,"2 19","16 38",18,"83.33%","83.33%"
"1191",428725,"Cluster_4080","Peve_00005143",-0.447616338348081,0.704546075139228,0.978262075707395,167,-20.99,"2 18","119 142",18,"88.89%","88.89%"
"1192",429677,"Cluster_6904","Peve_00006497",0.968576899631778,0.160016027982964,0.978262075707395,164,-23.39,"2 21","462 483",19,"68.42%","84.21%"
"1193",429679,"Cluster_6906","Peve_00006497",0.729811619910124,0.479215513199871,0.978262075707395,160,-20.94,"2 21","462 483",19,"63.16%","84.21%"
"1194",430116,"Cluster_2787","Peve_00020773",0.612304391417252,0.580485415267653,0.978262075707395,158,-20.89,"2 21","275 299",22,"68.18%","81.82%"
"1195",430329,"Cluster_13502","Peve_00030683",0.156284588091377,0.90009660282392,0.999448381576871,172,-22.15,"2 17","244 265",15,"93.33%","93.33%"
"1196",430397,"Cluster_6904","Peve_00009834",-0.880575899585923,0.314312088282751,0.978262075707395,157,-20.8,"2 19","382 404",18,"72.22%","83.33%"
"1197",431738,"Cluster_2882","Peve_00039852",0.0688372031480257,0.956142191637655,0.999448381576871,144,-20.82,"2 16","800 819",14,"78.57%","78.57%"
"1198",431906,"Cluster_14999","Peve_00039855",0.525134194156591,0.64803024914489,0.978262075707395,155,-20.21,"2 21","692 717",23,"69.57%","69.57%"
"1199",431951,"Cluster_14999","Peve_00039856",0.624031656518859,0.57098723489234,0.978262075707395,155,-20.21,"2 21","318 343",23,"69.57%","69.57%"
"1200",432861,"Cluster_2787","Peve_00018393",0.995701423804156,0.0590490790909256,0.978262075707395,156,-20.5,"2 21","856 875",19,"78.95%","78.95%"
"1201",433685,"Cluster_6914","Peve_00011793",0.35569410315058,0.768488996117479,0.990527675986719,154,-20.84,"2 20","901 920",19,"78.95%","84.21%"
"1202",433851,"Cluster_2787","Peve_00017829",-0.00382968334855694,0.997561941898757,0.999448381576871,153,-21.05,"2 19","779 804",21,"71.43%","71.43%"
"1203",434414,"Cluster_8988","Peve_00017790",0.0860148226113438,0.945173514868548,0.999448381576871,169,-22.24,"2 19","72 95",19,"84.21%","84.21%"
"1204",434604,"Cluster_13502","Peve_00017794",-0.214395271790397,0.862443870466059,0.996660710141104,159,-21.04,"2 18","294 314",16,"81.25%","87.50%"
"1205",435783,"Cluster_796","Peve_00012174",0.927174059423188,0.244461090121344,0.978262075707395,159,-24.54,"2 21","818 844",24,"70.83%","70.83%"
"1206",435855,"Cluster_9149","Peve_00012175",-0.571415065283859,0.612789315328059,0.978262075707395,155,-20.52,"2 21","961 983",20,"70.00%","75.00%"
"1207",435962,"Cluster_589","Peve_00012178",-0.955928712470642,0.189705983466144,0.978262075707395,146,-21.79,"2 11","84 105",9,"88.89%","100.00%"
"1208",436477,"Cluster_7657","Peve_00042967",-0.705673373193628,0.501289216092251,0.978262075707395,169,-21.73,"2 21","148 169",20,"80.00%","90.00%"
"1209",436478,"Cluster_7658","Peve_00042967",-0.0149881471432194,0.990457891890958,0.999448381576871,169,-21.73,"2 21","148 169",20,"80.00%","90.00%"
"1210",436767,"Cluster_15726","Peve_00012278",-0.990746583814855,0.0866725612400038,0.978262075707395,160,-21.36,"2 13","963 984",11,"100.00%","100.00%"
"1211",436980,"Cluster_9149","Peve_00036519",-0.999042227116386,0.0278651290317038,0.899642249848007,145,-20.73,"2 16","885 905",14,"71.43%","85.71%"
"1212",437385,"Cluster_9149","Peve_00016463",-0.481204118727541,0.680399172526422,0.978262075707395,156,-23.46,"2 20","962 983",19,"73.68%","84.21%"
"1213",438421,"Cluster_9983","Peve_00018329",0.16363533786779,0.895355915058685,0.999448381576871,175,-21.31,"2 20","171 191",18,"83.33%","88.89%"
"1214",438549,"Cluster_7855","Peve_00041700",-0.0682313294056035,0.956528811883472,0.999448381576871,175,-22.54,"2 21","336 359",21,"76.19%","90.48%"
"1215",439050,"Cluster_9149","Peve_00043701",0.847266825559667,0.356493032547081,0.978262075707395,164,-26.56,"2 19","141 166",21,"80.95%","80.95%"
"1216",439512,"Cluster_15726","Peve_00019981",-0.5,0.666666666666667,0.978262075707395,167,-20.84,"2 21","367 389",20,"80.00%","80.00%"
"1217",440271,"Cluster_11134","Peve_00002925",-0.0094435636290075,0.993987951309925,0.999448381576871,159,-22.28,"2 21","188 213",23,"60.87%","82.61%"
"1218",440652,"Cluster_4629","Peve_00004185",0.359561720751006,0.765852419551555,0.989877496225754,150,-20.11,"2 21","548 572",22,"63.64%","77.27%"
"1219",440856,"Cluster_11134","Peve_00000400",-0.13781190672846,0.91198610625166,0.999448381576871,161,-25.93,"2 18","539 560",16,"68.75%","93.75%"
"1220",440873,"Cluster_2882","Peve_00000407",-0.925046515380682,0.248051442704063,0.978262075707395,152,-20.3,"2 21","409 430",19,"63.16%","73.68%"
"1221",442061,"Cluster_8884","Peve_00006123",-0.746278561957577,0.463677382590393,0.978262075707395,157,-23.46,"2 20","565 584",18,"72.22%","83.33%"
"1222",442062,"Cluster_8887","Peve_00006123",-0.533776182890023,0.641544964863958,0.978262075707395,157,-23.78,"2 20","565 584",18,"72.22%","83.33%"
"1223",442485,"Cluster_16738","Peve_00038376",0.541995243697498,0.63533814118188,0.978262075707395,183,-27.87,"2 21","399 421",20,"85.00%","95.00%"
"1224",442522,"Cluster_11135","Peve_00038377",0.519489744863891,0.652244102068047,0.978262075707395,172,-27.06,"2 21","178 199",19,"78.95%","84.21%"
"1225",442932,"Cluster_15726","Peve_00030612",1,1.34157585525081e-08,8.89340150118664e-06,159,-23.05,"2 21","67 89",20,"70.00%","80.00%"
"1226",443601,"Cluster_11134","Peve_00007298",-0.545463592296323,0.632707226660641,0.978262075707395,160,-23.91,"2 19","272 292",17,"76.47%","88.24%"
"1227",444200,"Cluster_1167","Peve_00022089",0.99442484020804,0.0672551830116393,0.978262075707395,151,-20.74,"2 16","471 492",14,"78.57%","78.57%"
"1228",444232,"Cluster_11135","Peve_00022089",0.890176960186161,0.301161199511197,0.978262075707395,159,-20.54,"2 20","429 448",18,"83.33%","83.33%"
"1230",445219,"Cluster_10934","Peve_00037399",0.998758250045998,0.0317290557481601,0.903929377050813,171,-22.4,"2 20","479 500",18,"83.33%","83.33%"
"1232",446232,"Cluster_4629","Peve_00027510",0.958394052305861,0.184285098375783,0.978262075707395,170,-25.16,"2 21","407 427",19,"78.95%","89.47%"
"1233",446493,"Cluster_796","Peve_00017772",0.99078664452329,0.0864844527762934,0.978262075707395,154,-20.36,"2 16","743 766",16,"81.25%","81.25%"
"1234",447575,"Cluster_1167","Peve_00024356",0.111041123124564,0.929162941963199,0.999448381576871,142,-20.52,"2 11","948 969",9,"88.89%","88.89%"
"1235",447718,"Cluster_4735","Peve_00027569",-0.863109810520267,0.337027042834866,0.978262075707395,161,-20.57,"2 14","768 789",12,"91.67%","100.00%"
"1236",447846,"Cluster_2787","Peve_00031577",-0.699646228116051,0.506681914223417,0.978262075707395,157,-23.25,"2 17","520 541",16,"87.50%","87.50%"
"1237",448207,"Cluster_2854","Peve_00021329",0.794259828715278,0.415717773262318,0.978262075707395,149,-21.28,"2 21","760 783",22,"68.18%","72.73%"
"1238",448535,"Cluster_6914","Peve_00021322",0.620035766378939,0.574236151431954,0.978262075707395,170,-21.06,"2 20","801 822",19,"84.21%","84.21%"
"1239",448580,"Cluster_6914","Peve_00021321",0.634616931222781,0.562315791561056,0.978262075707395,170,-21.06,"2 20","718 739",19,"84.21%","84.21%"
"1240",448608,"Cluster_796","Peve_00021320",0.970040772623928,0.156225056685786,0.978262075707395,150,-21.77,"2 21","640 665",23,"69.57%","69.57%"
"1241",448613,"Cluster_2882","Peve_00021320",-0.96984639371003,0.156733607482757,0.978262075707395,149,-22.72,"2 15","58 81",15,"80.00%","80.00%"
"1242",448667,"Cluster_6904","Peve_00027561",0.399658486132452,0.738257438497133,0.986649900030095,154,-26.12,"2 21","334 360",24,"66.67%","75.00%"
"1243",449812,"Cluster_11135","Peve_00020634",0.0416594069809366,0.973471120528434,0.999448381576871,160,-20.87,"2 18","508 530",17,"82.35%","82.35%"
"1244",449848,"Cluster_8888","Peve_00020635",0.167517972931078,0.892849555604977,0.999448381576871,163,-20.23,"2 20","439 459",18,"77.78%","77.78%"
"1245",450372,"Cluster_4629","Peve_00020983",0.982886853890834,0.117945492371805,0.978262075707395,164,-23.34,"2 21","304 325",19,"68.42%","84.21%"
"1246",450860,"Cluster_1167","Peve_00026583",-0.511591173923624,0.65811249694873,0.978262075707395,151,-23.51,"2 21","655 679",22,"63.64%","72.73%"
"1247",450892,"Cluster_11135","Peve_00026583",0.0416594069809366,0.973471120528434,0.999448381576871,158,-22.97,"2 21","157 180",21,"71.43%","80.95%"
"1248",451292,"Cluster_10060","Peve_00013961",-0.697617831414603,0.508486740390959,0.978262075707395,173,-20.86,"2 20","36 56",18,"88.89%","88.89%"
"1249",451308,"Cluster_796","Peve_00043542",0.943324298826115,0.21536066601262,0.978262075707395,153,-22.71,"2 20","248 273",22,"68.18%","77.27%"
"1250",451416,"Cluster_7053","Peve_00043540",-0.37670695740192,0.754112749097857,0.988219883885475,171,-21.46,"2 21","487 509",20,"80.00%","85.00%"
"1251",451458,"Cluster_6905","Peve_00043547",-0.854769557020615,0.347396824931368,0.978262075707395,144,-20.27,"2 18","23 45",17,"70.59%","70.59%"
"1252",451995,"Cluster_5882","Peve_00027981",-0.27814091057559,0.820563558554478,0.995934364227446,147,-20.39,"2 21","637 659",20,"60.00%","75.00%"
"1256",454552,"Cluster_2854","Peve_00039199",-0.507486347355159,0.661149542463894,0.978262075707395,149,-22.41,"2 21","76 98",21,"66.67%","76.19%"
"1257",455453,"Cluster_2882","Peve_00032455",0.927984805789988,0.243079657550342,0.978262075707395,158,-23.3,"2 21","959 979",19,"73.68%","78.95%"
"1258",456216,"Cluster_2787","Peve_00038761",-0.526102864672067,0.64730536363553,0.978262075707395,152,-20.77,"2 18","287 309",17,"70.59%","82.35%"
"1259",456532,"Cluster_2854","Peve_00000264",-0.507486347355159,0.661149542463894,0.978262075707395,169,-21.11,"2 20","409 429",18,"83.33%","88.89%"
"1260",457005,"Cluster_9149","Peve_00004681",-0.75874566412441,0.451625079488735,0.978262075707395,151,-23.65,"2 17","576 598",16,"75.00%","81.25%"
"1261",457203,"Cluster_796","Peve_00000197",0.761376607855457,0.449047696126545,0.978262075707395,152,-22.46,"2 21","635 658",22,"72.73%","77.27%"
