,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
620,apul-mir-2025,FUN_012778,CDS,FUN_012778;2 12;264 285,-20.9,10,100.00%,100.00%,-0.901584945000828,0.901584945000828,-1,0.0365097535132833
621,apul-mir-2025,FUN_016651,CDS,FUN_016651;2 21;9548 9569,-20.16,19,78.95%,84.21%,0.979523493411471,0.979523493411471,1,0.00350654342589264
622,apul-mir-2025,FUN_023768,CDS,FUN_023768;2 16;2337 2363,-20.35,19,63.16%,73.68%,-0.94101430058552,0.94101430058552,-1,0.0170440824547369
623,apul-mir-2025,FUN_023006,CDS,FUN_023006;2 21;3955 3976,-21.93,20,80.00%,85.00%,0.944376513564472,0.944376513564472,1,0.0156157940749273
624,apul-mir-2025,FUN_028064,CDS,FUN_028064;2 21;8810 8832,-20.03,20,80.00%,85.00%,-0.967096415268237,0.967096415268237,-1,0.00712924479779952
625,apul-mir-2025,FUN_028988,CDS,FUN_028988;2 21;3711 3732,-20.17,19,73.68%,78.95%,0.916004461141974,0.916004461141974,1,0.0288515632704265
626,apul-mir-2025,FUN_032276,CDS,FUN_032276;2 20;2789 2810,-20.69,18,72.22%,88.89%,-0.966646360287236,0.966646360287236,-1,0.00727551788615641
627,apul-mir-2025,FUN_032813,CDS,FUN_032813;2 20;1297 1319,-25.17,19,84.21%,89.47%,-0.908149021352968,0.908149021352968,-1,0.0329521466346867
628,apul-mir-2025,FUN_035606,CDS,FUN_035606;2 21;621 641,-22.33,19,78.95%,89.47%,-0.992336479011275,0.992336479011275,-1,0.000804408258737313
629,apul-mir-2025,FUN_038833,CDS,FUN_038833;2 21;3425 3447,-23.97,20,75.00%,85.00%,0.8864573182551,0.8864573182551,1,0.0451371564955685
630,apul-mir-2025,FUN_038455,CDS,FUN_038455;2 21;13957 13981,-20.63,22,72.73%,77.27%,0.98368569479292,0.98368569479292,1,0.00249529036896345
631,apul-mir-2025,FUN_039990,CDS,FUN_039990;2 19;10169 10190,-22.1,17,88.24%,94.12%,0.935181344666002,0.935181344666002,1,0.0196162356341747
632,apul-mir-2025,FUN_043651,CDS,FUN_043651;2 21;5114 5135,-20.28,20,75.00%,90.00%,0.916379181998875,0.916379181998875,1,0.0286603664884385
633,apul-mir-novel-19,FUN_000277,CDS,FUN_000277;2 21;444 464,-22.39,19,63.16%,84.21%,0.946408154744765,0.946408154744765,1,0.0147726905328976
634,apul-mir-novel-19,FUN_001418,CDS,FUN_001418;2 21;17367 17387,-25.65,19,73.68%,84.21%,0.941191037598357,0.941191037598357,1,0.0169679955974659
635,apul-mir-novel-19,FUN_001418,CDS,FUN_001418;2 21;6174 6194,-26.77,19,84.21%,84.21%,0.941191037598357,0.941191037598357,1,0.0169679955974659
636,apul-mir-novel-19,FUN_001882,CDS,FUN_001882;2 21;4205 4226,-22.06,19,57.89%,89.47%,-0.986111392310532,0.986111392310532,-1,0.00196071779477909
637,apul-mir-novel-19,FUN_000643,CDS,FUN_000643;2 18;5682 5703,-21.22,16,62.50%,68.75%,0.89575828160137,0.89575828160137,1,0.0397636515574502
638,apul-mir-novel-19,FUN_000988,CDS,FUN_000988;2 21;1067 1087,-20.77,19,68.42%,78.95%,0.937990748329227,0.937990748329227,1,0.0183627319752618
639,apul-mir-novel-19,FUN_001185,CDS,FUN_001185;2 19;5600 5620,-20.15,17,70.59%,76.47%,0.947441765072564,0.947441765072564,1,0.0143496471366301
640,apul-mir-novel-19,FUN_001185,CDS,FUN_001185;2 21;13187 13208,-25.76,19,84.21%,89.47%,0.947441765072564,0.947441765072564,1,0.0143496471366301
641,apul-mir-novel-19,FUN_001214,CDS,FUN_001214;2 16;49 71,-21.52,15,73.33%,86.67%,0.994117913853193,0.994117913853193,1,0.000541062424272702
642,apul-mir-novel-19,FUN_003898,CDS,FUN_003898;2 21;827 849,-21.82,20,70.00%,80.00%,0.923889055603757,0.923889055603757,1,0.0249162809954054
643,apul-mir-novel-19,FUN_004208,CDS,FUN_004208;2 21;678 700,-20.26,20,60.00%,70.00%,0.912157216256004,0.912157216256004,1,0.0308380021090037
644,apul-mir-novel-19,FUN_002340,CDS,FUN_002340;2 21;17468 17488,-25.65,19,73.68%,84.21%,0.980379353140743,0.980379353140743,1,0.00328943666953972
645,apul-mir-novel-19,FUN_005111,CDS,FUN_005111;2 21;13329 13349,-25.65,19,73.68%,84.21%,0.953847826675277,0.953847826675277,1,0.0118193203398976
646,apul-mir-novel-19,FUN_005177,CDS,FUN_005177;2 21;472 495,-20.91,21,71.43%,76.19%,0.891580507217157,0.891580507217157,1,0.0421505202852485
647,apul-mir-novel-19,FUN_005177,CDS,FUN_005177;2 21;19621 19642,-22.89,19,78.95%,89.47%,0.891580507217157,0.891580507217157,1,0.0421505202852485
648,apul-mir-novel-19,FUN_005182,CDS,FUN_005182;2 21;13835 13861,-21.76,24,54.17%,70.83%,0.941940370219747,0.941940370219747,1,0.0166466340402394
649,apul-mir-novel-19,FUN_006857,CDS,FUN_006857;2 21;5405 5425,-20.28,19,68.42%,78.95%,0.883283100714254,0.883283100714254,1,0.0470198408625012
650,apul-mir-novel-19,FUN_006857,CDS,FUN_006857;2 20;12020 12040,-22.84,18,72.22%,83.33%,0.883283100714254,0.883283100714254,1,0.0470198408625012
651,apul-mir-novel-19,FUN_006857,CDS,FUN_006857;2 19;1882 1903,-21.22,17,76.47%,82.35%,0.883283100714254,0.883283100714254,1,0.0470198408625012
652,apul-mir-novel-19,FUN_006885,CDS,FUN_006885;2 21;3950 3978,-23.13,26,57.69%,73.08%,0.890234055258189,0.890234055258189,1,0.0429291540093052
653,apul-mir-novel-19,FUN_005908,CDS,FUN_005908;2 20;1434 1453,-22.47,18,77.78%,77.78%,0.884553729808193,0.884553729808193,1,0.0462632849791403
654,apul-mir-novel-19,FUN_008544,CDS,FUN_008544;2 21;13425 13445,-21.47,19,68.42%,84.21%,0.911687117671229,0.911687117671229,1,0.0310836241502265
655,apul-mir-novel-19,FUN_008735,CDS,FUN_008735;2 21;30511 30531,-22.58,19,73.68%,84.21%,0.9200114769142,0.9200114769142,1,0.0268284022610496
656,apul-mir-novel-19,FUN_007688,CDS,FUN_007688;2 21;17535 17555,-21.16,19,68.42%,84.21%,0.883674603036637,0.883674603036637,1,0.0467863192099192
657,apul-mir-novel-19,FUN_010661,CDS,FUN_010661;2 15;4601 4622,-28.3,13,100.00%,100.00%,0.92436206928046,0.92436206928046,1,0.0246861643290846
658,apul-mir-novel-19,FUN_010781,CDS,FUN_010781;2 20;5608 5628,-22.84,18,72.22%,83.33%,0.987730644694226,0.987730644694226,1,0.00162841682023663
659,apul-mir-novel-19,FUN_010883,CDS,FUN_010883;2 20;37885 37906,-22.52,19,68.42%,78.95%,0.878741554368962,0.878741554368962,1,0.0497554448204157
660,apul-mir-novel-19,FUN_012596,CDS,FUN_012596;2 20;5733 5755,-20.31,19,57.89%,78.95%,0.929762718258687,0.929762718258687,1,0.0221083419649736
661,apul-mir-novel-19,FUN_012666,CDS,FUN_012666;2 21;24862 24887,-22.03,23,65.22%,69.57%,-0.970823372228148,0.970823372228148,-1,0.00595630103828715
662,apul-mir-novel-19,FUN_012686,CDS,FUN_012686;2 21;46 73,-21.39,25,64.00%,64.00%,0.949238102365218,0.949238102365218,1,0.0136240390967884
663,apul-mir-novel-19,FUN_013094,CDS,FUN_013094;2 21;4616 4640,-22.15,22,68.18%,77.27%,-0.888415734602285,0.888415734602285,-1,0.0439878164796695
664,apul-mir-novel-19,FUN_013146,CDS,FUN_013146;2 15;11891 11912,-24.89,13,84.62%,100.00%,0.891012503476316,0.891012503476316,1,0.0424784363848514
665,apul-mir-novel-19,FUN_012144,CDS,FUN_012144;2 21;829 849,-21.99,19,63.16%,78.95%,-0.890642716368438,0.890642716368438,-1,0.0426923528449956
666,apul-mir-novel-19,FUN_011725,CDS,FUN_011725;2 21;7611 7631,-25.65,19,73.68%,84.21%,0.956402005923195,0.956402005923195,1,0.0108560769375685
667,apul-mir-novel-19,FUN_012307,CDS,FUN_012307;2 21;14201 14223,-20.2,20,65.00%,80.00%,0.899780966932787,0.899780966932787,1,0.0375076981581633
668,apul-mir-novel-19,FUN_012307,CDS,FUN_012307;2 21;13686 13706,-26.3,19,78.95%,84.21%,0.899780966932787,0.899780966932787,1,0.0375076981581633
669,apul-mir-novel-19,FUN_011741,CDS,FUN_011741;2 21;8116 8136,-23.64,19,78.95%,78.95%,0.882297794325602,0.882297794325602,1,0.047609177652995
670,apul-mir-novel-19,FUN_011680,CDS,FUN_011680;2 21;4719 4739,-20.37,19,78.95%,84.21%,0.907272272960012,0.907272272960012,1,0.0334205464341751
671,apul-mir-novel-19,FUN_015467,CDS,FUN_015467;2 21;7578 7598,-25.65,19,73.68%,84.21%,0.957416415247583,0.957416415247583,1,0.0104810190560254
672,apul-mir-novel-19,FUN_014639,CDS,FUN_014639;2 19;5826 5848,-21.02,18,83.33%,83.33%,-0.8846493743292,0.8846493743292,-1,0.0462064939200639
673,apul-mir-novel-19,FUN_015036,CDS,FUN_015036;2 21;3754 3776,-21.1,20,80.00%,85.00%,0.959066029393488,0.959066029393488,1,0.00988040967739998
674,apul-mir-novel-19,FUN_016428,CDS,FUN_016428;2 19;4934 4953,-20.17,17,76.47%,82.35%,0.882166651390684,0.882166651390684,1,0.0476877925504017
675,apul-mir-novel-19,FUN_016428,CDS,FUN_016428;2 20;22344 22364,-20.24,19,78.95%,84.21%,0.882166651390684,0.882166651390684,1,0.0476877925504017
676,apul-mir-novel-19,FUN_016489,CDS,FUN_016489;2 21;21463 21483,-24.33,19,68.42%,84.21%,0.979825435703254,0.979825435703254,1,0.00342942628230348
677,apul-mir-novel-19,FUN_016745,CDS,FUN_016745;2 21;6617 6637,-25.65,19,73.68%,84.21%,0.905526395686743,0.905526395686743,1,0.0343595527330265
678,apul-mir-novel-19,FUN_016792,CDS,FUN_016792;2 21;3242 3259,-21.19,19,63.16%,73.68%,0.934804227693293,0.934804227693293,1,0.0197865324338185
679,apul-mir-novel-19,FUN_018506,CDS,FUN_018506;2 21;7649 7669,-25.65,19,73.68%,84.21%,0.898536926495778,0.898536926495778,1,0.0382008736443596
680,apul-mir-novel-19,FUN_017984,CDS,FUN_017984;2 14;2704 2725,-21.08,12,75.00%,100.00%,0.905278647905991,0.905278647905991,1,0.0344934750655171
681,apul-mir-novel-19,FUN_018203,CDS,FUN_018203;2 21;10102 10122,-26.74,19,78.95%,89.47%,0.926940707536286,0.926940707536286,1,0.0234438830674265
682,apul-mir-novel-19,FUN_019406,CDS,FUN_019406;2 16;883 905,-21.41,15,73.33%,86.67%,0.934545871305401,0.934545871305401,1,0.0199034750504448
683,apul-mir-novel-19,FUN_019433,CDS,FUN_019433;2 20;2437 2457,-22.84,18,72.22%,83.33%,0.901022739065943,0.901022739065943,1,0.036819838877532
684,apul-mir-novel-19,FUN_022599,CDS,FUN_022599;2 21;14458 14478,-28.81,19,73.68%,84.21%,0.962411593007246,0.962411593007246,1,0.00869862918817274
685,apul-mir-novel-19,FUN_022013,CDS,FUN_022013;2 20;18019 18039,-22.84,18,72.22%,83.33%,0.963204045801847,0.963204045801847,1,0.0084260164793071
686,apul-mir-novel-19,FUN_022170,CDS,FUN_022170;2 20;33467 33491,-22.24,21,76.19%,80.95%,0.950495797024441,0.950495797024441,1,0.0131233744871185
687,apul-mir-novel-19,FUN_022237,CDS,FUN_022237;2 21;7282 7302,-25.65,19,73.68%,84.21%,0.931770832768445,0.931770832768445,1,0.0211735462846945
688,apul-mir-novel-19,FUN_022258,CDS,FUN_022258;2 21;4488 4508,-25.65,19,73.68%,84.21%,0.985756330268009,0.985756330268009,1,0.00203627593860506
689,apul-mir-novel-19,FUN_023673,CDS,FUN_023673;2 18;923 944,-20.57,16,68.75%,81.25%,0.911367185210391,0.911367185210391,1,0.0312511429686842
690,apul-mir-novel-19,FUN_023020,CDS,FUN_023020;2 21;3314 3337,-24.97,21,71.43%,80.95%,0.888739073527376,0.888739073527376,1,0.0437989642585538
691,apul-mir-novel-19,FUN_023186,CDS,FUN_023186;2 21;4951 4979,-20.63,26,61.54%,69.23%,0.984022769600009,0.984022769600009,1,0.00241848021428766
692,apul-mir-novel-19,FUN_023423,CDS,FUN_023423;2 14;16979 17001,-20.88,13,76.92%,92.31%,0.900490670169858,0.900490670169858,1,0.0371140720944299
693,apul-mir-novel-19,FUN_023423,CDS,FUN_023423;2 20;10795 10815,-24.47,18,72.22%,88.89%,0.900490670169858,0.900490670169858,1,0.0371140720944299
694,apul-mir-novel-19,FUN_023553,CDS,FUN_023553;2 21;44 65,-21.33,20,75.00%,80.00%,0.879368915644791,0.879368915644791,1,0.0493746500288224
695,apul-mir-novel-19,FUN_023575,CDS,FUN_023575;2 21;18467 18487,-25.65,19,73.68%,84.21%,-0.906851738258787,0.906851738258787,-1,0.0336459656371912
696,apul-mir-novel-19,FUN_024001,CDS,FUN_024001;2 9;12373 12394,-20.06,7,100.00%,100.00%,0.878685553144992,0.878685553144992,1,0.0497894812547121
697,apul-mir-novel-19,FUN_024778,CDS,FUN_024778;2 20;2185 2205,-23.31,18,72.22%,83.33%,0.961329203095566,0.961329203095566,1,0.00907555541636361
698,apul-mir-novel-19,FUN_024153,CDS,FUN_024153;2 21;50586 50614,-20.19,26,53.85%,73.08%,0.973026027086009,0.973026027086009,1,0.00529646613370728
699,apul-mir-novel-19,FUN_024368,CDS,FUN_024368;2 21;10678 10698,-25.2,19,73.68%,84.21%,0.909967598142158,0.909967598142158,1,0.0319873608751087
700,apul-mir-novel-19,FUN_024557,CDS,FUN_024557;2 20;4909 4934,-20.03,22,72.73%,81.82%,0.948083383398634,0.948083383398634,1,0.0140890647539818
701,apul-mir-novel-19,FUN_024557,CDS,FUN_024557;2 18;4812 4833,-24.03,16,87.50%,93.75%,0.948083383398634,0.948083383398634,1,0.0140890647539818
702,apul-mir-novel-19,FUN_024562,CDS,FUN_024562;2 19;15991 16019,-20.76,24,58.33%,66.67%,0.938326944867481,0.938326944867481,1,0.0182145359048479
703,apul-mir-novel-19,FUN_025528,CDS,FUN_025528;2 20;2955 2976,-22.35,18,66.67%,72.22%,0.920443496284957,0.920443496284957,1,0.0266131160702693
704,apul-mir-novel-19,FUN_025252,CDS,FUN_025252;2 21;833 854,-24.86,19,78.95%,84.21%,0.912758928172566,0.912758928172566,1,0.0305245273971752
705,apul-mir-novel-19,FUN_025744,CDS,FUN_025744;2 9;4959 4980,-21.56,7,100.00%,100.00%,-0.883950350913451,0.883950350913451,-1,0.0466220633590859
706,apul-mir-novel-19,FUN_026184,CDS,FUN_026184;2 20;5809 5835,-21.95,23,65.22%,73.91%,0.95493147451881,0.95493147451881,1,0.0114073813572537
707,apul-mir-novel-19,FUN_026380,CDS,FUN_026380;2 21;3570 3593,-20.87,21,66.67%,71.43%,0.882780405422704,0.882780405422704,1,0.0473202254558494
708,apul-mir-novel-19,FUN_027831,CDS,FUN_027831;2 21;27559 27580,-20.52,19,52.63%,84.21%,0.886589108732733,0.886589108732733,1,0.0450595177097596
709,apul-mir-novel-19,FUN_027831,CDS,FUN_027831;2 21;26156 26176,-26.12,19,78.95%,84.21%,0.886589108732733,0.886589108732733,1,0.0450595177097596
710,apul-mir-novel-19,FUN_028314,CDS,FUN_028314;2 21;7202 7222,-21.48,20,70.00%,75.00%,0.912162856809335,0.912162856809335,1,0.0308350587717975
711,apul-mir-novel-19,FUN_028314,CDS,FUN_028314;2 21;434 457,-20.17,22,72.73%,77.27%,0.912162856809335,0.912162856809335,1,0.0308350587717975
712,apul-mir-novel-19,FUN_028314,CDS,FUN_028314;2 21;2524 2544,-21.61,19,78.95%,78.95%,0.912162856809335,0.912162856809335,1,0.0308350587717975
713,apul-mir-novel-19,FUN_028470,CDS,FUN_028470;2 20;162 183,-21.48,18,55.56%,77.78%,0.922422935650361,0.922422935650361,1,0.0256338936566661
714,apul-mir-novel-19,FUN_028508,CDS,FUN_028508;2 19;3583 3603,-21.14,17,76.47%,88.24%,0.904442472729383,0.904442472729383,1,0.0349467053210389
715,apul-mir-novel-19,FUN_028554,CDS,FUN_028554;2 21;19735 19754,-24.15,19,73.68%,84.21%,0.914311123011133,0.914311123011133,1,0.0297206439658586
716,apul-mir-novel-19,FUN_029171,CDS,FUN_029171;2 21;5928 5948,-25.65,19,73.68%,84.21%,0.957094601390575,0.957094601390575,1,0.0105995354507537
717,apul-mir-novel-19,FUN_030196,CDS,FUN_030196;2 21;6929 6949,-26.12,19,78.95%,84.21%,0.983603899690206,0.983603899690206,1,0.00251404883087289
718,apul-mir-novel-19,FUN_030201,CDS,FUN_030201;2 21;2496 2516,-25.65,19,73.68%,84.21%,0.899674242767712,0.899674242767712,1,0.0375670056066109
719,apul-mir-novel-19,FUN_029362,CDS,FUN_029362;2 21;9308 9328,-25.65,19,73.68%,84.21%,0.970100616912309,0.970100616912309,1,0.00617831139630447
720,apul-mir-novel-19,FUN_031754,CDS,FUN_031754;2 20;33895 33917,-20.18,19,73.68%,73.68%,0.89260888894331,0.89260888894331,1,0.0415588812273226
721,apul-mir-novel-19,FUN_032033,CDS,FUN_032033;2 20;30044 30067,-20.44,20,70.00%,80.00%,0.916836145895582,0.916836145895582,1,0.0284277601526305
722,apul-mir-novel-19,FUN_032049,CDS,FUN_032049;2 20;677 698,-21.79,18,66.67%,77.78%,0.916012973829042,0.916012973829042,1,0.0288472152394036
723,apul-mir-novel-19,FUN_032468,CDS,FUN_032468;2 19;1400 1426,-26.83,22,68.18%,72.73%,-0.893813848064148,0.893813848064148,-1,0.0408690484093123
724,apul-mir-novel-19,FUN_032958,CDS,FUN_032958;2 21;6007 6029,-21.36,21,76.19%,85.71%,0.969441624343709,0.969441624343709,1,0.0063830535776277
725,apul-mir-novel-19,FUN_029323,CDS,FUN_029323;2 21;12527 12549,-20.26,20,65.00%,75.00%,-0.943249733459146,0.943249733459146,-1,0.016089918209193
726,apul-mir-novel-19,FUN_029891,CDS,FUN_029891;2 20;121495 121515,-20.46,18,66.67%,83.33%,0.969669625255797,0.969669625255797,1,0.00631196757397471
727,apul-mir-novel-19,FUN_029891,CDS,FUN_029891;2 21;121280 121302,-21.43,20,65.00%,80.00%,0.969669625255797,0.969669625255797,1,0.00631196757397471
728,apul-mir-novel-19,FUN_033883,CDS,FUN_033883;2 21;5688 5708,-21.47,19,68.42%,84.21%,0.879406240016605,0.879406240016605,1,0.0493520240789406
729,apul-mir-novel-19,FUN_033912,CDS,FUN_033912;2 21;7930 7952,-24.51,20,65.00%,80.00%,0.909140929247645,0.909140929247645,1,0.0324247836104174
730,apul-mir-novel-19,FUN_033941,CDS,FUN_033941;2 19;4063 4083,-23.45,17,76.47%,82.35%,0.932923739780551,0.932923739780551,1,0.0206427984957648
731,apul-mir-novel-19,FUN_033996,CDS,FUN_033996;2 21;705 727,-23.84,20,60.00%,80.00%,0.941049710455312,0.941049710455312,1,0.0170288293246665
732,apul-mir-novel-19,FUN_035640,CDS,FUN_035640;2 19;7311 7332,-25.93,17,88.24%,94.12%,0.949120763463189,0.949120763463189,1,0.0136710607372952
733,apul-mir-novel-19,FUN_035809,CDS,FUN_035809;2 21;23055 23075,-25.65,19,73.68%,84.21%,0.924091655756501,0.924091655756501,1,0.0248176335943587
734,apul-mir-novel-19,FUN_036106,CDS,FUN_036106;2 20;9995 10015,-22.84,18,72.22%,83.33%,0.914702872105466,0.914702872105466,1,0.0295188483253091
735,apul-mir-novel-19,FUN_035058,CDS,FUN_035058;2 21;1219 1244,-24.34,23,65.22%,73.91%,-0.982723881241736,0.982723881241736,-1,0.00271878260730051
736,apul-mir-novel-19,FUN_035233,CDS,FUN_035233;2 20;2754 2776,-21.69,19,73.68%,84.21%,0.938660074590678,0.938660074590678,1,0.0180680769232953
737,apul-mir-novel-19,FUN_035494,CDS,FUN_035494;2 21;8092 8112,-25.65,19,73.68%,84.21%,0.954799650619247,0.954799650619247,1,0.0114572372729981
738,apul-mir-novel-19,FUN_035606,CDS,FUN_035606;2 20;9621 9645,-20.61,21,66.67%,76.19%,-0.911340297974859,0.911340297974859,-1,0.0312652344617119
739,apul-mir-novel-19,FUN_037708,CDS,FUN_037708;2 18;1970 1991,-21.82,16,75.00%,87.50%,0.93191961625427,0.93191961625427,1,0.021104807929623
740,apul-mir-novel-19,FUN_037778,CDS,FUN_037778;2 19;4301 4322,-21.57,17,64.71%,76.47%,0.886926279815192,0.886926279815192,1,0.044861080637712
741,apul-mir-novel-19,FUN_037197,CDS,FUN_037197;2 21;11071 11094,-20.47,21,66.67%,71.43%,0.890070444570193,0.890070444570193,1,0.0430240757634002
742,apul-mir-novel-19,FUN_037232,CDS,FUN_037232;2 21;11984 12004,-22.36,19,73.68%,78.95%,0.963084685587107,0.963084685587107,1,0.00846689524036347
743,apul-mir-novel-19,FUN_037232,CDS,FUN_037232;2 17;816 836,-23.53,15,80.00%,93.33%,0.963084685587107,0.963084685587107,1,0.00846689524036347
744,apul-mir-novel-19,FUN_038080,CDS,FUN_038080;2 20;5839 5863,-21.72,21,76.19%,85.71%,0.929974240969944,0.929974240969944,1,0.022009261608035
745,apul-mir-novel-19,FUN_038160,CDS,FUN_038160;2 21;3957 3977,-25.65,19,73.68%,84.21%,0.884344500642269,0.884344500642269,1,0.0463875964401811
746,apul-mir-novel-19,FUN_038163,CDS,FUN_038163;2 21;11480 11500,-23.92,19,73.68%,78.95%,0.994317823355501,0.994317823355501,1,0.00051373061401119
747,apul-mir-novel-19,FUN_038392,CDS,FUN_038392;2 21;17140 17160,-25.65,19,73.68%,84.21%,0.94751001170859,0.94751001170859,1,0.0143218559710172
748,apul-mir-novel-19,FUN_037957,CDS,FUN_037957;2 21;9663 9683,-25.58,19,68.42%,84.21%,0.957663519187422,0.957663519187422,1,0.01039031324516
749,apul-mir-novel-19,FUN_038632,CDS,FUN_038632;2 14;6247 6269,-21.98,13,92.31%,92.31%,0.911857929046889,0.911857929046889,1,0.0309943045177627
750,apul-mir-novel-19,FUN_039323,CDS,FUN_039323;2 21;833 854,-24.86,19,78.95%,84.21%,0.985196296734654,0.985196296734654,1,0.00215736031604906
751,apul-mir-novel-19,FUN_039268,CDS,FUN_039268;2 21;3247 3267,-24.13,19,73.68%,84.21%,0.932842487610503,0.932842487610503,1,0.0206800602911334
752,apul-mir-novel-19,FUN_039268,CDS,FUN_039268;2 21;3076 3096,-25.65,19,73.68%,84.21%,0.932842487610503,0.932842487610503,1,0.0206800602911334
753,apul-mir-novel-19,FUN_040692,CDS,FUN_040692;2 21;12441 12461,-26.12,19,78.95%,84.21%,0.935961903907798,0.935961903907798,1,0.0192652749286487
754,apul-mir-novel-19,FUN_041556,CDS,FUN_041556;2 21;335 355,-20.62,19,63.16%,78.95%,0.945240952780043,0.945240952780043,1,0.0152552012881843
755,apul-mir-novel-19,FUN_041704,CDS,FUN_041704;2 19;247 267,-20.59,17,82.35%,82.35%,0.904723368333371,0.904723368333371,1,0.0347942410714932
756,apul-mir-novel-19,FUN_041810,CDS,FUN_041810;2 21;2261 2281,-21.16,19,68.42%,84.21%,0.894034988439426,0.894034988439426,1,0.0407428461378118
757,apul-mir-novel-19,FUN_041862,CDS,FUN_041862;2 21;5777 5802,-20.42,23,69.57%,82.61%,0.943583650426879,0.943583650426879,1,0.0159489323448747
758,apul-mir-novel-19,FUN_041870,CDS,FUN_041870;2 20;7348 7373,-24.2,22,68.18%,68.18%,0.984875762247564,0.984875762247564,1,0.00222769837726796
759,apul-mir-novel-19,FUN_042607,CDS,FUN_042607;2 20;7079 7099,-23.31,19,78.95%,84.21%,0.91430379928536,0.91430379928536,1,0.0297244207272174
760,apul-mir-novel-19,FUN_043600,CDS,FUN_043600;2 21;4704 4724,-26.3,19,78.95%,84.21%,0.965666430505607,0.965666430505607,1,0.00759736416129995
761,apul-mir-novel-19,FUN_043151,CDS,FUN_043151;2 21;24586 24607,-21.01,20,75.00%,80.00%,0.885331840248247,0.885331840248247,1,0.0458019067020363
762,apul-mir-novel-19,FUN_043151,CDS,FUN_043151;2 21;28580 28602,-20.01,20,70.00%,80.00%,0.885331840248247,0.885331840248247,1,0.0458019067020363
763,apul-mir-novel-19,FUN_043290,CDS,FUN_043290;2 20;4816 4838,-21.75,19,78.95%,89.47%,0.95857485458515,0.95857485458515,1,0.010058026332167
764,apul-mir-novel-19,FUN_043322,CDS,FUN_043322;2 21;3816 3838,-22.84,20,70.00%,80.00%,0.942022860322325,0.942022860322325,1,0.0166113793156388
765,apul-mir-novel-19,FUN_043322,CDS,FUN_043322;2 21;4905 4927,-22.84,20,70.00%,80.00%,0.942022860322325,0.942022860322325,1,0.0166113793156388
766,apul-mir-novel-19,FUN_043365,CDS,FUN_043365;2 21;2576 2596,-25.65,19,73.68%,84.21%,0.948696206060611,0.948696206060611,1,0.0138416361072638
767,apul-mir-novel-19,FUN_043384,CDS,FUN_043384;2 21;23649 23669,-21.34,19,68.42%,78.95%,0.930976849870283,0.930976849870283,1,0.0215415893464595
768,apul-mir-novel-19,FUN_043384,CDS,FUN_043384;2 19;7523 7543,-20.82,17,76.47%,82.35%,0.930976849870283,0.930976849870283,1,0.0215415893464595
