"X.1","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","PCC.cor","p_value","adjusted_p_value","species"
1721,"Cluster_14768","lncRNA_31329",147,-20.72,"2 19","33788 33806",17,"64.71%","82.35%",1221777,0.189091175704599,0.760684170677889,0.999980945197546,"A. pulchra"
1722,"Cluster_14768","lncRNA_31330",147,-20.72,"2 19","31003 31021",17,"64.71%","82.35%",1221816,0.183651296214082,0.767489078926089,0.999980945197546,"A. pulchra"
1723,"Cluster_14768","lncRNA_31331",147,-20.72,"2 19","10289 10307",17,"64.71%","82.35%",1221855,0.110474844576491,0.859625705845234,0.999980945197546,"A. pulchra"
1724,"Cluster_14768","lncRNA_31332",147,-20.72,"2 19","12910 12928",17,"64.71%","82.35%",1221894,0.26127147440084,0.671163287329927,0.999980945197546,"A. pulchra"
1725,"Cluster_14768","lncRNA_31333",147,-20.72,"2 19","12910 12928",17,"64.71%","82.35%",1221933,0.26127147440084,0.671163287329927,0.999980945197546,"A. pulchra"
1726,"Cluster_14768","lncRNA_31334",147,-20.72,"2 19","10470 10488",17,"64.71%","82.35%",1221972,0.174517678444575,0.77893031730807,0.999980945197546,"A. pulchra"
1727,"Cluster_14768","lncRNA_31335",147,-20.72,"2 19","10220 10238",17,"64.71%","82.35%",1222011,0.156370816558173,0.801716878130416,0.999980945197546,"A. pulchra"
1728,"Cluster_14768","lncRNA_31336",147,-20.72,"2 19","10552 10570",17,"64.71%","82.35%",1222050,0.0482590318946175,0.938578550886003,0.999980945197546,"A. pulchra"
1729,"Cluster_14768","lncRNA_31338",147,-20.72,"2 19","1164 1182",17,"64.71%","82.35%",1222128,0.243599406640344,0.692935023663723,0.999980945197546,"A. pulchra"
1730,"Cluster_14768","lncRNA_31341",147,-20.72,"2 19","1218 1236",17,"64.71%","82.35%",1222245,0.43518409968147,0.46392983556312,0.999980945197546,"A. pulchra"
1731,"Cluster_14768","lncRNA_31342",147,-20.72,"2 19","1219 1237",17,"64.71%","82.35%",1222284,0.152222665653822,0.806935214570525,0.999980945197546,"A. pulchra"
1732,"Cluster_14768","lncRNA_31342",147,-20.72,"2 19","14085 14103",17,"64.71%","82.35%",1222284,0.152222665653822,0.806935214570525,0.999980945197546,"A. pulchra"
1733,"Cluster_14768","lncRNA_31343",147,-20.72,"2 19","10053 10071",17,"64.71%","82.35%",1222323,0.271414141499258,0.658715780678674,0.999980945197546,"A. pulchra"
1734,"Cluster_14768","lncRNA_31344",147,-20.72,"2 19","10053 10071",17,"64.71%","82.35%",1222362,0.271414141499258,0.658715780678674,0.999980945197546,"A. pulchra"
1735,"Cluster_14768","lncRNA_31345",147,-20.72,"2 19","10871 10889",17,"64.71%","82.35%",1222401,0.173026647154343,0.780799874036878,0.999980945197546,"A. pulchra"
1736,"Cluster_14768","lncRNA_31346",147,-20.72,"2 19","11126 11144",17,"64.71%","82.35%",1222440,0.366166836470823,0.544420452327471,0.999980945197546,"A. pulchra"
1737,"Cluster_14768","lncRNA_31347",147,-20.72,"2 19","11116 11134",17,"64.71%","82.35%",1222479,0.366178063215432,0.544407150776602,0.999980945197546,"A. pulchra"
1738,"Cluster_14768","lncRNA_31348",147,-20.72,"2 19","11116 11134",17,"64.71%","82.35%",1222518,0.366178063215432,0.544407150776602,0.999980945197546,"A. pulchra"
1739,"Cluster_14768","lncRNA_31349",147,-20.72,"2 19","1220 1238",17,"64.71%","82.35%",1222557,0.190929508718615,0.758386174276887,0.999980945197546,"A. pulchra"
1740,"Cluster_14768","lncRNA_31349",147,-20.72,"2 19","13671 13689",17,"64.71%","82.35%",1222557,0.190929508718615,0.758386174276887,0.999980945197546,"A. pulchra"
1741,"Cluster_14768","lncRNA_31349",147,-20.72,"2 19","26995 27013",17,"64.71%","82.35%",1222557,0.190929508718615,0.758386174276887,0.999980945197546,"A. pulchra"
1742,"Cluster_14768","lncRNA_31350",147,-20.72,"2 19","11779 11797",17,"64.71%","82.35%",1222596,0.0792542252443971,0.899196125540105,0.999980945197546,"A. pulchra"
1743,"Cluster_14768","lncRNA_31351",147,-20.72,"2 19","10012 10030",17,"64.71%","82.35%",1222635,0.105555268336891,0.865852850557358,0.999980945197546,"A. pulchra"
1744,"Cluster_14768","lncRNA_31352",147,-20.72,"2 19","10070 10088",17,"64.71%","82.35%",1222674,0.204236568710064,0.741777245156809,0.999980945197546,"A. pulchra"
1745,"Cluster_14768","lncRNA_31353",147,-20.72,"2 19","11315 11333",17,"64.71%","82.35%",1222713,0.166093613728591,0.789499445578352,0.999980945197546,"A. pulchra"
1746,"Cluster_14768","lncRNA_31354",147,-20.72,"2 19","11559 11577",17,"64.71%","82.35%",1222752,0.181322361642799,0.770404577521515,0.999980945197546,"A. pulchra"
1747,"Cluster_14768","lncRNA_31355",147,-20.72,"2 19","12734 12752",17,"64.71%","82.35%",1222791,0.174023614391263,0.77954975315586,0.999980945197546,"A. pulchra"
1748,"Cluster_14768","lncRNA_31356",147,-20.72,"2 19","12456 12474",17,"64.71%","82.35%",1222830,0.184476497068325,0.766456352193713,0.999980945197546,"A. pulchra"
1749,"Cluster_14768","lncRNA_31357",147,-20.72,"2 19","14644 14662",17,"64.71%","82.35%",1222869,0.148717572461045,0.81134722424948,0.999980945197546,"A. pulchra"
1750,"Cluster_14768","lncRNA_31358",147,-20.72,"2 19","1219 1237",17,"64.71%","82.35%",1222908,0.150799312939581,0.808726561767565,0.999980945197546,"A. pulchra"
1751,"Cluster_14768","lncRNA_31358",147,-20.72,"2 19","14085 14103",17,"64.71%","82.35%",1222908,0.150799312939581,0.808726561767565,0.999980945197546,"A. pulchra"
1752,"Cluster_14768","lncRNA_31359",147,-20.72,"2 19","12428 12446",17,"64.71%","82.35%",1222947,0.164876809110658,0.791027368132925,0.999980945197546,"A. pulchra"
1753,"Cluster_14768","lncRNA_31359",147,-20.72,"2 19","24937 24955",17,"64.71%","82.35%",1222947,0.164876809110658,0.791027368132925,0.999980945197546,"A. pulchra"
1754,"Cluster_14768","lncRNA_31359",147,-20.72,"2 19","37443 37461",17,"64.71%","82.35%",1222947,0.164876809110658,0.791027368132925,0.999980945197546,"A. pulchra"
1755,"Cluster_14768","lncRNA_31359",147,-20.72,"2 19","49942 49960",17,"64.71%","82.35%",1222947,0.164876809110658,0.791027368132925,0.999980945197546,"A. pulchra"
1756,"Cluster_14768","lncRNA_31359",147,-20.72,"2 19","63276 63294",17,"64.71%","82.35%",1222947,0.164876809110658,0.791027368132925,0.999980945197546,"A. pulchra"
1757,"Cluster_14768","lncRNA_31360",147,-20.72,"2 19","1170 1188",17,"64.71%","82.35%",1222986,0.159168795544051,0.798198998858396,0.999980945197546,"A. pulchra"
1758,"Cluster_14768","lncRNA_31360",147,-20.72,"2 19","13679 13697",17,"64.71%","82.35%",1222986,0.159168795544051,0.798198998858396,0.999980945197546,"A. pulchra"
1759,"Cluster_14768","lncRNA_31361",147,-20.72,"2 19","12017 12035",17,"64.71%","82.35%",1223025,0.302265975040012,0.621086457940434,0.999980945197546,"A. pulchra"
1760,"Cluster_14768","lncRNA_31362",147,-20.72,"2 19","12017 12035",17,"64.71%","82.35%",1223064,0.320610880694593,0.598891032392701,0.999980945197546,"A. pulchra"
1761,"Cluster_14768","lncRNA_31363",147,-20.72,"2 19","11763 11781",17,"64.71%","82.35%",1223103,0.316058302782105,0.604386004509522,0.999980945197546,"A. pulchra"
1762,"Cluster_14768","lncRNA_31364",147,-20.72,"2 19","22435 22453",17,"64.71%","82.35%",1223142,0.252392200693885,0.682089460052153,0.999980945197546,"A. pulchra"
1763,"Cluster_14768","lncRNA_31364",147,-20.72,"2 19","9518 9536",17,"64.71%","82.35%",1223142,0.252392200693885,0.682089460052153,0.999980945197546,"A. pulchra"
1764,"Cluster_14768","lncRNA_31365",147,-20.72,"2 19","1225 1243",17,"64.71%","82.35%",1223181,0.268749895874525,0.661981938344544,0.999980945197546,"A. pulchra"
1765,"Cluster_14768","lncRNA_31365",147,-20.72,"2 19","14142 14160",17,"64.71%","82.35%",1223181,0.268749895874525,0.661981938344544,0.999980945197546,"A. pulchra"
1766,"Cluster_14768","lncRNA_31365",147,-20.72,"2 19","27708 27726",17,"64.71%","82.35%",1223181,0.268749895874525,0.661981938344544,0.999980945197546,"A. pulchra"
1767,"Cluster_14768","lncRNA_31365",147,-20.72,"2 19","41518 41536",17,"64.71%","82.35%",1223181,0.268749895874525,0.661981938344544,0.999980945197546,"A. pulchra"
1768,"Cluster_14768","lncRNA_31366",147,-20.72,"2 19","1243 1261",17,"64.71%","82.35%",1223220,0.224180547132253,0.716973669119661,0.999980945197546,"A. pulchra"
1769,"Cluster_14768","lncRNA_31366",147,-20.72,"2 19","14809 14827",17,"64.71%","82.35%",1223220,0.224180547132253,0.716973669119661,0.999980945197546,"A. pulchra"
1770,"Cluster_14768","lncRNA_31366",147,-20.72,"2 19","28619 28637",17,"64.71%","82.35%",1223220,0.224180547132253,0.716973669119661,0.999980945197546,"A. pulchra"
1771,"Cluster_14768","lncRNA_31366",147,-20.72,"2 19","41070 41088",17,"64.71%","82.35%",1223220,0.224180547132253,0.716973669119661,0.999980945197546,"A. pulchra"
1772,"Cluster_14768","lncRNA_31367",147,-20.72,"2 19","1194 1212",17,"64.71%","82.35%",1223259,0.179201656665493,0.77306051001883,0.999980945197546,"A. pulchra"
1773,"Cluster_14768","lncRNA_31367",147,-20.72,"2 19","15004 15022",17,"64.71%","82.35%",1223259,0.179201656665493,0.77306051001883,0.999980945197546,"A. pulchra"
1774,"Cluster_14768","lncRNA_31367",147,-20.72,"2 19","27455 27473",17,"64.71%","82.35%",1223259,0.179201656665493,0.77306051001883,0.999980945197546,"A. pulchra"
1775,"Cluster_14768","lncRNA_31368",147,-20.72,"2 19","12499 12517",17,"64.71%","82.35%",1223298,0.344075285653074,0.570714224917922,0.999980945197546,"A. pulchra"
1776,"Cluster_14768","lncRNA_31371",147,-20.72,"2 19","1231 1249",17,"64.71%","82.35%",1223415,0.186879717265331,0.763449687293713,0.999980945197546,"A. pulchra"
1777,"Cluster_14768","lncRNA_31371",147,-20.72,"2 19","13258 13276",17,"64.71%","82.35%",1223415,0.186879717265331,0.763449687293713,0.999980945197546,"A. pulchra"
1778,"Cluster_14768","lncRNA_31371",147,-20.72,"2 19","25136 25154",17,"64.71%","82.35%",1223415,0.186879717265331,0.763449687293713,0.999980945197546,"A. pulchra"
1779,"Cluster_14768","lncRNA_31371",147,-20.72,"2 19","37003 37021",17,"64.71%","82.35%",1223415,0.186879717265331,0.763449687293713,0.999980945197546,"A. pulchra"
1780,"Cluster_14768","lncRNA_31371",147,-20.72,"2 19","49287 49305",17,"64.71%","82.35%",1223415,0.186879717265331,0.763449687293713,0.999980945197546,"A. pulchra"
1781,"Cluster_14768","lncRNA_31372",147,-20.72,"2 19","1244 1262",17,"64.71%","82.35%",1223454,0.206750147292923,0.738645159445178,0.999980945197546,"A. pulchra"
1782,"Cluster_14768","lncRNA_31372",147,-20.72,"2 19","13111 13129",17,"64.71%","82.35%",1223454,0.206750147292923,0.738645159445178,0.999980945197546,"A. pulchra"
1783,"Cluster_14768","lncRNA_31372",147,-20.72,"2 19","25395 25413",17,"64.71%","82.35%",1223454,0.206750147292923,0.738645159445178,0.999980945197546,"A. pulchra"
1784,"Cluster_14768","lncRNA_31373",147,-20.72,"2 19","1196 1214",17,"64.71%","82.35%",1223493,0.206750147292923,0.738645159445178,0.999980945197546,"A. pulchra"
1785,"Cluster_14768","lncRNA_31373",147,-20.72,"2 19","13063 13081",17,"64.71%","82.35%",1223493,0.206750147292923,0.738645159445178,0.999980945197546,"A. pulchra"
1786,"Cluster_14768","lncRNA_31373",147,-20.72,"2 19","25347 25365",17,"64.71%","82.35%",1223493,0.206750147292923,0.738645159445178,0.999980945197546,"A. pulchra"
1787,"Cluster_14768","lncRNA_31374",147,-20.72,"2 19","1240 1258",17,"64.71%","82.35%",1223532,0.0921678941588494,0.882814553810614,0.999980945197546,"A. pulchra"
1788,"Cluster_14768","lncRNA_31374",147,-20.72,"2 19","13814 13832",17,"64.71%","82.35%",1223532,0.0921678941588494,0.882814553810614,0.999980945197546,"A. pulchra"
1789,"Cluster_14768","lncRNA_31375",147,-20.72,"2 19","10696 10714",17,"64.71%","82.35%",1223571,-0.0148742962881919,0.981062156130929,0.999980945197546,"A. pulchra"
1790,"Cluster_14768","lncRNA_31376",147,-20.72,"2 19","10696 10714",17,"64.71%","82.35%",1223610,-0.0148742962881919,0.981062156130929,0.999980945197546,"A. pulchra"
1791,"Cluster_14768","lncRNA_31377",147,-20.72,"2 19","10686 10704",17,"64.71%","82.35%",1223649,-0.0148718100983971,0.981065321295954,0.999980945197546,"A. pulchra"
1792,"Cluster_14768","lncRNA_31378",147,-20.72,"2 19","1134 1152",17,"64.71%","82.35%",1223688,0.0932713092650788,0.881415694130659,0.999980945197546,"A. pulchra"
1793,"Cluster_14768","lncRNA_31378",147,-20.72,"2 19","14232 14250",17,"64.71%","82.35%",1223688,0.0932713092650788,0.881415694130659,0.999980945197546,"A. pulchra"
1794,"Cluster_14768","lncRNA_31378",147,-20.72,"2 19","26476 26494",17,"64.71%","82.35%",1223688,0.0932713092650788,0.881415694130659,0.999980945197546,"A. pulchra"
1795,"Cluster_14768","lncRNA_31379",147,-20.72,"2 19","1207 1225",17,"64.71%","82.35%",1223727,0.22775024895615,0.712546143347659,0.999980945197546,"A. pulchra"
1796,"Cluster_14768","lncRNA_31379",147,-20.72,"2 19","13451 13469",17,"64.71%","82.35%",1223727,0.22775024895615,0.712546143347659,0.999980945197546,"A. pulchra"
1797,"Cluster_14768","lncRNA_31380",147,-20.72,"2 19","1192 1210",17,"64.71%","82.35%",1223766,0.22774474954833,0.712552961398516,0.999980945197546,"A. pulchra"
1798,"Cluster_14768","lncRNA_31380",147,-20.72,"2 19","13436 13454",17,"64.71%","82.35%",1223766,0.22774474954833,0.712552961398516,0.999980945197546,"A. pulchra"
1799,"Cluster_14768","lncRNA_31381",147,-20.72,"2 19","1183 1201",17,"64.71%","82.35%",1223805,0.22774474954833,0.712552961398516,0.999980945197546,"A. pulchra"
1800,"Cluster_14768","lncRNA_31381",147,-20.72,"2 19","13427 13445",17,"64.71%","82.35%",1223805,0.22774474954833,0.712552961398516,0.999980945197546,"A. pulchra"
1801,"Cluster_14768","lncRNA_31382",147,-20.72,"2 19","11671 11689",17,"64.71%","82.35%",1223844,0.0411611328608398,0.947606820305232,0.999980945197546,"A. pulchra"
1802,"Cluster_14768","lncRNA_31383",147,-20.72,"2 19","14654 14672",17,"64.71%","82.35%",1223883,0.148717572461045,0.81134722424948,0.999980945197546,"A. pulchra"
1803,"Cluster_14768","lncRNA_31405",149,-20.08,"2 19","154 177",20,"70.00%","70.00%",1224741,-0.566374730118128,0.319531848208268,0.999980945197546,"A. pulchra"
1804,"Cluster_14768","lncRNA_31405",149,-20.08,"2 19","2405 2428",20,"70.00%","70.00%",1224741,-0.566374730118128,0.319531848208268,0.999980945197546,"A. pulchra"
1805,"Cluster_14768","lncRNA_31406",149,-20.08,"2 19","170 193",20,"70.00%","70.00%",1224780,-0.546964905049836,0.340061393331916,0.999980945197546,"A. pulchra"
1806,"Cluster_14768","lncRNA_31406",149,-20.08,"2 19","2421 2444",20,"70.00%","70.00%",1224780,-0.546964905049836,0.340061393331916,0.999980945197546,"A. pulchra"
1807,"Cluster_14768","lncRNA_31406",149,-20.08,"2 19","6379 6402",20,"70.00%","70.00%",1224780,-0.546964905049836,0.340061393331916,0.999980945197546,"A. pulchra"
1808,"Cluster_14768","lncRNA_31407",149,-20.08,"2 19","129 152",20,"70.00%","70.00%",1224819,-0.555750010016632,0.330729702194998,0.999980945197546,"A. pulchra"
1809,"Cluster_14768","lncRNA_31407",149,-20.08,"2 19","4087 4110",20,"70.00%","70.00%",1224819,-0.555750010016632,0.330729702194998,0.999980945197546,"A. pulchra"
1810,"Cluster_14768","lncRNA_31408",149,-20.08,"2 19","178 201",20,"70.00%","70.00%",1224858,-0.561887136848032,0.324249625105741,0.999980945197546,"A. pulchra"
1811,"Cluster_14768","lncRNA_31408",149,-20.08,"2 19","4705 4728",20,"70.00%","70.00%",1224858,-0.561887136848032,0.324249625105741,0.999980945197546,"A. pulchra"
1812,"Cluster_14768","lncRNA_31409",157,-23.01,"2 19","80 101",18,"77.78%","77.78%",1224897,-0.561853937915733,0.32428459207414,0.999980945197546,"A. pulchra"
1813,"Cluster_14768","lncRNA_31410",157,-23.01,"2 19","87 108",18,"77.78%","77.78%",1224936,-0.56187358499695,0.324263898556527,0.999980945197546,"A. pulchra"
1814,"Cluster_14768","lncRNA_31412",157,-23.01,"2 19","83 104",18,"77.78%","77.78%",1225014,-0.549329914664216,0.337542861955805,0.999980945197546,"A. pulchra"
1815,"Cluster_14768","lncRNA_31416",149,-20.08,"2 19","146 169",20,"70.00%","70.00%",1225170,-0.458739538587004,0.437101623396386,0.999980945197546,"A. pulchra"
1816,"Cluster_14768","lncRNA_31416",149,-20.08,"2 19","6384 6407",20,"70.00%","70.00%",1225170,-0.458739538587004,0.437101623396386,0.999980945197546,"A. pulchra"
1817,"Cluster_14768","lncRNA_31417",149,-20.08,"2 19","146 169",20,"70.00%","70.00%",1225209,-0.458532673571728,0.437335676977514,0.999980945197546,"A. pulchra"
1818,"Cluster_14768","lncRNA_31417",149,-20.08,"2 19","6384 6407",20,"70.00%","70.00%",1225209,-0.458532673571728,0.437335676977514,0.999980945197546,"A. pulchra"
1819,"Cluster_14768","lncRNA_31417",149,-20.08,"2 19","7496 7519",20,"70.00%","70.00%",1225209,-0.458532673571728,0.437335676977514,0.999980945197546,"A. pulchra"
1820,"Cluster_14768","lncRNA_31418",149,-20.08,"2 19","1276 1299",20,"70.00%","70.00%",1225248,-0.453673183937532,0.442841908840384,0.999980945197546,"A. pulchra"
1821,"Cluster_14768","lncRNA_31418",149,-20.08,"2 19","164 187",20,"70.00%","70.00%",1225248,-0.453673183937532,0.442841908840384,0.999980945197546,"A. pulchra"
1822,"Cluster_14768","lncRNA_31419",149,-20.08,"2 19","1276 1299",20,"70.00%","70.00%",1225287,-0.45534312790003,0.440947977862152,0.999980945197546,"A. pulchra"
1823,"Cluster_14768","lncRNA_31419",149,-20.08,"2 19","164 187",20,"70.00%","70.00%",1225287,-0.45534312790003,0.440947977862152,0.999980945197546,"A. pulchra"
1824,"Cluster_14768","lncRNA_31419",149,-20.08,"2 19","2389 2412",20,"70.00%","70.00%",1225287,-0.45534312790003,0.440947977862152,0.999980945197546,"A. pulchra"
1825,"Cluster_14768","lncRNA_3328",144,-21.03,"2 19","167 186",17,"64.71%","76.47%",129777,0.839069145287426,0.075599876007467,0.99450833266121,"A. pulchra"
1826,"Cluster_14768","lncRNA_3903",158,-24.85,"2 19","9120 9140",17,"64.71%","88.24%",152202,-0.0360570879043764,0.954100639639398,0.999980945197546,"A. pulchra"
1827,"Cluster_14768","lncRNA_3949",151,-20.85,"2 17","2551 2572",16,"75.00%","81.25%",153996,-0.542707058844452,0.344607342499162,0.999980945197546,"A. pulchra"
1828,"Cluster_14768","lncRNA_3989",149,-20.08,"2 19","6019 6042",20,"70.00%","70.00%",155556,-0.55174463869239,0.334976219638973,0.999980945197546,"A. pulchra"
1829,"Cluster_14768","lncRNA_3989",157,-22.02,"2 19","2585 2606",18,"77.78%","77.78%",155556,-0.55174463869239,0.334976219638973,0.999980945197546,"A. pulchra"
1830,"Cluster_14768","lncRNA_3989",157,-22.02,"2 19","4474 4495",18,"77.78%","77.78%",155556,-0.55174463869239,0.334976219638973,0.999980945197546,"A. pulchra"
1831,"Cluster_14768","lncRNA_3989",157,-23.01,"2 19","4076 4097",18,"77.78%","77.78%",155556,-0.55174463869239,0.334976219638973,0.999980945197546,"A. pulchra"
1832,"Cluster_14768","lncRNA_3991",157,-22.02,"2 19","2612 2633",18,"77.78%","77.78%",155634,-0.554368798221521,0.33219253547785,0.999980945197546,"A. pulchra"
1833,"Cluster_14768","lncRNA_3991",157,-22.02,"2 19","4501 4522",18,"77.78%","77.78%",155634,-0.554368798221521,0.33219253547785,0.999980945197546,"A. pulchra"
1834,"Cluster_14768","lncRNA_3991",157,-23.01,"2 19","4103 4124",18,"77.78%","77.78%",155634,-0.554368798221521,0.33219253547785,0.999980945197546,"A. pulchra"
1835,"Cluster_14768","lncRNA_4212",158,-24.85,"2 19","9451 9471",17,"64.71%","88.24%",164253,-0.259776604266428,0.673000887971398,0.999980945197546,"A. pulchra"
1836,"Cluster_14768","lncRNA_4282",163,-25.18,"2 20","3505 3525",18,"72.22%","83.33%",166983,0.0906962885256254,0.884680411757354,0.999980945197546,"A. pulchra"
1837,"Cluster_14768","lncRNA_4647",155,-22.43,"2 19","674 698",21,"76.19%","80.95%",181218,-0.25381197325244,0.680340609475917,0.999980945197546,"A. pulchra"
1838,"Cluster_14768","lncRNA_4907",157,-23.01,"2 19","82 103",18,"77.78%","77.78%",191358,-0.572465378886977,0.313157016818833,0.999980945197546,"A. pulchra"
1839,"Cluster_14768","lncRNA_4909",157,-23.01,"2 19","118 139",18,"77.78%","77.78%",191436,-0.56651147753267,0.319388362183535,0.999980945197546,"A. pulchra"
1840,"Cluster_14768","lncRNA_4912",157,-22.02,"2 19","431 452",18,"77.78%","77.78%",191553,-0.561382984776697,0.324780728828907,0.999980945197546,"A. pulchra"
1841,"Cluster_14768","lncRNA_4912",157,-23.01,"2 19","33 54",18,"77.78%","77.78%",191553,-0.561382984776697,0.324780728828907,0.999980945197546,"A. pulchra"
