"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"4833","Cluster_10051","FUN_010663",0.92846445119371,0.0227196117573346,0.903915194278403,143,-21.43,"2 21","13455 13477",20,"60.00%","70.00%","CDS","ptg000007l:1308922-1335047","Q99MV1","Tudor domain-containing protein 1","Mus musculus (Mouse)","DNA methylation involved in gamete generation [GO:0043046]; germ cell development [GO:0007281]; meiotic cell cycle [GO:0051321]; P granule organization [GO:0030719]; piRNA processing [GO:0034587]; RNA-mediated gene silencing [GO:0031047]; spermatogenesis [GO:0007283]","GO:0005737; GO:0005829; GO:0007281; GO:0007283; GO:0030719; GO:0031047; GO:0033391; GO:0034587; GO:0043046; GO:0043186; GO:0045202; GO:0046872; GO:0051321; GO:0071546; GO:1990904"
"4834","Cluster_10051","FUN_010663",0.92846445119371,0.0227196117573346,0.903915194278403,157,-24.07,"2 21","23573 23598",23,"69.57%","82.61%","CDS","ptg000007l:1308922-1335047","Q99MV1","Tudor domain-containing protein 1","Mus musculus (Mouse)","DNA methylation involved in gamete generation [GO:0043046]; germ cell development [GO:0007281]; meiotic cell cycle [GO:0051321]; P granule organization [GO:0030719]; piRNA processing [GO:0034587]; RNA-mediated gene silencing [GO:0031047]; spermatogenesis [GO:0007283]","GO:0005737; GO:0005829; GO:0007281; GO:0007283; GO:0030719; GO:0031047; GO:0033391; GO:0034587; GO:0043046; GO:0043186; GO:0045202; GO:0046872; GO:0051321; GO:0071546; GO:1990904"
"4841","Cluster_10051","FUN_010908",-0.949879877360153,0.0133677959743389,0.773501915235558,150,-20.24,"2 21","429 449",19,"57.89%","84.21%","CDS","ptg000007l:4124166-4125003","R1CW23","Dimethylsulfonioproprionate lyase 7 (DMSP lyase 7) (EC 4.4.1.3) (Dimethylpropiothetin dethiomethylase 7)","Emiliania huxleyi (Coccolithophore) (Pontosphaera huxleyi)","","GO:0047869"
"4874","Cluster_10051","FUN_013422",0.923047211792585,0.0253275298489524,0.914225011702335,146,-20.69,"2 21","241 261",19,"68.42%","68.42%","CDS",NA,NA,NA,NA,NA,NA
"4893","Cluster_10051","FUN_014041",0.978983580949011,0.00364584405831639,0.545343267336266,152,-21.22,"2 18","2780 2802",17,"76.47%","76.47%","CDS",NA,NA,NA,NA,NA,NA
"4894","Cluster_10051","FUN_014058",0.978580789954302,0.00375092828341026,0.545343267336266,152,-22.29,"2 18","1816 1838",17,"76.47%","76.47%","CDS",NA,NA,NA,NA,NA,NA
"4900","Cluster_10051","FUN_012115",0.893682030853322,0.0409443340231988,0.96546924320845,168,-20.89,"2 21","3385 3406",19,"78.95%","78.95%","CDS","ptg000008l:5248105-5259971","Q95LU3","Fibrinogen C domain-containing protein 1","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","","GO:0008061; GO:0016020; GO:0046872"
"4902","Cluster_10051","FUN_012225",0.986492779299764,0.0018806196778239,0.545343267336266,155,-23.09,"2 18","2066 2086",16,"75.00%","87.50%","CDS","ptg000008l:6525989-6529750","P05186","Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNS-ALP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme) (Phosphoamidase) (Phosphocreatine phosphatase) (EC 3.9.1.1)","Homo sapiens (Human)","bone mineralization [GO:0030282]; calcium ion homeostasis [GO:0055074]; cellular homeostasis [GO:0019725]; cellular response to organic cyclic compound [GO:0071407]; cementum mineralization [GO:0071529]; dephosphorylation [GO:0016311]; developmental process involved in reproduction [GO:0003006]; endochondral ossification [GO:0001958]; multicellular organism aging [GO:0010259]; osteoblast differentiation [GO:0001649]; phosphate ion homeostasis [GO:0055062]; positive regulation of cold-induced thermogenesis [GO:0120162]; pyridoxal phosphate metabolic process [GO:0042822]; response to antibiotic [GO:0046677]; response to glucocorticoid [GO:0051384]; response to insulin [GO:0032868]; response to lipopolysaccharide [GO:0032496]; response to macrophage colony-stimulating factor [GO:0036005]; response to sodium phosphate [GO:1904383]; response to vitamin B6 [GO:0034516]; response to vitamin D [GO:0033280]; skeletal system development [GO:0001501]","GO:0001501; GO:0001649; GO:0001958; GO:0003006; GO:0004035; GO:0004427; GO:0005509; GO:0005576; GO:0005758; GO:0005886; GO:0010259; GO:0016020; GO:0016311; GO:0016462; GO:0016887; GO:0019725; GO:0030282; GO:0031012; GO:0031966; GO:0032496; GO:0032868; GO:0033280; GO:0033883; GO:0034516; GO:0036005; GO:0042822; GO:0043262; GO:0046677; GO:0050187; GO:0051384; GO:0052732; GO:0055062; GO:0055074; GO:0070062; GO:0071407; GO:0071529; GO:0120162; GO:1904383"
"4903","Cluster_10051","FUN_012231",0.978580789954302,0.00375092828341026,0.545343267336266,162,-24.76,"2 17","1279 1299",15,"86.67%","93.33%","CDS",NA,NA,NA,NA,NA,NA
"4905","Cluster_10051","FUN_012293",0.879549273363967,0.0492653479289746,0.96546924320845,160,-20.89,"2 19","4608 4628",17,"82.35%","82.35%","CDS",NA,NA,NA,NA,NA,NA
"4922","Cluster_10051","FUN_014750",-0.922001999461092,0.0258411376408119,0.914225011702335,163,-20.24,"2 21","1226 1248",20,"75.00%","80.00%","CDS","ptg000009l:2758009-2759284","Q5F2F2","Protein ABHD15 (Alpha/beta hydrolase domain-containing protein 15) (Abhydrolase domain-containing protein 15)","Mus musculus (Mouse)","cellular lipid metabolic process [GO:0044255]","GO:0005576; GO:0034338; GO:0044255; GO:0047372"
"4924","Cluster_10051","FUN_014909",0.904872638292727,0.0347133072563657,0.95285770210788,163,-21.86,"2 21","8286 8309",21,"71.43%","80.95%","CDS",NA,NA,NA,NA,NA,NA
"4930","Cluster_10051","FUN_015023",0.925623393383059,0.0240759229468664,0.911947326397717,151,-21.51,"2 21","3821 3843",20,"65.00%","75.00%","CDS",NA,NA,NA,NA,NA,NA
"4933","Cluster_10051","FUN_014505",0.881719159162854,0.0479563547031606,0.96546924320845,161,-21.03,"2 20","2474 2494",18,"77.78%","83.33%","CDS","ptg000009l:746570-749470","Q8BH44","Coronin-2B","Mus musculus (Mouse)","focal adhesion assembly [GO:0048041]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of establishment of protein localization [GO:1904950]; negative regulation of stress fiber assembly [GO:0051497]; positive regulation of establishment of protein localization [GO:1904951]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cellular response to stress [GO:0080135]; regulation of glomerular filtration [GO:0003093]","GO:0001725; GO:0003093; GO:0005737; GO:0005925; GO:0010812; GO:0017166; GO:0032956; GO:0048041; GO:0051015; GO:0051497; GO:0080135; GO:1904950; GO:1904951; GO:1990147"
"4937","Cluster_10051","FUN_016110",0.885301151981183,0.0458200754538992,0.96546924320845,163,-25.03,"2 20","19771 19792",18,"72.22%","83.33%","CDS",NA,NA,NA,NA,NA,NA
"4941","Cluster_10051","FUN_016037",0.96040332870312,0.00940211256050052,0.717681557663573,164,-27.3,"2 19","39357 39377",17,"76.47%","94.12%","CDS",NA,NA,NA,NA,NA,NA
"4948","Cluster_10051","FUN_016423",0.944463455903943,0.0155794029234196,0.818666876857758,176,-26.94,"2 21","857 878",19,"78.95%","89.47%","CDS",NA,NA,NA,NA,NA,NA
"4955","Cluster_10051","FUN_016596",0.950934265502318,0.0129502724108881,0.766084851142397,157,-21.25,"2 21","596 617",20,"75.00%","80.00%","CDS",NA,NA,NA,NA,NA,NA
"4975","Cluster_10051","FUN_017950",0.902369349991487,0.036078516070568,0.96166722275777,162,-22.38,"2 15","5443 5464",13,"84.62%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"4987","Cluster_10051","FUN_019769",0.978580789954303,0.0037509282834102,0.545343267336266,171,-20.94,"2 21","1716 1738",20,"80.00%","85.00%","CDS",NA,NA,NA,NA,NA,NA
"4989","Cluster_10051","FUN_020616",0.986705326043718,0.00183646402768314,0.545343267336266,171,-20.94,"2 21","1663 1685",20,"80.00%","85.00%","CDS",NA,NA,NA,NA,NA,NA
"4990","Cluster_10051","FUN_020838",0.961649036923387,0.00896363253992455,0.709933172151155,164,-20.82,"2 21","19620 19641",19,"73.68%","78.95%","CDS",NA,NA,NA,NA,NA,NA
"4991","Cluster_10051","FUN_020894",0.95689662558587,0.0106726617238051,0.733804862705068,155,-23.33,"2 19","3613 3634",18,"77.78%","83.33%","CDS","ptg000015l:9635285-9640715","Q03278","Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Retrovirus-related Pol polyprotein from type I retrotransposable element R2) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Nasonia vitripennis (Parasitic wasp)","","GO:0003964; GO:0004519; GO:0046872"
"4995","Cluster_10051","FUN_022669",0.89871288302428,0.0381025855957286,0.96546924320845,155,-20.66,"2 17","6063 6085",16,"75.00%","87.50%","CDS","ptg000016l:12187426-12236747","B8UU59","Polycystic kidney disease 1-related protein","Acropora millepora (Staghorn coral) (Heteropora millepora)","kidney development [GO:0001822]","GO:0001822; GO:0005929; GO:0016020"
"4996","Cluster_10051","FUN_022712",0.959547018810186,0.00970748436589319,0.717681557663573,153,-22.11,"2 20","1014 1040",23,"69.57%","73.91%","CDS",NA,NA,NA,NA,NA,NA
"5003","Cluster_10051","FUN_022138",0.97716189362909,0.00412886433342424,0.549490226360659,156,-20.26,"2 21","93 111",19,"73.68%","78.95%","CDS",NA,NA,NA,NA,NA,NA
"5008","Cluster_10051","FUN_022243",0.963024871661293,0.00848740486726359,0.696622815048002,155,-20.72,"2 21","4267 4285",19,"73.68%","84.21%","CDS",NA,NA,NA,NA,NA,NA
"5014","Cluster_10051","FUN_022800",0.926577403871319,0.0236176513263164,0.911947326397717,165,-24.95,"2 14","3101 3122",12,"100.00%","100.00%","CDS","ptg000017l:103302-117046","Q80ZA4","Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1) (Protein D86)","Mus musculus (Mouse)","sensory perception of sound [GO:0007605]","GO:0007605; GO:0016020; GO:0032426; GO:0120234"
"5025","Cluster_10051","FUN_023341",0.885734487944067,0.0455637338810211,0.96546924320845,168,-21.7,"2 20","6607 6626",18,"83.33%","88.89%","CDS",NA,NA,NA,NA,NA,NA
"5026","Cluster_10051","FUN_022863",0.964482351901114,0.00799231837934494,0.681594235929287,146,-20.21,"2 20","5113 5136",20,"60.00%","75.00%","CDS",NA,NA,NA,NA,NA,NA
"5033","Cluster_10051","FUN_024838",0.978580789954302,0.00375092828341026,0.545343267336266,150,-21.01,"2 21","427 454",25,"64.00%","72.00%","CDS",NA,NA,NA,NA,NA,NA
"5036","Cluster_10051","FUN_025100",0.898237220631031,0.0383684729364829,0.96546924320845,167,-24.85,"2 21","9814 9836",20,"75.00%","85.00%","CDS","ptg000018l:13812690-13838254","Q8ND30","Liprin-beta-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein-binding protein 2) (PTPRF-interacting protein-binding protein 2)","Homo sapiens (Human)","neuromuscular junction development [GO:0007528]; synapse organization [GO:0050808]","GO:0005615; GO:0005829; GO:0007528; GO:0042802; GO:0048786; GO:0050808"
"5037","Cluster_10051","FUN_024069",0.956879956250421,0.010678826382565,0.734066457669035,175,-26.28,"2 16","39185 39206",14,"100.00%","100.00%","CDS","ptg000018l:1849467-1907450","Q9P215","Pogo transposable element with KRAB domain","Homo sapiens (Human)","regulation of DNA-templated transcription [GO:0006355]","GO:0003677; GO:0005634; GO:0005654; GO:0006355"
"5039","Cluster_10051","FUN_024175",0.930627010381601,0.0217044044451367,0.891743174717792,154,-21.24,"2 21","13157 13183",24,"66.67%","75.00%","CDS",NA,NA,NA,NA,NA,NA
"5046","Cluster_10051","FUN_025304",0.883169112720561,0.0470879010806041,0.96546924320845,144,-20.5,"2 13","9659 9680",11,"72.73%","90.91%","CDS",NA,NA,NA,NA,NA,NA
"5050","Cluster_10051","FUN_025383",0.917369557289179,0.0281570124968753,0.918304760560781,145,-20.05,"2 21","304 326",21,"61.90%","76.19%","CDS",NA,NA,NA,NA,NA,NA
"5053","Cluster_10051","FUN_025643",0.953200319720688,0.0120677349009328,0.766084851142397,170,-26.39,"2 21","16819 16839",19,"78.95%","89.47%","CDS",NA,NA,NA,NA,NA,NA
"5059","Cluster_10051","FUN_026675",0.896857933215238,0.0391427946458629,0.96546924320845,151,-21.09,"2 18","10355 10378",18,"72.22%","83.33%","CDS","ptg000020l:12292311-12304164","Q9NZJ4","Sacsin (DnaJ homolog subfamily C member 29) (DNAJC29)","Homo sapiens (Human)","negative regulation of inclusion body assembly [GO:0090084]; protein folding [GO:0006457]","GO:0005634; GO:0005737; GO:0005739; GO:0006457; GO:0030424; GO:0030425; GO:0030544; GO:0042802; GO:0051087; GO:0070628; GO:0070852; GO:0090084"
"5082","Cluster_10051","FUN_027918",0.916239679977693,0.0287314979420249,0.922979388371587,158,-20.51,"2 21","3377 3397",19,"73.68%","78.95%","CDS",NA,NA,NA,NA,NA,NA
"5094","Cluster_10051","FUN_028143",0.964923001448358,0.00784457023969649,0.679601032092131,167,-24.58,"2 21","3069 3091",20,"80.00%","80.00%","CDS","ptg000021l:16163649-16169296","Q5SZT7","NKAP-like protein","Mus musculus (Mouse)","cell differentiation [GO:0030154]; regulation of gene expression [GO:0010468]; spermatogenesis [GO:0007283]","GO:0003682; GO:0005634; GO:0007283; GO:0010468; GO:0030154"
"5100","Cluster_10051","FUN_027731",0.951268529528354,0.0128188142113535,0.766084851142397,155,-20.9,"2 20","5190 5211",18,"61.11%","83.33%","CDS",NA,NA,NA,NA,NA,NA
"5111","Cluster_10051","FUN_029262",0.976239321583211,0.00438094868887469,0.562617375579486,163,-21.39,"2 21","1678 1700",20,"70.00%","85.00%","CDS","ptg000022l:9709210-9715522","Q6DG03","Cyclin-D-binding Myb-like transcription factor 1","Danio rerio (Zebrafish) (Brachydanio rerio)","cell cycle [GO:0007049]; regulation of DNA-templated transcription [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000976; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007049"
"5119","Cluster_10051","FUN_031641",0.991062089848895,0.00101298898918499,0.545343267336266,150,-20.17,"2 21","13791 13811",19,"68.42%","73.68%","CDS",NA,NA,NA,NA,NA,NA
"5130","Cluster_10051","FUN_032182",0.962827161928118,0.00855531344348705,0.698624152245555,158,-20.29,"2 19","490 511",17,"76.47%","76.47%","CDS","ptg000023l:29528115-29571204","B8V7S0","CUB and peptidase domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508"
"5139","Cluster_10051","FUN_029557",0.995551555051207,0.000355923108488488,0.402158450079016,153,-20.53,"2 21","15480 15502",21,"71.43%","76.19%","CDS","ptg000023l:3331828-3356385","Q8BFY9","Transportin-1 (Importin beta-2) (Karyopherin beta-2)","Mus musculus (Mouse)","protein import into nucleus [GO:0006606]","GO:0005634; GO:0005737; GO:0006606; GO:0008139; GO:0031267; GO:0061608"
"5142","Cluster_10051","FUN_032682",0.97290904560828,0.00533086387440018,0.608342299863651,159,-21.77,"2 21","2414 2437",21,"71.43%","76.19%","CDS","ptg000023l:34914485-34921100","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)","Drosophila melanogaster (Fruit fly)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"5157","Cluster_10051","FUN_033343",0.957174802989236,0.010569958294974,0.731785934783614,155,-20.77,"2 21","539 562",21,"66.67%","76.19%","CDS","ptg000023l:42144159-42147394","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"5162","Cluster_10051","FUN_033654",0.949326545430932,0.0135886319495017,0.776980128461315,156,-23.87,"2 13","41 62",11,"90.91%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"5175","Cluster_10051","FUN_034727",0.956914300026385,0.0106661266299942,0.733580352911324,164,-22.8,"2 21","24482 24501",19,"78.95%","89.47%","CDS","ptg000024l:10891149-10969335","P10394","Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","Drosophila melanogaster (Fruit fly)","DNA integration [GO:0015074]; proteolysis [GO:0006508]","GO:0003676; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575"
"5178","Cluster_10051","FUN_033843",0.985432747417414,0.00210595497996595,0.545343267336266,154,-23.13,"2 21","19260 19288",26,"69.23%","69.23%","CDS","ptg000024l:1801980-1824221","Q6P6Z0","DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)","Xenopus laevis (African clawed frog)","DNA repair [GO:0006281]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]","GO:0003677; GO:0005634; GO:0005737; GO:0006281; GO:0016567; GO:0031464; GO:0031465; GO:0042752; GO:0043161; GO:0048511; GO:0080008"
"5179","Cluster_10051","FUN_033896",0.916293063664052,0.0287042711439245,0.922979388371587,175,-26.98,"2 16","11220 11241",14,"100.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"5180","Cluster_10051","FUN_033971",0.951540196254547,0.0127122972680056,0.766084851142397,162,-25.25,"2 21","3524 3544",19,"68.42%","89.47%","CDS",NA,NA,NA,NA,NA,NA
"5182","Cluster_10051","FUN_033691",0.96246517579357,0.00868010643458414,0.701368117984801,154,-20.64,"2 21","4646 4666",19,"68.42%","78.95%","CDS","ptg000024l:461611-471202","A7SMR1","Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7)","Nematostella vectensis (Starlet sea anemone)","cap-dependent translational initiation [GO:0002191]; formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]","GO:0001732; GO:0002191; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290; GO:0098808"
"5190","Cluster_10051","FUN_035655",0.934726455681395,0.019821711701226,0.869096032347162,165,-23.09,"2 20","320 340",18,"77.78%","88.89%","CDS","ptg000025l:10365922-10372456","Q5F389","WW domain-containing oxidoreductase (EC 1.1.1.-)","Gallus gallus (Chicken)","cellular response to transforming growth factor beta stimulus [GO:0071560]; extrinsic apoptotic signaling pathway [GO:0097191]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; negative regulation of Wnt signaling pathway [GO:0030178]; osteoblast differentiation [GO:0001649]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; positive regulation of transcription by RNA polymerase II [GO:0045944]; skeletal system morphogenesis [GO:0048705]; Wnt signaling pathway [GO:0016055]","GO:0001649; GO:0003713; GO:0005654; GO:0005739; GO:0005794; GO:0005829; GO:0005886; GO:0005902; GO:0016055; GO:0016491; GO:0019899; GO:0030178; GO:0045944; GO:0048705; GO:0071560; GO:0072332; GO:0090575; GO:0097191; GO:2001241"
"5204","Cluster_10051","FUN_036335",0.948612745749992,0.0138752492266503,0.782282721521937,151,-22.73,"2 12","25248 25269",10,"90.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"5211","Cluster_10051","FUN_035068",0.959872807839183,0.00959092658741825,0.717681557663573,176,-20.33,"2 21","4190 4211",19,"78.95%","89.47%","CDS",NA,NA,NA,NA,NA,NA
"5213","Cluster_10051","FUN_035253",0.996146713545927,0.000286965457292542,0.393371538720933,160,-22.74,"2 19","7335 7358",19,"78.95%","84.21%","CDS","ptg000025l:5657043-5671767","Q96DM1","PiggyBac transposable element-derived protein 4","Homo sapiens (Human)","",""
"5214","Cluster_10051","FUN_035311",0.935399526836175,0.0195179281383017,0.866232166147763,155,-20.45,"2 21","18887 18911",22,"63.64%","77.27%","CDS","ptg000025l:6276631-6320742","P34457","Putative uncharacterized transposon-derived protein F54H12.3","Caenorhabditis elegans","DNA integration [GO:0015074]","GO:0003676; GO:0015074"
"5217","Cluster_10051","FUN_035524",0.913297413449107,0.0302448652117948,0.922979388371587,157,-20.57,"2 20","21070 21090",18,"72.22%","83.33%","CDS",NA,NA,NA,NA,NA,NA
"5222","Cluster_10051","FUN_037444",0.976958160494132,0.00418410740270778,0.551545101029072,159,-21.25,"2 21","601 624",21,"66.67%","80.95%","CDS","ptg000026l:10530726-10543554","Q7Z4S6","Kinesin-like protein KIF21A (Kinesin-like protein KIF2) (Renal carcinoma antigen NY-REN-62)","Homo sapiens (Human)","microtubule-based movement [GO:0007018]","GO:0003777; GO:0005524; GO:0005829; GO:0005871; GO:0005874; GO:0005886; GO:0007018; GO:0008017; GO:0016887; GO:0030424; GO:0030425; GO:0071532"
"5223","Cluster_10051","FUN_037510",0.942719695982251,0.0163145372794159,0.832808616730035,166,-22.58,"2 21","29924 29944",19,"78.95%","84.21%","CDS",NA,NA,NA,NA,NA,NA
