V1	GO_terms
Pocillopora_meandrina_HIv1___RNAseq.g11899.t1	GO:0000785; GO:0003677; GO:0003682; GO:0005654; GO:0036297; GO:0043231; GO:0043240; GO:0071821
Pocillopora_meandrina_HIv1___RNAseq.g1190.t1	GO:0000209; GO:0005783; GO:0005789; GO:0006511; GO:0006915; GO:0016020; GO:0030674; GO:0043066; GO:0043161; GO:0046872; GO:0051865; GO:0061630; GO:0070534; GO:0070936; GO:0089720; GO:1903895
Pocillopora_meandrina_HIv1___RNAseq.g11900.t1	GO:0000398; GO:0000974; GO:0002250; GO:0005634; GO:0005654; GO:0005681; GO:0005813; GO:0005829; GO:0006915; GO:0016445; GO:0019899; GO:0043065
Pocillopora_meandrina_HIv1___RNAseq.g11901.t1	GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006355; GO:0016604; GO:0043565; GO:0046872; GO:1990837; GO:2001222
Pocillopora_meandrina_HIv1___RNAseq.g11902.t1	GO:0003677; GO:0003887; GO:0004652; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0006364; GO:0006378; GO:0007049; GO:0010587; GO:0031123; GO:0031499; GO:0032211; GO:0033500; GO:0043629; GO:0043630; GO:0046872; GO:0051301; GO:0060212; GO:0070568; GO:0071044; GO:0071050; GO:0071076; GO:1905870
Pocillopora_meandrina_HIv1___RNAseq.g11903.t1	GO:0000922; GO:0001096; GO:0004721; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005819; GO:0006368; GO:0006470; GO:0008420; GO:0010458; GO:0017018; GO:0030496; GO:0030957; GO:0032991; GO:0043231; GO:0043923; GO:0051233; GO:0051301; GO:0061052; GO:0070940
Pocillopora_meandrina_HIv1___RNAseq.g11904.t1	GO:0000932; GO:0005634; GO:0031087; GO:0000932; GO:0005634; GO:0031087
Pocillopora_meandrina_HIv1___RNAseq.g11905.t1	GO:0004753; GO:0004754; GO:0005737; GO:0009085; GO:0019878
Pocillopora_meandrina_HIv1___RNAseq.g11906.t1	GO:0004753; GO:0004754; GO:0005737; GO:0009085; GO:0019878
Pocillopora_meandrina_HIv1___RNAseq.g11908.t1	GO:0004753; GO:0004754; GO:0005737; GO:0009085; GO:0019878
Pocillopora_meandrina_HIv1___RNAseq.g11916.t1	GO:0000405; GO:0000723; GO:0000724; GO:0000781; GO:0001501; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006260; GO:0006268; GO:0006281; GO:0006310; GO:0007062; GO:0008270; GO:0008284; GO:0009378; GO:0016887; GO:0032357; GO:0032508; GO:0043138; GO:0043473; GO:0045875; GO:0048705; GO:0061820; GO:0061821; GO:1990814; GO:0000405; GO:0000723; GO:0000724; GO:0000781; GO:0001501; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006260; GO:0006268; GO:0006281; GO:0006310; GO:0007062; GO:0008270; GO:0008284; GO:0009378; GO:0016887; GO:0032357; GO:0032508; GO:0043138; GO:0043473; GO:0045875; GO:0048705; GO:0061820; GO:0061821; GO:1990814
Pocillopora_meandrina_HIv1___RNAseq.g11921.t1	GO:0005759; GO:0016491
Pocillopora_meandrina_HIv1___RNAseq.g11922.t1	GO:0005783; GO:0005789; GO:0006631; GO:0008611; GO:0016491; GO:0050207
Pocillopora_meandrina_HIv1___RNAseq.g11923.t1	GO:0005739; GO:0005759; GO:0006412; GO:0032790; GO:0043023
Pocillopora_meandrina_HIv1___RNAseq.g11924.t1	GO:0005509; GO:0005886; GO:0007156; GO:0005509; GO:0005886; GO:0007156; GO:0005509; GO:0005886; GO:0007156; GO:0005509; GO:0005886; GO:0007156; GO:0005509; GO:0005886; GO:0007156; GO:0005509; GO:0005886; GO:0007156
Pocillopora_meandrina_HIv1___RNAseq.g11925.t1	GO:0000226; GO:0004843; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005759; GO:0005829; GO:0005886; GO:0006289; GO:0006511; GO:0006515; GO:0007268; GO:0007399; GO:0010810; GO:0016363; GO:0016579; GO:0030036; GO:0031625; GO:0031966; GO:0034605; GO:0035520; GO:0035640; GO:0042405; GO:0042802; GO:0043161; GO:0045104; GO:0045202; GO:0051117; GO:0061578; GO:0070536; GO:0071108; GO:0071218; GO:1904294; GO:1904379; GO:1990380
Pocillopora_meandrina_HIv1___RNAseq.g11926.t1	GO:0004842; GO:0005783; GO:0005789; GO:0008270; GO:0010498; GO:0016020; GO:0016567; GO:0019899; GO:0030433; GO:0031624; GO:0043161; GO:0061630; GO:0070936; GO:1990381
Pocillopora_meandrina_HIv1___RNAseq.g11928.t1	GO:0005789; GO:0016020; GO:0016255; GO:0030182; GO:0031410; GO:0042765; GO:0051402
Pocillopora_meandrina_HIv1___RNAseq.g11929.t1	GO:0005509; GO:0005886; GO:0007156
Pocillopora_meandrina_HIv1___RNAseq.g11930.t1	GO:0003677; GO:0006260; GO:0007064; GO:0031390; GO:0032508; GO:1900264
Pocillopora_meandrina_HIv1___RNAseq.g11931.t1	GO:0000278; GO:0000932; GO:0001666; GO:0003714; GO:0005634; GO:0005667; GO:0005912; GO:0006355; GO:0007010; GO:0030707; GO:0035331; GO:0045179; GO:0045572; GO:0046872; GO:0071539; GO:0140311; GO:2000637
Pocillopora_meandrina_HIv1___RNAseq.g11932.t1	GO:0005765; GO:0005774; GO:0032008; GO:0034198; GO:0035591; GO:0035859; GO:0061700; GO:1904262; GO:1904263
Pocillopora_meandrina_HIv1___RNAseq.g11933.t1	GO:0001664; GO:0003924; GO:0005525; GO:0005834; GO:0007188; GO:0007212; GO:0031683; GO:0031821; GO:0031852; GO:0046872; GO:0051430
Pocillopora_meandrina_HIv1___RNAseq.g11934.t1	GO:0000182; GO:0003723; GO:0003724; GO:0003725; GO:0003729; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006413; GO:0016887; GO:0032481; GO:0043023; GO:0043410; GO:0045943; GO:0051092; GO:0072559; GO:0140297; GO:1900227
Pocillopora_meandrina_HIv1___RNAseq.g11935.t1	GO:0004714; GO:0005524; GO:0007169; GO:0016020; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g11936.t1	GO:0001649; GO:0004888; GO:0004965; GO:0005615; GO:0005737; GO:0005789; GO:0005886; GO:0007186; GO:0007193; GO:0007194; GO:0007214; GO:0007268; GO:0008021; GO:0008285; GO:0014048; GO:0014049; GO:0014053; GO:0016020; GO:0030673; GO:0031966; GO:0032811; GO:0033602; GO:0035094; GO:0038037; GO:0038039; GO:0042734; GO:0043005; GO:0043025; GO:0043197; GO:0043198; GO:0043204; GO:0043231; GO:0045121; GO:0045211; GO:0045471; GO:0046982; GO:0050805; GO:0051932; GO:0060078; GO:0060124; GO:0097060; GO:0098685; GO:0098793; GO:0098978; GO:0098982; GO:0099565; GO:0099579; GO:0150047; GO:0150099; GO:1902710; GO:1902712; GO:1990430
Pocillopora_meandrina_HIv1___RNAseq.g11937.t2	GO:0000056; GO:0000447; GO:0000472; GO:0000480; GO:0003723; GO:0005730; GO:0030686; GO:0030688
Pocillopora_meandrina_HIv1___RNAseq.g11938.t1	GO:0001968; GO:0004175; GO:0004252; GO:0004866; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0006629; GO:0006869; GO:0008015; GO:0008201; GO:0019897; GO:0034185; GO:0034358; GO:0001968; GO:0004175; GO:0004252; GO:0004866; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0006629; GO:0006869; GO:0008015; GO:0008201; GO:0019897; GO:0034185; GO:0034358
Pocillopora_meandrina_HIv1___RNAseq.g11941.t1	GO:0001934; GO:0001956; GO:0002092; GO:0005634; GO:0005737; GO:0005789; GO:0005829; GO:0005886; GO:0006469; GO:0007420; GO:0007596; GO:0008089; GO:0010008; GO:0010628; GO:0014059; GO:0014069; GO:0015630; GO:0016528; GO:0030424; GO:0030426; GO:0030496; GO:0030672; GO:0031083; GO:0031175; GO:0031532; GO:0032091; GO:0032438; GO:0033162; GO:0042383; GO:0043005; GO:0043025; GO:0043197; GO:0043506; GO:0045211; GO:0048490; GO:0048812; GO:0048813; GO:0060041; GO:0060155; GO:0060159; GO:0061002; GO:0061646; GO:0071901; GO:0098685; GO:0098686; GO:0098978; GO:1901215; GO:1904115; GO:2000300
Pocillopora_meandrina_HIv1___RNAseq.g11944.t1	GO:0003677; GO:0005634; GO:0005847; GO:0031124; GO:0032927; GO:0046872; GO:0051028; GO:0070412; GO:1900363
Pocillopora_meandrina_HIv1___RNAseq.g11950.t1	GO:0002526; GO:0004672; GO:0004694; GO:0005524; GO:0005737; GO:0006909; GO:0008285; GO:0010999; GO:0020037; GO:0030225; GO:0042803; GO:0045993; GO:0046501; GO:0046777; GO:0046986; GO:0051649; GO:0055072; GO:0106310; GO:0140467; GO:0140468; GO:1990641
Pocillopora_meandrina_HIv1___RNAseq.g11952.t1	GO:0005739; GO:0005743; GO:0005750; GO:0005751; GO:0006122; GO:0008121; GO:0009410; GO:0009725; GO:0016491; GO:0022904; GO:0031966; GO:0043209; GO:0044877; GO:0045333; GO:0046677; GO:0046872; GO:0051537
Pocillopora_meandrina_HIv1___RNAseq.g11953.t2	GO:0005737; GO:0005813; GO:0005814; GO:0007099; GO:0007368; GO:0010457; GO:0016020; GO:0032053; GO:0036064; GO:0005737; GO:0005813; GO:0005814; GO:0007099; GO:0007368; GO:0010457; GO:0016020; GO:0032053; GO:0036064; GO:0005737; GO:0005813; GO:0005814; GO:0007099; GO:0007368; GO:0010457; GO:0016020; GO:0032053; GO:0036064
Pocillopora_meandrina_HIv1___RNAseq.g11954.t1	GO:0000463; GO:0000466; GO:0005654; GO:0030687; GO:0043021; GO:0051726; GO:0070545
Pocillopora_meandrina_HIv1___RNAseq.g11957.t1	GO:0000122; GO:0000165; GO:0000776; GO:0000791; GO:0000792; GO:0000976; GO:0000978; GO:0000981; GO:0001162; GO:0001227; GO:0001228; GO:0001701; GO:0001892; GO:0003677; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0006281; GO:0006357; GO:0006397; GO:0006468; GO:0006952; GO:0007143; GO:0007283; GO:0008283; GO:0009299; GO:0009408; GO:0010628; GO:0010629; GO:0010667; GO:0016605; GO:0019901; GO:0031072; GO:0031333; GO:0031490; GO:0032355; GO:0032496; GO:0032720; GO:0032991; GO:0033574; GO:0034605; GO:0034620; GO:0040018; GO:0042531; GO:0042802; GO:0043280; GO:0043565; GO:0043621; GO:0045120; GO:0045651; GO:0045931; GO:0045944; GO:0046982; GO:0048471; GO:0050673; GO:0050680; GO:0051028; GO:0051091; GO:0051879; GO:0060136; GO:0061770; GO:0065003; GO:0070301; GO:0071230; GO:0071276; GO:0071280; GO:0071392; GO:0071407; GO:0071478; GO:0071480; GO:0072738; GO:0090084; GO:0090261; GO:0097165; GO:0097431; GO:0097677; GO:0098847; GO:0101031; GO:0120162; GO:0140296; GO:1900034; GO:1900365; GO:1901215; GO:1902512; GO:1903936; GO:1904385; GO:1904528; GO:1990837; GO:1990841; GO:1990904; GO:2001033
Pocillopora_meandrina_HIv1___RNAseq.g11958.t2	GO:0001650; GO:0003677; GO:0005654; GO:0005664; GO:0006270; GO:0051782
Pocillopora_meandrina_HIv1___RNAseq.g11959.t1	GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020; GO:0005576; GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g11962.t1a	GO:0004714; GO:0005524; GO:0007169; GO:0016020; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g11963.t1	GO:0006633; GO:0016020; GO:0020037; GO:0046872; GO:0102866
Pocillopora_meandrina_HIv1___RNAseq.g11964.t1	GO:0006633; GO:0016020; GO:0020037; GO:0046872; GO:0102866
Pocillopora_meandrina_HIv1___RNAseq.g11966.t1	GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0016887; GO:0071005
Pocillopora_meandrina_HIv1___RNAseq.g11972.t1	GO:0000976; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0006974; GO:0010628; GO:0016604; GO:0044458; GO:0045893; GO:0045944; GO:0046872; GO:0070840; GO:1902857
Pocillopora_meandrina_HIv1___RNAseq.g11973.t1	GO:0000172; GO:0000447; GO:0001682; GO:0004526; GO:0005655; GO:0030681; GO:0033204; GO:1905267
Pocillopora_meandrina_HIv1___RNAseq.g11975.t1	GO:0000776; GO:0005654; GO:0007059; GO:0051382
Pocillopora_meandrina_HIv1___RNAseq.g11976.t1	GO:0005524; GO:0005737; GO:0016740; GO:0016925; GO:0019948; GO:0031510; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g11977.t1	GO:0005262; GO:0005886; GO:0006511; GO:0016567; GO:0019902; GO:0031464; GO:0048471; GO:0048820; GO:0070588; GO:0080008; GO:0140627; GO:1990756
Pocillopora_meandrina_HIv1___RNAseq.g11984.t1	GO:0003964
Pocillopora_meandrina_HIv1___RNAseq.g11985.t1	GO:0004930; GO:0005654; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g11987.t1	GO:0003723; GO:0005847; GO:0006378; GO:0006398; GO:0098789; GO:0098794; GO:0098978
Pocillopora_meandrina_HIv1___RNAseq.g11991.t1	GO:0000139; GO:0006486; GO:0032580; GO:0036065; GO:0046920
Pocillopora_meandrina_HIv1___RNAseq.g11992.t1	GO:0005886; GO:0006865; GO:0015171; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Pocillopora_meandrina_HIv1___RNAseq.g11995.t1	GO:0005886; GO:0006865; GO:0015171; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Pocillopora_meandrina_HIv1___RNAseq.g11996.t1	GO:0005886; GO:0006865; GO:0015171; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Pocillopora_meandrina_HIv1___RNAseq.g11997.t1	GO:0005886; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605; GO:0065003
Pocillopora_meandrina_HIv1___RNAseq.g11998.t1	GO:0000139; GO:0000149; GO:0005484; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0005925; GO:0006886; GO:0006906; GO:0012505; GO:0016020; GO:0019905; GO:0030672; GO:0031201; GO:0031985; GO:0032456; GO:0032588; GO:0042147; GO:0043231; GO:0048278; GO:0048471
Pocillopora_meandrina_HIv1___RNAseq.g12004.t1	GO:0000287; GO:0001525; GO:0001938; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005783; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0006915; GO:0006919; GO:0010595; GO:0014029; GO:0014032; GO:0030127; GO:0030674; GO:0030948; GO:0031410; GO:0031463; GO:0032007; GO:0034605; GO:0036324; GO:0042802; GO:0042803; GO:0043280; GO:0043495; GO:0045766; GO:0046983; GO:0048208; GO:0048306; GO:0051592; GO:0051898; GO:0070971; GO:1902527; GO:1990756
Pocillopora_meandrina_HIv1___RNAseq.g12005.t1	GO:0000287; GO:0001525; GO:0001938; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005783; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0006915; GO:0006919; GO:0010595; GO:0014029; GO:0014032; GO:0030127; GO:0030674; GO:0030948; GO:0031410; GO:0031463; GO:0032007; GO:0034605; GO:0036324; GO:0042802; GO:0042803; GO:0043280; GO:0043495; GO:0045766; GO:0046983; GO:0048208; GO:0048306; GO:0051592; GO:0051898; GO:0070971; GO:1902527; GO:1990756
Pocillopora_meandrina_HIv1___RNAseq.g12006.t1	GO:0005789; GO:0016020; GO:0045050; GO:0071816; GO:0072546
Pocillopora_meandrina_HIv1___RNAseq.g12007.t1	GO:0005654; GO:0016567; GO:0043161; GO:0080008
Pocillopora_meandrina_HIv1___RNAseq.g12008.t1	GO:0000062; GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0000987; GO:0001221; GO:0001222; GO:0001228; GO:0003677; GO:0003682; GO:0003700; GO:0004879; GO:0005102; GO:0005504; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006355; GO:0006357; GO:0006366; GO:0006591; GO:0006629; GO:0006637; GO:0006805; GO:0007164; GO:0007548; GO:0007596; GO:0008270; GO:0008285; GO:0009749; GO:0010470; GO:0010628; GO:0016290; GO:0019216; GO:0019904; GO:0023019; GO:0030154; GO:0030308; GO:0030336; GO:0032534; GO:0035983; GO:0036042; GO:0042308; GO:0042532; GO:0042593; GO:0042632; GO:0042752; GO:0042803; GO:0043433; GO:0043565; GO:0044877; GO:0045216; GO:0045722; GO:0045723; GO:0045892; GO:0045893; GO:0045930; GO:0045944; GO:0048511; GO:0048856; GO:0050544; GO:0050796; GO:0055088; GO:0055091; GO:0060395; GO:0061629; GO:0070328; GO:0070540; GO:1902569; GO:1990837
Pocillopora_meandrina_HIv1___RNAseq.g12009.t1	GO:0005227; GO:0005229; GO:0005886; GO:0006812; GO:0006821; GO:0043231; GO:0055085
Pocillopora_meandrina_HIv1___RNAseq.g12010.t1	GO:0000139; GO:0005783; GO:0005794; GO:0006605; GO:0006612; GO:0008277; GO:0016409; GO:0018230; GO:0018345; GO:0019705; GO:0019706; GO:0032230; GO:0036462; GO:0042803; GO:0044873; GO:0072659; GO:0140439; GO:1902685; GO:1903546
Pocillopora_meandrina_HIv1___RNAseq.g12011.t1	
Pocillopora_meandrina_HIv1___RNAseq.g12013.t1	GO:0005886; GO:0006865; GO:0015171; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Pocillopora_meandrina_HIv1___RNAseq.g12014.t1	GO:0005886; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605; GO:0065003
Pocillopora_meandrina_HIv1___RNAseq.g12017.t1	GO:0005886; GO:0006865; GO:0015171; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605
Pocillopora_meandrina_HIv1___RNAseq.g12021.t1	GO:0001726; GO:0003924; GO:0005525; GO:0005769; GO:0005770; GO:0005886; GO:0006886; GO:0006897; GO:0010008; GO:0012505; GO:0019003; GO:0030670; GO:0045335
Pocillopora_meandrina_HIv1___RNAseq.g12022.t1	GO:0000226; GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0015631; GO:0018095; GO:0030317; GO:0031514; GO:0036064; GO:0046872; GO:0070740
Pocillopora_meandrina_HIv1___RNAseq.g12023.t1	GO:0005737; GO:1990062
Pocillopora_meandrina_HIv1___RNAseq.g12026.t1	GO:0003723; GO:0005654; GO:0005829; GO:0045171
Pocillopora_meandrina_HIv1___RNAseq.g12028.t1	GO:0005813; GO:0006974; GO:0016567; GO:0019005; GO:0030332; GO:0031145; GO:0031146; GO:0031571; GO:0043025; GO:0050775; GO:2001224
Pocillopora_meandrina_HIv1___RNAseq.g1203.t1	GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575
Pocillopora_meandrina_HIv1___RNAseq.g12031.t1	GO:0000226; GO:0005524; GO:0005737; GO:0005868; GO:0005874; GO:0007018; GO:0045504
Pocillopora_meandrina_HIv1___RNAseq.g12038.t1	GO:0000139; GO:0006486; GO:0006629; GO:0047275
Pocillopora_meandrina_HIv1___RNAseq.g12039.t1	GO:0000139; GO:0006486; GO:0006629; GO:0016758
Pocillopora_meandrina_HIv1___RNAseq.g12046.t1	GO:0000139; GO:0006486; GO:0006629; GO:0016758
Pocillopora_meandrina_HIv1___RNAseq.g12047.t1	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374
Pocillopora_meandrina_HIv1___RNAseq.g12048.t1	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070374
Pocillopora_meandrina_HIv1___RNAseq.g12053.t1	GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246
Pocillopora_meandrina_HIv1___RNAseq.g12054.t1	GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246
Pocillopora_meandrina_HIv1___RNAseq.g12055.t1	GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246
Pocillopora_meandrina_HIv1___RNAseq.g12058.t1	GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246
Pocillopora_meandrina_HIv1___RNAseq.g12065.t1	GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005737; GO:0005829; GO:0009615; GO:0016887; GO:0045087; GO:0045111; GO:0051607; GO:1900245; GO:1900246
Pocillopora_meandrina_HIv1___RNAseq.g12067.t1	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007163; GO:0016477; GO:0016607; GO:0030027; GO:0030032; GO:0030335; GO:0030838; GO:0031252; GO:0031529; GO:0031941; GO:0034315; GO:0044351; GO:0044354; GO:0044877; GO:0045111; GO:0046415; GO:0051496; GO:0051638; GO:0051639; GO:1900026; GO:1902745; GO:2000249; GO:2000813
Pocillopora_meandrina_HIv1___RNAseq.g12069.t1	GO:0003834; GO:0005739; GO:0010436; GO:0010437; GO:0016116; GO:0016119; GO:0016121; GO:0016122; GO:0016124; GO:0016702; GO:0042573; GO:0042574; GO:0046872; GO:0051881; GO:0062172; GO:0102076; GO:1901176; GO:1901826; GO:2000377
Pocillopora_meandrina_HIv1___RNAseq.g12072.t1	GO:0003954; GO:0005743; GO:0005747; GO:0006120; GO:0008137; GO:0030308; GO:0031966; GO:0032981; GO:0072593; GO:2001243
Pocillopora_meandrina_HIv1___RNAseq.g12073.t1	GO:0000131; GO:0003924; GO:0005525; GO:0005739; GO:0005741; GO:0005768; GO:0005783; GO:0005886; GO:0005935; GO:0006887; GO:0006893; GO:0006904; GO:0006906; GO:0006914; GO:0007107; GO:0009306; GO:0017157; GO:0030133; GO:0030658; GO:0031321; GO:0031982; GO:0043231; GO:0043332; GO:0072659
Pocillopora_meandrina_HIv1___RNAseq.g12075.t1	GO:0000139; GO:0000325; GO:0003924; GO:0005525; GO:0005576; GO:0005794; GO:0005886; GO:0006888; GO:0015031; GO:0016192; GO:0032588
Pocillopora_meandrina_HIv1___RNAseq.g12076.t1	GO:0003924; GO:0005525; GO:0005801; GO:0005802; GO:0007030; GO:0016020; GO:0016192; GO:0031985; GO:0032482; GO:0043231
Pocillopora_meandrina_HIv1___RNAseq.g12080.t1	GO:0001409; GO:0002576; GO:0005524; GO:0005730; GO:0005794; GO:0005886; GO:0006805; GO:0006855; GO:0008559; GO:0015132; GO:0015143; GO:0015216; GO:0015431; GO:0015432; GO:0015562; GO:0015721; GO:0015732; GO:0015747; GO:0016020; GO:0016323; GO:0016324; GO:0016404; GO:0016887; GO:0031088; GO:0032310; GO:0034634; GO:0042626; GO:0042910; GO:0043225; GO:0055085; GO:0060271; GO:0070730; GO:0071716; GO:0098591; GO:0140115; GO:0140359; GO:0150104
Pocillopora_meandrina_HIv1___RNAseq.g12084.t1	GO:0005737; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0006874; GO:0006888; GO:0007029; GO:0008017; GO:0016020; GO:0019076; GO:0019899; GO:0030968; GO:0033149; GO:0036498; GO:0042803; GO:0044790; GO:0044828; GO:0044829; GO:0044830; GO:0045070; GO:0046725; GO:0046982; GO:0048487; GO:0061817; GO:0090114; GO:0090158
Pocillopora_meandrina_HIv1___RNAseq.g12086.t1	GO:0000469; GO:0004521; GO:0005634; GO:0030490; GO:0030688; GO:0046872; GO:0000469; GO:0004521; GO:0005634; GO:0030490; GO:0030688; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g12087.t1	GO:0004181; GO:0006508; GO:0008270; GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g12089.t1	GO:0000325; GO:0004499; GO:0050660; GO:0050661
Pocillopora_meandrina_HIv1___RNAseq.g12093.t1	GO:0005737; GO:0008270; GO:0010494; GO:0035617; GO:0070628; GO:0090316; GO:1903843
Pocillopora_meandrina_HIv1___RNAseq.g12095.t1	GO:0005737; GO:0005819; GO:0008543; GO:0030496; GO:2000177
Pocillopora_meandrina_HIv1___RNAseq.g12096.t1	GO:0005737; GO:0005869; GO:0007052; GO:0070840
Pocillopora_meandrina_HIv1___RNAseq.g12097.t1	GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0006468; GO:0007059; GO:0031573; GO:0035556; GO:0046872; GO:0106310; GO:1901990
Pocillopora_meandrina_HIv1___RNAseq.g12098.t1	GO:0001650; GO:0003723; GO:0004651; GO:0004725; GO:0005634; GO:0005654; GO:0006396; GO:0006470; GO:0008138; GO:0016607; GO:0016791; GO:0045171
Pocillopora_meandrina_HIv1___RNAseq.g12099.t1	GO:0000775; GO:0001655; GO:0001822; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005721; GO:0006306; GO:0006346; GO:0006915; GO:0007049; GO:0010216; GO:0016787; GO:0030098; GO:0031507; GO:0031508; GO:0043066; GO:0046651; GO:0051301; GO:0140658; GO:1990830; GO:2001243
Pocillopora_meandrina_HIv1___RNAseq.g12101.t1	GO:0003676; GO:0005634; GO:0005654; GO:0005847; GO:0006378; GO:0031290; GO:0060216
Pocillopora_meandrina_HIv1___RNAseq.g12110.t1	GO:0000398; GO:0001510; GO:0001734; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0006382; GO:0006397; GO:0006402; GO:0006974; GO:0007283; GO:0007623; GO:0008168; GO:0008173; GO:0009048; GO:0016422; GO:0016607; GO:0019827; GO:0021861; GO:0031053; GO:0034644; GO:0036396; GO:0042063; GO:0045087; GO:0045580; GO:0045727; GO:0045746; GO:0046982; GO:0048477; GO:0051445; GO:0060339; GO:0061157; GO:0080009; GO:0098508; GO:1902036; GO:1903679; GO:1904047
