transcript_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
Pocillopora_meandrina_HIv1___RNAseq.g3984.t1,355,789,897,1117,481
Pocillopora_meandrina_HIv1___RNAseq.g12943.t1,0,0,0,2,0
Pocillopora_meandrina_HIv1___RNAseq.g13356.t1,0,35,22,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9995.t1,181,397,474,379,180
Pocillopora_meandrina_HIv1___RNAseq.g10476.t1,494,284,373,119,11
Pocillopora_meandrina_HIv1___RNAseq.g10433.t1,455,142,222,442,94
Pocillopora_meandrina_HIv1___RNAseq.g12624.t1,47,57,171,38,10
Pocillopora_meandrina_HIv1___TS.g9543.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1842.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g30082.t1,1146,1734,2729,4768,4267
Pocillopora_meandrina_HIv1___RNAseq.g8832.t1,444,147,252,263,27
Pocillopora_meandrina_HIv1___RNAseq.g20900.t1,255,140,410,301,123
Pocillopora_meandrina_HIv1___RNAseq.g24306.t1,1,7,5,11,6
Pocillopora_meandrina_HIv1___RNAseq.g23395.t1,405,553,246,323,492
Pocillopora_meandrina_HIv1___RNAseq.g9997.t1,56,130,148,57,15
Pocillopora_meandrina_HIv1___RNAseq.g30134.t1,423,315,279,341,156
Pocillopora_meandrina_HIv1___RNAseq.g28518.t1,754,1033,777,1399,429
Pocillopora_meandrina_HIv1___RNAseq.g11925.t1,839,666,805,710,578
Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,8894,14737,14133,26860,19535
Pocillopora_meandrina_HIv1___RNAseq.g6033.t1,0,2,7,0,0
Pocillopora_meandrina_HIv1___TS.g2045.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1840.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3241.t1,1161,796,2369,1323,1212
Pocillopora_meandrina_HIv1___RNAseq.g14482.t1,217,860,400,90,379
Pocillopora_meandrina_HIv1___TS.g28318.t1,1606,1358,1783,2095,2107
Pocillopora_meandrina_HIv1___RNAseq.g7209.t1,221,492,0,60,59
Pocillopora_meandrina_HIv1___RNAseq.g28843.t1,263,207,287,242,107
Pocillopora_meandrina_HIv1___RNAseq.g19816.t3,1987,2665,0,220,0
Pocillopora_meandrina_HIv1___RNAseq.g9406.t1,19,95,34,75,74
Pocillopora_meandrina_HIv1___RNAseq.g15533.t1,140,468,13,15,46
Pocillopora_meandrina_HIv1___TS.g204.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24363.t1,345,858,297,594,295
Pocillopora_meandrina_HIv1___RNAseq.g24909.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12626.t1,155,210,503,593,330
Pocillopora_meandrina_HIv1___RNAseq.g890.t1,166,147,98,107,29
Pocillopora_meandrina_HIv1___RNAseq.g20902.t1,1299,2213,1186,2024,525
Pocillopora_meandrina_HIv1___RNAseq.g16312.t1,0,0,0,0,68
Pocillopora_meandrina_HIv1___RNAseq.g30136.t1,14,9,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27010.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g28411.t3,0,43,39,25,0
Pocillopora_meandrina_HIv1___RNAseq.g1278.t1,23,42,5,14,40
Pocillopora_meandrina_HIv1___RNAseq.g23001.t1,169,196,0,521,186
Pocillopora_meandrina_HIv1___TS.g27941.t1,111,0,60,12,17
Pocillopora_meandrina_HIv1___RNAseq.g8039.t1,19,0,15,14,17
Pocillopora_meandrina_HIv1___RNAseq.g11694.t1,0,25,177,62,34
Pocillopora_meandrina_HIv1___RNAseq.g23407.t1,91,142,12,0,119
Pocillopora_meandrina_HIv1___RNAseq.g4409.t1,44,0,0,8,0
Pocillopora_meandrina_HIv1___RNAseq.g26659.t1,960,1309,1291,1533,1013
Pocillopora_meandrina_HIv1___RNAseq.g10812.t1,697,467,973,661,33
Pocillopora_meandrina_HIv1___RNAseq.g19632.t1,13,25,0,0,28
Pocillopora_meandrina_HIv1___RNAseq.g21285.t1,3469,3573,6456,3358,2467
Pocillopora_meandrina_HIv1___RNAseq.g28822.t3,16,72,0,10,17
Pocillopora_meandrina_HIv1___RNAseq.g12369.t1,24,105,4,11,3
Pocillopora_meandrina_HIv1___RNAseq.g9404.t1,28,5,4,73,8
Pocillopora_meandrina_HIv1___RNAseq.g3568.t1,47,38,5,0,4
Pocillopora_meandrina_HIv1___RNAseq.g11696.t2,0,0,0,35,0
Pocillopora_meandrina_HIv1___TS.g11403.t2,196,1075,1023,413,93
Pocillopora_meandrina_HIv1___RNAseq.g8049.t1,0,16,0,0,0
Pocillopora_meandrina_HIv1___TS.g5562.t1,0,0,0,10,0
Pocillopora_meandrina_HIv1___RNAseq.g22013.t1,460,324,606,842,440
Pocillopora_meandrina_HIv1___RNAseq.g18038.t1,11,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6444.t1,1308,1332,1441,1221,866
Pocillopora_meandrina_HIv1___RNAseq.g6409.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18529.t1,37,148,189,84,33
Pocillopora_meandrina_HIv1___RNAseq.g22293.t1,1030,722,1410,808,584
Pocillopora_meandrina_HIv1___RNAseq.g10148.t1,6,52,10,10,4
Pocillopora_meandrina_HIv1___RNAseq.g27271.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9749.t1,599,586,965,728,190
Pocillopora_meandrina_HIv1___RNAseq.g25734.t1,2917,4739,4233,6440,2567
Pocillopora_meandrina_HIv1___RNAseq.g16232.t1,0,46,0,132,0
Pocillopora_meandrina_HIv1___TS.g20851.t1,210,325,216,325,159
Pocillopora_meandrina_HIv1___RNAseq.g3993.t1,1722,2619,2019,2205,469
Pocillopora_meandrina_HIv1___RNAseq.g28458.t2,639,347,597,277,204
Pocillopora_meandrina_HIv1___RNAseq.g1696.t1,337,112,400,123,83
Pocillopora_meandrina_HIv1___RNAseq.g21287.t1,1430,975,1545,2284,841
Pocillopora_meandrina_HIv1___RNAseq.g14465.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g4854.t1,24,138,61,40,31
Pocillopora_meandrina_HIv1___RNAseq.g28820.t1,0,6,0,0,0
Pocillopora_meandrina_HIv1___TS.g16345.t1,2,0,1,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8168.t1,346,148,342,404,296
Pocillopora_meandrina_HIv1___TS.g21211.t1,10105,9496,11197,11161,2778
Pocillopora_meandrina_HIv1___RNAseq.g25954.t1,15,92,69,51,9
Pocillopora_meandrina_HIv1___RNAseq.g10783.t1b,763,392,85,207,42
Pocillopora_meandrina_HIv1___RNAseq.g10783.t1a,421,409,775,471,312
Pocillopora_meandrina_HIv1___RNAseq.g7488.t1,19,0,15,89,24
Pocillopora_meandrina_HIv1___RNAseq.g25736.t1,72,109,26,87,7
Pocillopora_meandrina_HIv1___TS.g3873.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12180.t1,207,34,230,129,0
Pocillopora_meandrina_HIv1___RNAseq.g17648.t1,0,13,16,44,0
Pocillopora_meandrina_HIv1___RNAseq.g2214.t1,21,17,22,8,8
Pocillopora_meandrina_HIv1___RNAseq.g26821.t1,0,0,0,4,0
Pocillopora_meandrina_HIv1___RNAseq.g26444.t1,0,15,59,37,34
Pocillopora_meandrina_HIv1___RNAseq.g14153.t1,844,478,696,954,82
Pocillopora_meandrina_HIv1___RNAseq.g22992.t1,0,0,24,0,0
Pocillopora_meandrina_HIv1___TS.g29609.t1,0,8,3,24,0
Pocillopora_meandrina_HIv1___RNAseq.g20620.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14317.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23504.t1,55,33,133,39,43
Pocillopora_meandrina_HIv1___RNAseq.g9706.t1,1241,504,1030,712,277
Pocillopora_meandrina_HIv1___TS.g15477.t1b,0,13,53,114,28
Pocillopora_meandrina_HIv1___TS.g14601.t1,0,0,0,4,0
Pocillopora_meandrina_HIv1___TS.g22471.t1,75,0,0,18,20
Pocillopora_meandrina_HIv1___RNAseq.g25174.t1,3,2,0,5,22
Pocillopora_meandrina_HIv1___RNAseq.g14043.t1,2628,1823,4576,2523,1271
Pocillopora_meandrina_HIv1___RNAseq.g25033.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16227.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1694.t1,358,391,208,352,135
Pocillopora_meandrina_HIv1___TS.g478.t1,0,0,3,1,21
Pocillopora_meandrina_HIv1___RNAseq.g5043.t1,14,49,62,6,40
Pocillopora_meandrina_HIv1___RNAseq.g17788.t1,13,767,1136,818,0
Pocillopora_meandrina_HIv1___RNAseq.g23506.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15214.t1,1375,2258,870,5024,1672
Pocillopora_meandrina_HIv1___RNAseq.g13443.t1,0,0,8,1,0
Pocillopora_meandrina_HIv1___RNAseq.g19031.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25956.t1,465,166,413,280,179
Pocillopora_meandrina_HIv1___RNAseq.g12182.t1,266,309,118,92,101
Pocillopora_meandrina_HIv1___RNAseq.g30.t1,1814,1071,2586,1456,862
Pocillopora_meandrina_HIv1___RNAseq.g6063.t2,5684,10669,7229,8576,3074
Pocillopora_meandrina_HIv1___RNAseq.g3072.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15728.t1,0,161,37,126,158
Pocillopora_meandrina_HIv1___TS.g3979.t1,0,0,0,3,0
Pocillopora_meandrina_HIv1___RNAseq.g15102.t1,1394,435,1588,1296,72
Pocillopora_meandrina_HIv1___TS.g29209.t1,1216,5078,4066,2453,822
Pocillopora_meandrina_HIv1___TS.g8239.t1,1,0,6,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29882.t1,0,18,4,71,5
Pocillopora_meandrina_HIv1___RNAseq.g26823.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11.t1,3802,3559,3296,3194,4598
Pocillopora_meandrina_HIv1___RNAseq.g2826.t1,25,14,0,15,0
Pocillopora_meandrina_HIv1___RNAseq.g13841.t1,0,0,6,4,0
Pocillopora_meandrina_HIv1___RNAseq.g32.t1,1030,936,1890,714,402
Pocillopora_meandrina_HIv1___TS.g17165.t1b,0,10,0,0,0
Pocillopora_meandrina_HIv1___TS.g27481.t1,19,17,0,18,41
Pocillopora_meandrina_HIv1___RNAseq.g20456.t1,748,1389,1063,264,512
Pocillopora_meandrina_HIv1___RNAseq.g11389.t1,74,11,80,113,9
Pocillopora_meandrina_HIv1___RNAseq.g23479.t1,17,54,0,0,0
Pocillopora_meandrina_HIv1___TS.g18655.t1,134,73,75,109,650
Pocillopora_meandrina_HIv1___RNAseq.g25034.t1,0,996,79,8,1058
Pocillopora_meandrina_HIv1___TS.g22545.t1,140,240,10,209,115
Pocillopora_meandrina_HIv1___RNAseq.g21078.t1,975,742,713,1302,1545
Pocillopora_meandrina_HIv1___RNAseq.g14886.t1,0,0,55,33,0
Pocillopora_meandrina_HIv1___RNAseq.g17747.t1,1,31,4,0,3
Pocillopora_meandrina_HIv1___RNAseq.g19033.t2,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13441.t1,20,0,653,461,68
Pocillopora_meandrina_HIv1___RNAseq.g13230.t2,49,146,133,106,41
Pocillopora_meandrina_HIv1___RNAseq.g2176.t1,19,118,0,0,6
Pocillopora_meandrina_HIv1___RNAseq.g488.t1,79,68,117,102,159
Pocillopora_meandrina_HIv1___RNAseq.g22289.t1,11210,11049,15726,14867,7790
Pocillopora_meandrina_HIv1___RNAseq.g27976.t1,172,79,97,15,48
Pocillopora_meandrina_HIv1___RNAseq.g8120.t1,97,124,113,251,74
Pocillopora_meandrina_HIv1___RNAseq.g24294.t1,0,18,5,8,4
Pocillopora_meandrina_HIv1___RNAseq.g5389.t1,309,467,427,566,87
Pocillopora_meandrina_HIv1___RNAseq.g3911.t1,76439,80311,67667,62338,35371
Pocillopora_meandrina_HIv1___RNAseq.g13232.t1,0,70,80,33,32
Pocillopora_meandrina_HIv1___RNAseq.g27569.t2,287,654,256,608,335
Pocillopora_meandrina_HIv1___TS.g7309.t1,0,102,0,0,0
Pocillopora_meandrina_HIv1___TS.g3207.t1,530,406,238,295,703
Pocillopora_meandrina_HIv1___RNAseq.g23436.t1,19,57,70,89,0
Pocillopora_meandrina_HIv1___RNAseq.g26921.t1,8,22,51,8,0
Pocillopora_meandrina_HIv1___RNAseq.g24296.t2,531,622,642,848,180
Pocillopora_meandrina_HIv1___RNAseq.g792.t1,174,234,222,184,108
Pocillopora_meandrina_HIv1___TS.g5671.t1,25,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g733.t1,0,0,106,78,0
Pocillopora_meandrina_HIv1___RNAseq.g15391.t1,388,394,516,476,283
Pocillopora_meandrina_HIv1___TS.g24875.t1b,4890,3586,5663,4759,2473
Pocillopora_meandrina_HIv1___TS.g24875.t1a,113,85,72,134,35
Pocillopora_meandrina_HIv1___RNAseq.g4928.t1,0,1,15,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25548.t1,21,26,0,44,0
Pocillopora_meandrina_HIv1___RNAseq.g682.t1,17,40,20,43,25
Pocillopora_meandrina_HIv1___RNAseq.g19674.t1,454,215,597,280,19
Pocillopora_meandrina_HIv1___RNAseq.g22291.t2,5450,4098,7160,4431,2968
Pocillopora_meandrina_HIv1___RNAseq.g12339.t1,2436,2584,3848,3847,2422
Pocillopora_meandrina_HIv1___RNAseq.g23827.t1,37703,39566,43476,39846,32945
Pocillopora_meandrina_HIv1___RNAseq.g19535.t1,1119,1031,616,710,497
Pocillopora_meandrina_HIv1___RNAseq.g30332.t1,1006,2668,5398,8132,1334
Pocillopora_meandrina_HIv1___RNAseq.g20268.t1,178,179,79,222,61
Pocillopora_meandrina_HIv1___RNAseq.g21195.t1,1562,1419,1364,1700,1381
Pocillopora_meandrina_HIv1___TS.g881.t1,78,65,97,36,375
Pocillopora_meandrina_HIv1___TS.g8642.t1,1301,631,727,1826,213
Pocillopora_meandrina_HIv1___RNAseq.g17460.t1,32,0,11,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10000.t1,20,16,5,49,50
Pocillopora_meandrina_HIv1___RNAseq.g846.t1,0,49,21,38,0
Pocillopora_meandrina_HIv1___RNAseq.g11222.t1,332,397,314,513,140
Pocillopora_meandrina_HIv1___RNAseq.g28690.t1,3615,10881,4419,9169,3182
Pocillopora_meandrina_HIv1___RNAseq.g23825.t1,129,152,404,132,158
Pocillopora_meandrina_HIv1___RNAseq.g29295.t1,0,51,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4828.t1,676,829,852,983,303
Pocillopora_meandrina_HIv1___RNAseq.g4801.t1,113,171,173,74,89
Pocillopora_meandrina_HIv1___RNAseq.g28660.t1,11246,5965,11746,10940,4241
Pocillopora_meandrina_HIv1___RNAseq.g6895.t1,0,0,0,16,0
Pocillopora_meandrina_HIv1___RNAseq.g4125.t1,0,28,53,60,0
Pocillopora_meandrina_HIv1___RNAseq.21377_t,724,441,446,433,164
Pocillopora_meandrina_HIv1___RNAseq.g20913.t1,491,748,384,587,302
Pocillopora_meandrina_HIv1___RNAseq.g15812.t1,57,44,13,81,0
Pocillopora_meandrina_HIv1___RNAseq.g15393.t1,130,171,146,12,83
Pocillopora_meandrina_HIv1___RNAseq.g4617.t1,175,380,554,456,92
Pocillopora_meandrina_HIv1___RNAseq.g13213.t1,161,397,375,504,244
Pocillopora_meandrina_HIv1___RNAseq.g7506.t1,352,220,621,253,245
Pocillopora_meandrina_HIv1___TS.g25558.t1,11,0,13,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14488.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22137.t1,162,247,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g30330.t1,2087,1153,2323,3207,1520
Pocillopora_meandrina_HIv1___TS.g23380.t1,1049,1900,1994,2246,558
Pocillopora_meandrina_HIv1___RNAseq.g6403.t1,0,0,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g26043.t1,464,295,846,170,189
Pocillopora_meandrina_HIv1___RNAseq.g23423.t1,341,36,305,41,0
Pocillopora_meandrina_HIv1___RNAseq.g28692.t1,898,938,1191,892,978
Pocillopora_meandrina_HIv1___RNAseq.g11938.t1,1297,1122,1549,692,736
Pocillopora_meandrina_HIv1___TS.g27749.t2,124,108,175,145,90
Pocillopora_meandrina_HIv1___RNAseq.g28662.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6330.t1,1721,1506,1910,1775,1455
Pocillopora_meandrina_HIv1___RNAseq.g21723.t1,1866,1063,2710,1849,1809
Pocillopora_meandrina_HIv1___RNAseq.g18964.t1,1325,487,1338,1203,666
Pocillopora_meandrina_HIv1___RNAseq.g14606.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13498.t1,68,14,87,27,5
Pocillopora_meandrina_HIv1___RNAseq.g20911.t1,713,834,1255,814,168
Pocillopora_meandrina_HIv1___RNAseq.g19673.t1,273,327,352,94,57
Pocillopora_meandrina_HIv1___RNAseq.g12361.t1,190,89,443,61,4
Pocillopora_meandrina_HIv1___RNAseq.g604.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1284.t1,0,0,0,0,66
Pocillopora_meandrina_HIv1___RNAseq.g9370.t1,204,264,582,104,189
Pocillopora_meandrina_HIv1___RNAseq.g14025.t1,0,0,0,0,8
Pocillopora_meandrina_HIv1___RNAseq.g18966.t1,4471,3191,3485,3708,1241
Pocillopora_meandrina_HIv1___RNAseq.g23012.t1,1025,1724,1426,1112,503
Pocillopora_meandrina_HIv1___RNAseq.g4985.t1,0,2,0,1,0
Pocillopora_meandrina_HIv1___RNAseq.g14884.t1b,0,0,0,84,0
Pocillopora_meandrina_HIv1___RNAseq.g16181.t1,366,247,79,152,0
Pocillopora_meandrina_HIv1___TS.g3356.t1b,0,133,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14884.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27384.t1,1211,748,1214,1532,645
Pocillopora_meandrina_HIv1___RNAseq.g5952.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g7343.t2,215,1165,612,705,420
Pocillopora_meandrina_HIv1___RNAseq.g606.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12363.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29486.t1,284,165,1019,284,138
Pocillopora_meandrina_HIv1___RNAseq.g23421.t2,570,556,1082,620,226
Pocillopora_meandrina_HIv1___RNAseq.g26630.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g29087.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26041.t1,236,76,421,100,29
Pocillopora_meandrina_HIv1___RNAseq.g29216.t1,11,32,22,0,42
Pocillopora_meandrina_HIv1___RNAseq.g21415.t1,85,203,278,214,92
Pocillopora_meandrina_HIv1___RNAseq.g9741.t1,4,148,70,30,63
Pocillopora_meandrina_HIv1___RNAseq.g24933.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g15080.t1,1085,2136,1496,2778,1273
Pocillopora_meandrina_HIv1___RNAseq.g15892.t1,5014,4124,4258,4812,2705
Pocillopora_meandrina_HIv1___TS.g25693.t1,1078,194,1646,956,253
Pocillopora_meandrina_HIv1___RNAseq.g23185.t1,140,94,22,14,99
Pocillopora_meandrina_HIv1___TS.g15401.t1,121,12,64,321,0
Pocillopora_meandrina_HIv1___RNAseq.g20765.t1,1091,690,1635,905,410
Pocillopora_meandrina_HIv1___RNAseq.g29774.t1,229,588,499,664,300
Pocillopora_meandrina_HIv1___RNAseq.g15758.t1,166,69,122,4,105
Pocillopora_meandrina_HIv1___RNAseq.g13457.t1,83,415,23,0,99
Pocillopora_meandrina_HIv1___RNAseq.g10735.t1,15,0,0,0,2
Pocillopora_meandrina_HIv1___RNAseq.g17053.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17076.t1,0,0,1,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22256.t1,180,163,200,199,54
Pocillopora_meandrina_HIv1___RNAseq.28414_t,1727,2178,1824,4543,1015
Pocillopora_meandrina_HIv1___RNAseq.g4987.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19567.t1,2590,3652,3188,4360,1175
Pocillopora_meandrina_HIv1___RNAseq.g22333.t1,0,0,0,3,0
Pocillopora_meandrina_HIv1___TS.g24535.t1,0,4,0,15,0
Pocillopora_meandrina_HIv1___RNAseq.g16183.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g52.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7203.t1,91,52,112,73,32
Pocillopora_meandrina_HIv1___RNAseq.g17351.t1,73,176,169,184,126
Pocillopora_meandrina_HIv1___TS.g11191.t1,1,2,1,1,0
Pocillopora_meandrina_HIv1___RNAseq.g12995.t1,0,0,18,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12773.t1,0,264,46,84,26
Pocillopora_meandrina_HIv1___TS.g3430.t1,740,490,676,611,241
Pocillopora_meandrina_HIv1___TS.g20141.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14247.t1,2,58,17,0,36
Pocillopora_meandrina_HIv1___RNAseq.g2526.t1a,243,89,330,134,22
Pocillopora_meandrina_HIv1___RNAseq.g2526.t1b,0,76,0,46,72
Pocillopora_meandrina_HIv1___RNAseq.g29776.t1,2816,2895,3657,4112,3194
Pocillopora_meandrina_HIv1___TS.g12299.t1,0,3,2,0,8
Pocillopora_meandrina_HIv1___TS.g27929.t1,191,331,229,327,116
Pocillopora_meandrina_HIv1___RNAseq.g21064.t1,601,1271,625,670,266
Pocillopora_meandrina_HIv1___RNAseq.g20668.t1,24695,632,18649,2400,975
Pocillopora_meandrina_HIv1___TS.g26320.t1,98,1342,274,57,90
Pocillopora_meandrina_HIv1___RNAseq.g27869.t1,762,1223,891,836,359
Pocillopora_meandrina_HIv1___RNAseq.g20815.t1,127,128,98,264,198
Pocillopora_meandrina_HIv1___TS.g1278.t1,279,50,48,51,0
Pocillopora_meandrina_HIv1___RNAseq.g20929.t1,1300,1253,1483,2424,987
Pocillopora_meandrina_HIv1___RNAseq.g9353.t1,31,0,0,0,27
Pocillopora_meandrina_HIv1___RNAseq.g14027.t1,320,340,1088,705,232
Pocillopora_meandrina_HIv1___RNAseq.g29076.t1,87,287,365,242,232
Pocillopora_meandrina_HIv1___RNAseq.g1999.t1,149,62,147,145,24
Pocillopora_meandrina_HIv1___TS.g2186.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22352.t1,7510,3120,6772,5934,1745
Pocillopora_meandrina_HIv1___RNAseq.g14427.t2,102,600,187,169,50
Pocillopora_meandrina_HIv1___RNAseq.g19212.t1,189,187,90,28,139
Pocillopora_meandrina_HIv1___RNAseq.g12387.t1,16,13,3,14,9
Pocillopora_meandrina_HIv1___RNAseq.g16456.t1,135,250,109,326,165
Pocillopora_meandrina_HIv1___RNAseq.g27699.t1,2148,1962,3130,3268,761
Pocillopora_meandrina_HIv1___TS.g22139.t1a,22,9,14,21,12
Pocillopora_meandrina_HIv1___TS.g22139.t1b,20,4,3,0,60
Pocillopora_meandrina_HIv1___RNAseq.g734.t1,322,522,117,208,172
Pocillopora_meandrina_HIv1___RNAseq.g20250.t1,9398,3187,8887,5028,4791
Pocillopora_meandrina_HIv1___RNAseq.g23221.t1,124,246,101,86,119
Pocillopora_meandrina_HIv1___RNAseq.g7542.t1,297,196,81,422,0
Pocillopora_meandrina_HIv1___RNAseq.g4662.t1,0,0,0,0,9
Pocillopora_meandrina_HIv1___RNAseq.g29888.t1,600,283,565,872,428
Pocillopora_meandrina_HIv1___RNAseq.g21721.t1,314,522,300,356,85
Pocillopora_meandrina_HIv1___RNAseq.g14744.t1,90,335,197,237,53
Pocillopora_meandrina_HIv1___TS.g29122.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10818.t1,736,632,1079,666,166
Pocillopora_meandrina_HIv1___RNAseq.g26933.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10762.t1,0,18,72,41,96
Pocillopora_meandrina_HIv1___RNAseq.g23473.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g10604.t1,0,22,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1286.t1,3,0,0,10,6
Pocillopora_meandrina_HIv1___RNAseq.g5926.t1,0,0,0,0,15
Pocillopora_meandrina_HIv1___TS.g7359.t1,0,4,11,0,13
Pocillopora_meandrina_HIv1___RNAseq.g22231.t1,3,44,72,20,18
Pocillopora_meandrina_HIv1___RNAseq.g22350.t1,47439,7851,52548,33710,9885
Pocillopora_meandrina_HIv1___TS.g23502.t1,37,26,29,40,22
Pocillopora_meandrina_HIv1___RNAseq.g19233.t1,0,15,61,49,50
Pocillopora_meandrina_HIv1___RNAseq.g26098.t1,0,7,0,6,14
Pocillopora_meandrina_HIv1___RNAseq.g17799.t1,134,228,100,128,49
Pocillopora_meandrina_HIv1___RNAseq.g16666.t1,179,215,355,279,44
Pocillopora_meandrina_HIv1___RNAseq.g28730.t1,3094,2278,3543,1846,1835
Pocillopora_meandrina_HIv1___RNAseq.g17828.t1,15,20,5,1,7
Pocillopora_meandrina_HIv1___TS.g14990.t1,770,1034,944,1383,175
Pocillopora_meandrina_HIv1___TS.g17309.t1,16,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17627.t1,95,91,114,138,0
Pocillopora_meandrina_HIv1___RNAseq.g2406.t1,822,396,1346,781,394
Pocillopora_meandrina_HIv1___RNAseq.g19284.t1,1013,559,1219,1541,663
Pocillopora_meandrina_HIv1___RNAseq.g23010.t1,1257,1220,2451,1306,381
Pocillopora_meandrina_HIv1___RNAseq.g11826.t1,207,173,318,871,391
Pocillopora_meandrina_HIv1___RNAseq.g29253.t1,231,1610,1116,351,390
Pocillopora_meandrina_HIv1___RNAseq.g938.t1,442,2781,1560,952,855
Pocillopora_meandrina_HIv1___TS.g19695.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15404.t1,16,6,22,22,371
Pocillopora_meandrina_HIv1___RNAseq.g29013.t1,175,160,215,313,82
Pocillopora_meandrina_HIv1___RNAseq.g8016.t1,464,262,397,494,254
Pocillopora_meandrina_HIv1___RNAseq.g3789.t1,256,114,171,115,153
Pocillopora_meandrina_HIv1___RNAseq.g11571.t1,45,207,181,249,263
Pocillopora_meandrina_HIv1___RNAseq.g4289.t1,0,7,76,48,46
Pocillopora_meandrina_HIv1___RNAseq.g28492.t1,750,569,957,2037,405
Pocillopora_meandrina_HIv1___RNAseq.g1332.t1,3654,2466,3713,3217,2433
Pocillopora_meandrina_HIv1___TS.g25750.t1,250,407,617,309,541
Pocillopora_meandrina_HIv1___RNAseq.g1968.t1,1116,881,1469,1069,561
Pocillopora_meandrina_HIv1___RNAseq.g19231.t1,32,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25977.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26057.t1,437,166,772,364,190
Pocillopora_meandrina_HIv1___RNAseq.g8014.t1,126,91,52,79,53
Pocillopora_meandrina_HIv1___RNAseq.g11121.t1,3050,1581,4045,2319,2601
