Orthogroup	Apulchra-genome.pep	Porites_evermanni_v1.annot.pep
OG0000884	FUN_006239-T1	Peve_00031950
OG0000884	FUN_034923-T2, FUN_034923-T1	Peve_00014646, Peve_00014648, Peve_00014649, Peve_00031951, Peve_00011617, Peve_00014651
OG0000885	FUN_006293-T1, FUN_029946-T1, FUN_011350-T1	Peve_00005797
OG0000885	FUN_017199-T1	Peve_00023579, Peve_00008735
OG0000886	FUN_006334-T1	Peve_00026065, Peve_00037431
OG0000888	FUN_007572-T1	Peve_00010990, Peve_00030602
OG0000889	FUN_007992-T1, FUN_007992-T3, FUN_007992-T2	Peve_00011921, Peve_00032026, Peve_00040192, Peve_00040194, Peve_00032027, Peve_00040191, Peve_00040561
OG0000890	FUN_008325-T1, FUN_008325-T2	Peve_00040495
OG0000890	FUN_008324-T1, FUN_008328-T1, FUN_008322-T1	Peve_00040489, Peve_00040497
OG0000891	FUN_009257-T1, FUN_018921-T1	Peve_00011927, Peve_00006251, Peve_00014031, Peve_00009110, Peve_00022670, Peve_00001181, Peve_00027564, Peve_00028607, Peve_00017061
OG0000892	FUN_009398-T1	Peve_00028211, Peve_00004700, Peve_00001692, Peve_00011434, Peve_00004699, Peve_00006672, Peve_00001612, Peve_00006088, Peve_00001613, Peve_00006086
OG0000893	FUN_018631-T1, FUN_024543-T1, FUN_022583-T1, FUN_009787-T1, FUN_009798-T1, FUN_036665-T1, FUN_036666-T1, FUN_036705-T1, FUN_036628-T1, FUN_039211-T1	Peve_00031435
OG0000894	FUN_010073-T1, FUN_026228-T1, FUN_021951-T1, FUN_027056-T1, FUN_018771-T1, FUN_015016-T1, FUN_039356-T1, FUN_011086-T1, FUN_013093-T1	Peve_00007063, Peve_00013014
OG0000895	FUN_010231-T1	Peve_00028503, Peve_00011679, Peve_00034079, Peve_00003433, Peve_00019274, Peve_00034080, Peve_00008587
OG0000896	FUN_022443-T1, FUN_025939-T1, FUN_022216-T1, FUN_010895-T1	Peve_00044942
OG0000899	FUN_045667-T1, FUN_044822-T1	Peve_00032821
OG0000899	FUN_011423-T1	Peve_00032814
OG0000901	FUN_028517-T1, FUN_019264-T1, FUN_026856-T1, FUN_027881-T1, FUN_012382-T1, FUN_012383-T1, FUN_026990-T1, FUN_039139-T1, FUN_039174-T1	Peve_00002972
OG0000902	FUN_045081-T1	Peve_00004839, Peve_00004841
OG0000902	FUN_044922-T2, FUN_030706-T1, FUN_012454-T1, FUN_044922-T1	Peve_00004848
OG0000903	FUN_013090-T1, FUN_013094-T1, FUN_013112-T1, FUN_013103-T1	Peve_00014512, Peve_00014580, Peve_00014581, Peve_00014582, Peve_00014515
OG0000904	FUN_013264-T1, FUN_013412-T1, FUN_013260-T1, FUN_013283-T1, FUN_013273-T1, FUN_013293-T1	Peve_00011259, Peve_00011260, Peve_00011261, Peve_00018767
OG0000907	FUN_020787-T1, FUN_015017-T1	Peve_00035048
OG0000907	FUN_030869-T1, FUN_039604-T1, FUN_039197-T1, FUN_039003-T1, FUN_015018-T1, FUN_020786-T1	Peve_00035047
OG0000908	FUN_015478-T1, FUN_042118-T1, FUN_015864-T1, FUN_042111-T1	Peve_00043539, Peve_00039233, Peve_00039231, Peve_00039015, Peve_00043537
OG0000909	FUN_045759-T1	Peve_00010983
OG0000909	FUN_015481-T1	Peve_00030387
OG0000910	FUN_015654-T1, FUN_038656-T1, FUN_020880-T1, FUN_042091-T1, FUN_018154-T1, FUN_018167-T1, FUN_018178-T1, FUN_018331-T1	Peve_00025911
OG0000911	FUN_026973-T1	Peve_00013688
OG0000911	FUN_036217-T1, FUN_015951-T1, FUN_025041-T1	Peve_00001647
OG0000912	FUN_044895-T1, FUN_016134-T1, FUN_027891-T1, FUN_027898-T1, FUN_027858-T1, FUN_027855-T1, FUN_027890-T1, FUN_027859-T1, FUN_027872-T1	Peve_00015780, Peve_00015787
OG0000913	FUN_033146-T1	Peve_00003497
OG0000913	FUN_044528-T1	Peve_00010383
OG0000913	FUN_040848-T1, FUN_017813-T1, FUN_028620-T1	Peve_00010687
OG0000914	FUN_045328-T1, FUN_045328-T2, FUN_044979-T1, FUN_044979-T3, FUN_045057-T2, FUN_044683-T1, FUN_045057-T1, FUN_018508-T1, FUN_044979-T4, FUN_044979-T2	Peve_00008348
OG0000916	FUN_033018-T1, FUN_035691-T1, FUN_018852-T1, FUN_021009-T1, FUN_020951-T1, FUN_020975-T1, FUN_027278-T1	Peve_00039169, Peve_00044568, Peve_00044569
OG0000917	FUN_045641-T1, FUN_045784-T1, FUN_018964-T1	Peve_00010655, Peve_00044618, Peve_00025758, Peve_00017673, Peve_00041544, Peve_00037854, Peve_00003965
OG0000918	FUN_044394-T1	Peve_00009920
OG0000918	FUN_019144-T1	Peve_00013153
OG0000919	FUN_037030-T1	Peve_00008202
OG0000919	FUN_029943-T1, FUN_020765-T1, FUN_030091-T1	Peve_00023165
OG0000920	FUN_020875-T1	Peve_00000612
OG0000920	FUN_039466-T1	Peve_00000611, Peve_00005633, Peve_00000922, Peve_00009521
OG0000922	FUN_022000-T1, FUN_022000-T2, FUN_022000-T3, FUN_022012-T3, FUN_022012-T1, FUN_022012-T2	Peve_00039772
OG0000923	FUN_022237-T1, FUN_022237-T2, FUN_022237-T3	Peve_00037419, Peve_00037417, Peve_00037415, Peve_00012433, Peve_00040150, Peve_00012436, Peve_00012430
OG0000924	FUN_022608-T1, FUN_022604-T1	Peve_00012247
OG0000925	FUN_023027-T1, FUN_023027-T2, FUN_023028-T2, FUN_023028-T1, FUN_032645-T1, FUN_023031-T1	Peve_00008498, Peve_00008495, Peve_00008497
OG0000927	FUN_023968-T3, FUN_023968-T1, FUN_023968-T2	Peve_00040536, Peve_00040537, Peve_00043980, Peve_00043978
OG0000928	FUN_024153-T1	Peve_00040077, Peve_00034612, Peve_00003153, Peve_00003154, Peve_00034614, Peve_00040080, Peve_00040075, Peve_00023254, Peve_00003150
OG0000929	FUN_024690-T1, FUN_024704-T1, FUN_024685-T1, FUN_024700-T1	Peve_00045212, Peve_00045230
OG0000931	FUN_030157-T1, FUN_025161-T1, FUN_027579-T1	Peve_00040343, Peve_00024888, Peve_00006110
OG0000932	FUN_025486-T1, FUN_025491-T1, FUN_025489-T1, FUN_025497-T1, FUN_025483-T1, FUN_025476-T1, FUN_025485-T1, FUN_025475-T1, FUN_025473-T1, FUN_025482-T1	Peve_00012874
OG0000933	FUN_025608-T1	Peve_00039675, Peve_00033148, Peve_00033132, Peve_00009536, Peve_00033136
OG0000933	FUN_025609-T1	Peve_00009546
OG0000934	FUN_026159-T1, FUN_026159-T2	Peve_00030354, Peve_00034146, Peve_00023036, Peve_00023044, Peve_00023035, Peve_00023037, Peve_00030356
OG0000935	FUN_026681-T2, FUN_026681-T1	Peve_00027001, Peve_00021603, Peve_00015019, Peve_00008842, Peve_00008835, Peve_00008834, Peve_00041965
OG0000936	FUN_026707-T1	Peve_00018527, Peve_00040684, Peve_00031157, Peve_00031156, Peve_00043060, Peve_00013258, Peve_00040687, Peve_00016585, Peve_00025106, Peve_00040683
OG0000937	FUN_038877-T1	Peve_00043769
OG0000937	FUN_045428-T1, FUN_026873-T1	Peve_00041500
OG0000938	FUN_026972-T1, FUN_026927-T1	Peve_00026134, Peve_00002014, Peve_00032328, Peve_00026130, Peve_00026126, Peve_00026131, Peve_00026127, Peve_00027240
OG0000939	FUN_045666-T1	Peve_00011235
OG0000939	FUN_027011-T1	Peve_00045215, Peve_00014117, Peve_00013917
OG0000939	FUN_044602-T1	Peve_00041057
OG0000941	FUN_028197-T1	Peve_00035922
OG0000942	FUN_028455-T1, FUN_028459-T1, FUN_028452-T1, FUN_028458-T1	Peve_00018650, Peve_00010384
OG0000943	FUN_028561-T1, FUN_028764-T1, FUN_045314-T2, FUN_045314-T1, FUN_028636-T1, FUN_028690-T1, FUN_028727-T1, FUN_028622-T1, FUN_028637-T1	Peve_00016594
OG0000944	FUN_028755-T1, FUN_044143-T1	Peve_00033390, Peve_00008860, Peve_00002555, Peve_00029617
OG0000945	FUN_029293-T1, FUN_029293-T2, FUN_029294-T1	Peve_00039510, Peve_00039508, Peve_00039506
OG0000946	FUN_029323-T1, FUN_029470-T1, FUN_029321-T1	Peve_00016369, Peve_00011800, Peve_00016371, Peve_00027064, Peve_00031598, Peve_00031595
OG0000947	FUN_037773-T2, FUN_037773-T1, FUN_037773-T3, FUN_037774-T1, FUN_029637-T1, FUN_029624-T1, FUN_029625-T1, FUN_029620-T1, FUN_029638-T1, FUN_029622-T1	Peve_00014324
OG0000948	FUN_031910-T4, FUN_031910-T3, FUN_031910-T2, FUN_031910-T1, FUN_031912-T1	Peve_00030351, Peve_00038992
OG0000949	FUN_031925-T1, FUN_031922-T1	Peve_00009864, Peve_00009861, Peve_00009860, Peve_00004246, Peve_00004245, Peve_00004244, Peve_00004243
OG0000951	FUN_032332-T1, FUN_032336-T1	Peve_00032218
OG0000952	FUN_032761-T1, FUN_032767-T1, FUN_032765-T1, FUN_032771-T1	Peve_00008109
OG0000953	FUN_032800-T1	Peve_00010365
OG0000953	FUN_032799-T1, FUN_032778-T1, FUN_032777-T1, FUN_032776-T1, FUN_032779-T1, FUN_032775-T1	Peve_00044469, Peve_00030836, Peve_00030843
OG0000954	FUN_032806-T1	Peve_00016364, Peve_00019595, Peve_00019592, Peve_00016366, Peve_00023505, Peve_00017721, Peve_00025690, Peve_00011939, Peve_00026166, Peve_00011935
OG0000955	FUN_032990-T1	Peve_00003489, Peve_00003491, Peve_00002573, Peve_00003490, Peve_00003493, Peve_00025482, Peve_00021323, Peve_00003496
OG0000956	FUN_033829-T1, FUN_040396-T1, FUN_040331-T1, FUN_033833-T1, FUN_033826-T1, FUN_033825-T1	Peve_00027583, Peve_00027586, Peve_00027585, Peve_00038646
OG0000957	FUN_034825-T1	Peve_00031894, Peve_00031890, Peve_00031904, Peve_00011272, Peve_00031889, Peve_00031899, Peve_00031886
OG0000958	FUN_035346-T1	Peve_00026744, Peve_00008887, Peve_00019772, Peve_00036058, Peve_00036059, Peve_00036057
OG0000959	FUN_037284-T1, FUN_037285-T1	Peve_00034783, Peve_00027327, Peve_00013167, Peve_00030301, Peve_00032975, Peve_00013166, Peve_00013162, Peve_00040026
OG0000960	FUN_038046-T1	Peve_00028869
OG0000961	FUN_038228-T1, FUN_038222-T1	Peve_00015713
OG0000961	FUN_038223-T1	Peve_00015708
OG0000962	FUN_038309-T1, FUN_038307-T1, FUN_038308-T1, FUN_038306-T1, FUN_038304-T1	Peve_00000058, Peve_00000106, Peve_00000090, Peve_00000105, Peve_00002191, Peve_00000069
OG0000963	FUN_038719-T1	Peve_00016748, Peve_00002632, Peve_00017652, Peve_00017647, Peve_00002620, Peve_00002634, Peve_00017648, Peve_00002621, Peve_00017646, Peve_00017649
OG0000964	FUN_044932-T2, FUN_044932-T1, FUN_039712-T1	Peve_00018903, Peve_00018902
OG0000965	FUN_039739-T1, FUN_039740-T1, FUN_039740-T2	Peve_00033350, Peve_00012693, Peve_00012687
OG0000967	FUN_040369-T1	Peve_00005183, Peve_00022079, Peve_00009579, Peve_00022083, Peve_00010688, Peve_00005184, Peve_00005182, Peve_00022081, Peve_00010689
OG0000968	FUN_040455-T1	Peve_00045093, Peve_00003656, Peve_00013923, Peve_00016905, Peve_00009890, Peve_00029573, Peve_00043929, Peve_00005896, Peve_00024775, Peve_00009994
OG0000969	FUN_041500-T1	Peve_00007702, Peve_00010609, Peve_00010612, Peve_00010459, Peve_00006173, Peve_00033302, Peve_00034998, Peve_00043112
OG0000970	FUN_045712-T1, FUN_045508-T1, FUN_043711-T1	Peve_00003355
OG0000971	FUN_044383-T1, FUN_045347-T1, FUN_044836-T1	Peve_00038686, Peve_00025856, Peve_00027322, Peve_00013146, Peve_00011864, Peve_00013112, Peve_00043116
OG0000972	FUN_044472-T1, FUN_045733-T1	Peve_00036969
OG0000973	FUN_045426-T1, FUN_044810-T1, FUN_044559-T1, FUN_044574-T1, FUN_044544-T1, FUN_044547-T1, FUN_045658-T1, FUN_044545-T1, FUN_044546-T1, FUN_044548-T1	Peve_00021990
OG0000974	FUN_044685-T1, FUN_045351-T1, FUN_044846-T1, FUN_045692-T1, FUN_045154-T1, FUN_045435-T1, FUN_045729-T1, FUN_044803-T1	Peve_00005862
OG0000975	FUN_044782-T1, FUN_044734-T1	Peve_00044365, Peve_00009520, Peve_00041938, Peve_00005290, Peve_00002901, Peve_00029628, Peve_00001035, Peve_00016631, Peve_00038589
OG0000976	FUN_044829-T1	Peve_00018927
OG0000977	FUN_044881-T1	Peve_00021108, Peve_00037734, Peve_00025559, Peve_00016533, Peve_00039199, Peve_00028197, Peve_00025038, Peve_00041716, Peve_00028809, Peve_00024857
OG0000978	FUN_045030-T1	Peve_00028386
OG0000979	FUN_045155-T1	Peve_00026185
OG0000980	FUN_045336-T1	Peve_00011415, Peve_00035024, Peve_00013193, Peve_00010951, Peve_00035518, Peve_00021754, Peve_00005316, Peve_00016072, Peve_00038065
OG0000981	FUN_045387-T1	Peve_00030780, Peve_00041881, Peve_00042278, Peve_00027346, Peve_00003727, Peve_00036314, Peve_00011140, Peve_00027347, Peve_00022994, Peve_00042279
OG0000982	FUN_045447-T1	Peve_00003848, Peve_00027235, Peve_00027687
OG0001030	FUN_000503-T1	Peve_00023181, Peve_00011530, Peve_00043531
OG0001031	FUN_011453-T1, FUN_033516-T1, FUN_000504-T1, FUN_023821-T1, FUN_019387-T1, FUN_024827-T1, FUN_036633-T1, FUN_019177-T1, FUN_023809-T1	Peve_00041365
OG0001034	FUN_015588-T1, FUN_018275-T1, FUN_001789-T1, FUN_011249-T1, FUN_004545-T1, FUN_024928-T1	Peve_00021978, Peve_00039254, Peve_00039408
OG0001036	FUN_002025-T1, FUN_008198-T1, FUN_013016-T1, FUN_026136-T1	Peve_00019903, Peve_00029016, Peve_00034153
OG0001038	FUN_021145-T1, FUN_011161-T1, FUN_039463-T1, FUN_002169-T1, FUN_011160-T1	Peve_00006184
OG0001042	FUN_021028-T1, FUN_008106-T1, FUN_008105-T1, FUN_002390-T1	Peve_00026793
OG0001042	FUN_002401-T1, FUN_002389-T1	Peve_00021717
OG0001048	FUN_003466-T1	Peve_00018345
OG0001048	FUN_003756-T1, FUN_031535-T1, FUN_045479-T3, FUN_045479-T2, FUN_045479-T1, FUN_031533-T1, FUN_044883-T1	Peve_00037356
OG0001049	FUN_003573-T1, FUN_014569-T1, FUN_003572-T1, FUN_022089-T1, FUN_014568-T1, FUN_031554-T1, FUN_003571-T1, FUN_031555-T1, FUN_031555-T2	Peve_00012931
OG0001050	FUN_028360-T1, FUN_028362-T1, FUN_028362-T2, FUN_028351-T1, FUN_003587-T1	Peve_00029774, Peve_00039680, Peve_00011755, Peve_00039696
OG0001052	FUN_003849-T3	Peve_00012352, Peve_00037765, Peve_00037766
OG0001052	FUN_003849-T4, FUN_003849-T2, FUN_003849-T1	Peve_00009246, Peve_00018009
OG0001053	FUN_003971-T1	Peve_00044928
OG0001053	FUN_003984-T1	Peve_00044905, Peve_00038445, Peve_00038443, Peve_00038446, Peve_00038458, Peve_00038447
OG0001054	FUN_004404-T1	Peve_00009336
OG0001054	FUN_035249-T1, FUN_035250-T1	Peve_00029822
OG0001055	FUN_004504-T1, FUN_030689-T1, FUN_029786-T1, FUN_027707-T1, FUN_027709-T1, FUN_030551-T1, FUN_019572-T1, FUN_027711-T1, FUN_027713-T1	Peve_00028404
OG0001056	FUN_026009-T1, FUN_026009-T2	Peve_00045068
OG0001056	FUN_004871-T2, FUN_004871-T3, FUN_004871-T1	Peve_00043735
OG0001058	FUN_004987-T1	Peve_00039747, Peve_00020416, Peve_00019666, Peve_00018516, Peve_00018542, Peve_00018518, Peve_00019664, Peve_00019663, Peve_00019665
OG0001059	FUN_005123-T1, FUN_005131-T1, FUN_005129-T1, FUN_025981-T1, FUN_025983-T1, FUN_025980-T1, FUN_025982-T1	Peve_00027431, Peve_00007626
OG0001060	FUN_017635-T1, FUN_005124-T1, FUN_017306-T1, FUN_013336-T1, FUN_007042-T1, FUN_012781-T1, FUN_012716-T1	Peve_00009383, Peve_00016857
OG0001061	FUN_045557-T1, FUN_005280-T1	Peve_00036910
OG0001062	FUN_008326-T1	Peve_00041515
OG0001062	FUN_040464-T1, FUN_016893-T1, FUN_005284-T1	Peve_00031480
OG0001066	FUN_043357-T1, FUN_015362-T1, FUN_017661-T1, FUN_045556-T1, FUN_027421-T1, FUN_037139-T1, FUN_005939-T1, FUN_029980-T1, FUN_030861-T1	Peve_00000430
OG0001067	FUN_006563-T1	Peve_00018125, Peve_00021263
OG0001069	FUN_006766-T1	Peve_00029278, Peve_00029279, Peve_00032782
OG0001070	FUN_029530-T1, FUN_029531-T1, FUN_007330-T1, FUN_029336-T1, FUN_029335-T1, FUN_029333-T1, FUN_029332-T1, FUN_029331-T1	Peve_00010680
OG0001071	FUN_040640-T1	Peve_00002815, Peve_00019053, Peve_00044660
OG0001071	FUN_007616-T1	Peve_00044731
OG0001072	FUN_007730-T1, FUN_007744-T1, FUN_007714-T1, FUN_007724-T1, FUN_008565-T1, FUN_008566-T1, FUN_008564-T1, FUN_008563-T1	Peve_00023366
OG0001073	FUN_007874-T1, FUN_007876-T1, FUN_007882-T1, FUN_007877-T1, FUN_007879-T1, FUN_007875-T1, FUN_007878-T1	Peve_00009880, Peve_00009879, Peve_00040503
OG0001074	FUN_013099-T1, FUN_007901-T1, FUN_034018-T1, FUN_013101-T1	Peve_00007007, Peve_00007015, Peve_00024700
OG0001075	FUN_007948-T1	Peve_00044442, Peve_00033741
OG0001076	FUN_030129-T1, FUN_008598-T1	Peve_00040010, Peve_00040048
OG0001077	FUN_008693-T1, FUN_008693-T2	Peve_00040326, Peve_00019349
OG0001078	FUN_008699-T1	Peve_00034478, Peve_00035972
OG0001079	FUN_009256-T1	Peve_00023011
OG0001079	FUN_019601-T1	Peve_00040145
OG0001080	FUN_009362-T1, FUN_009355-T1, FUN_009356-T1, FUN_009357-T1, FUN_009358-T1, FUN_044661-T1	Peve_00014118, Peve_00003728
OG0001081	FUN_009361-T1	Peve_00003723, Peve_00003730, Peve_00008329, Peve_00008371, Peve_00033050, Peve_00038770, Peve_00008366
OG0001083	FUN_034633-T1, FUN_011554-T1, FUN_009955-T1, FUN_026841-T1, FUN_025384-T1, FUN_014275-T1, FUN_043784-T1, FUN_039467-T1, FUN_021029-T1	Peve_00034074
OG0001084	FUN_033354-T1, FUN_020899-T1, FUN_010030-T1	Peve_00007142, Peve_00036340
OG0001085	FUN_043166-T1, FUN_010127-T1	Peve_00036507, Peve_00025852, Peve_00036514, Peve_00036508, Peve_00005430, Peve_00025853
OG0001086	FUN_021155-T1, FUN_031024-T1, FUN_011385-T1, FUN_010160-T1, FUN_019121-T1, FUN_045055-T1	Peve_00023100
OG0001087	FUN_034070-T1, FUN_026269-T1, FUN_044441-T1, FUN_041004-T1, FUN_013516-T1, FUN_010484-T1, FUN_018265-T1, FUN_040099-T1	Peve_00035775
OG0001088	FUN_010816-T1	Peve_00012329, Peve_00001137, Peve_00017559, Peve_00017558, Peve_00001133, Peve_00001140, Peve_00017556, Peve_00001135, Peve_00017553
OG0001089	FUN_011131-T1, FUN_011187-T1, FUN_011248-T1, FUN_011130-T1, FUN_011068-T1, FUN_011068-T2, FUN_011186-T1, FUN_011068-T3	Peve_00009495
OG0001090	FUN_011445-T1, FUN_041805-T1	Peve_00000156
OG0001090	FUN_044987-T1, FUN_045035-T1	Peve_00040728, Peve_00023079, Peve_00023507
OG0001090	FUN_044450-T1	Peve_00000161
OG0001091	FUN_011996-T1	Peve_00006858
OG0001092	FUN_012269-T1, FUN_012270-T1, FUN_012248-T1, FUN_012249-T1, FUN_012247-T1	Peve_00020520
OG0001093	FUN_012442-T1, FUN_012457-T1, FUN_012430-T1	Peve_00042090, Peve_00042095, Peve_00026925
OG0001094	FUN_012461-T1, FUN_012445-T1, FUN_012461-T2, FUN_012436-T2, FUN_012436-T1	Peve_00029640, Peve_00026926
OG0001095	FUN_013138-T1	Peve_00030246, Peve_00031113
OG0001096	FUN_013429-T1, FUN_013459-T1, FUN_013436-T1, FUN_013471-T1, FUN_013492-T1	Peve_00011241, Peve_00017136, Peve_00027891, Peve_00009185
OG0001099	FUN_014271-T1, FUN_045719-T1	Peve_00003885, Peve_00030974, Peve_00042085, Peve_00010067, Peve_00041987, Peve_00018282, Peve_00044249
OG0001100	FUN_033606-T1, FUN_014300-T1, FUN_022169-T1, FUN_040003-T1, FUN_027531-T1, FUN_043760-T1	Peve_00029218, Peve_00000057
OG0001101	FUN_039196-T1, FUN_015020-T1, FUN_039606-T1, FUN_030870-T1, FUN_020785-T1, FUN_015019-T1, FUN_039605-T1	Peve_00012368
OG0001101	FUN_040570-T1	Peve_00029791
OG0001102	FUN_015247-T1, FUN_015249-T1, FUN_015248-T1, FUN_015251-T1, FUN_015253-T1, FUN_015255-T1	Peve_00003459, Peve_00014296
OG0001103	FUN_015312-T1, FUN_015313-T1, FUN_015316-T1, FUN_015317-T1, FUN_015314-T1	Peve_00030497, Peve_00030496, Peve_00023981
OG0001104	FUN_015803-T1	Peve_00013789, Peve_00014790, Peve_00011247
OG0001105	FUN_029874-T1, FUN_029772-T1	Peve_00005758, Peve_00005760
OG0001106	FUN_031249-T1, FUN_016747-T1	Peve_00041657
OG0001106	FUN_025461-T1	Peve_00038224, Peve_00025918
OG0001107	FUN_017767-T1	Peve_00014745, Peve_00008290, Peve_00044333, Peve_00014748, Peve_00009826, Peve_00008293, Peve_00014750, Peve_00009832
OG0001110	FUN_020791-T1	Peve_00018101
OG0001111	FUN_021999-T1	Peve_00014045, Peve_00034304, Peve_00026612
OG0001111	FUN_022007-T1, FUN_022004-T1	Peve_00039768, Peve_00039765
OG0001112	FUN_022109-T3, FUN_022109-T1, FUN_022109-T5, FUN_022109-T4, FUN_022109-T6, FUN_022109-T2	Peve_00020402, Peve_00020400, Peve_00020401
OG0001113	FUN_025984-T1	Peve_00002321
OG0001113	FUN_022676-T1	Peve_00002330, Peve_00002329, Peve_00020609, Peve_00021757, Peve_00020608
OG0001114	FUN_045093-T1, FUN_045092-T1, FUN_023092-T1, FUN_023090-T1	Peve_00020220, Peve_00007953, Peve_00006978
OG0001115	FUN_045099-T2, FUN_045099-T1, FUN_045099-T3, FUN_023357-T1	Peve_00035619, Peve_00035618
OG0001116	FUN_024752-T1, FUN_039897-T1, FUN_039898-T1, FUN_039904-T1	Peve_00037058
OG0001117	FUN_024838-T1	Peve_00041947
OG0001118	FUN_025357-T1, FUN_025348-T1, FUN_025356-T1, FUN_025353-T1	Peve_00004327, Peve_00040515, Peve_00004328
OG0001119	FUN_025687-T1	Peve_00026956, Peve_00044272
OG0001120	FUN_026502-T1, FUN_026508-T1, FUN_026506-T1, FUN_026507-T1, FUN_026498-T1, FUN_026503-T1, FUN_026501-T1	Peve_00004184
OG0001121	FUN_027005-T1, FUN_033079-T1	Peve_00006023
OG0001121	FUN_033080-T1	Peve_00001786, Peve_00036106, Peve_00031916, Peve_00042618, Peve_00024693, Peve_00006022
OG0001123	FUN_029004-T1, FUN_029003-T1, FUN_029005-T1	Peve_00022964, Peve_00000039, Peve_00000008, Peve_00000001, Peve_00000013
OG0001124	FUN_029109-T1	Peve_00012492, Peve_00012496
OG0001125	FUN_029168-T1	Peve_00020538, Peve_00042246, Peve_00016672, Peve_00000484, Peve_00000482, Peve_00000481, Peve_00000483, Peve_00036278, Peve_00042460
OG0001126	FUN_029247-T1	Peve_00013745
OG0001127	FUN_029750-T1, FUN_029719-T1, FUN_029742-T1, FUN_029721-T1, FUN_029716-T1	Peve_00033361
OG0001128	FUN_029780-T1, FUN_031189-T1	Peve_00009090
OG0001129	FUN_029978-T1	Peve_00016187, Peve_00039413
OG0001130	FUN_032660-T2	Peve_00032285, Peve_00004993, Peve_00021616, Peve_00004992
OG0001131	FUN_032787-T1, FUN_032784-T1, FUN_032790-T1	Peve_00010373, Peve_00036167
OG0001132	FUN_033313-T1, FUN_043660-T1, FUN_043653-T1	Peve_00041565
OG0001133	FUN_039595-T2, FUN_043698-T1, FUN_033542-T1, FUN_039595-T1, FUN_033542-T2	Peve_00019660
OG0001134	FUN_033948-T2, FUN_033948-T1	Peve_00010798, Peve_00039785
OG0001135	FUN_034823-T1	Peve_00040547, Peve_00010293
OG0001136	FUN_035904-T1	Peve_00042158, Peve_00024618, Peve_00024619, Peve_00006620, Peve_00006706, Peve_00006707, Peve_00042062, Peve_00006621
OG0001137	FUN_038970-T1, FUN_045362-T1	Peve_00024103
OG0001138	FUN_039002-T1	Peve_00042815, Peve_00041927, Peve_00026660, Peve_00030549, Peve_00003267, Peve_00007118, Peve_00008702, Peve_00032773, Peve_00026277
OG0001139	FUN_040121-T1, FUN_040120-T1, FUN_040118-T1, FUN_039919-T2, FUN_039919-T1	Peve_00040875, Peve_00031945, Peve_00040886, Peve_00040880, Peve_00008921
OG0001140	FUN_040110-T1, FUN_040108-T2, FUN_040108-T1, FUN_040109-T1	Peve_00037282, Peve_00037286
OG0001142	FUN_042074-T1	Peve_00038497
OG0001143	FUN_042903-T1, FUN_042903-T2, FUN_042883-T1	Peve_00015676
OG0001143	FUN_042892-T1, FUN_042885-T1, FUN_042899-T1	Peve_00040158, Peve_00015675
OG0001144	FUN_043273-T1, FUN_043274-T1, FUN_043274-T2, FUN_043276-T1	Peve_00032620
OG0001144	FUN_043275-T1	Peve_00030734
OG0001145	FUN_043571-T1	Peve_00013913
OG0001145	FUN_043570-T1	Peve_00017251, Peve_00013921, Peve_00031733, Peve_00017252, Peve_00038928
OG0001146	FUN_043727-T1	Peve_00011536, Peve_00030959, Peve_00009775, Peve_00021952, Peve_00035578, Peve_00042498, Peve_00017225, Peve_00008187
OG0001147	FUN_044665-T1, FUN_044432-T1	Peve_00003443, Peve_00029096, Peve_00022325, Peve_00012850, Peve_00020718, Peve_00041659, Peve_00042770, Peve_00035236
OG0001148	FUN_045118-T1, FUN_044911-T1, FUN_045798-T1	Peve_00026133
OG0001149	FUN_045158-T1	Peve_00006050, Peve_00003865, Peve_00007077, Peve_00000863, Peve_00030406
OG0001150	FUN_045439-T1	Peve_00001944
OG0001151	FUN_045632-T1	Peve_00005483
OG0001203	FUN_030471-T1	Peve_00023092
OG0001203	FUN_030211-T1	Peve_00012211
OG0001203	FUN_000133-T1	Peve_00044528
OG0001203	FUN_036140-T1	Peve_00004151
OG0001207	FUN_000407-T5, FUN_000407-T1, FUN_000407-T4, FUN_000407-T3, FUN_000407-T6, FUN_000407-T2	Peve_00033597
OG0001209	FUN_036698-T1, FUN_015966-T1, FUN_042473-T1, FUN_043783-T1, FUN_018064-T1, FUN_042251-T1, FUN_009688-T1, FUN_001203-T1	Peve_00035356
