Orthogroup	Porites_evermanni_v1.annot.pep	Apulchra-genome.pep
OG0001919	Peve_00015049, Peve_00031150, Peve_00015046, Peve_00015047, Peve_00015048	FUN_006261-T1
OG0001920	Peve_00032495, Peve_00031099	FUN_006277-T1
OG0001922	Peve_00041537, Peve_00033498, Peve_00002695, Peve_00001775, Peve_00015460	FUN_028643-T1, FUN_006299-T1
OG0001923	Peve_00023434, Peve_00011990, Peve_00011988, Peve_00023432	FUN_006410-T1
OG0001924	Peve_00031851	FUN_019102-T1, FUN_007613-T1, FUN_040621-T1, FUN_006497-T1, FUN_025061-T1, FUN_040620-T1
OG0001926	Peve_00015824	FUN_006673-T1, FUN_006685-T1, FUN_006678-T1, FUN_006688-T2, FUN_006688-T1
OG0001927	Peve_00039871, Peve_00012345, Peve_00027409	FUN_006771-T1, FUN_006773-T1, FUN_006774-T1
OG0001928	Peve_00029749, Peve_00042981, Peve_00042980, Peve_00029748, Peve_00015291	FUN_006778-T1
OG0001929	Peve_00028369	FUN_038640-T1, FUN_038675-T1, FUN_045619-T1, FUN_038649-T1, FUN_006793-T1
OG0001930	Peve_00023770	FUN_006826-T1
OG0001930	Peve_00023769	FUN_006825-T1
OG0001932	Peve_00009908	FUN_006887-T1, FUN_006888-T2, FUN_006888-T1
OG0001933	Peve_00009371	FUN_006915-T1, FUN_006911-T1
OG0001934	Peve_00037179	FUN_007025-T3, FUN_007025-T2, FUN_007025-T4, FUN_007025-T1, FUN_007025-T5
OG0001935	Peve_00033781, Peve_00019875, Peve_00019893	FUN_007090-T1, FUN_007091-T1
OG0001939	Peve_00000252	FUN_026842-T1, FUN_033577-T1, FUN_017197-T1, FUN_010117-T1, FUN_007581-T1, FUN_033556-T1
OG0001941	Peve_00003970	FUN_010113-T1
OG0001941	Peve_00034744, Peve_00032751	FUN_022511-T1, FUN_045066-T1, FUN_007855-T1
OG0001942	Peve_00009873	FUN_007888-T1, FUN_007888-T3, FUN_007888-T2, FUN_007888-T5, FUN_007888-T4
OG0001943	Peve_00041078	FUN_007988-T2, FUN_007988-T1, FUN_007983-T1, FUN_007989-T1, FUN_007984-T1
OG0001945	Peve_00021712, Peve_00003903, Peve_00001776	FUN_030608-T1, FUN_041067-T1, FUN_031450-T1, FUN_008159-T1
OG0001946	Peve_00018675, Peve_00018674, Peve_00034185, Peve_00010856, Peve_00010857	FUN_008191-T1
OG0001947	Peve_00025772, Peve_00025773, Peve_00001964, Peve_00000652, Peve_00019084	FUN_008267-T1
OG0001948	Peve_00042100, Peve_00042105, Peve_00005971, Peve_00005970, Peve_00042107, Peve_00005968	FUN_008291-T1
OG0001949	Peve_00022115	FUN_015914-T1, FUN_031005-T1, FUN_008344-T1, FUN_030155-T1, FUN_021820-T1, FUN_021818-T1
OG0001950	Peve_00021938, Peve_00024237, Peve_00012382	FUN_008632-T2, FUN_008632-T1, FUN_008633-T1
OG0001952	Peve_00021057, Peve_00026987, Peve_00017792, Peve_00033734, Peve_00026988	FUN_009026-T1
OG0001953	Peve_00013833, Peve_00013832, Peve_00027219, Peve_00034081, Peve_00013827	FUN_009028-T1, FUN_009030-T1
OG0001956	Peve_00014384	FUN_039568-T1, FUN_022376-T1, FUN_031266-T1, FUN_024247-T1, FUN_009101-T1
OG0001957	Peve_00029288	FUN_009228-T1
OG0001957	Peve_00014801, Peve_00014803	FUN_009228-T2
OG0001958	Peve_00000866	FUN_022961-T1, FUN_009284-T1, FUN_009283-T1
OG0001959	Peve_00008463, Peve_00030923, Peve_00008455, Peve_00008464	FUN_009446-T1, FUN_009448-T1, FUN_028798-T1
OG0001960	Peve_00021249	FUN_009704-T1
OG0001960	Peve_00021248, Peve_00008841, Peve_00030203	FUN_026683-T1
OG0001961	Peve_00016066	FUN_039708-T1, FUN_009749-T1, FUN_043049-T1, FUN_039710-T1
OG0001962	Peve_00034759, Peve_00001016	FUN_030700-T1, FUN_012729-T1, FUN_013309-T1, FUN_015933-T1, FUN_009797-T1
OG0001963	Peve_00034182, Peve_00034091, Peve_00034183	FUN_009830-T1, FUN_009830-T2, FUN_009830-T3
OG0001965	Peve_00019072, Peve_00039476, Peve_00014733, Peve_00030256, Peve_00024419	FUN_010014-T1, FUN_012367-T1
OG0001966	Peve_00042588	FUN_039099-T1, FUN_010055-T1, FUN_020896-T1, FUN_014068-T1, FUN_042267-T1, FUN_015537-T1
OG0001967	Peve_00045197	FUN_025390-T1, FUN_010059-T1
OG0001968	Peve_00015789	FUN_019123-T1, FUN_010108-T1
OG0001968	Peve_00008416	FUN_019124-T1
OG0001969	Peve_00023113	FUN_011371-T1, FUN_011372-T1, FUN_010170-T1
OG0001970	Peve_00018287	FUN_045672-T1, FUN_010213-T1, FUN_012667-T1, FUN_039047-T1, FUN_016295-T1, FUN_040361-T1
OG0001971	Peve_00015442	FUN_010219-T1, FUN_031013-T1, FUN_021182-T1, FUN_026793-T1, FUN_011336-T1, FUN_036461-T1
OG0001972	Peve_00005446, Peve_00013672, Peve_00013673, Peve_00031805	FUN_011306-T4, FUN_010455-T1
OG0001973	Peve_00037210	FUN_038973-T1, FUN_025091-T1, FUN_012887-T1, FUN_010496-T1, FUN_011165-T1, FUN_012888-T1
OG0001974	Peve_00002257	FUN_043821-T1, FUN_039730-T1, FUN_039731-T1, FUN_012807-T1, FUN_010505-T1, FUN_010505-T2
OG0001975	Peve_00031461, Peve_00031466, Peve_00031460, Peve_00031465	FUN_010620-T1, FUN_010701-T1
OG0001976	Peve_00035063	FUN_030847-T1, FUN_011104-T1
OG0001978	Peve_00036145	FUN_039492-T1, FUN_018971-T1, FUN_036450-T1, FUN_011328-T1
OG0001979	Peve_00038216	FUN_040843-T1, FUN_028866-T1, FUN_027238-T1, FUN_011432-T1, FUN_033074-T1, FUN_028867-T1
OG0001980	Peve_00041550	FUN_027443-T1
OG0001980	Peve_00018982	FUN_011511-T1, FUN_019003-T1, FUN_033019-T1
OG0001981	Peve_00039235, Peve_00041922	FUN_041419-T1, FUN_012027-T1, FUN_042312-T1, FUN_042308-T1, FUN_034701-T1
OG0001982	Peve_00037668, Peve_00022137	FUN_012038-T1, FUN_012038-T2, FUN_044770-T1, FUN_012036-T1
OG0001983	Peve_00016834, Peve_00036384, Peve_00036387, Peve_00036386, Peve_00037667	FUN_012264-T1
OG0001984	Peve_00036370, Peve_00027636, Peve_00021418, Peve_00027634, Peve_00030213, Peve_00023410	FUN_012290-T1
OG0001985	Peve_00002856, Peve_00013886, Peve_00002845	FUN_012406-T1, FUN_012405-T1
OG0001986	Peve_00024160	FUN_012505-T1, FUN_012512-T1, FUN_012496-T1, FUN_012496-T2
OG0001987	Peve_00024102, Peve_00038782	FUN_012590-T1, FUN_012590-T2
OG0001988	Peve_00016819	FUN_012690-T1, FUN_014167-T1, FUN_014165-T2, FUN_014165-T1, FUN_034030-T1
OG0001990	Peve_00008367	FUN_019523-T1, FUN_019522-T1, FUN_029841-T1, FUN_044763-T1, FUN_021978-T1, FUN_012831-T1
OG0001991	Peve_00011892, Peve_00006536	FUN_045670-T1
OG0001991	Peve_00036881	FUN_013036-T1
OG0001992	Peve_00023909, Peve_00037212, Peve_00007527, Peve_00036418, Peve_00005798	FUN_013127-T1
OG0001994	Peve_00008586, Peve_00044226, Peve_00044231	FUN_013334-T1, FUN_013338-T1, FUN_013335-T1, FUN_013347-T1
OG0001995	Peve_00044236, Peve_00042393, Peve_00008585, Peve_00041997	FUN_013342-T1, FUN_013346-T1, FUN_013346-T2
OG0001996	Peve_00041991, Peve_00042001	FUN_013356-T1, FUN_013353-T1
OG0001997	Peve_00018158	FUN_013568-T1
OG0001997	Peve_00024426	FUN_013569-T1
OG0001999	Peve_00027172	FUN_039760-T1, FUN_027423-T1, FUN_013937-T1, FUN_028424-T1, FUN_027786-T1, FUN_027785-T1
OG0002002	Peve_00005559, Peve_00014269	FUN_014311-T1
OG0002002	Peve_00007838, Peve_00031073	FUN_033549-T1, FUN_043708-T1
OG0002003	Peve_00009695, Peve_00009117	FUN_014552-T4, FUN_014552-T3, FUN_014552-T2, FUN_014552-T1
OG0002004	Peve_00003584	FUN_014759-T1
OG0002004	Peve_00043743	FUN_014760-T1, FUN_014763-T1
OG0002005	Peve_00019022	FUN_038854-T1, FUN_037188-T1
OG0002005	Peve_00017749, Peve_00017740	FUN_015182-T1
OG0002006	Peve_00044775, Peve_00037314, Peve_00029601	FUN_015267-T1, FUN_015270-T1, FUN_015268-T1
OG0002007	Peve_00040441, Peve_00007303	FUN_015476-T1
OG0002009	Peve_00003946	FUN_015614-T1
OG0002010	Peve_00001513	FUN_015634-T1, FUN_029843-T1
OG0002012	Peve_00024756, Peve_00024755, Peve_00035780, Peve_00035807	FUN_016024-T1, FUN_016023-T1
OG0002013	Peve_00029636	FUN_016030-T1, FUN_016029-T1, FUN_018668-T1, FUN_018747-T1, FUN_018650-T1
OG0002014	Peve_00013351	FUN_016116-T1, FUN_016119-T2, FUN_016119-T3, FUN_016119-T1
OG0002015	Peve_00035727	FUN_035992-T1, FUN_024646-T1, FUN_024646-T2, FUN_016203-T1, FUN_016629-T1
OG0002016	Peve_00017753	FUN_016223-T1, FUN_031652-T1, FUN_016218-T1, FUN_016219-T1
OG0002017	Peve_00019685, Peve_00032367, Peve_00019678, Peve_00019679, Peve_00022929	FUN_016369-T1
OG0002018	Peve_00030543, Peve_00033776	FUN_016596-T1
OG0002019	Peve_00032321	FUN_016667-T1
OG0002019	Peve_00032314	FUN_018561-T1, FUN_018553-T1
OG0002020	Peve_00041985	FUN_043720-T1, FUN_033566-T1, FUN_016739-T1, FUN_043759-T1, FUN_039909-T1
OG0002021	Peve_00034753, Peve_00034757, Peve_00034758	FUN_017015-T1, FUN_041373-T1
OG0002023	Peve_00022415	FUN_017713-T1, FUN_026888-T1, FUN_041228-T1, FUN_040850-T1, FUN_027791-T1, FUN_024541-T1
OG0002024	Peve_00021570	FUN_029781-T1, FUN_019235-T1, FUN_017725-T1, FUN_042219-T1, FUN_042218-T1
OG0002025	Peve_00018759, Peve_00032145, Peve_00007427, Peve_00023286	FUN_017863-T2, FUN_017863-T1
OG0002026	Peve_00000242	FUN_017900-T1
OG0002027	Peve_00041498, Peve_00041495, Peve_00041476, Peve_00041474	FUN_018285-T1, FUN_018712-T1, FUN_018645-T1
OG0002028	Peve_00007088, Peve_00042188, Peve_00018465	FUN_026832-T1, FUN_018366-T1, FUN_036791-T1
OG0002029	Peve_00033494, Peve_00031701	FUN_018402-T1
OG0002030	Peve_00031698, Peve_00016423	FUN_018404-T1
OG0002031	Peve_00036140, Peve_00043772, Peve_00011636, Peve_00019912	FUN_027052-T1, FUN_022063-T1, FUN_018786-T1
OG0002032	Peve_00010168, Peve_00034795, Peve_00014633, Peve_00026928, Peve_00039337, Peve_00038434	FUN_018846-T1
OG0002033	Peve_00035797	FUN_018864-T2
OG0002033	Peve_00035796	FUN_018864-T1, FUN_018864-T3
OG0002034	Peve_00008730	FUN_019068-T1, FUN_037368-T1, FUN_045598-T4, FUN_045598-T3, FUN_019067-T1, FUN_045598-T2
OG0002035	Peve_00006775, Peve_00006777	FUN_019559-T2, FUN_019559-T1, FUN_019559-T3
OG0002036	Peve_00026813, Peve_00026269	FUN_019605-T1
OG0002037	Peve_00032907	FUN_019759-T1, FUN_020006-T1, FUN_020735-T1, FUN_019630-T1, FUN_019724-T1
OG0002038	Peve_00011352, Peve_00011353, Peve_00006017, Peve_00001567	FUN_019854-T1
OG0002039	Peve_00031308	FUN_026670-T1, FUN_020736-T1, FUN_040838-T1, FUN_020104-T1, FUN_040656-T1
OG0002040	Peve_00029566	FUN_039483-T1
OG0002040	Peve_00001758	FUN_030858-T1, FUN_020107-T1
OG0002041	Peve_00027700, Peve_00027037	FUN_041272-T1, FUN_020949-T1
OG0002042	Peve_00015630, Peve_00015779	FUN_034719-T1, FUN_034719-T2, FUN_034719-T3, FUN_034719-T4, FUN_021012-T1
OG0002043	Peve_00016701, Peve_00037432	FUN_021453-T3, FUN_021453-T2, FUN_021453-T4, FUN_021453-T1
OG0002044	Peve_00029001	FUN_045740-T1, FUN_025039-T1, FUN_021973-T1, FUN_026875-T1, FUN_038946-T1, FUN_043683-T1
OG0002045	Peve_00034737, Peve_00029000	FUN_040847-T1
OG0002045	Peve_00028999, Peve_00014357	FUN_030709-T1, FUN_021974-T1
OG0002046	Peve_00044855, Peve_00007182, Peve_00019249	FUN_021996-T1
OG0002047	Peve_00024763, Peve_00036606	FUN_022112-T1, FUN_022149-T1, FUN_022148-T1, FUN_022112-T2
OG0002048	Peve_00037590, Peve_00037593	FUN_022400-T1
OG0002049	Peve_00025762, Peve_00029770, Peve_00036121, Peve_00036085, Peve_00041250, Peve_00041261	FUN_022521-T1
OG0002050	Peve_00002045, Peve_00002046, Peve_00029629, Peve_00044332	FUN_022534-T1, FUN_022534-T2
OG0002051	Peve_00006907, Peve_00006906, Peve_00006904	FUN_022996-T3, FUN_022996-T1, FUN_022996-T2
OG0002052	Peve_00006983, Peve_00033513, Peve_00019955	FUN_023087-T1, FUN_023089-T1, FUN_023088-T1
OG0002053	Peve_00028445	FUN_023124-T1, FUN_045094-T1, FUN_023123-T1
OG0002054	Peve_00029861, Peve_00029534	FUN_023229-T1, FUN_023229-T2
OG0002055	Peve_00001529, Peve_00033771	FUN_023245-T1, FUN_023243-T1
OG0002056	Peve_00043075	FUN_023266-T1, FUN_037426-T1
OG0002058	Peve_00006487	FUN_023380-T1
OG0002059	Peve_00038670	FUN_023403-T2, FUN_023403-T1
OG0002059	Peve_00038653	FUN_023404-T1
OG0002062	Peve_00020349	FUN_024044-T1, FUN_024044-T4, FUN_024044-T3, FUN_024044-T2, FUN_024044-T5
OG0002063	Peve_00018875, Peve_00020237	FUN_024374-T1, FUN_024373-T1
OG0002066	Peve_00012707	FUN_024631-T1, FUN_024632-T3, FUN_024632-T2, FUN_024632-T1
OG0002067	Peve_00012724, Peve_00018119, Peve_00018122, Peve_00012728	FUN_024708-T1, FUN_024712-T1
OG0002068	Peve_00005928, Peve_00005936	FUN_024750-T1, FUN_024750-T4, FUN_024750-T3, FUN_024750-T2
OG0002069	Peve_00029133, Peve_00016141, Peve_00016147, Peve_00016145, Peve_00016148	FUN_024777-T1
OG0002070	Peve_00035015	FUN_034697-T1, FUN_025046-T1
OG0002071	Peve_00011923, Peve_00010878, Peve_00025958	FUN_025114-T1
OG0002072	Peve_00015967	FUN_032682-T1, FUN_032684-T1
OG0002072	Peve_00000776	FUN_025338-T1, FUN_025338-T2
OG0002074	Peve_00017278	FUN_025429-T1
OG0002074	Peve_00030584, Peve_00030585	FUN_025428-T1
OG0002075	Peve_00041967	FUN_025524-T1
OG0002076	Peve_00013056, Peve_00009474	FUN_025537-T2, FUN_025537-T1
OG0002077	Peve_00040607, Peve_00041454	FUN_025759-T2, FUN_025759-T1, FUN_025759-T3, FUN_025759-T4
OG0002078	Peve_00005966, Peve_00023097, Peve_00030235, Peve_00030237, Peve_00027844	FUN_025905-T1
OG0002079	Peve_00020247	FUN_025941-T1
OG0002079	Peve_00038709, Peve_00003740, Peve_00003735, Peve_00020246	FUN_025942-T1
OG0002080	Peve_00016690, Peve_00009459, Peve_00030781, Peve_00038503, Peve_00030793	FUN_026194-T1
OG0002081	Peve_00044666	FUN_026201-T1, FUN_026201-T2, FUN_026209-T1, FUN_026210-T1, FUN_026203-T1
OG0002082	Peve_00025709	FUN_026305-T2, FUN_026305-T5, FUN_026305-T3, FUN_026305-T4, FUN_026305-T1
OG0002083	Peve_00043909, Peve_00035406, Peve_00035405	FUN_026595-T1, FUN_026595-T2, FUN_026595-T4, FUN_026595-T3
OG0002084	Peve_00035408, Peve_00043921, Peve_00043916, Peve_00043928, Peve_00043922	FUN_026618-T1
OG0002086	Peve_00029773, Peve_00029775, Peve_00000560, Peve_00037155, Peve_00034585	FUN_027311-T1
OG0002087	Peve_00041525, Peve_00034984	FUN_027749-T1, FUN_027756-T1, FUN_027779-T1, FUN_027794-T1
OG0002088	Peve_00008114	FUN_028014-T1, FUN_028014-T2
OG0002089	Peve_00020117	FUN_028037-T1, FUN_028033-T1, FUN_028038-T1, FUN_035483-T1, FUN_028035-T1
OG0002090	Peve_00020099, Peve_00020098	FUN_028048-T1, FUN_028043-T2, FUN_028043-T3, FUN_028043-T1
OG0002092	Peve_00042007, Peve_00029792	FUN_028257-T1, FUN_028256-T1, FUN_028255-T1, FUN_028258-T1, FUN_028254-T1
OG0002093	Peve_00012988	FUN_028534-T1, FUN_028547-T1
OG0002094	Peve_00000751	FUN_028724-T1, FUN_028759-T1, FUN_028635-T1, FUN_028688-T1, FUN_028793-T1
OG0002095	Peve_00026871	FUN_028941-T1, FUN_028940-T1, FUN_028938-T1, FUN_028939-T1, FUN_028937-T1
OG0002096	Peve_00038472, Peve_00038474	FUN_045189-T1, FUN_044017-T1
OG0002096	Peve_00024400	FUN_045491-T1, FUN_028951-T1
OG0002097	Peve_00014804	FUN_028977-T4, FUN_028977-T1, FUN_028977-T2, FUN_028977-T5, FUN_028977-T3
OG0002099	Peve_00041517	FUN_029278-T1, FUN_031209-T1
OG0002100	Peve_00038251	FUN_029318-T1
OG0002101	Peve_00044527	FUN_029367-T1, FUN_029361-T1, FUN_029364-T1, FUN_029387-T1, FUN_029378-T1
OG0002103	Peve_00017248, Peve_00008553	FUN_029501-T1
OG0002103	Peve_00017249, Peve_00008552	FUN_029502-T1, FUN_029506-T1
OG0002105	Peve_00031815	FUN_029513-T1, FUN_029515-T1, FUN_029510-T1
OG0002106	Peve_00018821, Peve_00037900	FUN_029573-T1
OG0002107	Peve_00019507, Peve_00024893, Peve_00019506, Peve_00019509, Peve_00024890	FUN_029768-T1
OG0002108	Peve_00032407, Peve_00014109, Peve_00027362, Peve_00014105	FUN_029820-T1, FUN_029838-T1
OG0002109	Peve_00001390	FUN_029822-T1
OG0002111	Peve_00017276, Peve_00005592	FUN_030693-T1
OG0002112	Peve_00039914, Peve_00010487, Peve_00038805, Peve_00007154, Peve_00033101	FUN_031177-T1
OG0002113	Peve_00036744, Peve_00033243, Peve_00036742, Peve_00036745, Peve_00036743	FUN_031279-T1
OG0002114	Peve_00025441, Peve_00025440, Peve_00032864	FUN_031560-T1
OG0002115	Peve_00012500	FUN_031630-T1, FUN_031628-T1, FUN_031632-T1
OG0002116	Peve_00024805, Peve_00024804	FUN_031937-T1
OG0002116	Peve_00024798	FUN_031936-T1
OG0002117	Peve_00043674, Peve_00044706	FUN_031959-T1, FUN_031961-T1, FUN_031963-T1, FUN_031962-T1, FUN_031960-T1
OG0002118	Peve_00000741	FUN_032319-T1
OG0002118	Peve_00010338	FUN_032320-T1
OG0002119	Peve_00031417	FUN_032393-T1, FUN_032393-T3, FUN_032393-T2
OG0002121	Peve_00029250, Peve_00029251	FUN_032537-T1
OG0002123	Peve_00027178, Peve_00001382, Peve_00001373, Peve_00032484, Peve_00001377, Peve_00001376	FUN_032693-T1
OG0002124	Peve_00015296, Peve_00042882, Peve_00006280	FUN_032747-T1
OG0002125	Peve_00023560, Peve_00021604, Peve_00023563, Peve_00020543, Peve_00026636, Peve_00026639	FUN_032848-T1
OG0002126	Peve_00017498, Peve_00017497, Peve_00017495	FUN_032877-T1, FUN_032878-T1, FUN_032879-T1, FUN_032879-T2
OG0002127	Peve_00015574	FUN_033008-T1, FUN_033005-T2, FUN_033007-T1, FUN_032995-T1, FUN_033005-T1
OG0002129	Peve_00009804, Peve_00009347, Peve_00039551, Peve_00011868, Peve_00013101	FUN_033311-T1
OG0002131	Peve_00006489, Peve_00023567, Peve_00006490, Peve_00023568	FUN_033770-T1, FUN_033770-T2
OG0002132	Peve_00027655, Peve_00027656, Peve_00005282, Peve_00027654, Peve_00038228	FUN_033772-T1
OG0002133	Peve_00018803	FUN_033779-T1, FUN_034024-T1
OG0002134	Peve_00014253, Peve_00029143, Peve_00028053, Peve_00029144, Peve_00029701	FUN_033789-T1
OG0002135	Peve_00029697, Peve_00029692, Peve_00029694, Peve_00029695, Peve_00029693, Peve_00028050	FUN_033790-T1
OG0002136	Peve_00043322	FUN_033888-T1
OG0002136	Peve_00035946	FUN_033889-T1
OG0002137	Peve_00020993	FUN_033940-T1
OG0002137	Peve_00001245, Peve_00031437	FUN_037692-T1
OG0002138	Peve_00016428, Peve_00034177	FUN_034000-T1
OG0002139	Peve_00031517	FUN_034127-T2, FUN_034127-T3, FUN_034127-T1, FUN_034253-T2, FUN_034253-T1, FUN_034253-T3
OG0002140	Peve_00018782, Peve_00018764	FUN_034137-T1, FUN_034138-T1, FUN_034140-T1
OG0002141	Peve_00007810, Peve_00031524, Peve_00009526	FUN_034250-T2, FUN_034250-T1
OG0002143	Peve_00026833	FUN_040677-T1, FUN_034616-T1
OG0002144	Peve_00022878, Peve_00012376, Peve_00012362	FUN_034635-T1
OG0002144	Peve_00041905	FUN_036824-T1
OG0002146	Peve_00011766, Peve_00037347	FUN_034911-T1, FUN_034911-T3, FUN_034911-T2, FUN_034909-T1
OG0002147	Peve_00044754	FUN_035044-T1, FUN_035044-T2, FUN_035043-T1, FUN_035046-T2, FUN_035046-T1
OG0002148	Peve_00011125, Peve_00011123, Peve_00011124, Peve_00044757, Peve_00011126	FUN_035047-T1
OG0002149	Peve_00005801, Peve_00011205, Peve_00000297, Peve_00000302, Peve_00012620	FUN_035092-T1
OG0002150	Peve_00044078, Peve_00010652, Peve_00003636, Peve_00010670	FUN_035165-T1, FUN_035162-T1
OG0002152	Peve_00004796, Peve_00004788	FUN_035446-T1, FUN_036471-T1, FUN_035445-T1, FUN_035447-T1, FUN_036469-T1
OG0002153	Peve_00041050	FUN_035587-T2, FUN_035587-T1, FUN_035578-T1, FUN_035593-T1, FUN_035592-T1, FUN_035577-T1
OG0002154	Peve_00003643	FUN_035650-T1
OG0002154	Peve_00022819	FUN_035648-T1
OG0002155	Peve_00037579, Peve_00033765, Peve_00041287	FUN_035694-T1
OG0002156	Peve_00022874, Peve_00015193	FUN_035774-T1
OG0002157	Peve_00033893, Peve_00027488, Peve_00027475, Peve_00025878, Peve_00002595	FUN_035829-T1
OG0002158	Peve_00027208	FUN_036171-T3, FUN_045545-T1, FUN_036171-T2, FUN_036171-T1, FUN_036171-T4
OG0002159	Peve_00006972, Peve_00006968	FUN_036764-T1
OG0002160	Peve_00006529, Peve_00044843	FUN_036808-T1, FUN_036808-T3, FUN_036808-T4, FUN_036808-T2
OG0002161	Peve_00040031	FUN_036953-T2, FUN_036942-T3, FUN_036942-T2, FUN_036953-T1, FUN_036942-T1
OG0002162	Peve_00029174, Peve_00021194, Peve_00039246	FUN_040667-T1, FUN_037086-T1
OG0002163	Peve_00017047, Peve_00017044, Peve_00014161, Peve_00023500, Peve_00040266	FUN_037149-T1
OG0002164	Peve_00021016, Peve_00035388, Peve_00045280, Peve_00045285, Peve_00021017, Peve_00021014	FUN_037184-T1
OG0002165	Peve_00036024, Peve_00023377	FUN_037471-T1, FUN_037470-T1, FUN_037473-T1, FUN_037472-T1
OG0002167	Peve_00032234, Peve_00032233	FUN_037537-T2, FUN_037537-T1, FUN_037537-T3
OG0002168	Peve_00014190, Peve_00014193, Peve_00020467	FUN_037738-T1
OG0002169	Peve_00014175, Peve_00034397, Peve_00014176, Peve_00031685, Peve_00031684, Peve_00014174	FUN_038069-T1
OG0002170	Peve_00030063, Peve_00004947	FUN_038075-T1, FUN_038076-T1, FUN_038077-T1, FUN_038078-T1
OG0002171	Peve_00007111, Peve_00012439	FUN_038097-T1, FUN_038093-T1
OG0002172	Peve_00003038, Peve_00003039, Peve_00003000, Peve_00003036	FUN_038123-T1
OG0002174	Peve_00000116, Peve_00000115, Peve_00000118	FUN_038424-T1, FUN_038424-T2, FUN_038424-T3
OG0002175	Peve_00029442	FUN_038447-T1, FUN_038445-T1, FUN_038440-T1, FUN_038441-T1, FUN_038442-T1, FUN_038446-T1
OG0002176	Peve_00027799, Peve_00035092, Peve_00030024, Peve_00030025	FUN_038491-T1
OG0002177	Peve_00013491	FUN_038638-T2, FUN_038638-T1, FUN_038671-T1, FUN_038645-T1, FUN_038645-T2
OG0002178	Peve_00045357	FUN_038747-T1
OG0002178	Peve_00045348, Peve_00045346, Peve_00044517	FUN_038746-T1
OG0002179	Peve_00041948, Peve_00023578, Peve_00007550	FUN_045703-T1
OG0002179	Peve_00005139	FUN_038863-T1
OG0002180	Peve_00041502	FUN_045044-T1, FUN_045222-T1
OG0002180	Peve_00030956, Peve_00028923	FUN_045513-T1, FUN_038876-T1
OG0002181	Peve_00043958, Peve_00015096	FUN_038930-T1
OG0002182	Peve_00042710, Peve_00002702, Peve_00006645, Peve_00042711, Peve_00006646, Peve_00002704	FUN_039504-T1
OG0002183	Peve_00012989	FUN_039812-T1
OG0002184	Peve_00031110	FUN_040008-T1, FUN_040006-T1, FUN_040007-T1
OG0002185	Peve_00038122, Peve_00012495	FUN_040132-T1, FUN_040132-T2
OG0002186	Peve_00000856	FUN_040197-T1, FUN_044659-T1
OG0002187	Peve_00020537	FUN_040308-T1
OG0002188	Peve_00019668, Peve_00032149, Peve_00031750, Peve_00022273, Peve_00005916, Peve_00037692	FUN_041172-T1
OG0002189	Peve_00038094, Peve_00004378, Peve_00010197, Peve_00001624	FUN_041698-T1
OG0002190	Peve_00010511, Peve_00001544, Peve_00001543, Peve_00030368, Peve_00030369	FUN_041979-T1
OG0002191	Peve_00029082, Peve_00034150	FUN_041999-T3, FUN_041999-T2, FUN_041999-T1
OG0002192	Peve_00009767	FUN_042069-T1
OG0002193	Peve_00031961, Peve_00031957, Peve_00013099, Peve_00038496, Peve_00013107	FUN_042071-T1
OG0002194	Peve_00023274, Peve_00040770, Peve_00018740, Peve_00040761	FUN_042089-T1, FUN_042283-T1, FUN_045196-T1
OG0002195	Peve_00003632, Peve_00027094	FUN_042102-T1
OG0002196	Peve_00018090, Peve_00027992, Peve_00009232, Peve_00027109, Peve_00018095, Peve_00035241	FUN_042452-T1
OG0002198	Peve_00007246, Peve_00040595	FUN_042917-T1, FUN_042917-T3, FUN_042917-T2
OG0002199	Peve_00007248, Peve_00007249, Peve_00007250, Peve_00040593	FUN_042933-T1, FUN_042921-T1
OG0002200	Peve_00032346	FUN_042990-T1
OG0002200	Peve_00031068	FUN_042995-T1
OG0002201	Peve_00013590, Peve_00021462, Peve_00021460	FUN_043132-T2, FUN_043132-T3, FUN_043132-T1
OG0002202	Peve_00001458	FUN_043240-T1, FUN_043239-T1
OG0002203	Peve_00032617	FUN_043268-T1
OG0002203	Peve_00032615, Peve_00032618	FUN_043269-T1
OG0002205	Peve_00024258, Peve_00035761	FUN_043380-T1, FUN_043381-T1
OG0002206	Peve_00022333	FUN_043436-T2, FUN_043436-T4, FUN_043436-T3, FUN_043436-T1, FUN_043434-T1
OG0002207	Peve_00017011, Peve_00035869, Peve_00021733	FUN_043459-T1, FUN_043460-T1, FUN_043479-T1
OG0002208	Peve_00011552	FUN_043540-T1
