Orthogroup	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0002958	Peve_00035901, Peve_00035902, Peve_00018891	Pocillopora_meandrina_HIv1___RNAseq.g7014.t1
OG0002959	Peve_00010457, Peve_00044641	Pocillopora_meandrina_HIv1___RNAseq.g6965.t1, Pocillopora_meandrina_HIv1___RNAseq.g6971.t1, Pocillopora_meandrina_HIv1___RNAseq.g6964.t1
OG0002960	Peve_00040374, Peve_00040376	Pocillopora_meandrina_HIv1___TS.g684.t1, Pocillopora_meandrina_HIv1___RNAseq.g6945.t1
OG0002961	Peve_00024499, Peve_00044842	Pocillopora_meandrina_HIv1___RNAseq.g10610.t1, Pocillopora_meandrina_HIv1___RNAseq.g10606.t1, Pocillopora_meandrina_HIv1___RNAseq.g10607.t1
OG0002962	Peve_00014434, Peve_00042213	Pocillopora_meandrina_HIv1___RNAseq.g14434.t1, Pocillopora_meandrina_HIv1___RNAseq.g22072.t1, Pocillopora_meandrina_HIv1___RNAseq.g26827.t1
OG0002964	Peve_00009949, Peve_00009948	Pocillopora_meandrina_HIv1___TS.g27749.t2
OG0002965	Peve_00044193, Peve_00016554, Peve_00014055	Pocillopora_meandrina_HIv1___RNAseq.g10008.t1, Pocillopora_meandrina_HIv1___RNAseq.g26720.t1
OG0002966	Peve_00032762	Pocillopora_meandrina_HIv1___RNAseq.g3667.t1, Pocillopora_meandrina_HIv1___RNAseq.g11341.t1, Pocillopora_meandrina_HIv1___RNAseq.g21286.t1
OG0002967	Peve_00039665, Peve_00028840, Peve_00017561	Pocillopora_meandrina_HIv1___RNAseq.g6911.t1, Pocillopora_meandrina_HIv1___TS.g28615.t1
OG0002973	Peve_00030209, Peve_00042293	Pocillopora_meandrina_HIv1___RNAseq.g16252.t1
OG0002975	Peve_00035559	Pocillopora_meandrina_HIv1___RNAseq.g25052.t1, Pocillopora_meandrina_HIv1___RNAseq.g12484.t1, Pocillopora_meandrina_HIv1___RNAseq.g4411.t1, Pocillopora_meandrina_HIv1___RNAseq.g25108.t1
OG0002976	Peve_00035373	Pocillopora_meandrina_HIv1___RNAseq.g3645.t1, Pocillopora_meandrina_HIv1___RNAseq.g6729.t1, Pocillopora_meandrina_HIv1___RNAseq.g28855.t1, Pocillopora_meandrina_HIv1___TS.g9626.t1
OG0002977	Peve_00005468, Peve_00015270, Peve_00044924	Pocillopora_meandrina_HIv1___RNAseq.g4992.t1
OG0002978	Peve_00019629	Pocillopora_meandrina_HIv1___TS.g1284.t1, Pocillopora_meandrina_HIv1___RNAseq.g19623.t1, Pocillopora_meandrina_HIv1___RNAseq.g11332.t1
OG0002979	Peve_00014779, Peve_00034429, Peve_00007001, Peve_00006998	Pocillopora_meandrina_HIv1___RNAseq.g4203.t1
OG0002981	Peve_00005947	Pocillopora_meandrina_HIv1___RNAseq.g9432.t1, Pocillopora_meandrina_HIv1___RNAseq.g26835.t1b, Pocillopora_meandrina_HIv1___RNAseq.g26716.t1, Pocillopora_meandrina_HIv1___RNAseq.g28607.t1
OG0002982	Peve_00015191	Pocillopora_meandrina_HIv1___RNAseq.g11916.t1
OG0002983	Peve_00032170, Peve_00012237	Pocillopora_meandrina_HIv1___RNAseq.g25214.t1, Pocillopora_meandrina_HIv1___TS.g24787.t1, Pocillopora_meandrina_HIv1___TS.g22930.t1
OG0002984	Peve_00003369	Pocillopora_meandrina_HIv1___RNAseq.g12899.t1, Pocillopora_meandrina_HIv1___RNAseq.g11334.t1, Pocillopora_meandrina_HIv1___RNAseq.g15402.t1, Pocillopora_meandrina_HIv1___RNAseq.g6296.t1
OG0002986	Peve_00006573, Peve_00029110, Peve_00002277, Peve_00006029	Pocillopora_meandrina_HIv1___RNAseq.g10056.t1
OG0002987	Peve_00016781	Pocillopora_meandrina_HIv1___TS.g28767.t1
OG0002987	Peve_00037011, Peve_00037685	Pocillopora_meandrina_HIv1___TS.g14626.t1
OG0002988	Peve_00045179	Pocillopora_meandrina_HIv1___TS.g14866.t1, Pocillopora_meandrina_HIv1___RNAseq.g11328.t1, Pocillopora_meandrina_HIv1___RNAseq.g16241.t1, Pocillopora_meandrina_HIv1___TS.g9805.t1
OG0002989	Peve_00015318	Pocillopora_meandrina_HIv1___TS.g23727.t1, Pocillopora_meandrina_HIv1___RNAseq.g17568.t1
OG0002991	Peve_00007114, Peve_00007105	Pocillopora_meandrina_HIv1___RNAseq.g814.t1, Pocillopora_meandrina_HIv1___RNAseq.g811.t1, Pocillopora_meandrina_HIv1___RNAseq.g813.t1, Pocillopora_meandrina_HIv1___RNAseq.g810.t1
OG0002993	Peve_00037363, Peve_00037362	Pocillopora_meandrina_HIv1___RNAseq.g24696.t1, Pocillopora_meandrina_HIv1___RNAseq.g24692.t2, Pocillopora_meandrina_HIv1___RNAseq.g24695.t1, Pocillopora_meandrina_HIv1___RNAseq.g24705.t1
OG0002995	Peve_00016901	Pocillopora_meandrina_HIv1___RNAseq.g16569.t1, Pocillopora_meandrina_HIv1___TS.g11588.t1, Pocillopora_meandrina_HIv1___RNAseq.g16579.t1, Pocillopora_meandrina_HIv1___TS.g11586.t1, Pocillopora_meandrina_HIv1___TS.g11577.t1
OG0002996	Peve_00035587, Peve_00035584, Peve_00035585, Peve_00035589	Pocillopora_meandrina_HIv1___RNAseq.g2676.t1, Pocillopora_meandrina_HIv1___RNAseq.g2677.t1
OG0003001	Peve_00044016, Peve_00042478, Peve_00027468, Peve_00020055, Peve_00023273	Pocillopora_meandrina_HIv1___TS.g839.t1
OG0003002	Peve_00009365	Pocillopora_meandrina_HIv1___RNAseq.g7121.t1, Pocillopora_meandrina_HIv1___TS.g15576.t1, Pocillopora_meandrina_HIv1___RNAseq.g2447.t1, Pocillopora_meandrina_HIv1___TS.g4953.t1, Pocillopora_meandrina_HIv1___RNAseq.g27086.t1
OG0003004	Peve_00039630, Peve_00039605	Pocillopora_meandrina_HIv1___RNAseq.g11238.t1, Pocillopora_meandrina_HIv1___RNAseq.g11242.t1, Pocillopora_meandrina_HIv1___TS.g7344.t1, Pocillopora_meandrina_HIv1___TS.g7345.t1
OG0003005	Peve_00012898	Pocillopora_meandrina_HIv1___TS.g11706.t1, Pocillopora_meandrina_HIv1___RNAseq.g13924.t1, Pocillopora_meandrina_HIv1___RNAseq.g13916.t1, Pocillopora_meandrina_HIv1___RNAseq.g13928.t1, Pocillopora_meandrina_HIv1___RNAseq.g13918.t1
OG0003007	Peve_00006426, Peve_00040280	Pocillopora_meandrina_HIv1___TS.g15628.t1, Pocillopora_meandrina_HIv1___TS.g25948.t1, Pocillopora_meandrina_HIv1___TS.g27059.t1, Pocillopora_meandrina_HIv1___RNAseq.g23477.t1
OG0003008	Peve_00008310, Peve_00007715, Peve_00007706, Peve_00008312, Peve_00021110	Pocillopora_meandrina_HIv1___RNAseq.g29084.t1
OG0003013	Peve_00003830, Peve_00004041, Peve_00002111, Peve_00041920	Pocillopora_meandrina_HIv1___RNAseq.g2501.t1, Pocillopora_meandrina_HIv1___RNAseq.g26610.t1c
OG0003015	Peve_00003779	Pocillopora_meandrina_HIv1___RNAseq.g30227.t1, Pocillopora_meandrina_HIv1___RNAseq.g30226.t1
OG0003015	Peve_00003783	Pocillopora_meandrina_HIv1___RNAseq.g20454.t1, Pocillopora_meandrina_HIv1___RNAseq.g20455.t1
OG0003017	Peve_00030113, Peve_00006995, Peve_00021360, Peve_00013872, Peve_00038044	Pocillopora_meandrina_HIv1___RNAseq.g28875.t1
OG0003018	Peve_00042416	Pocillopora_meandrina_HIv1___RNAseq.g19578.t1, Pocillopora_meandrina_HIv1___RNAseq.g19591.t1, Pocillopora_meandrina_HIv1___RNAseq.g19604.t1, Pocillopora_meandrina_HIv1___RNAseq.g19580.t1, Pocillopora_meandrina_HIv1___TS.g28963.t1
OG0003024	Peve_00043602	Pocillopora_meandrina_HIv1___RNAseq.g25657.t1, Pocillopora_meandrina_HIv1___TS.g9094.t1, Pocillopora_meandrina_HIv1___RNAseq.g25656.t1, Pocillopora_meandrina_HIv1___RNAseq.g25654.t2, Pocillopora_meandrina_HIv1___RNAseq.g25653.t1
OG0003027	Peve_00027135, Peve_00017823, Peve_00035898	Pocillopora_meandrina_HIv1___RNAseq.g14421.t1, Pocillopora_meandrina_HIv1___TS.g12320.t1c, Pocillopora_meandrina_HIv1___TS.g12319.t1
OG0003028	Peve_00024679	Pocillopora_meandrina_HIv1___TS.g24511.t1, Pocillopora_meandrina_HIv1___TS.g24518.t1, Pocillopora_meandrina_HIv1___RNAseq.g5805.t1, Pocillopora_meandrina_HIv1___RNAseq.g5797.t1, Pocillopora_meandrina_HIv1___TS.g24512.t1
OG0003029	Peve_00003261	Pocillopora_meandrina_HIv1___RNAseq.g27078.t1
OG0003029	Peve_00010712, Peve_00008468	Pocillopora_meandrina_HIv1___RNAseq.g6136.t1, Pocillopora_meandrina_HIv1___RNAseq.g9147.t1
OG0003033	Peve_00019106, Peve_00007366, Peve_00007362, Peve_00018616, Peve_00018619	Pocillopora_meandrina_HIv1___RNAseq.g237.t3
OG0003034	Peve_00005631, Peve_00005657, Peve_00011336, Peve_00005656, Peve_00029673	Pocillopora_meandrina_HIv1___RNAseq.g188.t1
OG0003035	Peve_00024521, Peve_00024523, Peve_00024525, Peve_00021805, Peve_00021807	Pocillopora_meandrina_HIv1___RNAseq.g1414.t1
OG0003037	Peve_00036107, Peve_00036114, Peve_00036111, Peve_00036108, Peve_00036117	Pocillopora_meandrina_HIv1___RNAseq.g15309.t1
OG0003038	Peve_00036330, Peve_00030663, Peve_00007141, Peve_00027782	Pocillopora_meandrina_HIv1___RNAseq.g26336.t1, Pocillopora_meandrina_HIv1___RNAseq.g26327.t1
OG0003039	Peve_00044626, Peve_00025454	Pocillopora_meandrina_HIv1___RNAseq.g14664.t1, Pocillopora_meandrina_HIv1___RNAseq.g14666.t1, Pocillopora_meandrina_HIv1___RNAseq.g14665.t1, Pocillopora_meandrina_HIv1___RNAseq.g14667.t1
OG0003040	Peve_00043048	Pocillopora_meandrina_HIv1___RNAseq.g27540.t1, Pocillopora_meandrina_HIv1___RNAseq.g27541.t1, Pocillopora_meandrina_HIv1___RNAseq.g27538.t1, Pocillopora_meandrina_HIv1___RNAseq.g27539.t1, Pocillopora_meandrina_HIv1___RNAseq.g27537.t1
OG0003044	Peve_00023129, Peve_00023140, Peve_00023123, Peve_00023696	Pocillopora_meandrina_HIv1___RNAseq.g14024.t1, Pocillopora_meandrina_HIv1___RNAseq.g14025.t1
OG0003045	Peve_00027510, Peve_00027508, Peve_00028478, Peve_00027547, Peve_00020222	Pocillopora_meandrina_HIv1___TS.g12797.t1
OG0003046	Peve_00045245	Pocillopora_meandrina_HIv1___RNAseq.g15127.t1, Pocillopora_meandrina_HIv1___TS.g10162.t1, Pocillopora_meandrina_HIv1___RNAseq.g15128.t1, Pocillopora_meandrina_HIv1___RNAseq.g6703.t1, Pocillopora_meandrina_HIv1___TS.g10159.t1
OG0003047	Peve_00041357, Peve_00041358	Pocillopora_meandrina_HIv1___RNAseq.g27420.t1, Pocillopora_meandrina_HIv1___RNAseq.g27419.t1, Pocillopora_meandrina_HIv1___RNAseq.g27418.t1, Pocillopora_meandrina_HIv1___RNAseq.g27417.t1
OG0003049	Peve_00015818, Peve_00015293, Peve_00015820	Pocillopora_meandrina_HIv1___TS.g27680.t1, Pocillopora_meandrina_HIv1___RNAseq.g20655.t1, Pocillopora_meandrina_HIv1___RNAseq.g20656.t1
OG0003053	Peve_00009568, Peve_00032384, Peve_00032383, Peve_00009567, Peve_00032385	Pocillopora_meandrina_HIv1___RNAseq.g9685.t1
OG0003056	Peve_00016444, Peve_00016441, Peve_00035841	Pocillopora_meandrina_HIv1___RNAseq.g2016.t1, Pocillopora_meandrina_HIv1___RNAseq.g21043.t2c, Pocillopora_meandrina_HIv1___RNAseq.g2014.t1
OG0003058	Peve_00029881	Pocillopora_meandrina_HIv1___RNAseq.g22170.t1, Pocillopora_meandrina_HIv1___TS.g26927.t1, Pocillopora_meandrina_HIv1___RNAseq.g22168.t1, Pocillopora_meandrina_HIv1___TS.g26926.t1, Pocillopora_meandrina_HIv1___RNAseq.g22164.t1
OG0003059	Peve_00045041, Peve_00001784	Pocillopora_meandrina_HIv1___RNAseq.g6738.t1, Pocillopora_meandrina_HIv1___RNAseq.g5830.t1, Pocillopora_meandrina_HIv1___RNAseq.g3098.t1, Pocillopora_meandrina_HIv1___RNAseq.g12661.t1
OG0003060	Peve_00039882	Pocillopora_meandrina_HIv1___TS.g10848.t1, Pocillopora_meandrina_HIv1___TS.g6189.t1, Pocillopora_meandrina_HIv1___RNAseq.g21936.t1, Pocillopora_meandrina_HIv1___RNAseq.g18443.t1, Pocillopora_meandrina_HIv1___RNAseq.g21957.t1
OG0003062	Peve_00018258, Peve_00031975, Peve_00018672, Peve_00006820, Peve_00032114	Pocillopora_meandrina_HIv1___RNAseq.g20789.t1b
OG0003064	Peve_00001565, Peve_00023752, Peve_00002760, Peve_00027317, Peve_00027321	Pocillopora_meandrina_HIv1___RNAseq.g6435.t1a
OG0003065	Peve_00037113, Peve_00022091	Pocillopora_meandrina_HIv1___RNAseq.g4662.t1, Pocillopora_meandrina_HIv1___RNAseq.g4700.t1, Pocillopora_meandrina_HIv1___RNAseq.g4664.t1, Pocillopora_meandrina_HIv1___RNAseq.g4678.t1
OG0003066	Peve_00003098, Peve_00034574, Peve_00003226	Pocillopora_meandrina_HIv1___TS.g17994.t1, Pocillopora_meandrina_HIv1___RNAseq.g19977.t1, Pocillopora_meandrina_HIv1___TS.g18126.t1
OG0003067	Peve_00027253	Pocillopora_meandrina_HIv1___RNAseq.g17078.t1
OG0003067	Peve_00015358, Peve_00034562	Pocillopora_meandrina_HIv1___RNAseq.g18545.t1, Pocillopora_meandrina_HIv1___RNAseq.g17079.t1
OG0003072	Peve_00040061, Peve_00044864	Pocillopora_meandrina_HIv1___TS.g23632.t1, Pocillopora_meandrina_HIv1___TS.g9743.t1, Pocillopora_meandrina_HIv1___TS.g11071.t1, Pocillopora_meandrina_HIv1___RNAseq.g19449.t1
OG0003073	Peve_00035228	Pocillopora_meandrina_HIv1___RNAseq.g22922.t1, Pocillopora_meandrina_HIv1___RNAseq.g14612.t1, Pocillopora_meandrina_HIv1___RNAseq.g14603.t1, Pocillopora_meandrina_HIv1___RNAseq.g11499.t1, Pocillopora_meandrina_HIv1___RNAseq.g14446.t1
OG0003074	Peve_00004510, Peve_00019283	Pocillopora_meandrina_HIv1___RNAseq.g7204.t1, Pocillopora_meandrina_HIv1___RNAseq.g7212.t1, Pocillopora_meandrina_HIv1___TS.g965.t1, Pocillopora_meandrina_HIv1___TS.g966.t1
OG0003078	Peve_00006540, Peve_00006539	Pocillopora_meandrina_HIv1___RNAseq.g15846.t1, Pocillopora_meandrina_HIv1___TS.g10870.t1, Pocillopora_meandrina_HIv1___TS.g10869.t1, Pocillopora_meandrina_HIv1___TS.g10865.t1
OG0003082	Peve_00029570, Peve_00031263	Pocillopora_meandrina_HIv1___TS.g1971.t1, Pocillopora_meandrina_HIv1___RNAseq.g27097.t1, Pocillopora_meandrina_HIv1___RNAseq.g2805.t1, Pocillopora_meandrina_HIv1___RNAseq.g141.t1
OG0003085	Peve_00039764, Peve_00026602, Peve_00039762, Peve_00014052	Pocillopora_meandrina_HIv1___RNAseq.g5417.t1, Pocillopora_meandrina_HIv1___RNAseq.g5415.t1
OG0003086	Peve_00021427	Pocillopora_meandrina_HIv1___RNAseq.g22541.t1, Pocillopora_meandrina_HIv1___RNAseq.g22539.t1, Pocillopora_meandrina_HIv1___RNAseq.g22537.t1, Pocillopora_meandrina_HIv1___RNAseq.g22538.t1, Pocillopora_meandrina_HIv1___TS.g27313.t1
OG0003087	Peve_00020973	Pocillopora_meandrina_HIv1___RNAseq.g4317.t1, Pocillopora_meandrina_HIv1___RNAseq.g12062.t1, Pocillopora_meandrina_HIv1___RNAseq.g15989.t1, Pocillopora_meandrina_HIv1___RNAseq.g15988.t1, Pocillopora_meandrina_HIv1___RNAseq.g4318.t2
OG0003088	Peve_00027389, Peve_00027388, Peve_00027387	Pocillopora_meandrina_HIv1___RNAseq.g11544.t1, Pocillopora_meandrina_HIv1___RNAseq.g11545.t1, Pocillopora_meandrina_HIv1___RNAseq.g11546.t1
OG0003089	Peve_00000479	Pocillopora_meandrina_HIv1___RNAseq.g24722.t1, Pocillopora_meandrina_HIv1___RNAseq.g24717.t1, Pocillopora_meandrina_HIv1___RNAseq.g24721.t1, Pocillopora_meandrina_HIv1___RNAseq.g24720.t1, Pocillopora_meandrina_HIv1___RNAseq.g24718.t1
OG0003090	Peve_00009487, Peve_00029497, Peve_00009488	Pocillopora_meandrina_HIv1___RNAseq.g28643.t1, Pocillopora_meandrina_HIv1___RNAseq.g28637.t1, Pocillopora_meandrina_HIv1___TS.g23176.t1
OG0003091	Peve_00016080, Peve_00016074, Peve_00039763	Pocillopora_meandrina_HIv1___TS.g16488.t1, Pocillopora_meandrina_HIv1___RNAseq.g23618.t1, Pocillopora_meandrina_HIv1___RNAseq.g10690.t1
OG0003092	Peve_00028619	Pocillopora_meandrina_HIv1___TS.g20854.t1, Pocillopora_meandrina_HIv1___RNAseq.g17875.t1a, Pocillopora_meandrina_HIv1___RNAseq.21350_t, Pocillopora_meandrina_HIv1___RNAseq.g17874.t1, Pocillopora_meandrina_HIv1___RNAseq.g17873.t1
OG0003093	Peve_00029221, Peve_00012570	Pocillopora_meandrina_HIv1___RNAseq.g14814.t1, Pocillopora_meandrina_HIv1___RNAseq.g3853.t1, Pocillopora_meandrina_HIv1___RNAseq.g2954.t1, Pocillopora_meandrina_HIv1___RNAseq.g23169.t1
OG0003094	Peve_00002850	Pocillopora_meandrina_HIv1___RNAseq.g1902.t1, Pocillopora_meandrina_HIv1___RNAseq.g1904.t1, Pocillopora_meandrina_HIv1___RNAseq.g1903.t1, Pocillopora_meandrina_HIv1___RNAseq.g1900.t1, Pocillopora_meandrina_HIv1___RNAseq.g1901.t1
OG0003096	Peve_00034231, Peve_00033422, Peve_00006459, Peve_00043276	Pocillopora_meandrina_HIv1___RNAseq.g4515.t1, Pocillopora_meandrina_HIv1___RNAseq.g4514.t1
OG0003097	Peve_00002203, Peve_00041884, Peve_00007757, Peve_00005327, Peve_00036415	Pocillopora_meandrina_HIv1___RNAseq.g6967.t1
OG0003101	Peve_00016969	Pocillopora_meandrina_HIv1___TS.g3864.t1, Pocillopora_meandrina_HIv1___RNAseq.g3376.t1, Pocillopora_meandrina_HIv1___RNAseq.g10254.t1, Pocillopora_meandrina_HIv1___RNAseq.g14715.t1, Pocillopora_meandrina_HIv1___RNAseq.g28924.t1
OG0003106	Peve_00037239	Pocillopora_meandrina_HIv1___RNAseq.g2272.t1b
OG0003106	Peve_00000194, Peve_00018012	Pocillopora_meandrina_HIv1___TS.g8388.t1a, Pocillopora_meandrina_HIv1___TS.g27127.t1a
OG0003108	Peve_00022506, Peve_00011201, Peve_00042268, Peve_00016446, Peve_00035284	Pocillopora_meandrina_HIv1___RNAseq.g27310.t1
OG0003109	Peve_00005838	Pocillopora_meandrina_HIv1___RNAseq.g16064.t1, Pocillopora_meandrina_HIv1___RNAseq.g28841.t1, Pocillopora_meandrina_HIv1___RNAseq.g2446.t1, Pocillopora_meandrina_HIv1___RNAseq.g27087.t1, Pocillopora_meandrina_HIv1___RNAseq.g2441.t1
OG0003110	Peve_00037112	Pocillopora_meandrina_HIv1___TS.g25031.t1, Pocillopora_meandrina_HIv1___RNAseq.g29784.t1, Pocillopora_meandrina_HIv1___TS.g25033.t1, Pocillopora_meandrina_HIv1___RNAseq.g29780.t1, Pocillopora_meandrina_HIv1___RNAseq.g29783.t1
OG0003111	Peve_00029962, Peve_00031126, Peve_00038898, Peve_00003022, Peve_00042662	Pocillopora_meandrina_HIv1___RNAseq.g12608.t1
OG0003114	Peve_00005273, Peve_00023758, Peve_00005275	Pocillopora_meandrina_HIv1___RNAseq.g29999.t1, Pocillopora_meandrina_HIv1___RNAseq.g30000.t1, Pocillopora_meandrina_HIv1___RNAseq.g30002.t1
OG0003115	Peve_00022861, Peve_00017830, Peve_00016151, Peve_00019404, Peve_00025511	Pocillopora_meandrina_HIv1___RNAseq.g480.t1
OG0003116	Peve_00001729, Peve_00001728, Peve_00001726, Peve_00001727, Peve_00014343	Pocillopora_meandrina_HIv1___RNAseq.g10895.t1
OG0003119	Peve_00005555, Peve_00011431, Peve_00002484, Peve_00011426, Peve_00011429	Pocillopora_meandrina_HIv1___RNAseq.g20405.t1
OG0003120	Peve_00043870, Peve_00043862, Peve_00043861, Peve_00043859, Peve_00043871	Pocillopora_meandrina_HIv1___RNAseq.g1924.t1
OG0003121	Peve_00004029, Peve_00030494, Peve_00031422, Peve_00030365	Pocillopora_meandrina_HIv1___RNAseq.g16827.t1, Pocillopora_meandrina_HIv1___RNAseq.g16007.t1
OG0003122	Peve_00025913, Peve_00032042, Peve_00038663, Peve_00033289, Peve_00008803	Pocillopora_meandrina_HIv1___RNAseq.g9094.t1
OG0003123	Peve_00025021, Peve_00035874, Peve_00017028, Peve_00035923, Peve_00014787	Pocillopora_meandrina_HIv1___RNAseq.g27850.t1
OG0003124	Peve_00018491, Peve_00044319, Peve_00044324, Peve_00015721, Peve_00026806	Pocillopora_meandrina_HIv1___TS.g1481.t1b
OG0003178	Peve_00027180, Peve_00027181	Pocillopora_meandrina_HIv1___RNAseq.g28902.t1
OG0003179	Peve_00038742, Peve_00024060, Peve_00019870	Pocillopora_meandrina_HIv1___RNAseq.g28905.t1
OG0003180	Peve_00019864, Peve_00024056	Pocillopora_meandrina_HIv1___RNAseq.g28909.t1
OG0003181	Peve_00022648, Peve_00022649	Pocillopora_meandrina_HIv1___TS.g6133.t2
OG0003182	Peve_00019415, Peve_00018873	Pocillopora_meandrina_HIv1___RNAseq.g28926.t1, Pocillopora_meandrina_HIv1___RNAseq.g28922.t1
OG0003183	Peve_00030206, Peve_00033354, Peve_00033355	Pocillopora_meandrina_HIv1___TS.g6176.t1
OG0003184	Peve_00030204, Peve_00033356, Peve_00030205	Pocillopora_meandrina_HIv1___RNAseq.g28958.t1b
OG0003185	Peve_00009811	Pocillopora_meandrina_HIv1___RNAseq.g30138.t1, Pocillopora_meandrina_HIv1___RNAseq.g30137.t1
OG0003186	Peve_00033572	Pocillopora_meandrina_HIv1___TS.g6238.t1, Pocillopora_meandrina_HIv1___RNAseq.g29017.t1, Pocillopora_meandrina_HIv1___RNAseq.g29351.t1
OG0003188	Peve_00018263	Pocillopora_meandrina_HIv1___RNAseq.g12426.t1
OG0003189	Peve_00010962, Peve_00010961	Pocillopora_meandrina_HIv1___RNAseq.g2316.t1, Pocillopora_meandrina_HIv1___RNAseq.g2317.t1
OG0003190	Peve_00005975, Peve_00036303, Peve_00026199	Pocillopora_meandrina_HIv1___RNAseq.g1005.t1
OG0003191	Peve_00038239	Pocillopora_meandrina_HIv1___RNAseq.g2346.t1, Pocillopora_meandrina_HIv1___TS.g4854.t1
OG0003192	Peve_00029231, Peve_00029313	Pocillopora_meandrina_HIv1___RNAseq.g2404.t1
OG0003193	Peve_00025314	Pocillopora_meandrina_HIv1___TS.g6498.t2
OG0003194	Peve_00041264, Peve_00038243	Pocillopora_meandrina_HIv1___RNAseq.g29282.t1, Pocillopora_meandrina_HIv1___RNAseq.g29279.t1
OG0003195	Peve_00001215, Peve_00001217, Peve_00002066	Pocillopora_meandrina_HIv1___RNAseq.g1813.t1
OG0003196	Peve_00009736, Peve_00009733	Pocillopora_meandrina_HIv1___RNAseq.g29456.t1, Pocillopora_meandrina_HIv1___RNAseq.g29455.t1
OG0003198	Peve_00032927, Peve_00007801, Peve_00032926	Pocillopora_meandrina_HIv1___RNAseq.g29136.t1
OG0003199	Peve_00004454	Pocillopora_meandrina_HIv1___RNAseq.g29197.t1, Pocillopora_meandrina_HIv1___RNAseq.g29196.t1, Pocillopora_meandrina_HIv1___RNAseq.g29200.t1
OG0003200	Peve_00004450	Pocillopora_meandrina_HIv1___RNAseq.g29184.t1, Pocillopora_meandrina_HIv1___RNAseq.g29186.t1, Pocillopora_meandrina_HIv1___RNAseq.g29181.t1
OG0003201	Peve_00012487, Peve_00012484	Pocillopora_meandrina_HIv1___RNAseq.g29178.t1
OG0003202	Peve_00041066	Pocillopora_meandrina_HIv1___RNAseq.g29622.t1, Pocillopora_meandrina_HIv1___RNAseq.g29621.t1, Pocillopora_meandrina_HIv1___RNAseq.g29620.t2
OG0003203	Peve_00018944, Peve_00018943, Peve_00029706	Pocillopora_meandrina_HIv1___RNAseq.g29656.t1
OG0003204	Peve_00030614, Peve_00033071	Pocillopora_meandrina_HIv1___RNAseq.g2709.t1
OG0003205	Peve_00010887, Peve_00000759	Pocillopora_meandrina_HIv1___RNAseq.g26910.t1
OG0003206	Peve_00029331, Peve_00003165, Peve_00035208	Pocillopora_meandrina_HIv1___RNAseq.g29367.t1b
OG0003207	Peve_00029377	Pocillopora_meandrina_HIv1___TS.g6540.t1, Pocillopora_meandrina_HIv1___RNAseq.g29350.t1, Pocillopora_meandrina_HIv1___TS.g6539.t1
OG0003208	Peve_00029380, Peve_00029381	Pocillopora_meandrina_HIv1___RNAseq.g29342.t1, Pocillopora_meandrina_HIv1___RNAseq.g29345.t1
OG0003209	Peve_00029334	Pocillopora_meandrina_HIv1___RNAseq.g29338.t1, Pocillopora_meandrina_HIv1___RNAseq.g29336.t1
OG0003210	Peve_00017207, Peve_00009673	Pocillopora_meandrina_HIv1___TS.g6724.t2
OG0003212	Peve_00008795, Peve_00008798, Peve_00008799	Pocillopora_meandrina_HIv1___TS.g4540.t1
OG0003213	Peve_00037006	Pocillopora_meandrina_HIv1___RNAseq.g2225.t1
OG0003213	Peve_00037007	Pocillopora_meandrina_HIv1___RNAseq.g2224.t1
OG0003214	Peve_00036962	Pocillopora_meandrina_HIv1___TS.g4771.t1a, Pocillopora_meandrina_HIv1___TS.g4771.t1b
OG0003215	Peve_00037046, Peve_00036938	Pocillopora_meandrina_HIv1___RNAseq.g12407.t1, Pocillopora_meandrina_HIv1___RNAseq.g2292.t1
OG0003216	Peve_00021886, Peve_00025088, Peve_00025084	Pocillopora_meandrina_HIv1___RNAseq.g2136.t1
OG0003218	Peve_00044700, Peve_00026260, Peve_00026259	Pocillopora_meandrina_HIv1___RNAseq.g1911.t1
OG0003220	Peve_00002876, Peve_00002881, Peve_00002883	Pocillopora_meandrina_HIv1___RNAseq.g1907.t1
OG0003221	Peve_00012117	Pocillopora_meandrina_HIv1___RNAseq.g1894.t1
OG0003222	Peve_00018431, Peve_00018430	Pocillopora_meandrina_HIv1___RNAseq.g1086.t1
OG0003223	Peve_00012124	Pocillopora_meandrina_HIv1___RNAseq.g1885.t1
OG0003224	Peve_00027848, Peve_00012127, Peve_00012797	Pocillopora_meandrina_HIv1___TS.g4391.t1
OG0003225	Peve_00000624	Pocillopora_meandrina_HIv1___RNAseq.g2055.t1, Pocillopora_meandrina_HIv1___RNAseq.g2051.t1, Pocillopora_meandrina_HIv1___RNAseq.g2054.t1
OG0003226	Peve_00003914	Pocillopora_meandrina_HIv1___RNAseq.g2066.t1
OG0003226	Peve_00003915	Pocillopora_meandrina_HIv1___RNAseq.g2067.t1
OG0003227	Peve_00027303	Pocillopora_meandrina_HIv1___RNAseq.g2006.t1, Pocillopora_meandrina_HIv1___RNAseq.g2012.t1, Pocillopora_meandrina_HIv1___RNAseq.g2011.t1
OG0003228	Peve_00034529	Pocillopora_meandrina_HIv1___RNAseq.g751.t1
OG0003229	Peve_00004144	Pocillopora_meandrina_HIv1___RNAseq.g1990.t1a
