Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
Pocillopora_meandrina_HIv1___Sc0000003:4945307-4945849	Cluster_1169	N	495	19	6	62	3
Pocillopora_meandrina_HIv1___Sc0000003:4946513-4946940	Cluster_1170	N	124	51	39	7	5
Pocillopora_meandrina_HIv1___Sc0000003:5028952-5029429	Cluster_1171	N	116	34	68	353	150
Pocillopora_meandrina_HIv1___Sc0000003:5030876-5031354	Cluster_1172	N	67	250	200	581	618
Pocillopora_meandrina_HIv1___Sc0000003:5148334-5148807	Cluster_1173	N	35	43	36	116	109
Pocillopora_meandrina_HIv1___Sc0000003:5182536-5182959	Cluster_1174	N	12	28	23	67	98
Pocillopora_meandrina_HIv1___Sc0000003:5372310-5372850	Cluster_1175	N	169	73	100	34	12
Pocillopora_meandrina_HIv1___Sc0000003:5692287-5693120	Cluster_1176	N	16	11	515	0	24
Pocillopora_meandrina_HIv1___Sc0000003:5694161-5694564	Cluster_1177	N	74	40	10	3	4
Pocillopora_meandrina_HIv1___Sc0000003:5694635-5695065	Cluster_1178	N	225	58	3	13	11
Pocillopora_meandrina_HIv1___Sc0000003:5755579-5756010	Cluster_1179	N	45	35	50	247	18
Pocillopora_meandrina_HIv1___Sc0000003:5760139-5760610	Cluster_1180	N	3083	4207	7718	29773	21436
Pocillopora_meandrina_HIv1___Sc0000003:5831350-5831779	Cluster_1181	N	3	46	0	40	0
Pocillopora_meandrina_HIv1___Sc0000003:5911110-5911540	Cluster_1182	N	131	528	556	7	124
Pocillopora_meandrina_HIv1___Sc0000003:5965071-5965586	Cluster_1183	N	5	69	27	87	198
Pocillopora_meandrina_HIv1___Sc0000003:5965723-5966238	Cluster_1184	N	6	91	30	76	170
Pocillopora_meandrina_HIv1___Sc0000003:6019953-6020383	Cluster_1185	N	25	52	32	55	71
Pocillopora_meandrina_HIv1___Sc0000003:6328548-6328949	Cluster_1186	N	6	8	10	37	82
Pocillopora_meandrina_HIv1___Sc0000003:6386367-6386828	Cluster_1187	N	24	76	42	118	203
Pocillopora_meandrina_HIv1___Sc0000003:6424799-6425229	Cluster_1188	N	4	4	87	272	161
Pocillopora_meandrina_HIv1___Sc0000003:6569728-6570155	Cluster_1189	N	82	45	43	9	0
Pocillopora_meandrina_HIv1___Sc0000003:6670538-6670966	Cluster_1190	N	38	1	313	95	62
Pocillopora_meandrina_HIv1___Sc0000003:6672454-6672884	Cluster_1191	N	22	115	460	59	266
Pocillopora_meandrina_HIv1___Sc0000003:6767976-6768388	Cluster_1192	N	9	49	5	54	57
Pocillopora_meandrina_HIv1___Sc0000003:6774529-6774948	Cluster_1193	N	15	33	17	41	61
Pocillopora_meandrina_HIv1___Sc0000003:6775676-6776091	Cluster_1194	N	7	33	5	17	29
Pocillopora_meandrina_HIv1___Sc0000003:6885701-6886302	Cluster_1195	N	34	464	52	77	62
Pocillopora_meandrina_HIv1___Sc0000003:6910359-6911008	Cluster_1196	N	1	1	2	230	119
Pocillopora_meandrina_HIv1___Sc0000003:6988916-6989345	Cluster_1197	N	2	62	74	61	0
Pocillopora_meandrina_HIv1___Sc0000003:7133223-7133650	Cluster_1198	N	83	48	43	12	0
Pocillopora_meandrina_HIv1___Sc0000003:7244498-7244926	Cluster_1199	N	1	9	10	132	124
Pocillopora_meandrina_HIv1___Sc0000003:7299311-7299716	Cluster_1200	N	6	23	19	49	68
Pocillopora_meandrina_HIv1___Sc0000003:7299821-7300240	Cluster_1201	N	18	66	24	108	170
Pocillopora_meandrina_HIv1___Sc0000003:7300249-7300656	Cluster_1202	N	15	34	25	61	95
Pocillopora_meandrina_HIv1___Sc0000003:7353741-7354272	Cluster_1203	N	17	49	11	64	217
Pocillopora_meandrina_HIv1___Sc0000003:7408170-7409498	Cluster_1204	N	62	578	100	377	635
Pocillopora_meandrina_HIv1___Sc0000003:7409540-7409952	Cluster_1205	N	6	39	2	33	104
Pocillopora_meandrina_HIv1___Sc0000003:7410474-7410907	Cluster_1206	N	11	111	12	99	182
Pocillopora_meandrina_HIv1___Sc0000003:7411420-7411846	Cluster_1207	N	8	91	18	49	136
Pocillopora_meandrina_HIv1___Sc0000003:7412367-7413218	Cluster_1208	N	36	270	55	195	291
Pocillopora_meandrina_HIv1___Sc0000003:7591882-7592299	Cluster_1209	N	2	0	1	113	0
Pocillopora_meandrina_HIv1___Sc0000003:7599788-7601072	Cluster_1210	N	742	450	487	976	130
Pocillopora_meandrina_HIv1___Sc0000003:7622712-7623130	Cluster_1211	N	116	0	1	0	0
Pocillopora_meandrina_HIv1___Sc0000003:7626251-7626678	Cluster_1212	N	242	3	0	5	3
Pocillopora_meandrina_HIv1___Sc0000003:7633872-7634300	Cluster_1213	N	118	1	0	6	56
Pocillopora_meandrina_HIv1___Sc0000003:7659437-7659861	Cluster_1214	N	28	21	44	19	6
Pocillopora_meandrina_HIv1___Sc0000003:7947458-7947877	Cluster_1215	N	12	58	41	53	102
Pocillopora_meandrina_HIv1___Sc0000003:7948713-7949136	Cluster_1216	N	28	43	33	90	152
Pocillopora_meandrina_HIv1___Sc0000003:7955162-7955577	Cluster_1217	N	16	35	29	56	144
Pocillopora_meandrina_HIv1___Sc0000003:8175305-8175722	Cluster_1218	N	10	61	9	7	6
Pocillopora_meandrina_HIv1___Sc0000003:8251830-8252248	Cluster_1219	N	10	29	13	17	3
Pocillopora_meandrina_HIv1___Sc0000003:8266188-8266651	Cluster_1220	N	15	43	40	113	114
Pocillopora_meandrina_HIv1___Sc0000003:8305381-8305805	Cluster_1221	N	0	22	51	34	7
Pocillopora_meandrina_HIv1___Sc0000003:8314379-8314796	Cluster_1222	N	598	306	283	0	14
Pocillopora_meandrina_HIv1___Sc0000003:8365220-8365649	Cluster_1223	N	81	13	18	67	28
Pocillopora_meandrina_HIv1___Sc0000003:8389908-8390326	Cluster_1224	N	9	24	16	33	72
Pocillopora_meandrina_HIv1___Sc0000003:8391648-8392053	Cluster_1225	N	23	40	10	50	96
Pocillopora_meandrina_HIv1___Sc0000003:8392372-8393246	Cluster_1226	N	127	264	71	306	467
Pocillopora_meandrina_HIv1___Sc0000003:8431097-8431525	Cluster_1227	N	89	16	1	0	0
Pocillopora_meandrina_HIv1___Sc0000003:8442393-8443321	Cluster_1228	N	2825	847	771	1887	335
Pocillopora_meandrina_HIv1___Sc0000003:8459704-8460134	Cluster_1229	N	113	6	75	405	46
Pocillopora_meandrina_HIv1___Sc0000003:8619934-8620347	Cluster_1230	N	32	11	1	56	1
Pocillopora_meandrina_HIv1___Sc0000003:8622404-8623297	Cluster_1231	N	60	143	96	90	160
Pocillopora_meandrina_HIv1___Sc0000003:8647865-8648636	Cluster_1232	N	166	80	194	139	38
Pocillopora_meandrina_HIv1___Sc0000003:8649171-8649599	Cluster_1233	N	79	9	2	39	6
Pocillopora_meandrina_HIv1___Sc0000003:8658110-8658528	Cluster_1234	N	70	875	52	197	652
Pocillopora_meandrina_HIv1___Sc0000003:8680823-8681250	Cluster_1235	N	39	75	51	21	25
Pocillopora_meandrina_HIv1___Sc0000003:8682415-8682830	Cluster_1236	N	33	38	69	2	85
Pocillopora_meandrina_HIv1___Sc0000003:8695585-8696014	Cluster_1237	N	0	16	831	0	0
Pocillopora_meandrina_HIv1___Sc0000003:8780641-8782378	Cluster_1238	N	598	397	639	550	217
Pocillopora_meandrina_HIv1___Sc0000003:8800711-8801140	Cluster_1239	N	5	27	92	1	6
Pocillopora_meandrina_HIv1___Sc0000003:8905394-8905822	Cluster_1240	N	12	6	111	41	3
Pocillopora_meandrina_HIv1___Sc0000003:8907631-8908059	Cluster_1241	N	59	20	29	46	8
Pocillopora_meandrina_HIv1___Sc0000003:8915298-8915727	Cluster_1242	N	17	9	32	172	3
Pocillopora_meandrina_HIv1___Sc0000003:8916620-8917043	Cluster_1243	N	37	8	106	1	29
Pocillopora_meandrina_HIv1___Sc0000003:8920685-8921364	Cluster_1244	N	420	404	795	1655	219
Pocillopora_meandrina_HIv1___Sc0000003:8969736-8970166	Cluster_1245	N	11	2	253	3	13
Pocillopora_meandrina_HIv1___Sc0000003:9071829-9072246	Cluster_1246	N	1	45	2	147	371
Pocillopora_meandrina_HIv1___Sc0000003:9149634-9150114	Cluster_1247	N	213	315	1	0	0
Pocillopora_meandrina_HIv1___Sc0000003:9291034-9292771	Cluster_1248	N	591	373	638	545	191
Pocillopora_meandrina_HIv1___Sc0000003:9403760-9404177	Cluster_1249	N	7	189	20	31	108
Pocillopora_meandrina_HIv1___Sc0000003:9565787-9566383	Cluster_1250	N	1308	615	1729	1266	1205
Pocillopora_meandrina_HIv1___Sc0000003:9657566-9657995	Cluster_1251	N	13	28	158	100	0
Pocillopora_meandrina_HIv1___Sc0000003:9699669-9700425	Cluster_1252	N	371	135	524	393	32
Pocillopora_meandrina_HIv1___Sc0000003:9709238-9709736	Cluster_1253	N	2101	231	957	416	55
Pocillopora_meandrina_HIv1___Sc0000003:9744415-9744843	Cluster_1254	N	18	41	196	51	33
Pocillopora_meandrina_HIv1___Sc0000003:9751847-9752327	Cluster_1255	N	3420	311	470	1865	245
Pocillopora_meandrina_HIv1___Sc0000003:9758869-9759872	Cluster_1256	N	677	141	200	253	14
Pocillopora_meandrina_HIv1___Sc0000003:9762294-9762708	Cluster_1257	N	5	74	5	37	0
Pocillopora_meandrina_HIv1___Sc0000003:9768332-9768759	Cluster_1258	N	42	33	36	22	1
Pocillopora_meandrina_HIv1___Sc0000003:9777956-9778366	Cluster_1259	N	3	78	0	0	4
Pocillopora_meandrina_HIv1___Sc0000003:9784035-9784460	Cluster_1260	N	21	0	55	1	0
Pocillopora_meandrina_HIv1___Sc0000003:9784980-9785410	Cluster_1261	N	4	30	230	6	2
Pocillopora_meandrina_HIv1___Sc0000003:9795699-9796507	Cluster_1262	N	4745	2413	3187	4245	99
Pocillopora_meandrina_HIv1___Sc0000003:9799382-9799799	Cluster_1263	N	29	10	44	19	1
Pocillopora_meandrina_HIv1___Sc0000003:9800891-9801298	Cluster_1264	N	29	17	7	42	5
Pocillopora_meandrina_HIv1___Sc0000003:9807539-9807963	Cluster_1265	N	45	1	54	7	1
Pocillopora_meandrina_HIv1___Sc0000003:9810528-9811478	Cluster_1266	N	16508	16436	10435	11822	210
Pocillopora_meandrina_HIv1___Sc0000003:9829639-9830066	Cluster_1267	N	52	40	34	20	2
Pocillopora_meandrina_HIv1___Sc0000003:9840509-9840938	Cluster_1268	N	89	19	14	1	9
Pocillopora_meandrina_HIv1___Sc0000003:9842981-9843409	Cluster_1269	N	2	2	5	101	3
Pocillopora_meandrina_HIv1___Sc0000003:9872204-9873155	Cluster_1270	N	306	107	161	1278	195
Pocillopora_meandrina_HIv1___Sc0000003:9891466-9891893	Cluster_1271	N	48	41	39	21	1
Pocillopora_meandrina_HIv1___Sc0000003:9902335-9902764	Cluster_1272	N	89	17	14	1	9
Pocillopora_meandrina_HIv1___Sc0000003:9904807-9905235	Cluster_1273	N	0	1	6	100	2
Pocillopora_meandrina_HIv1___Sc0000003:9912132-9912559	Cluster_1274	N	26	0	61	0	0
Pocillopora_meandrina_HIv1___Sc0000003:9920702-9921127	Cluster_1275	N	51	1	65	0	0
Pocillopora_meandrina_HIv1___Sc0000003:9932440-9933235	Cluster_1276	N	271	90	161	1286	191
Pocillopora_meandrina_HIv1___Sc0000003:9935604-9936183	Cluster_1277	N	0	233	454	9	0
Pocillopora_meandrina_HIv1___Sc0000003:9944352-9944779	Cluster_1278	N	41	32	33	19	1
Pocillopora_meandrina_HIv1___Sc0000003:9973243-9973662	Cluster_1279	N	81	0	47	0	0
Pocillopora_meandrina_HIv1___Sc0000003:9987992-9988420	Cluster_1280	N	2	8	297	1	8
Pocillopora_meandrina_HIv1___Sc0000003:9994430-9994857	Cluster_1281	N	25	0	54	0	0
Pocillopora_meandrina_HIv1___Sc0000003:10001373-10002717	Cluster_1282	N	13913	3850	8146	12741	153
Pocillopora_meandrina_HIv1___Sc0000003:10010816-10011902	Cluster_1283	N	3370	986	1767	2535	114
Pocillopora_meandrina_HIv1___Sc0000003:10012444-10012874	Cluster_1284	N	34	46	178	11	1
Pocillopora_meandrina_HIv1___Sc0000003:10014241-10014652	Cluster_1285	N	4	73	6	34	1
Pocillopora_meandrina_HIv1___Sc0000003:10064345-10065144	Cluster_1286	N	865	403	561	520	7
Pocillopora_meandrina_HIv1___Sc0000003:10079764-10080571	Cluster_1287	N	19519	3537	7591	9228	273
Pocillopora_meandrina_HIv1___Sc0000003:10095244-10095670	Cluster_1288	N	0	112	4	0	2
Pocillopora_meandrina_HIv1___Sc0000003:10129512-10129606	Cluster_1289	Y	3378	1865	3819	1429	801
Pocillopora_meandrina_HIv1___Sc0000003:10217570-10218300	Cluster_1290	N	112	10	15	135	28
Pocillopora_meandrina_HIv1___Sc0000003:10254529-10255385	Cluster_1291	N	9	245	6	313	109
Pocillopora_meandrina_HIv1___Sc0000003:10257231-10258204	Cluster_1292	N	2084	292	2	535	226
Pocillopora_meandrina_HIv1___Sc0000003:10258826-10259454	Cluster_1293	N	107	130	0	93	48
Pocillopora_meandrina_HIv1___Sc0000003:10264796-10265225	Cluster_1294	N	9	23	95	1	10
Pocillopora_meandrina_HIv1___Sc0000003:10343590-10344134	Cluster_1295	N	50	28	45	201	227
Pocillopora_meandrina_HIv1___Sc0000003:10366033-10366130	Cluster_1296	Y	248945	156868	209079	182357	61608
Pocillopora_meandrina_HIv1___Sc0000003:10467440-10467869	Cluster_1297	N	85	10	23	41	3
Pocillopora_meandrina_HIv1___Sc0000003:10524992-10525416	Cluster_1298	N	7	5	2	59	22
Pocillopora_meandrina_HIv1___Sc0000003:10659509-10659937	Cluster_1299	N	0	196	4	0	1
Pocillopora_meandrina_HIv1___Sc0000003:10771888-10772322	Cluster_1300	N	0	155	219	55	2
Pocillopora_meandrina_HIv1___Sc0000003:10898397-10898826	Cluster_1301	N	18	21	37	14	8
Pocillopora_meandrina_HIv1___Sc0000003:10984913-10985340	Cluster_1302	N	30	76	3	50	40
Pocillopora_meandrina_HIv1___Sc0000003:11272564-11273266	Cluster_1303	N	213	33	93	101	24
Pocillopora_meandrina_HIv1___Sc0000003:11273554-11274023	Cluster_1304	N	195	30	95	87	41
Pocillopora_meandrina_HIv1___Sc0000003:11275061-11275491	Cluster_1305	N	2652	17	18	13	6
Pocillopora_meandrina_HIv1___Sc0000003:11276324-11276792	Cluster_1306	N	344	28	34	38	8
Pocillopora_meandrina_HIv1___Sc0000003:11282947-11283364	Cluster_1307	N	20	14	10	127	3
Pocillopora_meandrina_HIv1___Sc0000003:11284624-11285051	Cluster_1308	N	50	11	20	14	14
Pocillopora_meandrina_HIv1___Sc0000003:11286345-11286753	Cluster_1309	N	87	9	55	43	20
Pocillopora_meandrina_HIv1___Sc0000003:11288132-11288615	Cluster_1310	N	237	31	111	159	23
Pocillopora_meandrina_HIv1___Sc0000003:11289719-11290158	Cluster_1311	N	96	14	73	33	0
Pocillopora_meandrina_HIv1___Sc0000003:11295745-11296298	Cluster_1312	N	1903	126	48	107	73
Pocillopora_meandrina_HIv1___Sc0000003:11296950-11298687	Cluster_1313	N	569	363	649	1598	197
Pocillopora_meandrina_HIv1___Sc0000003:11304922-11305468	Cluster_1314	N	1294	46	3572	321	573
Pocillopora_meandrina_HIv1___Sc0000003:11310298-11312559	Cluster_1315	N	2302	86	1833	2184	54
Pocillopora_meandrina_HIv1___Sc0000003:11313413-11314259	Cluster_1316	N	73	92	91	8	36
Pocillopora_meandrina_HIv1___Sc0000003:11321069-11322166	Cluster_1317	N	3125	363	1444	621	130
Pocillopora_meandrina_HIv1___Sc0000003:11335082-11335508	Cluster_1318	N	144	62	30	0	2
Pocillopora_meandrina_HIv1___Sc0000003:11335681-11336086	Cluster_1319	N	113	77	92	6	3
Pocillopora_meandrina_HIv1___Sc0000003:11337087-11337595	Cluster_1320	N	235	90	78	0	4
Pocillopora_meandrina_HIv1___Sc0000003:11345275-11345703	Cluster_1321	N	146	11	35	35	13
Pocillopora_meandrina_HIv1___Sc0000003:11346922-11347354	Cluster_1322	N	2300	10	21	3	78
Pocillopora_meandrina_HIv1___Sc0000003:11353870-11354298	Cluster_1323	N	133	9	25	33	18
Pocillopora_meandrina_HIv1___Sc0000003:11358732-11359162	Cluster_1324	N	149	1	32	31	12
Pocillopora_meandrina_HIv1___Sc0000003:11363153-11363582	Cluster_1325	N	196	41	181	92	13
Pocillopora_meandrina_HIv1___Sc0000003:11363737-11364796	Cluster_1326	N	5222	1709	3547	4434	960
Pocillopora_meandrina_HIv1___Sc0000003:11365010-11366395	Cluster_1327	N	1882	95	1238	369	157
Pocillopora_meandrina_HIv1___Sc0000003:11378928-11380102	Cluster_1328	N	211	90	133	405	39
Pocillopora_meandrina_HIv1___Sc0000003:11380313-11380818	Cluster_1329	N	288	22	68	275	18
Pocillopora_meandrina_HIv1___Sc0000003:11380835-11381261	Cluster_1330	N	37	18	41	62	7
Pocillopora_meandrina_HIv1___Sc0000003:11381379-11381806	Cluster_1331	N	126	47	51	106	9
Pocillopora_meandrina_HIv1___Sc0000003:11381813-11382239	Cluster_1332	N	103	35	51	39	17
Pocillopora_meandrina_HIv1___Sc0000003:11385940-11386361	Cluster_1333	N	54	20	16	23	26
Pocillopora_meandrina_HIv1___Sc0000003:11386437-11386980	Cluster_1334	N	134	52	70	90	72
Pocillopora_meandrina_HIv1___Sc0000003:11387132-11387560	Cluster_1335	N	29	18	56	98	11
Pocillopora_meandrina_HIv1___Sc0000003:11387865-11388471	Cluster_1336	N	161	365	109	168	396
Pocillopora_meandrina_HIv1___Sc0000003:11402241-11402660	Cluster_1337	N	53	62	11	64	10
Pocillopora_meandrina_HIv1___Sc0000003:11403222-11403650	Cluster_1338	N	85	42	15	24	7
Pocillopora_meandrina_HIv1___Sc0000003:11404422-11404953	Cluster_1339	N	342	334	561	516	75
Pocillopora_meandrina_HIv1___Sc0000003:11405605-11406230	Cluster_1340	N	158	11	2	145	138
Pocillopora_meandrina_HIv1___Sc0000003:11406949-11407876	Cluster_1341	N	67	590	75	149	20
Pocillopora_meandrina_HIv1___Sc0000003:11415939-11417910	Cluster_1342	N	2138	682	1560	570	171
Pocillopora_meandrina_HIv1___Sc0000003:11419090-11419828	Cluster_1343	N	526	588	4	3	160
Pocillopora_meandrina_HIv1___Sc0000003:11419882-11420309	Cluster_1344	N	115	41	0	3	21
Pocillopora_meandrina_HIv1___Sc0000003:11420788-11422530	Cluster_1345	N	1704	457	60	7	324
Pocillopora_meandrina_HIv1___Sc0000003:11422532-11423479	Cluster_1346	N	951	334	721	37	135
Pocillopora_meandrina_HIv1___Sc0000003:11423483-11424351	Cluster_1347	N	283	132	501	97	34
Pocillopora_meandrina_HIv1___Sc0000003:11424552-11426547	Cluster_1348	N	1058	411	1399	444	159
Pocillopora_meandrina_HIv1___Sc0000003:11427353-11427762	Cluster_1349	N	77	4	0	1	15
Pocillopora_meandrina_HIv1___Sc0000003:11428422-11428852	Cluster_1350	N	880	28	0	2	69
Pocillopora_meandrina_HIv1___Sc0000003:11430182-11430731	Cluster_1351	N	1330	345	1465	1366	195
Pocillopora_meandrina_HIv1___Sc0000003:11430800-11431829	Cluster_1352	N	971	547	2026	1595	235
Pocillopora_meandrina_HIv1___Sc0000003:11432031-11432913	Cluster_1353	N	1330	447	1603	1459	230
Pocillopora_meandrina_HIv1___Sc0000003:11433932-11435136	Cluster_1354	N	1065	293	1017	1000	222
Pocillopora_meandrina_HIv1___Sc0000003:11436256-11436994	Cluster_1355	N	972	436	1570	1539	88
Pocillopora_meandrina_HIv1___Sc0000003:11535301-11535725	Cluster_1356	N	5	56	1	32	1
Pocillopora_meandrina_HIv1___Sc0000003:11639372-11639839	Cluster_1357	N	530	573	1	76	33
Pocillopora_meandrina_HIv1___Sc0000003:11689765-11690191	Cluster_1358	N	35	39	5	44	10
Pocillopora_meandrina_HIv1___Sc0000003:11710129-11710557	Cluster_1359	N	68	6	14	448	12
Pocillopora_meandrina_HIv1___Sc0000003:11727877-11728296	Cluster_1360	N	10	46	37	44	104
Pocillopora_meandrina_HIv1___Sc0000003:11894004-11894428	Cluster_1361	N	0	0	146	0	1
Pocillopora_meandrina_HIv1___Sc0000003:12068300-12068733	Cluster_1362	N	0	16	280	0	51
Pocillopora_meandrina_HIv1___Sc0000003:12280391-12280819	Cluster_1363	N	1	0	2	365	33
Pocillopora_meandrina_HIv1___Sc0000003:12304994-12305413	Cluster_1364	N	1	1	39	136	48
Pocillopora_meandrina_HIv1___Sc0000003:12328371-12328793	Cluster_1365	N	65	3	4	4	5
Pocillopora_meandrina_HIv1___Sc0000003:12328981-12329395	Cluster_1366	N	7	27	0	3	61
Pocillopora_meandrina_HIv1___Sc0000003:12332383-12332813	Cluster_1367	N	219	23	99	9	1
Pocillopora_meandrina_HIv1___Sc0000003:12356919-12357347	Cluster_1368	N	96	22	19	54	58
Pocillopora_meandrina_HIv1___Sc0000003:12463515-12464185	Cluster_1369	N	92	561	68	291	43
Pocillopora_meandrina_HIv1___Sc0000003:12466781-12467412	Cluster_1370	N	124	37	108	28	6
Pocillopora_meandrina_HIv1___Sc0000003:12564107-12564536	Cluster_1371	N	123	26	63	37	36
Pocillopora_meandrina_HIv1___Sc0000003:12565210-12565751	Cluster_1372	N	131	30	101	77	42
Pocillopora_meandrina_HIv1___Sc0000003:12586001-12586513	Cluster_1373	N	94	5	269	25	4
Pocillopora_meandrina_HIv1___Sc0000003:12599695-12600122	Cluster_1374	N	23	15	186	3	4
Pocillopora_meandrina_HIv1___Sc0000003:12711306-12711720	Cluster_1375	N	3	3	3	27	74
Pocillopora_meandrina_HIv1___Sc0000003:12713600-12714028	Cluster_1376	N	120	6	2	6	1
Pocillopora_meandrina_HIv1___Sc0000003:12928742-12930446	Cluster_1377	N	758	236	479	426	112
Pocillopora_meandrina_HIv1___Sc0000003:12931370-12932838	Cluster_1378	N	5716	2011	2156	4375	1956
Pocillopora_meandrina_HIv1___Sc0000003:13055954-13056371	Cluster_1379	N	11	25	12	29	73
Pocillopora_meandrina_HIv1___Sc0000003:13171766-13172167	Cluster_1380	N	5	1	20	118	6
Pocillopora_meandrina_HIv1___Sc0000003:13330462-13331271	Cluster_1381	N	199	16	30	98	10
Pocillopora_meandrina_HIv1___Sc0000003:13331910-13332520	Cluster_1382	N	2687	129	60	11	192
Pocillopora_meandrina_HIv1___Sc0000003:13340424-13340842	Cluster_1383	N	12	4	6	59	3
Pocillopora_meandrina_HIv1___Sc0000003:13396045-13397580	Cluster_1384	N	128	501	14	1543	527
Pocillopora_meandrina_HIv1___Sc0000003:13398147-13398573	Cluster_1385	N	27	18	53	19	4
Pocillopora_meandrina_HIv1___Sc0000003:13398708-13399926	Cluster_1386	N	498	443	668	934	284
Pocillopora_meandrina_HIv1___Sc0000003:13511110-13511534	Cluster_1387	N	84	1	7	1	3
Pocillopora_meandrina_HIv1___Sc0000003:13577334-13578578	Cluster_1388	N	188	147	120	993	43
Pocillopora_meandrina_HIv1___Sc0000003:13610033-13610462	Cluster_1389	N	18	128	2	0	2
Pocillopora_meandrina_HIv1___Sc0000003:13659589-13660016	Cluster_1390	N	15	10	125	17	20
Pocillopora_meandrina_HIv1___Sc0000003:13864481-13864909	Cluster_1391	N	4	140	2	3	7
Pocillopora_meandrina_HIv1___Sc0000003:13891542-13891952	Cluster_1392	N	34	11	42	29	20
Pocillopora_meandrina_HIv1___Sc0000003:13907614-13908040	Cluster_1393	N	22	0	0	175	2
Pocillopora_meandrina_HIv1___Sc0000003:13952701-13953794	Cluster_1394	N	296	40	354	97	69
Pocillopora_meandrina_HIv1___Sc0000003:13953829-13954230	Cluster_1395	N	36	2	39	23	7
Pocillopora_meandrina_HIv1___Sc0000003:13954671-13955199	Cluster_1396	N	35	4	383	55	18
Pocillopora_meandrina_HIv1___Sc0000003:13955885-13956923	Cluster_1397	N	184	26	203	176	64
Pocillopora_meandrina_HIv1___Sc0000003:13957064-13958056	Cluster_1398	N	236	67	184	314	72
Pocillopora_meandrina_HIv1___Sc0000003:13958194-13958660	Cluster_1399	N	107	19	119	42	27
Pocillopora_meandrina_HIv1___Sc0000003:13966898-13967322	Cluster_1400	N	53	6	23	14	5
Pocillopora_meandrina_HIv1___Sc0000003:14079827-14081637	Cluster_1401	N	717	279	799	795	877
Pocillopora_meandrina_HIv1___Sc0000003:14081689-14082787	Cluster_1402	N	357	86	497	426	219
Pocillopora_meandrina_HIv1___Sc0000003:14082806-14083221	Cluster_1403	N	43	3	98	26	48
Pocillopora_meandrina_HIv1___Sc0000003:14083608-14085920	Cluster_1404	N	1987	186	1343	1643	1070
Pocillopora_meandrina_HIv1___Sc0000003:14165185-14165662	Cluster_1405	N	8	1	3	306	3
Pocillopora_meandrina_HIv1___Sc0000003:14220817-14221702	Cluster_1406	N	23	77	465	12	132
Pocillopora_meandrina_HIv1___Sc0000003:14259986-14260406	Cluster_1407	N	2	76	0	4	2
Pocillopora_meandrina_HIv1___Sc0000003:14274954-14275375	Cluster_1408	N	38	38	3	84	49
Pocillopora_meandrina_HIv1___Sc0000003:14363055-14363483	Cluster_1409	N	350	0	5	0	65
Pocillopora_meandrina_HIv1___Sc0000003:14394452-14394957	Cluster_1410	N	5	51	187	2	4
Pocillopora_meandrina_HIv1___Sc0000003:14400474-14400898	Cluster_1411	N	97	2	7	3	3
Pocillopora_meandrina_HIv1___Sc0000003:14417208-14417850	Cluster_1412	N	182	128	54	518	110
Pocillopora_meandrina_HIv1___Sc0000003:14422810-14424036	Cluster_1413	N	805	77	477	584	123
Pocillopora_meandrina_HIv1___Sc0000003:14450476-14450900	Cluster_1414	N	7	0	82	8	7
Pocillopora_meandrina_HIv1___Sc0000003:14456836-14457261	Cluster_1415	N	271	22	22	35	43
Pocillopora_meandrina_HIv1___Sc0000003:14530563-14530993	Cluster_1416	N	224	4	12	29	3
Pocillopora_meandrina_HIv1___Sc0000003:14540688-14541196	Cluster_1417	N	16	80	127	197	35
Pocillopora_meandrina_HIv1___Sc0000003:14577884-14578311	Cluster_1418	N	65	11	18	0	4
Pocillopora_meandrina_HIv1___Sc0000003:14586087-14586515	Cluster_1419	N	15	45	0	1	175
Pocillopora_meandrina_HIv1___Sc0000003:14666900-14667328	Cluster_1420	N	7	38	294	4	8
Pocillopora_meandrina_HIv1___Sc0000003:14667551-14668885	Cluster_1421	N	2	34	1510	4	3
Pocillopora_meandrina_HIv1___Sc0000003:14670104-14670513	Cluster_1422	N	2	38	112	0	17
Pocillopora_meandrina_HIv1___Sc0000003:14733119-14733546	Cluster_1423	N	0	1	67	34	0
