# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/17-Ptuh-lncRNA/Ptuh-lncRNA.gtf" "-o" "../output/18-Ptuh-lncRNA-matrix/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam
lncRNA_2825	Pocillopora_meandrina_HIv1___Sc0000003	10062976	10069702	+	6727	0	0	0	0	0
lncRNA_2826	Pocillopora_meandrina_HIv1___Sc0000003	10234403	10235698	+	1296	0	0	0	0	0
lncRNA_2827	Pocillopora_meandrina_HIv1___Sc0000003	10234449	10235698	+	1250	0	0	0	0	0
lncRNA_2828	Pocillopora_meandrina_HIv1___Sc0000003	10296463	10296699	+	237	13	1	2	5	21
lncRNA_2829	Pocillopora_meandrina_HIv1___Sc0000003	10358836	10359692	+	857	11	16	24	13	15
lncRNA_2830	Pocillopora_meandrina_HIv1___Sc0000003	10362760	10364976	+	2217	128	190	138	67	153
lncRNA_2831	Pocillopora_meandrina_HIv1___Sc0000003	10398530	10399041	+	512	0	0	0	0	0
lncRNA_2832	Pocillopora_meandrina_HIv1___Sc0000003	10398530	10399041	+	512	0	0	0	0	0
lncRNA_2833	Pocillopora_meandrina_HIv1___Sc0000003	10765038	10765953	+	916	18	0	0	0	0
lncRNA_2834	Pocillopora_meandrina_HIv1___Sc0000003	11316553	11317478	+	926	18	7	15	48	27
lncRNA_2835	Pocillopora_meandrina_HIv1___Sc0000003	11320420	11322932	+	2513	0	0	0	0	0
lncRNA_2836	Pocillopora_meandrina_HIv1___Sc0000003	11320463	11322932	+	2470	0	0	0	0	0
lncRNA_2837	Pocillopora_meandrina_HIv1___Sc0000003	11315377	11315642	+	266	22	5	0	7	6
lncRNA_2838	Pocillopora_meandrina_HIv1___Sc0000003	11319268	11320297	+	1030	115	75	10	14	63
lncRNA_2839	Pocillopora_meandrina_HIv1___Sc0000003	11625944	11629607	+	3664	751	870	502	1012	746
lncRNA_2840	Pocillopora_meandrina_HIv1___Sc0000003	11651847	11653459	+	1613	59	50	82	18	22
lncRNA_2841	Pocillopora_meandrina_HIv1___Sc0000003	12229390	12229711	+	322	91	184	76	64	163
lncRNA_2842	Pocillopora_meandrina_HIv1___Sc0000003	12516305	12517526	+	1222	439	6	20	272	10
lncRNA_2843	Pocillopora_meandrina_HIv1___Sc0000003	12518797	12520397	+	1601	43	123	39	19	17
lncRNA_2844	Pocillopora_meandrina_HIv1___Sc0000003	12519908	12522885	+	2978	32	54	13	35	8
lncRNA_2845	Pocillopora_meandrina_HIv1___Sc0000003	12617464	12745392	+	127929	0	0	0	0	0
lncRNA_2846	Pocillopora_meandrina_HIv1___Sc0000003	12617464	12783482	+	166019	0	0	0	0	0
lncRNA_2847	Pocillopora_meandrina_HIv1___Sc0000003	12617464	12783630	+	166167	0	13	5	10	3
lncRNA_2848	Pocillopora_meandrina_HIv1___Sc0000003	12618688	12619328	+	641	0	0	0	0	0
lncRNA_2849	Pocillopora_meandrina_HIv1___Sc0000003	12653373	12654784	+	1412	0	0	0	0	0
lncRNA_2850	Pocillopora_meandrina_HIv1___Sc0000003	12691049	12694417	+	3369	0	0	0	0	0
lncRNA_2851	Pocillopora_meandrina_HIv1___Sc0000003	12741893	12744922	+	3030	0	0	0	0	0
lncRNA_2852	Pocillopora_meandrina_HIv1___Sc0000003	12780507	12781912	+	1406	0	0	0	0	0
lncRNA_2853	Pocillopora_meandrina_HIv1___Sc0000003	12780522	12781912	+	1391	0	0	0	0	0
lncRNA_2854	Pocillopora_meandrina_HIv1___Sc0000003	12812186	12815644	+	3459	467	1132	311	509	765
lncRNA_2855	Pocillopora_meandrina_HIv1___Sc0000003	12276267	12277243	+	977	32	36	6	0	0
lncRNA_2856	Pocillopora_meandrina_HIv1___Sc0000003	12294989	12296772	+	1784	1	2	0	44	0
lncRNA_2857	Pocillopora_meandrina_HIv1___Sc0000003	12404393	12404911	+	519	14	3	23	11	15
lncRNA_2858	Pocillopora_meandrina_HIv1___Sc0000003	12405049	12405392	+	344	1	6	12	21	46
lncRNA_2859	Pocillopora_meandrina_HIv1___Sc0000003	12481391	12485284	+	3894	56	56	32	63	26
lncRNA_2860	Pocillopora_meandrina_HIv1___Sc0000003	12639874	12640805	+	932	0	0	0	0	0
lncRNA_2861	Pocillopora_meandrina_HIv1___Sc0000003	12675141	12678620	+	3480	0	0	0	0	0
lncRNA_2862	Pocillopora_meandrina_HIv1___Sc0000003	12712174	12713717	+	1544	0	0	0	0	0
lncRNA_2863	Pocillopora_meandrina_HIv1___Sc0000003	12826734	12827875	+	1142	11	0	59	4	0
lncRNA_2864	Pocillopora_meandrina_HIv1___Sc0000003	12890407	12891799	+	1393	50	40	62	34	31
lncRNA_2865	Pocillopora_meandrina_HIv1___Sc0000003	13055865	13057762	+	1898	1153	9714	336	9158	5040
lncRNA_2866	Pocillopora_meandrina_HIv1___Sc0000003	13232526	13233456	+	931	0	0	17	0	0
lncRNA_2867	Pocillopora_meandrina_HIv1___Sc0000003	13301786	13302051	+	266	0	0	0	34	0
lncRNA_2868	Pocillopora_meandrina_HIv1___Sc0000003	13495511	13497250	+	1740	0	14	0	110	0
lncRNA_2869	Pocillopora_meandrina_HIv1___Sc0000003	13857719	13858287	+	569	0	0	0	0	0
lncRNA_2870	Pocillopora_meandrina_HIv1___Sc0000003	13921714	13922138	+	425	118	358	35	17	132
lncRNA_2871	Pocillopora_meandrina_HIv1___Sc0000003	14058404	14060337	+	1934	32	28	144	38	60
lncRNA_2872	Pocillopora_meandrina_HIv1___Sc0000003	13932478	13942941	+	10464	133	70	94	800	437
lncRNA_2873	Pocillopora_meandrina_HIv1___Sc0000003	14056303	14057868	+	1566	273	48	1364	123	266
lncRNA_2874	Pocillopora_meandrina_HIv1___Sc0000003	14492998	14495170	+	2173	0	0	0	0	0
lncRNA_2875	Pocillopora_meandrina_HIv1___Sc0000003	14492998	14495170	+	2173	0	0	0	0	0
lncRNA_2876	Pocillopora_meandrina_HIv1___Sc0000003	14062459	14066871	+	4413	8	12	10	20	53
lncRNA_2877	Pocillopora_meandrina_HIv1___Sc0000003	14274906	14276289	+	1384	169	37	139	297	3
lncRNA_2878	Pocillopora_meandrina_HIv1___Sc0000003	14287944	14288702	+	759	673	1626	75	2450	1886
lncRNA_2879	Pocillopora_meandrina_HIv1___Sc0000003	14288833	14293158	+	4326	177	130	52	2	10
lncRNA_2880	Pocillopora_meandrina_HIv1___Sc0000003	14301618	14309402	+	7785	123	29	224	33	31
lncRNA_2881	Pocillopora_meandrina_HIv1___Sc0000003	14324210	14326358	+	2149	31	6	0	0	104
lncRNA_2882	Pocillopora_meandrina_HIv1___Sc0000003	14342411	14343557	+	1147	6	27	5	37	8
lncRNA_2883	Pocillopora_meandrina_HIv1___Sc0000003	14343856	14344889	+	1034	18	32	24	51	33
lncRNA_2884	Pocillopora_meandrina_HIv1___Sc0000003	14349256	14355475	+	6220	106	0	0	6	155
lncRNA_2885	Pocillopora_meandrina_HIv1___Sc0000003	14357274	14358662	+	1389	0	0	0	0	0
lncRNA_2886	Pocillopora_meandrina_HIv1___Sc0000003	14357323	14360178	+	2856	26	0	4	6	20
lncRNA_2887	Pocillopora_meandrina_HIv1___Sc0000003	14366645	14368720	+	2076	0	0	0	0	0
lncRNA_2888	Pocillopora_meandrina_HIv1___Sc0000003	14366645	14368720	+	2076	0	0	0	0	0
lncRNA_2889	Pocillopora_meandrina_HIv1___Sc0000003	14379711	14381832	+	2122	0	1	0	0	0
lncRNA_2890	Pocillopora_meandrina_HIv1___Sc0000003	14380380	14381460	+	1081	0	0	0	0	0
lncRNA_2891	Pocillopora_meandrina_HIv1___Sc0000003	14722386	14725499	+	3114	0	1	38	0	13
lncRNA_2892	Pocillopora_meandrina_HIv1___Sc0000003	14724106	14725499	+	1394	0	0	0	0	0
lncRNA_2893	Pocillopora_meandrina_HIv1___Sc0000003	14812656	14816122	+	3467	234	63	235	57	62
lncRNA_2894	Pocillopora_meandrina_HIv1___Sc0000003	14817956	14825675	+	7720	0	0	0	0	0
lncRNA_2895	Pocillopora_meandrina_HIv1___Sc0000003	14824103	14825186	+	1084	0	0	0	0	0
lncRNA_2896	Pocillopora_meandrina_HIv1___Sc0000003	14833015	14835617	+	2603	33	63	3	6	80
lncRNA_2897	Pocillopora_meandrina_HIv1___Sc0000003	14838677	14839391	+	715	2	3	24	11	0
lncRNA_2898	Pocillopora_meandrina_HIv1___Sc0000003	14851648	14857772	+	6125	56	200	7	38	39
lncRNA_2899	Pocillopora_meandrina_HIv1___Sc0000003	14932274	14935124	+	2851	0	28	19	2	0
lncRNA_2900	Pocillopora_meandrina_HIv1___Sc0000003	14956583	14959190	+	2608	8	74	39	2	11
lncRNA_2901	Pocillopora_meandrina_HIv1___Sc0000003	14980740	14981959	+	1220	0	73	28	4	0
lncRNA_2902	Pocillopora_meandrina_HIv1___Sc0000003	15130350	15130844	+	495	0	0	0	0	0
lncRNA_2903	Pocillopora_meandrina_HIv1___Sc0000003	15201816	15205697	+	3882	118	75	228	118	10
lncRNA_2904	Pocillopora_meandrina_HIv1___Sc0000003	15207554	15208092	+	539	61	20	41	11	15
lncRNA_2905	Pocillopora_meandrina_HIv1___Sc0000003	15214389	15219376	+	4988	0	0	0	0	0
lncRNA_2906	Pocillopora_meandrina_HIv1___Sc0000003	15214993	15222698	+	7706	27	6	18	8	5
lncRNA_2907	Pocillopora_meandrina_HIv1___Sc0000003	15229674	15230347	+	674	0	7	6	0	22
lncRNA_2908	Pocillopora_meandrina_HIv1___Sc0000003	15230472	15232493	+	2022	5	16	0	0	14
lncRNA_2909	Pocillopora_meandrina_HIv1___Sc0000003	15251221	15254178	+	2958	3	0	2	2	1
lncRNA_2910	Pocillopora_meandrina_HIv1___Sc0000003	15329647	15330079	+	433	58	30	151	0	19
lncRNA_2911	Pocillopora_meandrina_HIv1___Sc0000003	15757331	15758886	+	1556	0	18	0	2	50
lncRNA_2912	Pocillopora_meandrina_HIv1___Sc0000003	16677781	16678123	+	343	0	2	0	0	4
lncRNA_2913	Pocillopora_meandrina_HIv1___Sc0000003	16757269	16760833	+	3565	359	689	361	577	625
lncRNA_2914	Pocillopora_meandrina_HIv1___Sc0000003	16796317	16797090	+	774	56	24	32	19	50
lncRNA_2915	Pocillopora_meandrina_HIv1___Sc0000003	16799212	16800266	+	1055	0	42	26	10	3
lncRNA_2916	Pocillopora_meandrina_HIv1___Sc0000003	16853960	16854755	+	796	640	508	992	1409	878
lncRNA_2917	Pocillopora_meandrina_HIv1___Sc0000003	16856578	16857368	+	791	35	17	9	6	17
lncRNA_2918	Pocillopora_meandrina_HIv1___Sc0000003	17130876	17131353	+	478	35	123	138	132	32
lncRNA_2919	Pocillopora_meandrina_HIv1___Sc0000003	17208582	17208806	+	225	0	11	2	29	0
lncRNA_2920	Pocillopora_meandrina_HIv1___Sc0000003	17303939	17304645	+	707	44	50	177	49	78
lncRNA_2921	Pocillopora_meandrina_HIv1___Sc0000003	17318869	17320065	+	1197	113	92	113	195	54
lncRNA_2922	Pocillopora_meandrina_HIv1___Sc0000003	17404860	17450931	+	46072	0	0	0	0	40
lncRNA_2923	Pocillopora_meandrina_HIv1___Sc0000003	17406853	17450931	+	44079	0	0	0	0	0
lncRNA_2924	Pocillopora_meandrina_HIv1___Sc0000003	17450296	17450931	+	636	0	0	0	0	0
lncRNA_2925	Pocillopora_meandrina_HIv1___Sc0000003	17450329	17450931	+	603	0	0	0	0	0
lncRNA_2926	Pocillopora_meandrina_HIv1___Sc0000003	17450329	17450931	+	603	0	0	0	0	0
lncRNA_2927	Pocillopora_meandrina_HIv1___Sc0000003	17450348	17450931	+	584	0	0	0	0	0
lncRNA_2928	Pocillopora_meandrina_HIv1___Sc0000003	17450348	17450931	+	584	0	0	0	0	0
lncRNA_2929	Pocillopora_meandrina_HIv1___Sc0000003	17451102	17458672	+	7571	247	148	268	286	186
lncRNA_2930	Pocillopora_meandrina_HIv1___Sc0000003	17467306	17468015	+	710	16	55	72	0	21
lncRNA_2931	Pocillopora_meandrina_HIv1___Sc0000003	17472655	17485969	+	13315	204	262	128	137	147
lncRNA_2932	Pocillopora_meandrina_HIv1___Sc0000003	17504751	17505456	+	706	66	9	15	262	19
lncRNA_2933	Pocillopora_meandrina_HIv1___Sc0000003	17512536	17514664	+	2129	345	738	774	394	187
lncRNA_2934	Pocillopora_meandrina_HIv1___Sc0000003	17545376	17556796	+	11421	0	10	1	8	8
lncRNA_2935	Pocillopora_meandrina_HIv1___Sc0000003	17546893	17556796	+	9904	0	0	0	0	0
lncRNA_2936	Pocillopora_meandrina_HIv1___Sc0000003	17551252	17556796	+	5545	0	0	0	0	0
lncRNA_2937	Pocillopora_meandrina_HIv1___Sc0000003	17569451	17570608	+	1158	0	12	149	47	0
lncRNA_2938	Pocillopora_meandrina_HIv1___Sc0000003	17715162	17718671	+	3510	0	0	0	0	0
lncRNA_2939	Pocillopora_meandrina_HIv1___Sc0000003	17654864	17714280	+	59417	94	148	182	247	96
lncRNA_2940	Pocillopora_meandrina_HIv1___Sc0000003	17713507	17714280	+	774	0	0	0	0	0
lncRNA_2941	Pocillopora_meandrina_HIv1___Sc0000003	17662015	17662731	+	717	0	0	0	0	0
lncRNA_2942	Pocillopora_meandrina_HIv1___Sc0000003	17664393	17671592	+	7200	0	0	0	0	0
lncRNA_2943	Pocillopora_meandrina_HIv1___Sc0000003	17676684	17677381	+	698	0	0	0	0	0
lncRNA_2944	Pocillopora_meandrina_HIv1___Sc0000003	17679315	17680453	+	1139	0	0	0	0	0
lncRNA_2945	Pocillopora_meandrina_HIv1___Sc0000003	17718745	17726797	+	8053	0	0	0	0	0
lncRNA_2946	Pocillopora_meandrina_HIv1___Sc0000003	17738687	17792791	+	54105	220	423	420	586	153
lncRNA_2947	Pocillopora_meandrina_HIv1___Sc0000003	17739569	17740567	+	999	0	0	0	0	0
lncRNA_2948	Pocillopora_meandrina_HIv1___Sc0000003	17791882	17792791	+	910	0	0	0	0	0
lncRNA_2949	Pocillopora_meandrina_HIv1___Sc0000003	17741538	17743292	+	1755	0	0	0	0	0
lncRNA_2950	Pocillopora_meandrina_HIv1___Sc0000003	17768577	17768828	+	252	0	0	0	0	0
lncRNA_2951	Pocillopora_meandrina_HIv1___Sc0000003	17789614	17790547	+	934	0	0	0	0	0
lncRNA_2952	Pocillopora_meandrina_HIv1___Sc0000003	17797144	17805119	+	7976	49	67	4	139	171
lncRNA_2953	Pocillopora_meandrina_HIv1___Sc0000003	17827862	17829363	+	1502	0	2	3	0	0
lncRNA_2954	Pocillopora_meandrina_HIv1___Sc0000003	17827964	17829363	+	1400	0	0	0	0	0
lncRNA_2955	Pocillopora_meandrina_HIv1___Sc0000003	17828379	17829363	+	985	0	0	0	0	0
lncRNA_2956	Pocillopora_meandrina_HIv1___Sc0000003	17830728	17835778	+	5051	159	364	678	302	473
lncRNA_2957	Pocillopora_meandrina_HIv1___Sc0000003	17896226	17907419	+	11194	0	0	0	0	0
lncRNA_2958	Pocillopora_meandrina_HIv1___Sc0000003	17862233	17865641	+	3409	5	127	16	6	36
lncRNA_2959	Pocillopora_meandrina_HIv1___Sc0000003	17863202	17864054	+	853	0	0	0	0	0
lncRNA_2960	Pocillopora_meandrina_HIv1___Sc0000003	17863591	17865641	+	2051	0	0	0	0	0
lncRNA_2961	Pocillopora_meandrina_HIv1___Sc0000003	17920459	17925320	+	4862	0	0	0	0	0
lncRNA_2962	Pocillopora_meandrina_HIv1___Sc0000003	17934837	17941773	+	6937	0	0	0	0	0
lncRNA_2963	Pocillopora_meandrina_HIv1___Sc0000003	17993491	17994649	+	1159	0	0	0	0	0
lncRNA_2964	Pocillopora_meandrina_HIv1___Sc0000003	17993491	17994649	+	1159	0	0	0	0	0
lncRNA_2965	Pocillopora_meandrina_HIv1___Sc0000003	17993492	17994649	+	1158	0	0	0	0	0
lncRNA_2966	Pocillopora_meandrina_HIv1___Sc0000003	17993492	17994649	+	1158	0	0	0	0	0
lncRNA_2967	Pocillopora_meandrina_HIv1___Sc0000003	17993519	17994649	+	1131	0	0	0	0	0
lncRNA_2968	Pocillopora_meandrina_HIv1___Sc0000003	18007009	18024637	+	17629	63	76	66	55	78
lncRNA_2969	Pocillopora_meandrina_HIv1___Sc0000003	18010112	18020284	+	10173	0	0	0	0	0
lncRNA_2970	Pocillopora_meandrina_HIv1___Sc0000003	18116398	18116626	+	229	11	3	27	1	0
lncRNA_2971	Pocillopora_meandrina_HIv1___Sc0000003	18136314	18137800	+	1487	0	0	0	0	16
lncRNA_2972	Pocillopora_meandrina_HIv1___Sc0000003	18253175	18254401	+	1227	8	29	7	92	33
lncRNA_2973	Pocillopora_meandrina_HIv1___Sc0000003	18440579	18441995	+	1417	0	0	0	0	0
lncRNA_2974	Pocillopora_meandrina_HIv1___Sc0000003	18440579	18442318	+	1740	46	0	9	0	0
lncRNA_2975	Pocillopora_meandrina_HIv1___Sc0000003	18445248	18458535	+	13288	2975	22	16	0	52
lncRNA_2976	Pocillopora_meandrina_HIv1___Sc0000003	18605777	18606897	+	1121	0	48	135	118	20
lncRNA_2977	Pocillopora_meandrina_HIv1___Sc0000003	18714948	18715248	+	301	7	34	7	25	23
lncRNA_2978	Pocillopora_meandrina_HIv1___Sc0000003	18715293	18721695	+	6403	10	38	134	40	19
lncRNA_2979	Pocillopora_meandrina_HIv1___Sc0000003	18748882	18752933	+	4052	142	377	126	416	141
lncRNA_2980	Pocillopora_meandrina_HIv1___Sc0000003	18754248	18755520	+	1273	2	12	4	65	2
lncRNA_2981	Pocillopora_meandrina_HIv1___Sc0000003	18803363	18804843	+	1481	5	12	44	28	23
lncRNA_2982	Pocillopora_meandrina_HIv1___Sc0000003	18836357	18840273	+	3917	1	4	11	20	27
lncRNA_2983	Pocillopora_meandrina_HIv1___Sc0000003	18852725	18882838	+	30114	10	15	51	25	42
lncRNA_2984	Pocillopora_meandrina_HIv1___Sc0000003	18854233	18854772	+	540	0	0	0	0	0
lncRNA_2985	Pocillopora_meandrina_HIv1___Sc0000003	18869838	18933618	+	63781	2	6	14	33	29
lncRNA_2986	Pocillopora_meandrina_HIv1___Sc0000003	18869848	18871233	+	1386	0	0	0	0	0
lncRNA_2987	Pocillopora_meandrina_HIv1___Sc0000003	18892463	18920891	+	28429	0	0	0	0	0
lncRNA_2988	Pocillopora_meandrina_HIv1___Sc0000003	18920992	18934820	+	13829	4	0	7	1	3
lncRNA_2989	Pocillopora_meandrina_HIv1___Sc0000003	19145713	19147998	+	2286	0	0	0	0	0
lncRNA_2990	Pocillopora_meandrina_HIv1___Sc0000003	19145732	19147998	+	2267	0	0	0	0	0
lncRNA_2991	Pocillopora_meandrina_HIv1___Sc0000003	19164271	19165773	+	1503	0	0	75	0	0
lncRNA_2992	Pocillopora_meandrina_HIv1___Sc0000003	19166224	19167502	+	1279	0	0	131	0	0
lncRNA_2993	Pocillopora_meandrina_HIv1___Sc0000003	19170528	19172565	+	2038	0	0	359	0	0
lncRNA_2994	Pocillopora_meandrina_HIv1___Sc0000003	19182418	19183051	+	634	16	5	46	12	20
lncRNA_2995	Pocillopora_meandrina_HIv1___Sc0000003	19266144	19267212	+	1069	1	4	37	51	46
lncRNA_2996	Pocillopora_meandrina_HIv1___Sc0000003	19291592	19292465	+	874	0	2	150	0	0
lncRNA_2997	Pocillopora_meandrina_HIv1___Sc0000003	19295246	19297410	+	2165	0	2	696	0	0
lncRNA_2998	Pocillopora_meandrina_HIv1___Sc0000003	19347284	19357644	+	10361	550	856	589	899	281
lncRNA_2999	Pocillopora_meandrina_HIv1___Sc0000003	111267	111634	+	368	0	2	16	0	0
lncRNA_3000	Pocillopora_meandrina_HIv1___Sc0000003	153215	153427	+	213	0	0	0	0	14
lncRNA_3001	Pocillopora_meandrina_HIv1___Sc0000003	156485	156820	+	336	0	11	55	45	6
lncRNA_3002	Pocillopora_meandrina_HIv1___Sc0000003	434423	435091	+	669	3614	2663	2625	2423	1473
lncRNA_3003	Pocillopora_meandrina_HIv1___Sc0000003	490356	490573	+	218	0	0	12	18	0
lncRNA_3004	Pocillopora_meandrina_HIv1___Sc0000003	492335	492590	+	256	6	0	28	4	0
lncRNA_3005	Pocillopora_meandrina_HIv1___Sc0000003	494129	494495	+	367	22	0	0	21	25
lncRNA_3006	Pocillopora_meandrina_HIv1___Sc0000003	726534	726828	+	295	6	12	0	42	0
lncRNA_3007	Pocillopora_meandrina_HIv1___Sc0000003	777531	777784	+	254	0	21	4	0	1
lncRNA_3008	Pocillopora_meandrina_HIv1___Sc0000003	838920	839242	+	323	0	32	0	4	0
lncRNA_3009	Pocillopora_meandrina_HIv1___Sc0000003	848610	848928	+	319	0	0	13	56	0
lncRNA_3010	Pocillopora_meandrina_HIv1___Sc0000003	921668	922080	+	413	0	13	10	35	0
lncRNA_3011	Pocillopora_meandrina_HIv1___Sc0000003	924430	924768	+	339	31	0	0	0	0
lncRNA_3012	Pocillopora_meandrina_HIv1___Sc0000003	926601	926824	+	224	0	35	0	0	8
lncRNA_3013	Pocillopora_meandrina_HIv1___Sc0000003	1012570	1013558	+	989	0	8	21	76	15
lncRNA_3014	Pocillopora_meandrina_HIv1___Sc0000003	1025005	1025272	+	268	0	0	3	20	14
lncRNA_3015	Pocillopora_meandrina_HIv1___Sc0000003	1050315	1050551	+	237	0	4	4	17	14
lncRNA_3016	Pocillopora_meandrina_HIv1___Sc0000003	1111409	1111663	+	255	0	4	0	31	14
lncRNA_3017	Pocillopora_meandrina_HIv1___Sc0000003	1124111	1124552	+	442	6	40	0	0	0
lncRNA_3018	Pocillopora_meandrina_HIv1___Sc0000003	1127769	1128037	+	269	0	0	0	0	0
lncRNA_3019	Pocillopora_meandrina_HIv1___Sc0000003	1175881	1176447	+	567	0	11	3	16	52
lncRNA_3020	Pocillopora_meandrina_HIv1___Sc0000003	1178560	1179114	+	555	35	9	14	48	8
lncRNA_3021	Pocillopora_meandrina_HIv1___Sc0000003	1219894	1220124	+	231	20	0	0	0	7
lncRNA_3022	Pocillopora_meandrina_HIv1___Sc0000003	1483191	1483708	+	518	17	79	23	8	0
lncRNA_3023	Pocillopora_meandrina_HIv1___Sc0000003	1582667	1583234	+	568	0	0	40	58	0
lncRNA_3024	Pocillopora_meandrina_HIv1___Sc0000003	1602187	1602577	+	391	11	20	30	0	9
lncRNA_3025	Pocillopora_meandrina_HIv1___Sc0000003	1603045	1603295	+	251	23	0	10	19	4
lncRNA_3026	Pocillopora_meandrina_HIv1___Sc0000003	1832815	1833126	+	312	24	0	5	1	0
lncRNA_3027	Pocillopora_meandrina_HIv1___Sc0000003	1899983	1900477	+	495	11	41	2	19	0
lncRNA_3028	Pocillopora_meandrina_HIv1___Sc0000003	1932981	1933300	+	320	0	0	30	26	2
lncRNA_3029	Pocillopora_meandrina_HIv1___Sc0000003	1933611	1935486	+	1876	5	5	154	112	22
lncRNA_3030	Pocillopora_meandrina_HIv1___Sc0000003	1939221	1939794	+	574	0	0	69	20	0
lncRNA_3031	Pocillopora_meandrina_HIv1___Sc0000003	1998016	1999041	+	1026	23	16	72	73	0
lncRNA_3032	Pocillopora_meandrina_HIv1___Sc0000003	2077356	2077570	+	215	0	17	36	19	14
lncRNA_3033	Pocillopora_meandrina_HIv1___Sc0000003	2090640	2091026	+	387	0	38	37	51	0
lncRNA_3034	Pocillopora_meandrina_HIv1___Sc0000003	2118700	2118951	+	252	0	0	0	21	0
lncRNA_3035	Pocillopora_meandrina_HIv1___Sc0000003	2150340	2150563	+	224	59	0	0	0	0
lncRNA_3036	Pocillopora_meandrina_HIv1___Sc0000003	2293870	2294070	+	201	0	0	10	0	0
lncRNA_3037	Pocillopora_meandrina_HIv1___Sc0000003	2539275	2539499	+	225	0	0	0	0	14
lncRNA_3038	Pocillopora_meandrina_HIv1___Sc0000003	2550313	2550629	+	317	4	0	10	12	16
lncRNA_3039	Pocillopora_meandrina_HIv1___Sc0000003	2573565	2574046	+	482	0	0	21	44	0
lncRNA_3040	Pocillopora_meandrina_HIv1___Sc0000003	2748080	2748587	+	508	3	30	8	49	0
lncRNA_3041	Pocillopora_meandrina_HIv1___Sc0000003	2868161	2868405	+	245	0	0	3	0	14
lncRNA_3042	Pocillopora_meandrina_HIv1___Sc0000003	2872000	2872830	+	831	0	62	0	5	21
lncRNA_3043	Pocillopora_meandrina_HIv1___Sc0000003	2943718	2943934	+	217	0	2	14	4	0
lncRNA_3044	Pocillopora_meandrina_HIv1___Sc0000003	2963983	2964388	+	406	10	69	15	34	0
lncRNA_3045	Pocillopora_meandrina_HIv1___Sc0000003	2974348	2974652	+	305	0	9	21	41	0
lncRNA_3046	Pocillopora_meandrina_HIv1___Sc0000003	2977104	2977388	+	285	4	14	4	0	19
lncRNA_3047	Pocillopora_meandrina_HIv1___Sc0000003	3128930	3129616	+	687	2	0	8	4	2
lncRNA_3048	Pocillopora_meandrina_HIv1___Sc0000003	3530478	3530739	+	262	8	0	22	4	0
lncRNA_3049	Pocillopora_meandrina_HIv1___Sc0000003	3531587	3531854	+	268	0	17	20	0	0
lncRNA_3050	Pocillopora_meandrina_HIv1___Sc0000003	3576653	3577377	+	725	0	0	0	0	91
lncRNA_3051	Pocillopora_meandrina_HIv1___Sc0000003	3955827	3956104	+	278	22	2	5	15	0
lncRNA_3052	Pocillopora_meandrina_HIv1___Sc0000003	4113130	4113334	+	205	0	2	6	0	22
lncRNA_3053	Pocillopora_meandrina_HIv1___Sc0000003	4132067	4132347	+	281	5	3	0	23	0
lncRNA_3054	Pocillopora_meandrina_HIv1___Sc0000003	4248499	4248758	+	260	0	0	6	1	18
lncRNA_3055	Pocillopora_meandrina_HIv1___Sc0000003	4372861	4373080	+	220	0	0	1	20	0
lncRNA_3056	Pocillopora_meandrina_HIv1___Sc0000003	4474360	4474701	+	342	0	1	3	0	0
lncRNA_3057	Pocillopora_meandrina_HIv1___Sc0000003	4840734	4841256	+	523	14	1	70	94	20
lncRNA_3058	Pocillopora_meandrina_HIv1___Sc0000003	4886994	4887361	+	368	35	1	52	77	39
lncRNA_3059	Pocillopora_meandrina_HIv1___Sc0000003	5040832	5041954	+	1123	0	6	13	27	543
lncRNA_3060	Pocillopora_meandrina_HIv1___Sc0000003	5087372	5087666	+	295	2	25	11	14	18
lncRNA_3061	Pocillopora_meandrina_HIv1___Sc0000003	5197686	5197978	+	293	0	0	0	0	22
lncRNA_3062	Pocillopora_meandrina_HIv1___Sc0000003	5199735	5200107	+	373	0	8	18	8	19
lncRNA_3063	Pocillopora_meandrina_HIv1___Sc0000003	5200978	5201435	+	458	14	2	8	11	32
lncRNA_3064	Pocillopora_meandrina_HIv1___Sc0000003	5202497	5202960	+	464	6	6	40	15	36
lncRNA_3065	Pocillopora_meandrina_HIv1___Sc0000003	5204691	5204895	+	205	6	22	22	0	18
lncRNA_3066	Pocillopora_meandrina_HIv1___Sc0000003	5205163	5206502	+	1340	721	350	1265	363	1160
