# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/19-Apul-lncRNA-matrix/Apul-lncRNAs.gtf" "-o" "../output/19-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam
lncRNA_5620	ptg000007l	12056819	12057373	+	555	5	0	0	0	55
lncRNA_5621	ptg000007l	12062327	12062931	+	605	17	0	2	0	8
lncRNA_5622	ptg000007l	12066763	12067131	+	369	0	0	6	27	0
lncRNA_5623	ptg000007l	12069035	12069409	+	375	0	0	1	0	8
lncRNA_5624	ptg000007l	12089103	12090203	+	1101	41	0	24	0	66
lncRNA_5625	ptg000007l	12106816	12107556	+	741	0	0	9	0	28
lncRNA_5626	ptg000007l	12142831	12143416	+	586	47	0	40	0	118
lncRNA_5627	ptg000007l	12168464	12169761	+	1298	65	1	19	2	123
lncRNA_5628	ptg000008l	59200	60939	+	1740	0	0	0	0	0
lncRNA_5629	ptg000008l	59201	61798	+	2598	378	142	31	101	39
lncRNA_5630	ptg000008l	893300	897974	+	4675	202	159	147	613	276
lncRNA_5631	ptg000008l	1263649	1267402	+	3754	176	239	116	258	314
lncRNA_5632	ptg000008l	1773507	1775170	+	1664	128	30	32	66	59
lncRNA_5633	ptg000008l	1912511	1916181	+	3671	34	33	403	92	125
lncRNA_5634	ptg000008l	2262053	2265186	+	3134	86	82	183	118	58
lncRNA_5635	ptg000008l	2266987	2267597	+	611	0	0	0	0	0
lncRNA_5636	ptg000008l	3454269	3454990	+	722	98	34	26	67	28
lncRNA_5637	ptg000008l	3519755	3521101	+	1347	33	11	35	27	101
lncRNA_5638	ptg000008l	3535932	3537149	+	1218	22	2	7	18	115
lncRNA_5639	ptg000008l	3603598	3620749	+	17152	2723	2366	2169	2534	2239
lncRNA_5640	ptg000008l	3754412	3759176	+	4765	135	218	318	245	573
lncRNA_5641	ptg000008l	3877318	3878424	+	1107	23	149	56	248	9
lncRNA_5642	ptg000008l	4715980	4717716	+	1737	10	24	40	55	20
lncRNA_5643	ptg000008l	5951646	5952343	+	698	3	299	145	55	192
lncRNA_5644	ptg000008l	6643049	6644696	+	1648	0	0	0	0	0
lncRNA_5645	ptg000008l	6643049	6644696	+	1648	0	0	0	0	0
lncRNA_5646	ptg000008l	6643049	6644696	+	1648	0	0	0	0	0
lncRNA_5647	ptg000008l	6643069	6644696	+	1628	0	0	0	0	0
lncRNA_5648	ptg000008l	7386376	7389373	+	2998	34	0	17	0	0
lncRNA_5649	ptg000008l	7678301	7678568	+	268	22	12	4	3	71
lncRNA_5650	ptg000008l	7738641	7739795	+	1155	229	25	26	40	25
lncRNA_5651	ptg000008l	7756160	7756489	+	330	6	0	16	60	0
lncRNA_5652	ptg000008l	7862219	7863319	+	1101	76	42	61	0	5
lncRNA_5653	ptg000008l	8000490	8003030	+	2541	0	0	0	0	0
lncRNA_5654	ptg000008l	8000490	8003030	+	2541	0	0	0	0	0
lncRNA_5655	ptg000008l	8084242	8090717	+	6476	929	817	612	1159	914
lncRNA_5656	ptg000008l	8191559	8192008	+	450	831	1069	735	999	1821
lncRNA_5657	ptg000008l	8229840	8231510	+	1671	42	87	80	66	80
lncRNA_5658	ptg000008l	9012831	9013807	+	977	20	13	22	12	9
lncRNA_5659	ptg000008l	9013409	9013807	+	399	0	0	0	0	0
lncRNA_5660	ptg000008l	9193411	9198723	+	5313	467	182	185	150	99
lncRNA_5661	ptg000008l	9277865	9279567	+	1703	0	0	0	0	0
lncRNA_5662	ptg000008l	9277919	9279567	+	1649	0	0	0	0	0
lncRNA_5663	ptg000008l	9322296	9322923	+	628	55	35	13	34	1
lncRNA_5664	ptg000008l	9369435	9371592	+	2158	797	122	13	13	238
lncRNA_5665	ptg000008l	9371224	9371592	+	369	0	0	0	0	0
lncRNA_5666	ptg000008l	9872340	9874726	+	2387	6	1	6	10	10
lncRNA_5667	ptg000008l	9872383	9873068	+	686	0	0	0	0	0
lncRNA_5668	ptg000008l	9962457	9963357	+	901	53423	19045	23854	55709	44704
lncRNA_5669	ptg000008l	9964343	9966136	+	1794	527	15	52	32	229
lncRNA_5670	ptg000008l	10640148	10641283	+	1136	11	33	29	40	31
lncRNA_5671	ptg000008l	11155931	11157536	+	1606	6	139	2	30	121
lncRNA_5672	ptg000008l	11262383	11264695	+	2313	1030	1167	591	1104	319
lncRNA_5673	ptg000008l	11302017	11305664	+	3648	476	403	306	425	626
lncRNA_5674	ptg000008l	11644106	11650393	+	6288	0	0	0	0	0
lncRNA_5675	ptg000008l	11644124	11650393	+	6270	0	0	0	0	0
lncRNA_5676	ptg000008l	11834761	11835214	+	454	0	0	8	0	66
lncRNA_5677	ptg000008l	11890040	11896600	+	6561	33	4	53	10	76
lncRNA_5678	ptg000008l	12288726	12291051	+	2326	199	155	63	136	231
lncRNA_5679	ptg000008l	12301845	12302858	+	1014	70	0	31	5	195
lncRNA_5680	ptg000008l	12440401	12445065	+	4665	34	2	140	44	324
lncRNA_5681	ptg000008l	12664341	12680193	+	15853	0	4	0	0	0
lncRNA_5682	ptg000008l	12664411	12680193	+	15783	0	0	0	0	0
lncRNA_5683	ptg000008l	12664421	12680193	+	15773	0	0	0	0	0
lncRNA_5684	ptg000008l	12674009	12674565	+	557	0	0	0	0	0
lncRNA_5685	ptg000008l	13065390	13066930	+	1541	110	214	168	138	88
lncRNA_5686	ptg000008l	13263292	13263977	+	686	0	11	0	0	38
lncRNA_5687	ptg000008l	13292176	13294156	+	1981	168	85	44	193	288
lncRNA_5688	ptg000008l	13494464	13497441	+	2978	308	37	201	78	419
lncRNA_5689	ptg000008l	13839669	13842818	+	3150	0	0	0	0	0
lncRNA_5690	ptg000008l	13839669	13845559	+	5891	0	0	0	0	0
lncRNA_5691	ptg000008l	13840833	13844702	+	3870	0	0	0	0	0
lncRNA_5692	ptg000008l	13840833	13847789	+	6957	0	0	0	0	0
lncRNA_5693	ptg000008l	13840833	13847789	+	6957	0	0	0	0	0
lncRNA_5694	ptg000008l	13846621	13847429	+	809	0	0	0	0	0
lncRNA_5695	ptg000008l	14442337	14442702	+	366	10	2	16	0	46
lncRNA_5696	ptg000008l	14801822	14805401	+	3580	6	1	9	0	106
lncRNA_5697	ptg000008l	15094045	15096162	+	2118	133	0	51	1	305
lncRNA_5698	ptg000008l	15240985	15241782	+	798	0	26	1	5	8
lncRNA_5699	ptg000008l	15814366	15817248	+	2883	0	0	0	0	0
lncRNA_5700	ptg000008l	15814366	15818564	+	4199	0	0	0	0	1
lncRNA_5701	ptg000008l	16259889	16262208	+	2320	0	0	0	0	4
lncRNA_5702	ptg000008l	16265811	16269446	+	3636	0	0	0	0	0
lncRNA_5703	ptg000008l	16265811	16270063	+	4253	0	1	7	0	8
lncRNA_5704	ptg000008l	16333523	16335711	+	2189	0	0	0	0	0
lncRNA_5705	ptg000008l	17009518	17061043	+	51526	17	1	66	2	110
lncRNA_5706	ptg000008l	17251986	17253405	+	1420	23	120	48	13	92
lncRNA_5707	ptg000008l	17292113	17296589	+	4477	11	38	25	73	26
lncRNA_5708	ptg000008l	17295371	17296589	+	1219	0	0	0	0	0
lncRNA_5709	ptg000008l	18088390	18090303	+	1914	0	0	0	0	0
lncRNA_5710	ptg000008l	18402260	18404331	+	2072	15	60	43	68	24
lncRNA_5711	ptg000008l	18439631	18440008	+	378	4	20	1	2	8
lncRNA_5712	ptg000008l	19383647	19384378	+	732	0	6	52	0	14
lncRNA_5713	ptg000008l	19385009	19385344	+	336	5	2	20	0	9
lncRNA_5714	ptg000008l	19584331	19586485	+	2155	13	0	68	2	19
lncRNA_5715	ptg000008l	19587211	19587425	+	215	14	29	9	0	3
lncRNA_5716	ptg000008l	19645120	19645500	+	381	0	0	42	0	0
lncRNA_5717	ptg000008l	19806125	19806838	+	714	44	65	89	16	71
lncRNA_5718	ptg000008l	20176550	20177562	+	1013	44	67	0	37	312
lncRNA_5719	ptg000008l	20515926	20520714	+	4789	0	0	0	0	0
lncRNA_5720	ptg000008l	20515926	20520714	+	4789	0	0	0	0	0
lncRNA_5721	ptg000008l	20886955	20889651	+	2697	41	0	0	7	1
lncRNA_5722	ptg000008l	20908930	20913871	+	4942	6	3	1	0	0
lncRNA_5723	ptg000008l	20909273	20913871	+	4599	0	0	0	0	0
lncRNA_5724	ptg000008l	21225061	21226281	+	1221	38	54	4	147	14
lncRNA_5725	ptg000008l	21500760	21501345	+	586	0	16	13	2	1
lncRNA_5726	ptg000008l	21762391	21762705	+	315	0	0	0	0	0
lncRNA_5727	ptg000008l	21769876	21778257	+	8382	0	0	0	0	14
lncRNA_5728	ptg000008l	21771406	21778478	+	7073	0	0	0	0	23
lncRNA_5729	ptg000008l	21791837	21792154	+	318	7	11	7	1	13
lncRNA_5730	ptg000008l	22153201	22154204	+	1004	0	5	2	1	14
lncRNA_5731	ptg000008l	22153264	22154204	+	941	0	0	0	0	0
lncRNA_5732	ptg000008l	22209647	22215196	+	5550	41	8	6	23	36
lncRNA_5733	ptg000008l	22345445	22346816	+	1372	94	0	0	1	8
lncRNA_5734	ptg000008l	22374130	22374975	+	846	0	0	29	3	499
lncRNA_5735	ptg000008l	22554090	22556844	+	2755	51	90	9	25	0
lncRNA_5736	ptg000008l	22557552	22565207	+	7656	0	2	26	3	3
lncRNA_5737	ptg000008l	22557564	22564928	+	7365	0	0	0	0	0
lncRNA_5738	ptg000008l	22628188	22630294	+	2107	9	151	15	1	7
lncRNA_5739	ptg000008l	22634011	22669442	+	35432	103	117	196	19	171
lncRNA_5740	ptg000008l	22800388	22802123	+	1736	244	136	389	204	0
lncRNA_5741	ptg000008l	23047216	23048168	+	953	58	101	42	101	9
lncRNA_5742	ptg000008l	23087342	23087772	+	431	5	6	343	5	2
lncRNA_5743	ptg000008l	23130575	23131219	+	645	53	31	6	17	0
lncRNA_5744	ptg000008l	23273879	23278285	+	4407	97	21	49	81	484
lncRNA_5745	ptg000008l	23400043	23400796	+	754	3	34	14	26	3
lncRNA_5746	ptg000008l	23479814	23480622	+	809	113	167	109	32	62
lncRNA_5747	ptg000008l	23481578	23483279	+	1702	11	231	138	247	239
lncRNA_5748	ptg000008l	23641171	23645255	+	4085	81	18	53	118	110
lncRNA_5749	ptg000008l	23641394	23644117	+	2724	0	0	0	0	0
lncRNA_5750	ptg000008l	23646822	23648959	+	2138	22	27	15	60	21
lncRNA_5751	ptg000008l	23696997	23697608	+	612	0	0	0	0	0
lncRNA_5752	ptg000008l	23935230	23936110	+	881	43	57	18	0	77
lncRNA_5753	ptg000008l	23992971	24000483	+	7513	72	6	0	14	29
lncRNA_5754	ptg000008l	24177161	24177902	+	742	66	2	5	88	23
lncRNA_5755	ptg000008l	24220509	24221370	+	862	147	216	112	107	176
lncRNA_5756	ptg000008l	24305560	24307270	+	1711	6	4	9	0	7
lncRNA_5757	ptg000008l	24342474	24342998	+	525	0	46	24	6	8
lncRNA_5758	ptg000008l	24444888	24445627	+	740	166	90	56	252	208
lncRNA_5759	ptg000008l	24431622	24432128	+	507	63	22	23	129	70
lncRNA_5760	ptg000008l	24830332	24832026	+	1695	9	10	51	16	13
lncRNA_5761	ptg000008l	24830883	24832026	+	1144	0	0	0	0	0
lncRNA_5762	ptg000008l	24892654	24894751	+	2098	249	244	117	307	272
lncRNA_5763	ptg000008l	24900882	24902604	+	1723	0	0	0	0	0
lncRNA_5764	ptg000008l	24944658	24947945	+	3288	0	0	0	0	0
lncRNA_5765	ptg000008l	24944763	24947945	+	3183	0	0	0	0	0
lncRNA_5766	ptg000008l	25073237	25074792	+	1556	9	2	40	10	62
lncRNA_5767	ptg000008l	25437782	25439124	+	1343	0	0	38	1	134
lncRNA_5768	ptg000008l	25439321	25443756	+	4436	0	14	4	0	26
lncRNA_5769	ptg000008l	25439484	25443756	+	4273	0	0	0	0	0
lncRNA_5770	ptg000008l	25631675	25632013	+	339	96	28	0	0	6
lncRNA_5771	ptg000008l	25641802	25642256	+	455	32	34	8	0	84
lncRNA_5772	ptg000008l	25791585	25792173	+	589	14	63	6	20	66
lncRNA_5773	ptg000008l	25792254	25793245	+	992	14	38	1	6	20
lncRNA_5774	ptg000008l	26103047	26104109	+	1063	48	290	145	208	230
lncRNA_5775	ptg000008l	26120675	26121003	+	329	0	24	0	0	0
lncRNA_5776	ptg000008l	26242097	26244379	+	2283	0	5	18	0	54
lncRNA_5777	ptg000008l	26577041	26588477	+	11437	216	25	51	46	41
lncRNA_5778	ptg000008l	26599952	26600330	+	379	1	0	4	0	0
lncRNA_5779	ptg000008l	26679974	26683216	+	3243	298	232	98	137	170
lncRNA_5780	ptg000008l	26947480	26948609	+	1130	0	0	20	0	78
lncRNA_5781	ptg000008l	26991074	26992233	+	1160	0	0	0	0	0
lncRNA_5782	ptg000008l	26991110	26992233	+	1124	0	0	0	0	0
lncRNA_5783	ptg000008l	26991110	26992233	+	1124	0	0	0	0	0
lncRNA_5784	ptg000008l	26991110	26992233	+	1124	0	0	0	0	0
lncRNA_5785	ptg000008l	26991530	26992454	+	925	4	0	1	0	5
lncRNA_5786	ptg000008l	27349130	27349445	+	316	68	133	79	144	121
lncRNA_5787	ptg000008l	27391223	27391436	+	214	17	6	0	0	1
lncRNA_5788	ptg000008l	27598162	27599612	+	1451	61	12	66	73	42
lncRNA_5789	ptg000008l	27686711	27687623	+	913	0	0	32	5	1
lncRNA_5790	ptg000008l	27695798	27696592	+	795	6	0	4	4	52
lncRNA_5791	ptg000008l	27950147	27955000	+	4854	25	6	27	10	106
lncRNA_5792	ptg000008l	28118769	28120776	+	2008	19	73	48	10	127
lncRNA_5793	ptg000008l	28153530	28156392	+	2863	17	21	0	21	29
lncRNA_5794	ptg000008l	28177928	28184808	+	6881	66	39	51	37	127
lncRNA_5795	ptg000008l	28601877	28602822	+	946	115	17	17	25	125
lncRNA_5796	ptg000008l	28672305	28676321	+	4017	249	171	157	145	512
lncRNA_5797	ptg000008l	28672632	28673038	+	407	0	0	0	0	0
lncRNA_5798	ptg000008l	28673244	28674227	+	984	0	0	0	0	0
lncRNA_5799	ptg000008l	28673469	28674227	+	759	0	0	0	0	0
lncRNA_5800	ptg000008l	28673469	28675116	+	1648	0	0	0	0	0
lncRNA_5801	ptg000008l	28674400	28675116	+	717	0	0	0	0	0
lncRNA_5802	ptg000008l	28686932	28687313	+	382	43	0	1	0	17
lncRNA_5803	ptg000008l	28742836	28743884	+	1049	0	0	30	4	3
lncRNA_5804	ptg000008l	28889681	28890290	+	610	15	6	0	0	12
lncRNA_5805	ptg000008l	29410473	29411286	+	814	0	25	2	0	23
lncRNA_5806	ptg000008l	29750132	29753453	+	3322	4	4	0	4	0
lncRNA_5807	ptg000008l	29926018	29926738	+	721	3	2	0	25	2
lncRNA_5808	ptg000008l	30143115	30146342	+	3228	1	0	0	0	0
lncRNA_5809	ptg000008l	30144490	30147157	+	2668	40	37	5	13	36
lncRNA_5810	ptg000008l	30148366	30155972	+	7607	0	0	0	0	0
lncRNA_5811	ptg000008l	30148366	30155972	+	7607	0	0	0	0	0
lncRNA_5812	ptg000008l	30772962	30774274	+	1313	23	0	5	162	15
lncRNA_5813	ptg000008l	31389438	31392866	+	3429	215	193	443	794	92
lncRNA_5814	ptg000008l	31517176	31517769	+	594	30	0	23	4	52
lncRNA_5815	ptg000008l	31588146	31588699	+	554	0	0	0	0	0
lncRNA_5816	ptg000008l	31826956	31828126	+	1171	884	826	749	1465	1945
lncRNA_5817	ptg000008l	31943199	31945028	+	1830	30	39	4	14	57
lncRNA_5818	ptg000008l	32091958	32093332	+	1375	0	0	0	0	0
lncRNA_5819	ptg000008l	32091958	32094149	+	2192	14	0	3	0	9
lncRNA_5820	ptg000008l	32262277	32262973	+	697	0	0	4	0	10
lncRNA_5821	ptg000008l	32262579	32262973	+	395	0	0	0	0	0
lncRNA_5822	ptg000008l	32316127	32321743	+	5617	82	59	128	45	324
lncRNA_5823	ptg000008l	32623358	32623706	+	349	0	0	10	3	44
lncRNA_5824	ptg000008l	32660859	32661858	+	1000	30	36	6	18	49
lncRNA_5825	ptg000008l	32809674	32811689	+	2016	0	0	0	0	0
lncRNA_5826	ptg000008l	32809674	32813004	+	3331	0	0	0	0	0
lncRNA_5827	ptg000008l	32809674	32813004	+	3331	0	0	0	0	0
lncRNA_5828	ptg000008l	32998649	33003190	+	4542	245	85	102	23	22
lncRNA_5829	ptg000008l	33111772	33112487	+	716	0	0	0	0	0
lncRNA_5830	ptg000008l	33111782	33112487	+	706	0	0	0	0	0
lncRNA_5831	ptg000008l	33138059	33139167	+	1109	68	25	62	0	1
lncRNA_5832	ptg000008l	33413150	33413764	+	615	0	0	35	4	140
lncRNA_5833	ptg000008l	33470630	33471247	+	618	0	0	0	0	0
lncRNA_5834	ptg000008l	33549807	33550179	+	373	18	0	3	0	8
lncRNA_5835	ptg000008l	33788010	33793874	+	5865	0	0	0	0	0
lncRNA_5836	ptg000008l	33788050	33793874	+	5825	0	0	0	0	0
lncRNA_5837	ptg000008l	34373030	34378857	+	5828	120	0	85	4	7
lncRNA_5838	ptg000008l	34604551	34605123	+	573	8	0	26	0	32
lncRNA_5839	ptg000008l	34819632	34820620	+	989	552	361	42	153	697
lncRNA_5840	ptg000008l	34919305	34920832	+	1528	14	6	21	0	2
lncRNA_5841	ptg000008l	34955753	34957470	+	1718	2	0	8	69	10
lncRNA_5842	ptg000008l	35133579	35139371	+	5793	0	0	0	0	0
lncRNA_5843	ptg000008l	35133579	35139371	+	5793	0	0	0	0	0
lncRNA_5844	ptg000008l	35133579	35139371	+	5793	0	0	0	0	0
lncRNA_5845	ptg000008l	35133579	35139371	+	5793	0	0	0	0	0
lncRNA_5846	ptg000008l	35133579	35139371	+	5793	0	0	0	0	0
lncRNA_5847	ptg000008l	35133607	35138134	+	4528	0	0	0	0	0
lncRNA_5848	ptg000008l	35135261	35139371	+	4111	0	0	0	0	0
lncRNA_5849	ptg000008l	35135707	35139371	+	3665	0	0	0	0	0
lncRNA_5850	ptg000008l	35623422	35625453	+	2032	0	0	0	0	0
lncRNA_5851	ptg000008l	35623422	35625453	+	2032	0	0	0	0	0
lncRNA_5852	ptg000008l	35656644	35665359	+	8716	0	0	0	0	0
lncRNA_5853	ptg000008l	35656644	35673168	+	16525	0	0	0	0	0
lncRNA_5854	ptg000008l	35656648	35673168	+	16521	0	0	0	0	0
lncRNA_5855	ptg000008l	35664467	35672954	+	8488	0	0	0	0	0
lncRNA_5856	ptg000008l	35664550	35672954	+	8405	0	0	0	0	0
lncRNA_5857	ptg000008l	35996846	36005561	+	8716	0	0	0	0	0
lncRNA_5858	ptg000008l	35996846	36005561	+	8716	0	0	0	0	0
lncRNA_5859	ptg000008l	35997592	36005561	+	7970	0	0	0	0	0
lncRNA_5860	ptg000008l	36097911	36099604	+	1694	39	0	12	0	5
lncRNA_5861	ptg000008l	36108835	36116326	+	7492	73	0	45	0	104
lncRNA_5862	ptg000008l	36117416	36122165	+	4750	0	0	0	0	0
lncRNA_5863	ptg000008l	36117416	36125015	+	7600	0	0	0	0	0
lncRNA_5864	ptg000008l	36121635	36125015	+	3381	0	0	0	0	0
lncRNA_5865	ptg000008l	36138311	36139521	+	1211	28	0	48	0	92
lncRNA_5866	ptg000008l	36165726	36168223	+	2498	34	0	30	0	8
lncRNA_5867	ptg000008l	36193644	36200022	+	6379	124	0	172	0	357
lncRNA_5868	ptg000008l	36202311	36206578	+	4268	60	0	39	0	112
lncRNA_5869	ptg000008l	36222532	36226989	+	4458	74	0	125	2	92
lncRNA_5870	ptg000008l	36229148	36239371	+	10224	433	0	343	0	245
lncRNA_5871	ptg000008l	36257834	36272783	+	14950	450	17	330	21	599
lncRNA_5872	ptg000008l	36299903	36306762	+	6860	0	0	0	0	0
lncRNA_5873	ptg000008l	36310118	36312969	+	2852	0	0	0	0	2
lncRNA_5874	ptg000008l	36310479	36313649	+	3171	0	0	0	0	0
lncRNA_5875	ptg000008l	36311619	36314717	+	3099	0	0	0	0	0
lncRNA_5876	ptg000008l	36314101	36316139	+	2039	0	0	0	0	0
lncRNA_5877	ptg000008l	36366471	36369512	+	3042	10	0	23	0	36
lncRNA_5878	ptg000008l	36372574	36373307	+	734	5	0	2	0	5
lncRNA_5879	ptg000008l	36393903	36397126	+	3224	0	0	0	0	0
lncRNA_5880	ptg000008l	36394074	36399993	+	5920	0	0	0	0	0
lncRNA_5881	ptg000008l	36396578	36399993	+	3416	0	0	0	0	0
lncRNA_5882	ptg000008l	36407597	36409360	+	1764	75	0	44	1	77
lncRNA_5883	ptg000008l	36429046	36431625	+	2580	25	0	17	0	16
lncRNA_5884	ptg000008l	36432613	36433146	+	534	0	0	0	0	0
lncRNA_5885	ptg000008l	36439598	36445170	+	5573	0	0	0	0	1
lncRNA_5886	ptg000008l	36446321	36447450	+	1130	0	0	0	0	0
lncRNA_5887	ptg000008l	36446321	36449157	+	2837	0	0	0	0	0
lncRNA_5888	ptg000008l	36447935	36449157	+	1223	0	0	0	0	0
lncRNA_5889	ptg000008l	36473456	36478771	+	5316	13	0	29	0	11
lncRNA_5890	ptg000008l	36522901	36524489	+	1589	70	0	54	0	30
lncRNA_5891	ptg000008l	36530809	36538293	+	7485	19	0	10	0	12
lncRNA_5892	ptg000008l	36544816	36550641	+	5826	0	0	0	0	4
lncRNA_5893	ptg000008l	36545384	36551612	+	6229	0	0	0	0	0
lncRNA_5894	ptg000008l	36551097	36556527	+	5431	36	0	24	0	20
lncRNA_5895	ptg000008l	36570033	36571761	+	1729	18	0	28	0	78
lncRNA_5896	ptg000008l	36575441	36583419	+	7979	34	0	42	0	110
lncRNA_5897	ptg000008l	36582919	36585320	+	2402	9	0	5	0	7
lncRNA_5898	ptg000008l	36588196	36593546	+	5351	0	0	2	0	9
lncRNA_5899	ptg000008l	36598228	36598466	+	239	5	0	7	0	4
lncRNA_5900	ptg000008l	36603194	36607613	+	4420	62	0	73	0	101
lncRNA_5901	ptg000008l	36607840	36609388	+	1549	0	0	0	0	0
lncRNA_5902	ptg000008l	36607840	36613482	+	5643	6	0	2	0	0
lncRNA_5903	ptg000008l	36627629	36638428	+	10800	4	0	8	0	13
lncRNA_5904	ptg000008l	36629138	36636436	+	7299	0	0	0	0	0
lncRNA_5905	ptg000008l	36637986	36642593	+	4608	5	0	13	0	7
lncRNA_5906	ptg000008l	36654862	36655253	+	392	11	0	2	0	0
lncRNA_5907	ptg000008l	36670324	36675585	+	5262	0	0	0	0	0
lncRNA_5908	ptg000008l	36670471	36676957	+	6487	0	0	0	0	0
lncRNA_5909	ptg000008l	36674386	36681739	+	7354	0	0	0	0	0
lncRNA_5910	ptg000008l	36680507	36681739	+	1233	0	0	0	0	0
lncRNA_5911	ptg000008l	36676611	36680296	+	3686	0	0	0	0	0
lncRNA_5912	ptg000008l	36698141	36701721	+	3581	0	0	1	0	2
lncRNA_5913	ptg000008l	36714163	36716998	+	2836	15	0	4	0	20
lncRNA_5914	ptg000008l	36717894	36718252	+	359	6	0	1	0	0
lncRNA_5915	ptg000008l	36754656	36794383	+	39728	16	0	31	0	88
lncRNA_5916	ptg000008l	36783789	36789714	+	5926	0	0	0	0	0
lncRNA_5917	ptg000008l	36789120	36795121	+	6002	0	0	0	0	0
lncRNA_5918	ptg000008l	36805876	36810845	+	4970	0	0	0	0	0
lncRNA_5919	ptg000008l	36807903	36812953	+	5051	0	0	0	0	0
lncRNA_5920	ptg000008l	36832425	36832684	+	260	0	0	0	0	0
lncRNA_5921	ptg000008l	36834899	36838691	+	3793	1	0	2	0	5
lncRNA_5922	ptg000008l	36847284	36853175	+	5892	37	0	17	0	23
lncRNA_5923	ptg000008l	36857345	36892671	+	35327	18	0	4	3	11
lncRNA_5924	ptg000008l	36858110	36865613	+	7504	0	0	0	0	0
lncRNA_5925	ptg000008l	36858110	36889334	+	31225	0	0	0	0	0
lncRNA_5926	ptg000008l	36888760	36892671	+	3912	0	0	0	0	0
lncRNA_5927	ptg000008l	36871262	36873312	+	2051	0	0	0	0	0
lncRNA_5928	ptg000008l	36893672	36893917	+	246	0	0	0	0	0
lncRNA_5929	ptg000008l	36939545	36940089	+	545	0	0	0	0	0
lncRNA_5930	ptg000008l	36940358	36942802	+	2445	0	0	0	0	0
lncRNA_5931	ptg000008l	36940374	36943571	+	3198	0	0	0	0	0
lncRNA_5932	ptg000008l	36940374	36946330	+	5957	0	0	0	0	0
lncRNA_5933	ptg000008l	36941724	36942802	+	1079	0	0	0	0	0
lncRNA_5934	ptg000008l	36967018	36972521	+	5504	32	1	22	0	28
lncRNA_5935	ptg000008l	36970776	36978025	+	7250	1	0	29	0	0
lncRNA_5936	ptg000008l	36973244	36978025	+	4782	0	0	0	0	0
lncRNA_5937	ptg000008l	36977414	36980499	+	3086	0	0	4	0	26
lncRNA_5938	ptg000008l	36981008	36984286	+	3279	0	0	0	0	2
lncRNA_5939	ptg000008l	36981322	36987355	+	6034	90	0	71	2	127
lncRNA_5940	ptg000008l	36989679	36994186	+	4508	49	0	111	1	65
lncRNA_5941	ptg000008l	37006503	37007010	+	508	30	0	30	0	28
lncRNA_5942	ptg000008l	37019029	37035629	+	16601	2	0	0	0	1
lncRNA_5943	ptg000008l	37019075	37031021	+	11947	0	0	0	0	0
lncRNA_5944	ptg000008l	37029498	37031803	+	2306	0	0	0	0	0
lncRNA_5945	ptg000008l	37035259	37040324	+	5066	1	0	0	0	12
lncRNA_5946	ptg000008l	37098939	37100686	+	1748	38	0	67	0	32
lncRNA_5947	ptg000008l	37168663	37168957	+	295	23	0	16	0	0
lncRNA_5948	ptg000008l	37169494	37185963	+	16470	0	0	1	0	0
lncRNA_5949	ptg000008l	37169542	37184630	+	15089	0	0	0	0	0
lncRNA_5950	ptg000008l	37195811	37196300	+	490	2	0	0	0	0
lncRNA_5951	ptg000008l	37199727	37200914	+	1188	2	0	0	0	0
lncRNA_5952	ptg000008l	37202471	37203160	+	690	1	0	0	0	0
lncRNA_5953	ptg000008l	37206396	37207085	+	690	0	0	0	0	0
lncRNA_5954	ptg000008l	37210321	37210921	+	601	0	0	0	0	0
lncRNA_5955	ptg000008l	37224552	37224887	+	336	0	0	1	0	0
lncRNA_5956	ptg000008l	37241951	37242364	+	414	2	0	1	0	0
lncRNA_5957	ptg000008l	37246017	37250999	+	4983	7	0	10	0	0
lncRNA_5958	ptg000008l	37272036	37274585	+	2550	1	0	0	0	1
lncRNA_5959	ptg000008l	37275098	37275458	+	361	0	0	0	0	0
lncRNA_5960	ptg000008l	37291369	37291718	+	350	9	0	14	0	4
lncRNA_5961	ptg000008l	37297804	37304612	+	6809	16	0	11	0	67
lncRNA_5962	ptg000008l	37304294	37310085	+	5792	3	0	2	0	1
lncRNA_5963	ptg000008l	37305686	37312549	+	6864	22	0	52	0	1
lncRNA_5964	ptg000008l	37318673	37318944	+	272	1	0	0	0	0
lncRNA_5965	ptg000008l	37328328	37335416	+	7089	0	0	0	0	0
lncRNA_5966	ptg000008l	37328418	37333211	+	4794	0	0	0	0	0
lncRNA_5967	ptg000008l	37330621	37333211	+	2591	0	0	0	0	0
