"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"495","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g15386.t1",-0.257883832875903,0.67532871463833,0.979115587552118,164,-22.61,"2 19","322 341",17,"82.35%","88.24%"
"496","Cluster_36","Pocillopora_meandrina_HIv1___RNAseq.g18127.t1",0.635723788333795,0.248997756224748,0.935575255437723,162,-20.38,"2 20","95 116",19,"73.68%","84.21%"
"497","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1170.t1",0.234875425180601,0.703720147454292,0.982185628634329,156,-26.36,"2 22","610 636",24,"66.67%","70.83%"
"498","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g21667.t1",0.365423708853888,0.545301057124078,0.973552982047016,172,-21.1,"2 21","709 730",19,"78.95%","84.21%"
"499","Cluster_4040","Pocillopora_meandrina_HIv1___TS.g15080.t1",0.104507896843915,0.86717902925559,0.996087148068407,162,-23.26,"2 15","302 323",13,"92.31%","92.31%"
"500","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g1007.t1",0.720996181608735,0.16930970630038,0.89309376721338,152,-21.95,"2 18","246 269",18,"66.67%","83.33%"
"501","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g17365.t1",-0.34268327097799,0.572378827262128,0.97542458317668,153,-21.98,"2 20","919 942",20,"65.00%","85.00%"
"502","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g12610.t1",-0.395978313966894,0.509329131041312,0.973552982047016,157,-22.08,"2 18","89 110",16,"68.75%","87.50%"
"503","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g30189.t1",0.561910612490014,0.324224899824706,0.958375979255339,155,-20.51,"2 21","289 312",21,"61.90%","80.95%"
"504","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g4470.t1",0.839465188667017,0.0753257011963834,0.82340814862181,159,-21.66,"2 21","58 80",20,"75.00%","75.00%"
"505","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g7360.t1",0.983640847512444,0.00250556964960435,0.667107103030161,168,-21.01,"2 21","40 61",19,"73.68%","84.21%"
"506","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g12177.t1",0.248564098174688,0.686808173224787,0.980275285941355,159,-25.8,"2 20","956 975",18,"83.33%","83.33%"
"507","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g29221.t1",0.556041457429802,0.330421239223472,0.960680114262834,150,-22.38,"2 21","518 543",23,"69.57%","69.57%"
"508","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g10311.t1",0.641502794142902,0.243335547810816,0.934211335417194,165,-26.34,"2 18","420 441",16,"81.25%","87.50%"
"509","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g10163.t1",0.109894783580094,0.860359765448288,0.996067076900065,154,-20.47,"2 19","208 228",17,"64.71%","82.35%"
"510","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g10163.t1",-0.151853737095417,0.807399488155281,0.992687350041609,158,-27.32,"2 20","207 229",19,"73.68%","78.95%"
"511","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g10577.t1",0.513280779680733,0.376423662837431,0.967743555596755,166,-20.93,"2 21","398 418",19,"78.95%","84.21%"
"512","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g6194.t1",0.153219388051098,0.805681035240009,0.992406624309122,158,-23.78,"2 21","13 33",19,"73.68%","78.95%"
"513","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g11136.t1",0.784513724613888,0.116118693102896,0.86545548976814,178,-21.5,"2 21","306 326",19,"89.47%","89.47%"
"514","Cluster_360","Pocillopora_meandrina_HIv1___TS.g566.t1",0.529533496080233,0.358766013294821,0.964740261214261,153,-23.34,"2 18","554 575",16,"68.75%","81.25%"
"515","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g9823.t1",-0.0860090682687125,0.890625021269448,0.997033432013061,157,-20.93,"2 19","664 686",18,"77.78%","77.78%"
"516","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g23633.t1a",0.646472003837943,0.238495183331108,0.93095600541081,161,-22.35,"2 22","907 929",20,"65.00%","80.00%"
"517","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18703.t1",-0.668256663853084,0.217594545078459,0.92228615931294,162,-25.75,"2 19","806 826",17,"88.24%","88.24%"
"518","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g4916.t1",-0.0563382603878039,0.928305863355846,0.998849927161741,162,-26.02,"2 22","944 966",21,"71.43%","85.71%"
"519","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g27663.t1",0.112583075898402,0.856958169613761,0.996067076900065,147,-20.81,"2 18","20 46",21,"71.43%","71.43%"
"520","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g29511.t1",-0.00648494925601861,0.99174316403535,0.999610930147471,154,-23.78,"2 20","215 242",23,"65.22%","73.91%"
"521","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g29511.t1",0.120560953524107,0.846869700912649,0.995338840018014,151,-20.14,"2 20","143 162",18,"72.22%","83.33%"
"522","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9887.t1",-0.20832739474754,0.736680671091962,0.983845360912235,162,-21.53,"2 20","459 483",20,"70.00%","85.00%"
"523","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g22765.t1",0.724242796899795,0.166452294967033,0.889825886867564,166,-22.31,"2 21","139 159",19,"73.68%","89.47%"
"524","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18779.t1",-0.596998044993288,0.287819037723216,0.9478934181415,165,-27.45,"2 22","123 143",20,"75.00%","90.00%"
"525","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g4758.t1",0.233171733117581,0.705829118364955,0.982185628634329,159,-21.51,"2 20","646 667",18,"72.22%","77.78%"
"526","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g11086.t1",-0.282724014981945,0.644879455982749,0.977982859683049,159,-23,"2 21","170 196",24,"66.67%","75.00%"
"527","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g4702.t1",-0.802345765587918,0.102300689253017,0.852224038413053,169,-22.48,"2 20","924 944",18,"77.78%","94.44%"
"528","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g5995.t1",0.129997702451559,0.834949166624885,0.994770429144229,173,-25.76,"2 20","348 368",18,"83.33%","94.44%"
"529","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g386.t2",0.262977475732445,0.669067090447989,0.978872410042939,154,-25.72,"2 20","324 351",24,"66.67%","70.83%"
"530","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g17131.t1",0.308914687902853,0.613026030643181,0.976732732570472,147,-23.31,"2 17","746 769",17,"64.71%","82.35%"
"531","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g14414.t1",-0.526856631316629,0.361660069336125,0.965598206489375,160,-21.29,"2 17","445 466",15,"80.00%","86.67%"
"532","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g17223.t1",0.529571124811867,0.358725372000056,0.964740261214261,151,-22.13,"2 21","851 873",20,"65.00%","75.00%"
"533","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g17223.t1",-0.77766169276541,0.121566248173721,0.871113836712996,149,-23.25,"2 20","116 135",18,"72.22%","72.22%"
"534","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g232.t1",0.826111836157618,0.0847371243124854,0.831876122217767,155,-20.98,"2 20","199 220",18,"66.67%","77.78%"
"535","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g17856.t1",-0.0746948598467913,0.904984061207238,0.997033432013061,157,-20.51,"2 20","82 108",23,"69.57%","78.26%"
"536","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g29450.t1",-0.769318266385001,0.128299189493892,0.872510090983093,169,-26.7,"2 20","471 491",18,"77.78%","94.44%"
"537","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g29450.t1",-0.0870555480101333,0.889297599786576,0.997033432013061,165,-27.97,"2 20","471 490",18,"72.22%","94.44%"
"538","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g29450.t1",0.22510980304956,0.715820744743945,0.982185628634329,165,-25.12,"2 20","471 491",18,"77.78%","88.89%"
"539","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g21692.t1",-0.835562183756885,0.0780410761531844,0.825560640900936,158,-21.95,"2 21","137 157",19,"73.68%","78.95%"
"540","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22796.t1",0.382338998433702,0.525326116740094,0.973552982047016,165,-22.13,"2 20","30 50",18,"83.33%","83.33%"
"541","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22796.t1",0.382338998433702,0.525326116740094,0.973552982047016,166,-21.39,"2 21","5 29",22,"77.27%","81.82%"
"542","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g20185.t1",0.274601261699513,0.654811969821886,0.977982859683049,151,-20.64,"2 17","795 817",16,"75.00%","81.25%"
"543","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g3307.t1",-0.76903415588035,0.128530355106124,0.872849463749195,145,-20.08,"2 19","792 817",21,"61.90%","71.43%"
"544","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g23133.t1",0.390960314850999,0.515202876940005,0.973552982047016,150,-20.03,"2 20","647 669",19,"68.42%","73.68%"
"545","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g16191.t1",-0.609357536432546,0.275267621875314,0.944044924257856,159,-20.4,"2 16","778 799",14,"71.43%","100.00%"
"546","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g3305.t1",-0.545208978658024,0.341934314965787,0.963617152970834,146,-20.75,"2 20","549 570",19,"68.42%","68.42%"
"547","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g9837.t1",0.732168784125108,0.159535957715253,0.885790980156003,158,-21.02,"2 21","594 614",19,"68.42%","84.21%"
"548","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g5717.t1a",-0.480176918393589,0.413002205543587,0.969384112656508,145,-21.63,"2 14","834 855",12,"75.00%","83.33%"
"549","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g24733.t1",0.323230419399962,0.595733282444577,0.976732732570472,160,-22.73,"2 21","188 207",19,"78.95%","84.21%"
"550","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g28180.t1",0.644370975130756,0.240538504613688,0.932341936154142,153,-22.55,"2 18","31 52",16,"68.75%","81.25%"
"551","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g17907.t1",0.205115278810389,0.740682122152069,0.984668566289431,171,-27.12,"2 21","193 215",20,"75.00%","90.00%"
"552","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g27133.t1",-0.0890508072079239,0.886767024951271,0.997033432013061,173,-21.85,"2 20","635 654",18,"88.89%","88.89%"
"553","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g8062.t1",-0.422897877628824,0.478060064046342,0.970465855605005,161,-21.29,"2 21","679 698",19,"78.95%","78.95%"
"554","Cluster_757","Pocillopora_meandrina_HIv1___RNAseq.g15823.t1",-0.117051534442072,0.851306382576927,0.99571744464625,158,-21.66,"2 20","158 182",21,"71.43%","76.19%"
"555","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g17905.t1",-0.201114626915677,0.745669726200311,0.985466733303337,157,-21.08,"2 21","1 24",22,"72.73%","77.27%"
"556","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g16347.t1",0.0809258097311388,0.897074635284292,0.997033432013061,168,-20.8,"2 21","229 250",19,"78.95%","78.95%"
"557","Cluster_36","Pocillopora_meandrina_HIv1___TS.g25957.t1",0.562850583261076,0.323235285127906,0.957971473750401,179,-23.15,"2 20","750 770",18,"88.89%","88.89%"
"558","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22889.t1",-0.390378004100422,0.515885378125254,0.973552982047016,149,-20.75,"2 18","457 478",16,"68.75%","75.00%"
"559","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g18149.t1",-0.432283346491887,0.467257697233788,0.97024921967979,169,-22.44,"2 18","462 482",16,"81.25%","93.75%"
"560","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g16345.t1",0.176898980213759,0.775945521011399,0.988259228703339,148,-23.4,"2 17","597 618",15,"66.67%","80.00%"
"561","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g4413.t1",0.327681371438256,0.590374694030552,0.976732732570472,171,-21.25,"2 17","421 442",16,"93.75%","93.75%"
"562","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g24173.t1",0.144148523049125,0.817102004219128,0.99397323403361,147,-21.22,"2 16","472 494",14,"64.29%","85.71%"
"563","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g4556.t1",0.168215557110426,0.786835715504549,0.989763234681746,158,-20.66,"2 19","455 476",17,"70.59%","82.35%"
"564","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g2388.t1",0.925501651855862,0.0241346074574253,0.70016346591969,160,-20.29,"2 18","188 211",18,"72.22%","88.89%"
"565","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9419.t1",0.254794833354568,0.679130334133382,0.979635281602924,144,-23.61,"2 18","291 318",21,"61.90%","71.43%"
"566","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g16415.t1",0.178601323672965,0.773812546162117,0.987960864271808,159,-20.23,"2 20","358 376",18,"77.78%","83.33%"
"567","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g16415.t1",0.38384117592703,0.523559397974348,0.973552982047016,159,-20.09,"2 20","359 376",18,"77.78%","83.33%"
"568","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g10920.t1",-0.0376517549838779,0.952071626026327,0.999610930147471,160,-22.52,"2 22","178 201",21,"66.67%","80.95%"
"569","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g20121.t1",0.00450248294626176,0.994267280032735,0.999715194379551,160,-24.12,"2 21","902 923",19,"68.42%","78.95%"
"570","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g22209.t1",-0.224288976722056,0.71683912787402,0.982185628634329,153,-21.4,"2 22","801 821",20,"70.00%","80.00%"
"571","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g4379.t1",0.339395092936713,0.576314470493355,0.97542458317668,162,-23.73,"2 21","417 438",19,"73.68%","84.21%"
"572","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g22246.t1",0.35528408529153,0.557343797538235,0.973839008969304,145,-21.67,"2 20","517 541",21,"61.90%","76.19%"
"573","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g17281.t1",-0.293088923041403,0.632241293228404,0.977982859683049,159,-20.61,"2 20","543 563",18,"72.22%","77.78%"
"574","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g27121.t1",-0.541638290739215,0.34575077601732,0.964224229882463,157,-20.85,"2 15","38 60",14,"85.71%","92.86%"
"575","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g10068.t1",-0.715925885452162,0.173800060079711,0.897123124570552,154,-22.17,"2 16","872 894",15,"80.00%","86.67%"
"576","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g29013.t1",-0.73067969718556,0.160828858325765,0.885790980156003,166,-20.8,"2 19","676 697",17,"82.35%","82.35%"
"577","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g29013.t1",-0.609842941945584,0.274777698007336,0.944044924257856,162,-21.36,"2 20","343 364",19,"73.68%","84.21%"
"578","Cluster_3392","Pocillopora_meandrina_HIv1___TS.g5141.t1",0.967616283342236,0.0069615023574331,0.667107103030161,159,-21.84,"2 21","240 266",24,"62.50%","79.17%"
"579","Cluster_21","Pocillopora_meandrina_HIv1___TS.g2201.t1",0.190910184525692,0.75841032602239,0.985466733303337,160,-20.46,"2 21","305 326",19,"68.42%","78.95%"
"580","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g15758.t1",-0.802948922274492,0.101842634822986,0.851297306585316,154,-20.73,"2 20","197 219",19,"68.42%","78.95%"
"581","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g19593.t1",-0.8195803563121,0.0894628082422609,0.838945907296157,163,-21.22,"2 21","337 359",20,"75.00%","80.00%"
"582","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g9926.t1",-0.651297018674952,0.233820764443839,0.9277823384832,165,-20.68,"2 14","813 834",12,"100.00%","100.00%"
"583","Cluster_4040","Pocillopora_meandrina_HIv1___TS.g24284.t1",0.762842853075789,0.133598404971593,0.876805058669263,164,-20.52,"2 21","841 862",19,"63.16%","89.47%"
"584","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g1435.t1",-0.809096876485512,0.0972095310489192,0.849467064305342,154,-21.54,"2 16","582 607",18,"77.78%","77.78%"
"585","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g224.t1",0.0918833820054836,0.883175268767066,0.996735985175379,150,-20.85,"2 22","961 983",21,"66.67%","76.19%"
"586","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g27616.t1",0.469525904553003,0.424936943305841,0.97024921967979,161,-20.3,"2 16","332 352",14,"92.86%","92.86%"
"587","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g27616.t1",-0.557855645089411,0.328502763034705,0.959849383606184,155,-20.34,"2 21","818 840",20,"70.00%","75.00%"
"588","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g19135.t1",-0.0675978386540742,0.913997351364268,0.998219089356082,159,-20.41,"2 18","717 738",16,"75.00%","93.75%"
"589","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g19135.t1",0.378023815057242,0.530407819990224,0.973552982047016,163,-21.98,"2 21","297 315",19,"84.21%","84.21%"
"590","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g14162.t1",0.198011001976695,0.749541895059064,0.985466733303337,174,-22.75,"2 21","90 110",19,"78.95%","94.74%"
"591","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g28898.t1",-0.418240068180989,0.483440572183552,0.972128359419743,173,-22.16,"2 21","290 311",20,"85.00%","90.00%"
"592","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g28898.t1",0.885183202030469,0.045889928057982,0.781067345867765,162,-20.67,"2 20","592 615",20,"75.00%","80.00%"
"593","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.30209_t",-0.108901191795029,0.861617252770915,0.996087148068407,163,-21.28,"2 21","547 569",20,"75.00%","80.00%"
"594","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g12379.t1",-0.0457494273792216,0.941770345928767,0.999610930147471,165,-23.05,"2 14","450 471",12,"100.00%","100.00%"
"595","Cluster_2859","Pocillopora_meandrina_HIv1___RNAseq.g26735.t1",-0.138949269115576,0.823655238270659,0.994770429144229,174,-20.67,"2 21","290 310",19,"84.21%","89.47%"
"596","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g1717.t2",0.0688348602113917,0.912425995639736,0.998094998477705,164,-25.89,"2 21","465 486",19,"68.42%","84.21%"
"597","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g30358.t1",-0.637814696028406,0.246945035856342,0.935575255437723,153,-20.76,"2 19","24 47",20,"65.00%","80.00%"
"598","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9747.t1",0.174445504136903,0.779020802858658,0.988870840437292,155,-20.49,"2 16","353 375",14,"71.43%","92.86%"
"599","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g23786.t1",0.82671828034515,0.0843023572310134,0.830994879824487,160,-20.57,"2 21","802 823",19,"68.42%","78.95%"
"600","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g14954.t1",0.0059206853705544,0.992461593297296,0.999610930147471,154,-23.02,"2 21","764 791",25,"68.00%","72.00%"
"601","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g27090.t1",0.292247911714855,0.633265215624143,0.977982859683049,158,-22.44,"2 21","105 125",19,"73.68%","78.95%"
"602","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g23621.t1",-0.288753293829984,0.637522813803931,0.977982859683049,171,-27.06,"2 20","52 73",18,"83.33%","83.33%"
"603","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g17221.t1",0.290824951920118,0.634998280402339,0.977982859683049,141,-21.08,"2 21","388 414",24,"66.67%","66.67%"
"604","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g25266.t1",0.71673812339751,0.17307845569538,0.896535312617836,154,-24.09,"2 17","546 566",15,"80.00%","86.67%"
"605","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g29341.t1",-0.752996426012863,0.141776617384562,0.878064874806117,162,-20.72,"2 20","167 189",19,"78.95%","78.95%"
"606","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g20638.t1",-0.762016998798653,0.134278806477858,0.876805058669263,158,-28.26,"2 21","331 355",22,"72.73%","77.27%"
"607","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1",-0.896641214423057,0.0392649064343619,0.760878962620332,157,-28.78,"2 20","416 436",18,"77.78%","77.78%"
"608","Cluster_4572","Pocillopora_meandrina_HIv1___TS.g991.t1",-0.257223632917925,0.676140949061501,0.979115587552118,161,-21.55,"2 21","544 571",25,"76.00%","76.00%"
"609","Cluster_21","Pocillopora_meandrina_HIv1___TS.g3356.t1b",0.190910184525692,0.75841032602239,0.985466733303337,161,-20.97,"2 21","39 60",20,"80.00%","80.00%"
"610","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g10593.t1a",-0.171516890377426,0.782693416721838,0.989669620418031,162,-22.73,"2 20","629 652",20,"70.00%","85.00%"
"611","Cluster_2973","Pocillopora_meandrina_HIv1___TS.g16575.t1",0.982768196936009,0.00270834633033426,0.667107103030161,158,-20.2,"2 20","921 943",19,"73.68%","78.95%"
"612","Cluster_4435","Pocillopora_meandrina_HIv1___TS.g886.t1",-0.38346676890716,0.523999628492356,0.973552982047016,148,-21.42,"2 21","35 53",19,"57.89%","84.21%"
