"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","given_miRNA_name"
"Cluster_1826","FUN_039042",0.937894629565123,0.0184051729379682,0.849913450711703,163,-20.28,"2 21","9210 9232",20,"70.00%","85.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_039091",0.862152471977902,0.0601509123717655,0.965603825811459,168,-20.52,"2 17","53848 53869",15,"86.67%","93.33%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_038392",0.131359889693417,0.833229648917189,0.998649612991003,179,-21.66,"2 21","15527 15550",21,"85.71%","85.71%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_038393",0.893055291737309,0.0413028898363719,0.96546924320845,179,-24.8,"2 21","3360 3383",21,"85.71%","85.71%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_038548",-0.265758031113862,0.665652736099102,0.998649612991003,167,-20.27,"2 21","22474 22497",21,"76.19%","80.95%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_038613",0.612173183738412,0.272428984679193,0.998649612991003,167,-20.27,"2 21","8395 8418",21,"76.19%","80.95%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_038643",-0.0481398310365792,0.938730145733266,0.998649612991003,178,-22.61,"2 21","9642 9662",19,"89.47%","89.47%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_038659",0.870623685563702,0.0547650103982485,0.96546924320845,178,-22.61,"2 21","5557 5577",19,"89.47%","89.47%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_038662",-0.172195486893721,0.781842255606664,0.998649612991003,178,-22.61,"2 21","20357 20377",19,"89.47%","89.47%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040665",0.985709384103862,0.00204633689107131,0.545343267336266,176,-22.36,"2 17","801 822",15,"93.33%","100.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040834",NA,NA,NA,163,-20.28,"2 21","10690 10712",20,"70.00%","85.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_039919",0.877349984629659,0.0506033864315529,0.96546924320845,166,-20.31,"2 20","26790 26812",19,"73.68%","89.47%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_039948",0.564964624173194,0.321012394292584,0.998649612991003,162,-22.37,"2 20","4779 4801",19,"73.68%","84.21%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040057",0.678080755048461,0.208344830220334,0.998649612991003,166,-20.75,"2 20","582 605",20,"80.00%","80.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040060",-0.182600123967782,0.768804840026918,0.998649612991003,172,-25.97,"2 21","37505 37526",19,"68.42%","94.74%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040299",0.648913713470163,0.236126523648661,0.998649612991003,174,-22.06,"2 21","63926 63951",23,"82.61%","82.61%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040442",-0.260377701204073,0.67226188460981,0.998649612991003,179,-25.37,"2 21","18670 18693",21,"80.95%","90.48%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040949",-0.110720567886599,0.859314760554941,0.998649612991003,159,-20.18,"2 21","11372 11398",24,"66.67%","75.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_040954",0.33994094316781,0.575660793242423,0.998649612991003,181,-21.9,"2 20","9744 9764",18,"94.44%","94.44%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_041168",0.472796501698344,0.421263878100586,0.998649612991003,170,-20.73,"2 21","10598 10621",21,"80.95%","85.71%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_041354",0.608104592397251,0.276533293746876,0.998649612991003,180,-22.94,"2 21","4767 4788",19,"84.21%","89.47%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_041562",0.737185871996464,0.155202284017885,0.998649612991003,161,-20.63,"2 19","17699 17721",18,"77.78%","83.33%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_041562",0.737185871996464,0.155202284017885,0.998649612991003,162,-21.45,"2 20","20336 20359",20,"70.00%","85.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_042136",0.459365007842212,0.436394118988375,0.998649612991003,154,-22.66,"2 21","32612 32640",26,"65.38%","73.08%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_042175",0.292510408003792,0.632945599584708,0.998649612991003,154,-22.66,"2 21","24215 24243",26,"65.38%","73.08%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_042069",NA,NA,NA,163,-20.47,"2 20","191 212",18,"72.22%","83.33%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_042240",0.103170700562638,0.868872396361198,0.998649612991003,150,-22.48,"2 21","12954 12983",27,"62.96%","70.37%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_042327",-0.724038673585034,0.166631534115134,0.998649612991003,170,-25.83,"2 21","1918 1938",19,"78.95%","89.47%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_042588",0.142326909388206,0.819397438019461,0.998649612991003,167,-22.52,"2 21","7431 7453",20,"75.00%","85.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043613",0.664977543298986,0.220706665882084,0.998649612991003,170,-24.63,"2 21","11211 11231",19,"84.21%","84.21%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_042881",-0.0121437724729534,0.984538448705197,0.998803509974673,163,-20.28,"2 21","9802 9824",20,"70.00%","85.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043084",0.374972482010363,0.53400702174596,0.998649612991003,166,-23.88,"2 21","21887 21910",21,"71.43%","90.48%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043094",0.460117687334509,0.435543061287567,0.998649612991003,172,-21.86,"2 21","638 659",19,"73.68%","89.47%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043166",0.406491239462665,0.497068449790286,0.998649612991003,167,-20.27,"2 21","18624 18647",21,"76.19%","80.95%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043175",0.781974048340429,0.118129075850746,0.998649612991003,170,-20.41,"2 21","11663 11683",19,"84.21%","84.21%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043309",-0.225063196310556,0.715878563510984,0.998649612991003,174,-23.5,"2 21","21288 21312",22,"81.82%","86.36%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043370",0.733484983563107,0.158395693119881,0.998649612991003,159,-21.83,"2 21","2183 2206",21,"66.67%","80.95%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043468",-0.518957107068462,0.370233352550862,0.998649612991003,168,-21.89,"2 18","6515 6539",19,"84.21%","84.21%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043474",-0.309524198739564,0.612288011175961,0.998649612991003,168,-21.89,"2 18","476 500",19,"84.21%","84.21%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043475",0.277871606736103,0.650810059108797,0.998649612991003,168,-21.89,"2 18","8537 8561",19,"84.21%","84.21%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043511",0.808617220066704,0.0975686361810046,0.998649612991003,166,-20.15,"2 21","15629 15652",21,"76.19%","85.71%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043532",0.223167702688639,0.718230589497099,0.998649612991003,167,-21.26,"2 21","1477 1499",20,"80.00%","80.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043539",-0.468769311307123,0.425787674126935,0.998649612991003,165,-20.51,"2 21","19483 19504",20,"80.00%","85.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043547",0.412906238922611,0.489617602223775,0.998649612991003,147,-20.66,"2 21","2389 2415",24,"58.33%","70.83%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043548",0.578099943836179,0.307288903843833,0.998649612991003,147,-20.66,"2 21","2494 2520",24,"58.33%","70.83%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043835",0.238950178480277,0.698679715831731,0.998649612991003,155,-20.21,"2 21","14982 15008",24,"62.50%","75.00%","CDS","apul-mir-novel-6"
"Cluster_1826","FUN_043930",0.204473343458347,0.741482136170626,0.998649612991003,158,-20.87,"2 16","745 768",16,"81.25%","87.50%","CDS","apul-mir-novel-6"
"Cluster_1832","FUN_000289",-0.261930507466632,0.670353401355428,0.998649612991003,152,-21.29,"2 20","5587 5614",25,"72.00%","72.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001476",-0.151977874598717,0.807243265873024,0.998649612991003,166,-20.02,"2 19","5377 5397",17,"76.47%","88.24%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001478",-0.0719324993891491,0.908491741768216,0.998649612991003,170,-22.07,"2 19","1795 1815",17,"82.35%","88.24%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001555",0.892564066469375,0.0415846126196509,0.96546924320845,153,-20.82,"2 20","655 681",24,"70.83%","70.83%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001573",-0.473098747187983,0.420924807227695,0.998649612991003,158,-20.22,"2 20","20853 20877",22,"72.73%","72.73%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001636",0.150244206447296,0.809425292696157,0.998649612991003,167,-21.14,"2 20","429 449",18,"77.78%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001782",-0.259272135616835,0.673621189666197,0.998649612991003,165,-24,"2 20","334 353",18,"77.78%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_000374",-0.016232894682628,0.97933254430973,0.998649612991003,173,-22.46,"2 20","7106 7125",18,"83.33%","94.44%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_000533",-0.524106376307301,0.364639359944801,0.998649612991003,168,-21.04,"2 19","48685 48704",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_000619",0.742518518776143,0.15063438299328,0.998649612991003,191,-28.61,"2 20","2113 2133",18,"94.44%","100.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001034",0.718999215869122,0.171074220488806,0.998649612991003,158,-20.27,"2 16","21561 21582",15,"86.67%","86.67%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001067",-0.371629943029308,0.537955217302611,0.998649612991003,154,-22.08,"2 20","3171 3188",18,"77.78%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_001167",-0.334213159059649,0.582526824044196,0.998649612991003,153,-20.4,"2 19","9591 9617",23,"65.22%","73.91%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_003928",0.727006570574161,0.164030944415441,0.998649612991003,171,-20.53,"2 20","80996 81016",18,"77.78%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_003928",0.727006570574161,0.164030944415441,0.998649612991003,174,-20.42,"2 19","170273 170293",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_003928",0.727006570574161,0.164030944415441,0.998649612991003,174,-20.42,"2 19","18009 18029",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_003928",0.727006570574161,0.164030944415441,0.998649612991003,174,-20.42,"2 19","83156 83176",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_003933",0.677318848723502,0.209058174321744,0.998649612991003,169,-21.27,"2 19","13050 13071",18,"77.78%","94.44%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004055",0.022616724408753,0.971205947278956,0.998649612991003,167,-22.92,"2 20","2177 2197",18,"72.22%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_002468",-0.0214905120511615,0.972639536563606,0.998649612991003,151,-20.9,"2 20","18612 18632",18,"66.67%","72.22%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004142",0.927544514795041,0.0231560008364718,0.907861977165996,174,-20.25,"2 19","7802 7822",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_002476",0.561122351154155,0.325055381860698,0.998649612991003,151,-21.37,"2 20","40539 40558",19,"68.42%","84.21%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004248",0.564946838835003,0.321031079159142,0.998649612991003,170,-21.15,"2 20","15356 15377",19,"78.95%","89.47%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004512",-0.30906897087625,0.612839204272409,0.998649612991003,171,-21.07,"2 20","32001 32021",18,"77.78%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004512",-0.30906897087625,0.612839204272409,0.998649612991003,171,-21.07,"2 20","4667 4687",18,"77.78%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004517",0.534014445837133,0.353934261621195,0.998649612991003,168,-20.04,"2 18","9160 9181",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004550",0.814387347953374,0.0932756165036358,0.998649612991003,157,-20.2,"2 20","2662 2681",18,"72.22%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004557",0.29538630985114,0.629445658735981,0.998649612991003,154,-22.08,"2 20","3103 3120",18,"77.78%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004751",-0.00990536788664562,0.987388300143563,0.998929520526841,169,-23.11,"2 19","8668 8689",18,"77.78%","94.44%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004829",0.549798183779454,0.337044750059436,0.998649612991003,158,-20.48,"2 16","12132 12153",15,"86.67%","86.67%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_004880",0.170165797925143,0.784388390545904,0.998649612991003,155,-21.83,"2 20","38676 38693",18,"72.22%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005175",0.762443099922935,0.133927624221316,0.998649612991003,157,-20.04,"2 20","756 775",18,"72.22%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005347",0.535788870431182,0.352025374585826,0.998649612991003,159,-24.12,"2 20","4605 4622",18,"77.78%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005352",-0.471375403980647,0.422858957086218,0.998649612991003,162,-23.23,"2 20","19945 19966",19,"73.68%","84.21%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005366",-0.952376734546072,0.012386131614935,0.766084851142397,166,-27.84,"2 20","7917 7941",22,"72.73%","81.82%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005390",0.15295497669504,0.806013725928632,0.998649612991003,162,-20.96,"2 19","65613 65633",17,"58.82%","100.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_002726",-0.358214097515793,0.553858664823354,0.998649612991003,164,-23.3,"2 20","4014 4032",18,"83.33%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_002792",NA,NA,NA,156,-20.58,"2 20","4011 4031",19,"68.42%","89.47%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_002838",-0.473707500137366,0.420242073876733,0.998649612991003,162,-20.77,"2 19","18875 18895",17,"70.59%","88.24%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_006303",NA,NA,NA,154,-20.28,"2 20","33 57",22,"68.18%","72.73%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_006434",0.558573600385957,0.327744313290873,0.998649612991003,153,-20.65,"2 20","1833 1858",23,"65.22%","78.26%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_006619",0.214567510862906,0.728915167452168,0.998649612991003,165,-21.7,"2 20","12960 12979",18,"83.33%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_006654",-0.617947189270166,0.26663234207073,0.998649612991003,174,-20.61,"2 19","3942 3962",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_006767",0.173786882762458,0.779846576365828,0.998649612991003,159,-20.68,"2 20","4828 4846",18,"83.33%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005720",-0.663549213789574,0.222066070671014,0.998649612991003,161,-24.89,"2 20","4887 4906",18,"72.22%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005819",-0.540618711615298,0.346842457600336,0.998649612991003,154,-22.08,"2 20","1838 1855",18,"77.78%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005878",-0.468724956115388,0.425837560133398,0.998649612991003,175,-21.8,"2 20","1467 1487",18,"83.33%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_005891",-0.393329453423586,0.512428006589986,0.998649612991003,157,-21.33,"2 20","2420 2439",18,"72.22%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_006223",0.379671950424444,0.528465771390864,0.998649612991003,164,-22.97,"2 20","3867 3885",18,"77.78%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008521",0.235228394543376,0.703283324235056,0.998649612991003,166,-20.69,"2 20","1443 1465",20,"80.00%","80.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008583",-0.035968512592596,0.954213344073424,0.998649612991003,158,-23.24,"2 20","3266 3290",22,"68.18%","77.27%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008705",-0.0854254653984737,0.891365352657775,0.998649612991003,165,-21.52,"2 20","6410 6429",18,"83.33%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008769",0.398153605110112,0.506787159131859,0.998649612991003,149,-22.35,"2 15","7416 7437",14,"78.57%","85.71%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008769",0.398153605110112,0.506787159131859,0.998649612991003,161,-20.1,"2 20","15528 15550",20,"80.00%","80.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008860",-0.116715446914074,0.851731369386027,0.998649612991003,149,-21.44,"2 20","6865 6891",24,"66.67%","70.83%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_007635",NA,NA,NA,166,-24.17,"2 20","72 93",19,"78.95%","84.21%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_007654",-0.31822894402385,0.601764930313085,0.998649612991003,170,-20.25,"2 19","6864 6884",17,"82.35%","88.24%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_007797",-0.147240407818017,0.813207302022958,0.998649612991003,168,-27.19,"2 20","8440 8458",18,"83.33%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_007843",0.313975255119805,0.606903187815608,0.998649612991003,167,-20.08,"2 20","2070 2090",18,"66.67%","94.44%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_007920",0.493318829694079,0.398385573157882,0.998649612991003,168,-21.5,"2 19","6228 6250",19,"84.21%","89.47%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_007962",0.913644871174058,0.0300648523839779,0.922979388371587,166,-21.17,"2 20","799 820",19,"73.68%","89.47%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008139",0.450211687394678,0.446773437680344,0.998649612991003,170,-23.73,"2 20","12020 12041",19,"78.95%","89.47%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_009915",-0.495878146841426,0.395553434219939,0.998649612991003,160,-20.92,"2 19","2855 2874",17,"76.47%","88.24%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_009962",0.305431484875958,0.617246566203586,0.998649612991003,159,-20.66,"2 17","769 790",16,"75.00%","93.75%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_009014",0.343622899698275,0.571255099216353,0.998649612991003,170,-22.01,"2 20","7584 7605",19,"78.95%","89.47%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_009056",-0.486680873594112,0.405753094074731,0.998649612991003,169,-25.81,"2 20","10488 10507",18,"77.78%","94.44%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_009295",-0.676187786996151,0.210118399154266,0.998649612991003,158,-23.34,"2 20","52457 52481",22,"68.18%","77.27%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_008946",-0.268486112248035,0.662305454162396,0.998649612991003,146,-20.65,"2 11","5499 5519",9,"88.89%","100.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_009600",NA,NA,NA,157,-20.85,"2 19","7093 7118",22,"68.18%","77.27%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_009650",0.646514892879733,0.238453521802652,0.998649612991003,169,-22.61,"2 20","1549 1568",18,"83.33%","88.89%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_011518",-0.495878146841426,0.395553434219939,0.998649612991003,174,-20.58,"2 19","970 990",17,"82.35%","94.12%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_010679",-0.601148331849441,0.283587928893118,0.998649612991003,173,-22.03,"2 20","7681 7703",20,"85.00%","90.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_010822",0.360227235157069,0.551466546134595,0.998649612991003,156,-23.19,"2 20","1724 1746",21,"76.19%","76.19%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_010835",-0.288681157665862,0.637610749078842,0.998649612991003,153,-20.3,"2 15","7588 7609",14,"78.57%","92.86%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_010962",-0.208902176615827,0.735964938013315,0.998649612991003,155,-20.31,"2 20","7506 7526",18,"72.22%","72.22%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_011141",-0.519883727276585,0.369225183192253,0.998649612991003,165,-20.34,"2 20","1219 1238",18,"83.33%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_011205",NA,NA,NA,166,-21.29,"2 20","346 368",20,"75.00%","85.00%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_011419",0.250914788482871,0.683910020835691,0.998649612991003,155,-21.72,"2 20","7385 7405",18,"61.11%","83.33%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_012676",-0.265752537927668,0.665659478735303,0.998649612991003,169,-25.24,"2 19","26172 26193",18,"77.78%","94.44%","CDS","apul-mir-novel-27"
"Cluster_1832","FUN_012677",-0.651776874638317,0.233357271082449,0.998649612991003,159,-20.46,"2 20","9905 9925",18,"66.67%","83.33%","CDS","apul-mir-novel-27"
