"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"Cluster_3366","FUN_038775",0.888310868864341,0.0440491206471638,0.96546924320845,153,-20.74,"2 16","131 153",14,"78.57%","92.86%","CDS"
"Cluster_3366","FUN_038971",0.932592016097603,0.0207950620315777,0.881826860106392,156,-20.05,"2 23","151 177",24,"66.67%","75.00%","CDS"
"Cluster_3366","FUN_038999",0.888310868864341,0.0440491206471639,0.96546924320845,168,-22.11,"2 17","1934 1957",15,"86.67%","93.33%","CDS"
"Cluster_3366","FUN_039103",0.888310868864341,0.0440491206471639,0.96546924320845,175,-22.38,"2 21","829 853",20,"80.00%","90.00%","CDS"
"Cluster_3366","FUN_038037",0.963329964534772,0.00838296200794936,0.693119789890055,155,-20.76,"2 22","180 206",23,"69.57%","73.91%","CDS"
"Cluster_3366","FUN_037887",0.894236893265059,0.0406277298854232,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_038499",0.920322965214816,0.026673123544539,0.914225011702335,150,-20.45,"2 20","344 368",19,"63.16%","78.95%","CDS"
"Cluster_3366","FUN_040885",0.951593433911766,0.0126914575290188,0.766084851142397,176,-28.77,"2 23","15338 15364",24,"75.00%","87.50%","CDS"
"Cluster_3366","FUN_040195",0.888310868864341,0.0440491206471639,0.96546924320845,153,-20.54,"2 23","140 165",23,"65.22%","69.57%","CDS"
"Cluster_3366","FUN_040252",0.952351064964062,0.0123960989119226,0.766084851142397,176,-23.18,"2 21","1854 1877",19,"78.95%","89.47%","CDS"
"Cluster_3366","FUN_040257",0.96574304120221,0.00757203762933601,0.677079544727381,168,-21.73,"2 21","1854 1877",19,"73.68%","84.21%","CDS"
"Cluster_3366","FUN_040335",0.911748084897011,0.0310517340795577,0.925374559937979,154,-20.61,"2 16","375 399",15,"80.00%","86.67%","CDS"
"Cluster_3366","FUN_040464",0.886110397341931,0.0453417327087112,0.96546924320845,158,-20.52,"2 20","2585 2611",21,"71.43%","76.19%","CDS"
"Cluster_3366","FUN_039855",-0.903397647630053,0.035515681181462,0.957265023991132,159,-26.24,"2 23","4852 4875",22,"68.18%","81.82%","CDS"
"Cluster_3366","FUN_040524",0.96277067655098,0.00857474742674359,0.698842448203622,163,-23.17,"2 22","1679 1705",23,"65.22%","86.96%","CDS"
"Cluster_3366","FUN_040926",0.888310868864341,0.0440491206471639,0.96546924320845,156,-24.61,"2 22","769 793",21,"61.90%","80.95%","CDS"
"Cluster_3366","FUN_040981",0.888310868864341,0.0440491206471639,0.96546924320845,167,-20.01,"2 21","936 960",20,"75.00%","85.00%","CDS"
"Cluster_3366","FUN_040981",0.888310868864341,0.0440491206471639,0.96546924320845,177,-26.02,"2 23","822 846",22,"77.27%","86.36%","CDS"
"Cluster_3366","FUN_040988",0.88271635722133,0.0473585407902505,0.96546924320845,151,-20.04,"2 22","33649 33671",20,"65.00%","75.00%","CDS"
"Cluster_3366","FUN_040988",0.88271635722133,0.0473585407902505,0.96546924320845,157,-24.07,"2 22","37775 37796",20,"65.00%","90.00%","CDS"
"Cluster_3366","FUN_042387",0.888310868864341,0.044049120647164,0.96546924320845,155,-21.29,"2 21","619 644",21,"61.90%","80.95%","CDS"
"Cluster_3366","FUN_042646",0.884990489279951,0.0460041293740485,0.96546924320845,162,-24.4,"2 23","2 25",21,"71.43%","71.43%","CDS"
"Cluster_3366","FUN_042793",0.903720045365044,0.0353398012059495,0.956465488740518,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_042878",0.950856245405613,0.012981018883264,0.766084851142397,144,-23.85,"2 23","12619 12648",27,"59.26%","66.67%","CDS"
"Cluster_3366","FUN_042878",0.950856245405613,0.012981018883264,0.766084851142397,169,-21.64,"2 19","10751 10775",18,"77.78%","94.44%","CDS"
"Cluster_3366","FUN_042795",0.896541438214349,0.0393211667903127,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_042788",0.895917667601675,0.039673470443338,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_042833",-0.953243843112458,0.0120509843495828,0.766084851142397,155,-24.26,"2 22","3764 3792",25,"64.00%","76.00%","CDS"
"Cluster_3366","FUN_042790",0.883556210979158,0.0468568983795426,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_043879",0.895011723267439,0.0401869233277657,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_043883",0.884895611196539,0.0460603870209892,0.96546924320845,160,-20.74,"2 21","958 981",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_043890",0.945500449484589,0.0151474913302224,0.80942625948691,160,-20.74,"2 21","2366 2389",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044053",0.894430604506154,0.0405173826839645,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044131",0.889660393177469,0.0432622669187849,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044135",0.921876838413606,0.0259028631998808,0.914225011702335,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044140",0.888310868864341,0.0440491206471639,0.96546924320845,178,-25.69,"2 23","1005 1026",21,"85.71%","90.48%","CDS"
"Cluster_3366","FUN_044204",0.898907565280098,0.0379939316336352,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044206",0.891421947034942,0.0422419779211177,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044211",0.880398763996961,0.0487515622284786,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044222",0.89332453520566,0.0411487345269093,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044229",0.889588791582161,0.0433039017435937,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044238",0.883832408534837,0.0466922961872629,0.96546924320845,160,-20.74,"2 21","3339 3362",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044242",0.881442511625541,0.0481226229571645,0.96546924320845,160,-20.74,"2 21","6551 6574",19,"57.89%","89.47%","CDS"
"Cluster_3366","FUN_044244",0.882996346673476,0.0471911160142984,0.96546924320845,160,-20.74,"2 21","3870 3893",19,"57.89%","89.47%","CDS"
"Cluster_3367","FUN_000440",0.94846358409395,0.0139353893573462,0.783210100550342,177,-30.3,"2 23","12822 12846",22,"77.27%","86.36%","CDS"
"Cluster_3367","FUN_004413",-0.882535200357958,0.047466966746595,0.96546924320845,173,-24.1,"2 22","735 758",20,"70.00%","90.00%","CDS"
"Cluster_3367","FUN_004749",0.888193277164192,0.0441178965824754,0.96546924320845,168,-22.8,"2 21","1783 1806",19,"73.68%","84.21%","CDS"
"Cluster_3367","FUN_002543",0.88445458425908,0.0463221781670807,0.96546924320845,149,-21.8,"2 21","54032 54053",19,"57.89%","84.21%","CDS"
"Cluster_3367","FUN_005292",0.894775561249405,0.0403211154610801,0.96546924320845,162,-20.62,"2 23","6819 6839",21,"71.43%","80.95%","CDS"
"Cluster_3367","FUN_002351",0.901190116865585,0.0367274339340651,0.96546924320845,154,-21.48,"2 23","5627 5650",21,"66.67%","66.67%","CDS"
"Cluster_3367","FUN_005999",0.903967182646196,0.035205167731995,0.956152004505484,145,-20.74,"2 15","10136 10160",14,"71.43%","85.71%","CDS"
"Cluster_3367","FUN_008383",0.88241417988992,0.0475394435810926,0.96546924320845,144,-20.26,"2 19","1763 1785",17,"52.94%","88.24%","CDS"
"Cluster_3367","FUN_008768",0.888316897160701,0.0440455957909784,0.96546924320845,161,-20.74,"2 22","11639 11662",20,"65.00%","80.00%","CDS"
"Cluster_3367","FUN_007714",-0.919426556567862,0.0271207715566792,0.914225011702335,164,-21.56,"2 23","47010 47032",21,"66.67%","85.71%","CDS"
"Cluster_3367","FUN_007721",-0.948923389277368,0.0137502743551878,0.780167841906927,164,-21.56,"2 23","98 120",21,"66.67%","85.71%","CDS"
"Cluster_3367","FUN_007726",-0.91834045230983,0.027666353073052,0.914225011702335,162,-20.32,"2 15","296 319",13,"92.31%","92.31%","CDS"
"Cluster_3367","FUN_007736",-0.91834045230983,0.027666353073052,0.914225011702335,162,-20.32,"2 15","296 319",13,"92.31%","92.31%","CDS"
"Cluster_3367","FUN_007849",0.951138295736382,0.0128699800114016,0.766084851142397,152,-22.3,"2 15","23574 23596",13,"84.62%","92.31%","CDS"
"Cluster_3367","FUN_007849",0.951138295736382,0.0128699800114016,0.766084851142397,167,-24.98,"2 23","7220 7243",22,"72.73%","86.36%","CDS"
"Cluster_3367","FUN_009288",0.932343423847114,0.0209094050017833,0.883217390300624,154,-22.04,"2 23","48 69",21,"66.67%","80.95%","CDS"
"Cluster_3367","FUN_010505",-0.9228863244107,0.0254063717396909,0.914225011702335,153,-21.99,"2 15","1963 1987",14,"85.71%","85.71%","CDS"
"Cluster_3367","FUN_011221",-0.925527430663651,0.024122177143518,0.911947326397717,159,-24.5,"2 16","2108 2131",14,"78.57%","92.86%","CDS"
"Cluster_3367","FUN_011232",-0.929138673743904,0.0224014910331017,0.900382567442638,159,-24.5,"2 16","2109 2132",14,"78.57%","92.86%","CDS"
"Cluster_3367","FUN_011308",-0.919479706413063,0.0270941627617268,0.914225011702335,170,-20.61,"2 19","6376 6399",17,"82.35%","88.24%","CDS"
"Cluster_3367","FUN_012637",0.954550600136067,0.0115516222692988,0.756230749345174,160,-22.54,"2 18","9377 9401",17,"76.47%","88.24%","CDS"
"Cluster_3367","FUN_012741",0.878797160180842,0.0497216559835837,0.96546924320845,163,-21.1,"2 22","16137 16159",20,"70.00%","85.00%","CDS"
"Cluster_3367","FUN_012880",-0.901363104990099,0.0366320096139801,0.96546924320845,176,-21.3,"2 21","6398 6421",19,"84.21%","84.21%","CDS"
"Cluster_3367","FUN_013393",0.917207552217785,0.0282391544933491,0.919111935882116,155,-22.84,"2 22","15790 15812",20,"65.00%","80.00%","CDS"
"Cluster_3367","FUN_013560",-0.947119107794458,0.01448127612975,0.793576500252448,165,-22.64,"2 20","7102 7124",18,"72.22%","94.44%","CDS"
"Cluster_3367","FUN_011716",0.948921465352369,0.0137510472326771,0.780167841906927,158,-21.62,"2 23","13932 13955",21,"66.67%","71.43%","CDS"
"Cluster_3367","FUN_015442",0.918918992448667,0.0273753002282609,0.914225011702335,161,-20.55,"2 20","1000 1022",18,"72.22%","88.89%","CDS"
"Cluster_3367","FUN_014716",0.897864923484429,0.0385769916505565,0.96546924320845,153,-20.94,"2 15","7756 7780",14,"78.57%","92.86%","CDS"
"Cluster_3367","FUN_015150",-0.895589910624695,0.0398589871900173,0.96546924320845,160,-21.77,"2 23","6423 6445",21,"61.90%","85.71%","CDS"
"Cluster_3367","FUN_016208",0.885786541225702,0.0455329722314908,0.96546924320845,167,-21.86,"2 17","13570 13594",16,"87.50%","93.75%","CDS"
"Cluster_3367","FUN_016644",0.894335233992552,0.0405716983613765,0.96546924320845,156,-23.47,"2 22","18569 18594",22,"59.09%","81.82%","CDS"
"Cluster_3367","FUN_016694",-0.98198111747467,0.00289566504518566,0.545343267336266,161,-23.97,"2 23","8054 8078",22,"68.18%","77.27%","CDS"
"Cluster_3367","FUN_018807",-0.997271447277138,0.000171023012959672,0.393371538720933,163,-22.22,"2 22","15699 15721",20,"70.00%","85.00%","CDS"
"Cluster_3367","FUN_018856",0.976261063692248,0.00437495129195221,0.562343768612374,176,-21.24,"2 21","220 243",19,"78.95%","89.47%","CDS"
"Cluster_3367","FUN_018010",0.909310450975167,0.0323349279204242,0.935126447774222,151,-20.1,"2 21","59761 59785",20,"60.00%","80.00%","CDS"
"Cluster_3367","FUN_018140",0.918257237677705,0.0277082982510663,0.914499370667479,156,-20.43,"2 23","4779 4801",21,"61.90%","80.95%","CDS"
"Cluster_3367","FUN_019689",-0.91834045230983,0.027666353073052,0.914225011702335,164,-25.48,"2 23","3906 3928",21,"66.67%","85.71%","CDS"
"Cluster_3367","FUN_022249",0.882410312215033,0.0475417604341827,0.96546924320845,152,-24.77,"2 23","8928 8950",21,"66.67%","71.43%","CDS"
"Cluster_3367","FUN_023791",0.917064450061654,0.028311776072188,0.91957570445875,162,-20.31,"2 15","440 463",13,"92.31%","92.31%","CDS"
"Cluster_3367","FUN_023140",-0.981368777278089,0.00304423690749,0.545343267336266,150,-20.98,"2 23","1060 1083",21,"57.14%","71.43%","CDS"
"Cluster_3367","FUN_024931",-0.977431794862846,0.00405605393874731,0.545343267336266,152,-21.41,"2 23","761 788",25,"64.00%","72.00%","CDS"
"Cluster_3367","FUN_024445",0.96424574880293,0.00807202336650691,0.681594235929287,155,-22.93,"2 22","29323 29350",24,"62.50%","79.17%","CDS"
"Cluster_3367","FUN_027025",-0.898329004177094,0.0383171215740348,0.96546924320845,152,-20.36,"2 17","8796 8819",15,"60.00%","93.33%","CDS"
"Cluster_3367","FUN_026494",0.881300342755559,0.0482081387935224,0.96546924320845,151,-20.68,"2 22","4340 4371",28,"60.71%","71.43%","CDS"
"Cluster_3367","FUN_029042",0.917554851623824,0.028063156489887,0.917596992365602,178,-26.73,"2 23","22826 22849",21,"76.19%","85.71%","CDS"
"Cluster_3367","FUN_031399",-0.937325802049699,0.0186569871650972,0.853338083343067,155,-20.4,"2 22","5341 5363",20,"65.00%","80.00%","CDS"
"Cluster_3367","FUN_029470",-0.939406674705487,0.0177412361949883,0.847898695599974,155,-24.22,"2 23","3241 3264",22,"63.64%","81.82%","CDS"
"Cluster_3367","FUN_029470",-0.939406674705487,0.0177412361949883,0.847898695599974,164,-24.24,"2 23","5821 5843",21,"66.67%","85.71%","CDS"
"Cluster_3367","FUN_031602",-0.984807694147854,0.0022427312312234,0.545343267336266,155,-20.47,"2 22","14094 14119",22,"68.18%","77.27%","CDS"
"Cluster_3367","FUN_031959",-0.91834045230983,0.027666353073052,0.914225011702335,184,-24.33,"2 21","404 427",19,"84.21%","94.74%","CDS"
"Cluster_3367","FUN_029754",0.9551050377963,0.0113418481469653,0.751650261308744,157,-24.62,"2 22","15397 15417",20,"65.00%","85.00%","CDS"
"Cluster_3367","FUN_029763",0.940107026661539,0.0174364092907967,0.847898695599974,156,-20.21,"2 21","11282 11305",19,"63.16%","78.95%","CDS"
"Cluster_3367","FUN_029338",0.964841211748435,0.00787192552099142,0.680396051502148,153,-21.07,"2 22","2520 2543",20,"60.00%","75.00%","CDS"
"Cluster_3367","FUN_029948",-0.921712910036067,0.0259837793781248,0.914225011702335,160,-20.8,"2 23","1640 1662",21,"66.67%","80.95%","CDS"
"Cluster_3367","FUN_030041",-0.956654242152929,0.0107624146707933,0.735928996343844,157,-21.93,"2 19","3470 3494",18,"66.67%","88.89%","CDS"
"Cluster_3367","FUN_034240",0.945229533487911,0.0152599468315719,0.811769000783992,165,-26.07,"2 22","13314 13337",20,"65.00%","85.00%","CDS"
"Cluster_3367","FUN_033717",0.911661408661925,0.0310970748859802,0.92584645966646,166,-21.85,"2 23","1503 1526",21,"66.67%","80.95%","CDS"
"Cluster_3367","FUN_036159",-0.917657722309871,0.0280110935717376,0.916806405952893,164,-23.93,"2 18","650 674",17,"76.47%","94.12%","CDS"
"Cluster_3367","FUN_037495",0.961685656377928,0.00895084699896787,0.709335676203091,148,-25.95,"2 15","12806 12828",13,"76.92%","92.31%","CDS"
"Cluster_3367","FUN_037543",-0.91834045230983,0.027666353073052,0.914225011702335,165,-21.84,"2 22","513 534",20,"75.00%","90.00%","CDS"
"Cluster_3367","FUN_037777",0.950381842642277,0.0131684850358638,0.768874657732922,152,-25.18,"2 22","10766 10793",24,"62.50%","70.83%","CDS"
"Cluster_3367","FUN_037196",0.939027732775241,0.0179068841810161,0.847898695599974,178,-24.07,"2 21","14723 14748",21,"85.71%","90.48%","CDS"
"Cluster_3367","FUN_037336",0.920091132928502,0.0267886656530207,0.914225011702335,170,-21.55,"2 22","16854 16877",21,"80.95%","85.71%","CDS"
"Cluster_3367","FUN_040366",-0.923781985370459,0.0249684651998219,0.913661377305483,175,-25.9,"2 20","1001 1024",18,"77.78%","94.44%","CDS"
"Cluster_3367","FUN_041928",0.912641339926547,0.0305857066620999,0.922979388371587,166,-20.3,"2 23","7325 7348",21,"66.67%","80.95%","CDS"
"Cluster_3367","FUN_041981",-0.966023366054642,0.007479603068442,0.677079544727381,154,-22.12,"2 23","19876 19899",21,"57.14%","76.19%","CDS"
"Cluster_3367","FUN_042004",0.891053147230769,0.042454945395074,0.96546924320845,164,-27.23,"2 23","1011 1033",21,"66.67%","85.71%","CDS"
"Cluster_3367","FUN_043323",-0.93742961235969,0.0186109485528009,0.85267300787631,145,-22.01,"2 16","1678 1700",14,"64.29%","92.86%","CDS"
"Cluster_3437","FUN_001743",0.930488545649681,0.0217689553708519,0.892661273341612,162,-20.28,"2 22","36404 36428",23,"73.91%","78.26%","CDS"
"Cluster_3437","FUN_004373",-0.886692575786171,0.0449985941716505,0.96546924320845,170,-24.04,"2 20","13360 13384",20,"80.00%","85.00%","CDS"
"Cluster_3437","FUN_007066",-0.988399436259561,0.0014972535317831,0.545343267336266,184,-21.9,"2 21","3415 3437",19,"84.21%","94.74%","CDS"
"Cluster_3437","FUN_006135",0.949855477317013,0.0133775091712898,0.773501915235558,172,-21.72,"2 21","21429 21451",19,"73.68%","89.47%","CDS"
"Cluster_3437","FUN_009488",0.969789097344135,0.00627482341129998,0.649813052942726,167,-20.03,"2 22","6098 6122",22,"77.27%","81.82%","CDS"
"Cluster_3437","FUN_010926",-0.882427289799813,0.047531590618204,0.96546924320845,159,-20.57,"2 22","3357 3382",23,"69.57%","78.26%","CDS"
"Cluster_3437","FUN_010926",-0.882427289799813,0.047531590618204,0.96546924320845,161,-20.04,"2 20","6202 6227",21,"71.43%","85.71%","CDS"
"Cluster_3437","FUN_012795",-0.894676395230204,0.0403775060728336,0.96546924320845,167,-20.51,"2 22","6589 6613",22,"77.27%","81.82%","CDS"
"Cluster_3437","FUN_015474",-0.932563890171513,0.0208079886945506,0.881998678266465,174,-23.67,"2 22","2896 2919",22,"81.82%","86.36%","CDS"
"Cluster_3437","FUN_015928",0.972508482866407,0.00544920147401585,0.613262449719365,165,-20.23,"2 20","2127 2148",18,"83.33%","83.33%","CDS"
"Cluster_3437","FUN_017901",-0.890212748647493,0.0429415116607347,0.96546924320845,172,-21.86,"2 22","1410 1435",23,"78.26%","78.26%","CDS"
"Cluster_3437","FUN_018008",-0.925779476145405,0.0240007520502693,0.911947326397717,168,-21.99,"2 22","28006 28029",21,"76.19%","80.95%","CDS"
"Cluster_3437","FUN_023702",-0.966741612303124,0.00724447843887245,0.677079544727381,162,-22.84,"2 22","6889 6912",22,"72.73%","81.82%","CDS"
"Cluster_3437","FUN_029470",0.950712724544707,0.0130376403053232,0.766084851142397,173,-21.12,"2 22","3555 3577",20,"75.00%","85.00%","CDS"
"Cluster_3437","FUN_032192",0.960114904851071,0.00950461083207956,0.717681557663573,166,-21.07,"2 22","1473 1497",23,"78.26%","78.26%","CDS"
"Cluster_3437","FUN_033015",-0.938373697963977,0.0181939579580832,0.847898695599974,172,-22.86,"2 22","8847 8870",21,"76.19%","85.71%","CDS"
"Cluster_3437","FUN_033700",-0.982462252613598,0.00278066573616921,0.545343267336266,163,-21.17,"2 17","8124 8147",16,"87.50%","87.50%","CDS"
"Cluster_3437","FUN_036249",0.918924183870266,0.027372693008439,0.914225011702335,179,-21.55,"2 21","15056 15079",20,"85.00%","90.00%","CDS"
"Cluster_3437","FUN_035476",-0.938421444349068,0.0181729506232072,0.847898695599974,167,-21.27,"2 21","12116 12142",23,"73.91%","78.26%","CDS"
"Cluster_3437","FUN_037516",-0.934959378138622,0.0197164124960991,0.868390424516277,176,-20.47,"2 22","1974 1997",21,"80.95%","85.71%","CDS"
"Cluster_3437","FUN_037586",-0.90755764740857,0.0332678537752482,0.943615015311751,167,-20.41,"2 22","14072 14097",23,"73.91%","82.61%","CDS"
"Cluster_3437","FUN_036808",0.953728347847969,0.0118650309206684,0.764411356706491,161,-20.82,"2 22","58298 58319",21,"76.19%","80.95%","CDS"
"Cluster_3437","FUN_041767",-0.916542923198945,0.0285769479518015,0.921903701075914,168,-21.02,"2 22","15758 15781",21,"76.19%","80.95%","CDS"
"Cluster_4220","FUN_001490",-0.993285127477063,0.000659861207990925,0.545343267336266,155,-22.89,"2 19","797 816",17,"76.47%","82.35%","CDS"
"Cluster_4220","FUN_000483",-0.918165845010837,0.0277543892079589,0.915071390862687,154,-20.07,"2 15","8009 8030",13,"84.62%","84.62%","CDS"
"Cluster_4220","FUN_003896",0.951773329003986,0.012621120775925,0.766084851142397,163,-21.18,"2 17","14739 14762",17,"82.35%","88.24%","CDS"
"Cluster_4220","FUN_003896",0.951773329003986,0.012621120775925,0.766084851142397,167,-21.5,"2 17","14786 14809",17,"88.24%","88.24%","CDS"
"Cluster_4220","FUN_002473",-0.912281555992148,0.0307731404257037,0.923726751665993,158,-23.39,"2 21","9839 9865",24,"70.83%","75.00%","CDS"
"Cluster_4220","FUN_004624",-0.926224590819534,0.0237867981945584,0.911947326397717,180,-26.78,"2 21","567 588",19,"78.95%","94.74%","CDS"
"Cluster_4220","FUN_004948",-0.956267653296592,0.0109060741059241,0.740244699470293,172,-26.15,"2 21","3305 3326",19,"73.68%","89.47%","CDS"
