# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/Peve-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam
lncRNA_1375	Porites_evermani_scaffold_1416	114326	114752	+	427	44	12	91	290	18
lncRNA_1376	Porites_evermani_scaffold_1416	115882	116311	+	430	53.17	19.67	160.33	25.50	39.67
lncRNA_1377	Porites_evermani_scaffold_1417	10057	10322	+	266	1202.32	1124.82	1182.32	567.32	1492.31
lncRNA_1378	Porites_evermani_scaffold_1417	102889	103202	+	314	35	14	126	34	66
lncRNA_1379	Porites_evermani_scaffold_1418	114653	115450	+	798	6	0	34	0	0
lncRNA_1380	Porites_evermani_scaffold_1418	100652	100961	+	310	0	0	33	0	0
lncRNA_1381	Porites_evermani_scaffold_1418	124683	124933	+	251	0.67	6	32.67	12	12.83
lncRNA_1382	Porites_evermani_scaffold_1419	23248	53690	+	30443	499.23	26.63	1479.62	387.50	781.77
lncRNA_1383	Porites_evermani_scaffold_142	262425	270071	+	7647	157	93	349	244.50	510
lncRNA_1384	Porites_evermani_scaffold_142	303042	306773	+	3732	64	31.50	77	20.50	72
lncRNA_1385	Porites_evermani_scaffold_142	384397	384902	+	506	17	4	19	6	69.50
lncRNA_1386	Porites_evermani_scaffold_142	9	1580	+	1572	45.50	3.00	1	296.33	18.50
lncRNA_1387	Porites_evermani_scaffold_142	305316	305525	+	210	29	1.50	0	6.50	25
lncRNA_1388	Porites_evermani_scaffold_1421	1512	1743	+	232	0	0	38	8	0
lncRNA_1389	Porites_evermani_scaffold_1421	92710	92988	+	279	9	0	24	0	2
lncRNA_1390	Porites_evermani_scaffold_1421	100627	100924	+	298	3	8	61	0	5
lncRNA_1391	Porites_evermani_scaffold_1422	107513	107723	+	211	3	3	23	4	13
lncRNA_1392	Porites_evermani_scaffold_1423	68046	68335	+	290	12	4	41	4	3
lncRNA_1393	Porites_evermani_scaffold_1423	72490	72693	+	204	0	0	24	0	0
lncRNA_1394	Porites_evermani_scaffold_1425	36402	42177	+	5776	16	4	76	17	37
lncRNA_1395	Porites_evermani_scaffold_1425	96580	96908	+	329	4	6	29	1	5
lncRNA_1396	Porites_evermani_scaffold_1427	102831	103144	+	314	4.73	4.10	42.40	1.30	30.48
lncRNA_1397	Porites_evermani_scaffold_1428	107337	107725	+	389	31.63	27.20	52.90	9	49.50
lncRNA_1398	Porites_evermani_scaffold_1428	4963	5184	+	222	2	4	59	0	10
lncRNA_1399	Porites_evermani_scaffold_143	81360	83275	+	1916	42.57	60.30	2.27	11.87	337.88
lncRNA_1400	Porites_evermani_scaffold_143	321481	321836	+	356	86	2	19	9	37.20
lncRNA_1401	Porites_evermani_scaffold_143	354757	362180	+	7424	40.90	6.00	71.10	25.10	84.97
lncRNA_1402	Porites_evermani_scaffold_143	34530	34740	+	211	1	0	36	4	0
lncRNA_1403	Porites_evermani_scaffold_143	87569	87892	+	324	0	0	48	8	0
lncRNA_1404	Porites_evermani_scaffold_143	95616	95836	+	221	0	0	53	0	0
lncRNA_1405	Porites_evermani_scaffold_1431	18916	19161	+	246	0	0	28	2	4
lncRNA_1406	Porites_evermani_scaffold_1431	57696	57950	+	255	0	0	44	0	21
lncRNA_1407	Porites_evermani_scaffold_1433	54106	56607	+	2502	1.70	0	2	466	0.80
lncRNA_1408	Porites_evermani_scaffold_1435	1453	4063	+	2611	17	0	37	8	41
lncRNA_1409	Porites_evermani_scaffold_1435	20297	20573	+	277	56.00	10.20	0	0.20	0
lncRNA_1410	Porites_evermani_scaffold_1436	22627	24403	+	1777	349.50	72.33	154.50	212.67	801.67
lncRNA_1411	Porites_evermani_scaffold_1436	41748	42608	+	861	44	31	112	19	71
lncRNA_1412	Porites_evermani_scaffold_1436	43424	43628	+	205	20	13	26	16	21
lncRNA_1413	Porites_evermani_scaffold_1438	12794	13915	+	1122	594	64	69	2	92.00
lncRNA_1414	Porites_evermani_scaffold_1438	12794	15618	+	2825	824	84	117	2	119.00
lncRNA_1415	Porites_evermani_scaffold_1438	125429	126864	+	1436	67.83	63.23	46.25	41.33	148.03
lncRNA_1416	Porites_evermani_scaffold_1438	62690	62904	+	215	0	0	70	0	0
lncRNA_1417	Porites_evermani_scaffold_1438	118780	119024	+	245	0.20	3	0	0	25
lncRNA_1418	Porites_evermani_scaffold_1439	23694	23959	+	266	39	40	44	24	25
lncRNA_1419	Porites_evermani_scaffold_1439	108461	108840	+	380	0	0	58.33	6	2
lncRNA_1420	Porites_evermani_scaffold_144	360019	363289	+	3271	0	34	142	8	5
lncRNA_1421	Porites_evermani_scaffold_1441	8351	9274	+	924	62.00	8.00	0	16.07	0
lncRNA_1422	Porites_evermani_scaffold_1442	115673	121001	+	5329	792.83	156	1515.17	138.50	833.33
lncRNA_1423	Porites_evermani_scaffold_1442	68545	68784	+	240	1	2	51.30	36.13	17.23
lncRNA_1424	Porites_evermani_scaffold_1442	104917	106034	+	1118	18	10	134	18	15.67
lncRNA_1425	Porites_evermani_scaffold_1442	126290	126552	+	263	11	4	44	4	7
lncRNA_1426	Porites_evermani_scaffold_1442	127345	127638	+	294	8	0	28	0	21
lncRNA_1427	Porites_evermani_scaffold_1443	92100	96261	+	4162	22.83	132.00	28	28.90	45.53
lncRNA_1428	Porites_evermani_scaffold_1443	110360	110573	+	214	0	0	24	0	0
lncRNA_1429	Porites_evermani_scaffold_1444	99035	102322	+	3288	33.33	22.50	71.00	26.50	28.00
lncRNA_1430	Porites_evermani_scaffold_1444	99134	102322	+	3189	33.33	22.50	71.00	26.50	28.00
lncRNA_1431	Porites_evermani_scaffold_1445	77647	79370	+	1724	22.50	37.25	293	20	4.75
lncRNA_1432	Porites_evermani_scaffold_1445	77647	79370	+	1724	22.50	37.25	293	20	4.75
lncRNA_1433	Porites_evermani_scaffold_1445	112323	112612	+	290	4.90	3	69	0	19.27
lncRNA_1434	Porites_evermani_scaffold_1446	114029	115801	+	1773	18	3	22	14	70.50
lncRNA_1435	Porites_evermani_scaffold_1446	114029	115801	+	1773	18	3	22	14	70.50
lncRNA_1436	Porites_evermani_scaffold_1447	69536	78758	+	9223	1785.33	676.83	1611	663.50	1620.83
lncRNA_1437	Porites_evermani_scaffold_1447	102739	109295	+	6557	327.25	64506.83	319.17	172.67	861.25
lncRNA_1438	Porites_evermani_scaffold_1449	5398	30920	+	25523	201.01	179.78	476.66	133.67	162.17
lncRNA_1439	Porites_evermani_scaffold_1449	5407	30920	+	25514	201.01	179.78	476.66	133.67	162.17
lncRNA_1440	Porites_evermani_scaffold_1449	14100	30920	+	16821	154.18	95.44	223.66	46.67	78.67
lncRNA_1441	Porites_evermani_scaffold_1449	265	516	+	252	0	0	24	0	9
lncRNA_1442	Porites_evermani_scaffold_1449	31173	32109	+	937	175.62	0	0	0	0
lncRNA_1443	Porites_evermani_scaffold_1449	122107	122619	+	513	29	19	71.50	42.50	62.50
lncRNA_1444	Porites_evermani_scaffold_145	20920	25024	+	4105	2	81	527	2	0
lncRNA_1445	Porites_evermani_scaffold_145	73740	74265	+	526	54	35	145	29	10
lncRNA_1446	Porites_evermani_scaffold_145	12753	17204	+	4452	1.40	12.95	500.65	0.20	2.60
lncRNA_1447	Porites_evermani_scaffold_145	145286	146537	+	1252	814	1003	880	772	1461
lncRNA_1448	Porites_evermani_scaffold_145	16165	16378	+	214	0	0.25	89.75	0	0
lncRNA_1449	Porites_evermani_scaffold_145	114378	114704	+	327	1	5	37	2	4
lncRNA_1450	Porites_evermani_scaffold_145	122155	122372	+	218	0	0	26	0	0
lncRNA_1451	Porites_evermani_scaffold_145	366490	366748	+	259	0	2	24	0	1
lncRNA_1452	Porites_evermani_scaffold_1451	103961	106677	+	2717	25.50	3	80.50	24.00	391.50
lncRNA_1453	Porites_evermani_scaffold_1451	103961	106677	+	2717	25.50	3	80.50	24.00	391.50
lncRNA_1454	Porites_evermani_scaffold_1451	117487	120858	+	3372	308.40	71.90	942.31	224.21	563.00
lncRNA_1455	Porites_evermani_scaffold_1451	58854	59830	+	977	0	0	0	33	127
lncRNA_1456	Porites_evermani_scaffold_1452	106245	106509	+	265	0	0	44	0	3
lncRNA_1457	Porites_evermani_scaffold_1453	19805	22821	+	3017	8	2	419	2	20
lncRNA_1458	Porites_evermani_scaffold_1454	125840	127076	+	1237	251	29	40	184	538
lncRNA_1459	Porites_evermani_scaffold_1455	1356	1838	+	483	51	3	2	9	21
lncRNA_1460	Porites_evermani_scaffold_1455	34957	35171	+	215	0	0	28	0	0
lncRNA_1461	Porites_evermani_scaffold_1456	11683	14182	+	2500	25.75	29	90.50	34	87.50
lncRNA_1462	Porites_evermani_scaffold_1456	52597	52818	+	222	10	0	27	0	0
lncRNA_1463	Porites_evermani_scaffold_1457	11072	11365	+	294	0.50	124.65	0.20	33.87	68.55
lncRNA_1464	Porites_evermani_scaffold_1457	111492	111748	+	257	1	0	34	0	8
lncRNA_1465	Porites_evermani_scaffold_1458	23781	24027	+	247	0	0	0	0	59
lncRNA_1466	Porites_evermani_scaffold_1458	31331	31597	+	267	0	0	24	0	0
lncRNA_1467	Porites_evermani_scaffold_1459	56633	57779	+	1147	181.00	134.33	640.50	122.50	379.00
lncRNA_1468	Porites_evermani_scaffold_1459	1612	1984	+	373	612.70	7.40	2468.29	721.43	1223.45
lncRNA_1469	Porites_evermani_scaffold_146	329513	329782	+	270	9	5	35	9.50	17.50
lncRNA_1470	Porites_evermani_scaffold_1460	122013	122279	+	267	12	0	34	6	0
lncRNA_1471	Porites_evermani_scaffold_1460	126287	126556	+	270	0	2	26	4	0
lncRNA_1472	Porites_evermani_scaffold_1461	78521	78773	+	253	8	0	40	16	11
lncRNA_1473	Porites_evermani_scaffold_1462	53608	54275	+	668	0	0	68	4	17
lncRNA_1474	Porites_evermani_scaffold_1462	59830	60444	+	615	3	4.50	72	0	1
lncRNA_1475	Porites_evermani_scaffold_1462	104690	104911	+	222	2	0	32	0	0
lncRNA_1476	Porites_evermani_scaffold_1462	105171	105558	+	388	0	0	53	0	1
lncRNA_1477	Porites_evermani_scaffold_1462	106227	106446	+	220	6	2	46	14	17.33
lncRNA_1478	Porites_evermani_scaffold_1463	43607	44616	+	1010	7.78	64.58	295.00	69.00	133.28
lncRNA_1479	Porites_evermani_scaffold_1463	45087	47417	+	2331	11.33	111.03	529.58	109.33	138.11
lncRNA_1480	Porites_evermani_scaffold_1463	47761	48972	+	1212	2.87	42.40	219.93	77.02	28.25
lncRNA_1481	Porites_evermani_scaffold_1464	33118	38929	+	5812	0	264	185	127	0
lncRNA_1482	Porites_evermani_scaffold_1465	1	1549	+	1549	430.54	253.33	337.83	150.90	495.98
lncRNA_1483	Porites_evermani_scaffold_1465	1	1549	+	1549	430.54	253.33	337.83	150.90	495.98
lncRNA_1484	Porites_evermani_scaffold_1465	1	1549	+	1549	430.54	253.33	337.83	150.90	495.98
lncRNA_1485	Porites_evermani_scaffold_1465	1	1549	+	1549	430.54	253.33	337.83	150.90	495.98
lncRNA_1486	Porites_evermani_scaffold_1465	29914	30184	+	271	0	0	32	0	0.50
lncRNA_1487	Porites_evermani_scaffold_1465	66298	67078	+	781	0	0.50	139.92	159.87	2
lncRNA_1488	Porites_evermani_scaffold_1467	4715	4926	+	212	0	0	24	0	0
lncRNA_1489	Porites_evermani_scaffold_1467	32453	32678	+	226	8	1	26	0	65
lncRNA_1490	Porites_evermani_scaffold_1468	2878	8236	+	5359	157.00	396.50	16.00	317.50	225.00
lncRNA_1491	Porites_evermani_scaffold_1468	106143	106923	+	781	45	20	276	60	123
lncRNA_1492	Porites_evermani_scaffold_1469	47960	50899	+	2940	317.83	185.83	332.50	176.17	229.67
lncRNA_1493	Porites_evermani_scaffold_1469	98951	99214	+	264	5	12	40	12	7
lncRNA_1494	Porites_evermani_scaffold_1470	3144	5228	+	2085	119.27	39.20	266.00	19.73	225.62
lncRNA_1495	Porites_evermani_scaffold_1470	18021	24923	+	6903	207.98	42.08	285.08	76.82	303.08
lncRNA_1496	Porites_evermani_scaffold_1470	18021	26159	+	8139	241.66	48.42	364.08	94.47	391.57
lncRNA_1497	Porites_evermani_scaffold_1470	24635	26159	+	1525	68.16	13.42	129.08	32.22	145.73
lncRNA_1498	Porites_evermani_scaffold_1470	24735	26159	+	1425	57.91	11.08	118.75	28.51	133.98
lncRNA_1499	Porites_evermani_scaffold_1470	889	1239	+	351	23	0	0	7	42
lncRNA_1500	Porites_evermani_scaffold_1470	42076	42283	+	208	17.33	12.17	1.50	12.83	20.33
lncRNA_1501	Porites_evermani_scaffold_1472	73165	77167	+	4003	57.50	27.00	185.50	49.00	66.00
lncRNA_1502	Porites_evermani_scaffold_1472	89816	90089	+	274	0	2	26	0	0
lncRNA_1503	Porites_evermani_scaffold_1472	124480	124715	+	236	10	2	54	0	0
lncRNA_1504	Porites_evermani_scaffold_1473	94192	103599	+	9408	137	10.50	146.00	24.50	36.50
lncRNA_1505	Porites_evermani_scaffold_1473	22555	29560	+	7006	120	178	229	32	106
lncRNA_1506	Porites_evermani_scaffold_1473	7563	7848	+	286	0	0	28	0	1
lncRNA_1507	Porites_evermani_scaffold_1474	63996	66376	+	2381	1656	214.50	1025.50	489.50	1953
lncRNA_1508	Porites_evermani_scaffold_1474	9983	10184	+	202	0	0	58	0	0
lncRNA_1509	Porites_evermani_scaffold_1474	90658	91084	+	427	0	6	74	25	42
lncRNA_1510	Porites_evermani_scaffold_1475	19786	20192	+	407	17.00	3.20	38.40	5.80	15.80
lncRNA_1511	Porites_evermani_scaffold_1476	114226	123561	+	9336	281.53	26	2534.32	174.43	853.30
lncRNA_1512	Porites_evermani_scaffold_1477	86385	86635	+	251	8	0	24	2	8
lncRNA_1513	Porites_evermani_scaffold_1477	104276	105134	+	859	154	50	176	101	88
lncRNA_1514	Porites_evermani_scaffold_1479	102992	105691	+	2700	8	16	48	49	11
lncRNA_1515	Porites_evermani_scaffold_1479	113390	113632	+	243	2	0	48	0	1
lncRNA_1516	Porites_evermani_scaffold_148	55662	61482	+	5821	1321.02	406.95	1263.07	653.80	2375.52
lncRNA_1517	Porites_evermani_scaffold_148	16790	19014	+	2225	280.00	160.66	243.66	122.00	392.66
lncRNA_1518	Porites_evermani_scaffold_148	16790	19014	+	2225	280.00	160.66	243.66	122.00	392.66
lncRNA_1519	Porites_evermani_scaffold_148	16846	19014	+	2169	280.00	159.66	243.66	122.00	392.66
lncRNA_1520	Porites_evermani_scaffold_148	333978	336312	+	2335	476.00	51.00	1444.00	294.00	561.00
lncRNA_1521	Porites_evermani_scaffold_148	393604	393828	+	225	3.92	2	36.73	14.92	3.17
lncRNA_1522	Porites_evermani_scaffold_148	395588	395810	+	223	0	0	46	0	0
lncRNA_1523	Porites_evermani_scaffold_1480	56113	56760	+	648	51	6	95	44	46
lncRNA_1524	Porites_evermani_scaffold_1481	63592	67118	+	3527	597.83	10.83	105.17	592.92	341.58
lncRNA_1525	Porites_evermani_scaffold_1481	63593	67302	+	3710	599.83	10.83	109.17	592.92	341.83
lncRNA_1526	Porites_evermani_scaffold_1481	65928	67430	+	1503	157.83	1.33	5.67	151.17	87.08
lncRNA_1527	Porites_evermani_scaffold_1481	122699	122965	+	267	3	18	1	0	26
lncRNA_1528	Porites_evermani_scaffold_1482	79075	80895	+	1821	31.93	4.00	144.70	4.10	43.75
lncRNA_1529	Porites_evermani_scaffold_1482	5296	5502	+	207	24	0.80	0	0	8.50
lncRNA_1530	Porites_evermani_scaffold_1482	97930	98199	+	270	27	5	0	4	14
lncRNA_1531	Porites_evermani_scaffold_1482	102430	102743	+	314	35	0	10.50	0	31
lncRNA_1532	Porites_evermani_scaffold_1483	59183	63457	+	4275	4599.00	2923.50	4854.00	1472.00	12063.00
lncRNA_1533	Porites_evermani_scaffold_1483	71955	80190	+	8236	263.33	111.00	396.50	169.57	513.26
lncRNA_1534	Porites_evermani_scaffold_1487	3221	5714	+	2494	45.50	5.50	0	163	317
lncRNA_1535	Porites_evermani_scaffold_1487	121870	122186	+	317	0	18	78	0	0
lncRNA_1536	Porites_evermani_scaffold_1487	122692	123564	+	873	0	25	113	0	37
lncRNA_1537	Porites_evermani_scaffold_1488	90291	91043	+	753	42.50	14	195.00	8.50	197.50
lncRNA_1538	Porites_evermani_scaffold_1488	75557	88945	+	13389	990.83	381	2563.13	895.50	1355.00
lncRNA_1539	Porites_evermani_scaffold_1488	12689	13704	+	1016	163.33	0	47	12	16
lncRNA_1540	Porites_evermani_scaffold_1488	107135	107419	+	285	98.50	70.00	291.00	42.50	160.00
lncRNA_1541	Porites_evermani_scaffold_1489	108948	111515	+	2568	25	2	119	3	17
lncRNA_1542	Porites_evermani_scaffold_1489	65281	65717	+	437	0	43.33	0	0	2
lncRNA_1543	Porites_evermani_scaffold_1489	100654	101034	+	381	73.50	22.50	75.33	41.83	69.00
lncRNA_1544	Porites_evermani_scaffold_149	2200	18383	+	16184	297	56.25	182	98.75	2429.17
lncRNA_1545	Porites_evermani_scaffold_149	16417	19690	+	3274	233	54.25	60	66.75	976.17
lncRNA_1546	Porites_evermani_scaffold_149	420276	422030	+	1755	12.50	2.50	190.00	23.50	73.00
lncRNA_1547	Porites_evermani_scaffold_149	424039	425518	+	1480	50.00	39.50	33.00	17.50	60.00
lncRNA_1548	Porites_evermani_scaffold_149	246688	247038	+	351	18	0	52	0	5
lncRNA_1549	Porites_evermani_scaffold_149	247485	247715	+	231	5	15	30	12	4
lncRNA_1550	Porites_evermani_scaffold_1490	104192	104433	+	242	0	0	28	0	0
lncRNA_1551	Porites_evermani_scaffold_1491	8910	12564	+	3655	115.67	2.50	107.17	69.00	1.25
lncRNA_1552	Porites_evermani_scaffold_1491	48951	51642	+	2692	180.00	14	224.50	111	71.50
lncRNA_1553	Porites_evermani_scaffold_1491	99872	101301	+	1430	740.53	4	272	385.20	8
lncRNA_1554	Porites_evermani_scaffold_1491	8415	12691	+	4277	161.33	3.50	141.83	99.00	3.75
lncRNA_1555	Porites_evermani_scaffold_1491	103175	103667	+	493	20	29.75	0	2	82
lncRNA_1556	Porites_evermani_scaffold_1491	46508	46931	+	424	29	0	48	45	1
lncRNA_1557	Porites_evermani_scaffold_1491	47220	47506	+	287	43	0	93	23	0
lncRNA_1558	Porites_evermani_scaffold_1491	61560	62297	+	738	89	0	118	52	14
lncRNA_1559	Porites_evermani_scaffold_1491	70903	71246	+	344	9.50	22.00	78.33	7.00	30.00
lncRNA_1560	Porites_evermani_scaffold_1492	50470	51909	+	1440	31.00	4.40	191	78.00	117.70
lncRNA_1561	Porites_evermani_scaffold_1492	84193	84450	+	258	0	0	26	0	4
lncRNA_1562	Porites_evermani_scaffold_1494	20102	22784	+	2683	55.67	111.73	133.17	87.17	148.70
lncRNA_1563	Porites_evermani_scaffold_1495	8988	27833	+	18846	102	16	143	20	80
lncRNA_1564	Porites_evermani_scaffold_1495	6853	7148	+	296	5	0	26	6	14
lncRNA_1565	Porites_evermani_scaffold_1495	92482	92757	+	276	81	0	49	19	126
lncRNA_1566	Porites_evermani_scaffold_1497	517	745	+	229	0	49	0	0	1.50
lncRNA_1567	Porites_evermani_scaffold_1499	104025	114299	+	10275	0	6	68	0	237.20
lncRNA_1568	Porites_evermani_scaffold_1499	11165	11479	+	315	0	0	50	0	9
lncRNA_1569	Porites_evermani_scaffold_1499	28739	29444	+	706	95.72	32.28	19.58	13.00	53.82
lncRNA_1570	Porites_evermani_scaffold_1499	39421	40605	+	1185	87	122	208	52	112
lncRNA_1571	Porites_evermani_scaffold_15	73327	78904	+	5578	22	34.00	49.00	6.00	237.00
lncRNA_1572	Porites_evermani_scaffold_15	305722	313769	+	8048	1416.98	142.33	15.67	192.66	911.65
lncRNA_1573	Porites_evermani_scaffold_15	306651	313769	+	7119	1374.98	142.33	5.67	188.66	896.65
lncRNA_1574	Porites_evermani_scaffold_15	306651	313769	+	7119	1374.98	142.33	5.67	188.66	896.65
lncRNA_1575	Porites_evermani_scaffold_15	497631	499146	+	1516	222.92	27.50	51.50	35.50	58.50
lncRNA_1576	Porites_evermani_scaffold_15	497916	499146	+	1231	151.08	23.50	22.50	35.50	56.50
lncRNA_1577	Porites_evermani_scaffold_15	607850	608683	+	834	8	4	50	46	42
lncRNA_1578	Porites_evermani_scaffold_15	792344	800050	+	7707	270	81	464	220	433
lncRNA_1579	Porites_evermani_scaffold_15	962990	965383	+	2394	37.77	6.03	59.00	4.80	42.57
lncRNA_1580	Porites_evermani_scaffold_15	963008	965383	+	2376	37.77	6.03	59.00	4.80	42.57
lncRNA_1581	Porites_evermani_scaffold_15	963142	965383	+	2242	37.67	6.03	59.00	4.80	42.57
lncRNA_1582	Porites_evermani_scaffold_15	318334	319587	+	1254	345	52	200	41	145
lncRNA_1583	Porites_evermani_scaffold_15	583531	584265	+	735	299	92	112	96	421
lncRNA_1584	Porites_evermani_scaffold_15	908942	909957	+	1016	20	9	110	12	27
lncRNA_1585	Porites_evermani_scaffold_15	1025066	1027293	+	2228	77	31	133	25	85
lncRNA_1586	Porites_evermani_scaffold_15	970794	970996	+	203	19	6	16	3	0
lncRNA_1587	Porites_evermani_scaffold_150	123375	125165	+	1791	95	41	242	89	408
lncRNA_1588	Porites_evermani_scaffold_150	85002	85412	+	411	0	0	49	0	0
lncRNA_1589	Porites_evermani_scaffold_150	316529	317873	+	1345	103	2	487	48	94
lncRNA_1590	Porites_evermani_scaffold_150	318762	319006	+	245	0	0	46	0	0
lncRNA_1591	Porites_evermani_scaffold_1501	92744	93208	+	465	11.50	7.70	28.13	1.90	7.87
lncRNA_1592	Porites_evermani_scaffold_1501	94408	94716	+	309	5	0	35	0	4
lncRNA_1593	Porites_evermani_scaffold_1504	79556	80174	+	619	17	8	6	11	56
lncRNA_1594	Porites_evermani_scaffold_1506	101257	101735	+	479	25	163	0	6	6
lncRNA_1595	Porites_evermani_scaffold_1507	6793	11449	+	4657	139.63	7.67	36.67	70.44	224.38
lncRNA_1596	Porites_evermani_scaffold_1507	6793	11449	+	4657	139.63	7.67	36.67	70.44	224.38
lncRNA_1597	Porites_evermani_scaffold_1507	7138	11449	+	4312	122.72	7.67	22.67	66.11	209.21
lncRNA_1598	Porites_evermani_scaffold_1507	96093	96298	+	206	0	0	0	179	11.50
lncRNA_1599	Porites_evermani_scaffold_1507	82735	87861	+	5127	9	7	100	0	5
lncRNA_1600	Porites_evermani_scaffold_1507	1	952	+	952	0	0	0	127	267
lncRNA_1601	Porites_evermani_scaffold_1507	60713	60973	+	261	0	2	38	0	2
lncRNA_1602	Porites_evermani_scaffold_1508	25148	26100	+	953	640	110	265	372	567
lncRNA_1603	Porites_evermani_scaffold_1508	18175	21219	+	3045	200	139	471	200	467
lncRNA_1604	Porites_evermani_scaffold_1508	29966	30910	+	945	56	11	58	66	21
lncRNA_1605	Porites_evermani_scaffold_1508	70413	71354	+	942	54	184	22	36	125
lncRNA_1606	Porites_evermani_scaffold_1508	120471	121253	+	783	47	29	146	19	148.50
lncRNA_1607	Porites_evermani_scaffold_1509	72651	73563	+	913	85.50	63	544.00	181	108.00
lncRNA_1608	Porites_evermani_scaffold_151	392691	393482	+	792	107	78	220	85	129
lncRNA_1609	Porites_evermani_scaffold_1512	70281	83516	+	13236	571.58	219.75	213.50	200.08	353.00
lncRNA_1610	Porites_evermani_scaffold_1512	70354	83516	+	13163	570.58	219.75	213.50	200.08	345.00
lncRNA_1611	Porites_evermani_scaffold_1512	116243	118519	+	2277	37	0	0	10	6
lncRNA_1612	Porites_evermani_scaffold_1512	52571	52822	+	252	15	2	51	16	20
lncRNA_1613	Porites_evermani_scaffold_1513	100730	102493	+	1764	21	16	75	6	45
lncRNA_1614	Porites_evermani_scaffold_1513	111852	121390	+	9539	123	56.50	196	61.50	109.50
lncRNA_1615	Porites_evermani_scaffold_1513	111888	112976	+	1089	67	28.50	146	39.50	52.50
lncRNA_1616	Porites_evermani_scaffold_1513	36234	36451	+	218	0	0	26	0	0
lncRNA_1617	Porites_evermani_scaffold_1513	42177	42416	+	240	0	0	26	0	0
lncRNA_1618	Porites_evermani_scaffold_1514	99596	101144	+	1549	23	15	40	12	47
lncRNA_1619	Porites_evermani_scaffold_1514	28766	29383	+	618	21.80	24.00	88	4.45	7.00
lncRNA_1620	Porites_evermani_scaffold_1515	92629	92847	+	219	9	9	79	0	18.40
lncRNA_1621	Porites_evermani_scaffold_1515	96088	96302	+	215	2	2	52	2	2
lncRNA_1622	Porites_evermani_scaffold_1516	56163	57335	+	1173	225.55	131.42	228.25	148.75	362.41
lncRNA_1623	Porites_evermani_scaffold_1516	56672	57335	+	664	36.45	20.58	47.75	46.25	51.58
lncRNA_1624	Porites_evermani_scaffold_1517	6795	7839	+	1045	8	5	120	6	9
lncRNA_1625	Porites_evermani_scaffold_1518	99033	103020	+	3988	1.67	42.60	32.67	0	30.38
lncRNA_1626	Porites_evermani_scaffold_1518	66128	70420	+	4293	1439	308	1390	1256	1780
lncRNA_1627	Porites_evermani_scaffold_1518	5605	5906	+	302	36	17.25	2	0	19.50
lncRNA_1628	Porites_evermani_scaffold_1519	119416	120576	+	1161	57	123	0	0	0
lncRNA_1629	Porites_evermani_scaffold_1519	5004	5280	+	277	0	0	33	2	14
lncRNA_1630	Porites_evermani_scaffold_1519	107835	108170	+	336	12	18	48	0	20
lncRNA_1631	Porites_evermani_scaffold_1519	109064	109327	+	264	4	9	29	0	5
lncRNA_1632	Porites_evermani_scaffold_1519	111802	112326	+	525	28	8	106	0	4
lncRNA_1633	Porites_evermani_scaffold_1519	113217	113449	+	233	0	2	32	0	0
lncRNA_1634	Porites_evermani_scaffold_152	69179	76338	+	7160	941.99	671.09	418.06	700.40	348.76
lncRNA_1635	Porites_evermani_scaffold_152	69187	76545	+	7359	1050.99	685.09	418.06	702.40	414.76
lncRNA_1636	Porites_evermani_scaffold_152	69292	76338	+	7047	941.99	671.09	418.06	700.40	348.76
