# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "../output/01.6-Ptuh-lncRNA-pipeline/Ptuh_lncRNA_for_fc.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam
lncRNA_710	Pocillopora_meandrina_HIv1___Sc0000000	10813016	10813266	+	251	31.68	16.67	0	1.25	6.17
lncRNA_711	Pocillopora_meandrina_HIv1___Sc0000000	10816226	10816480	+	255	26.42	0	0	4	0
lncRNA_712	Pocillopora_meandrina_HIv1___Sc0000000	10856708	10856944	+	237	28.50	0	38	0	0
lncRNA_713	Pocillopora_meandrina_HIv1___Sc0000000	10868663	10869092	+	430	6	7	36	5	0
lncRNA_714	Pocillopora_meandrina_HIv1___Sc0000000	10971083	10971331	+	249	24	0	2	0	0
lncRNA_715	Pocillopora_meandrina_HIv1___Sc0000000	10972058	10973586	+	1529	65	183	79	249	158
lncRNA_716	Pocillopora_meandrina_HIv1___Sc0000000	11035971	11036199	+	229	20.17	4.21	17.87	8	6.14
lncRNA_717	Pocillopora_meandrina_HIv1___Sc0000000	11065360	11066127	+	768	0	684.62	180.87	25.67	91.50
lncRNA_718	Pocillopora_meandrina_HIv1___Sc0000000	11078877	11079154	+	278	0.80	0	0.25	23.10	0.50
lncRNA_719	Pocillopora_meandrina_HIv1___Sc0000000	11153057	11153337	+	281	0	8	2	27	0
lncRNA_720	Pocillopora_meandrina_HIv1___Sc0000000	11154320	11154625	+	306	1	36	11	13	0
lncRNA_721	Pocillopora_meandrina_HIv1___Sc0000000	11165494	11166377	+	884	34	28	68	60	17
lncRNA_722	Pocillopora_meandrina_HIv1___Sc0000000	11178895	11179222	+	328	2	37	4	14	2
lncRNA_723	Pocillopora_meandrina_HIv1___Sc0000000	11369769	11370144	+	376	5	26	0	4	20
lncRNA_724	Pocillopora_meandrina_HIv1___Sc0000000	11455655	11455861	+	207	0	15	13	18	0
lncRNA_725	Pocillopora_meandrina_HIv1___Sc0000000	11571882	11572301	+	420	4	0	34	2	8
lncRNA_726	Pocillopora_meandrina_HIv1___Sc0000000	11573978	11574477	+	500	4	1	0	106.25	0
lncRNA_727	Pocillopora_meandrina_HIv1___Sc0000000	11576649	11577473	+	825	31.15	9.33	12.00	80.13	92.07
lncRNA_728	Pocillopora_meandrina_HIv1___Sc0000000	11651273	11651522	+	250	0	8	23	14	0
lncRNA_729	Pocillopora_meandrina_HIv1___Sc0000000	11672806	11673206	+	401	7.32	56.74	16.95	64.37	16.26
lncRNA_730	Pocillopora_meandrina_HIv1___Sc0000000	11775855	11776168	+	314	13	33.00	0	0	0
lncRNA_731	Pocillopora_meandrina_HIv1___Sc0000000	11794187	11794894	+	708	56.90	16.19	10.78	6.11	22.04
lncRNA_732	Pocillopora_meandrina_HIv1___Sc0000000	11828430	11828676	+	247	0	0	20	0	0
lncRNA_733	Pocillopora_meandrina_HIv1___Sc0000000	11897738	11898074	+	337	0.80	10.90	24.91	4.00	24.78
lncRNA_734	Pocillopora_meandrina_HIv1___Sc0000000	11911084	11911676	+	593	175	252	30	95	82
lncRNA_735	Pocillopora_meandrina_HIv1___Sc0000000	11912731	11912952	+	222	15.33	5	4	3	18
lncRNA_736	Pocillopora_meandrina_HIv1___Sc0000000	11913638	11914628	+	991	820	48	261	158	286
lncRNA_737	Pocillopora_meandrina_HIv1___Sc0000000	11943735	11943942	+	208	6	14	0	0	4
lncRNA_738	Pocillopora_meandrina_HIv1___Sc0000000	11944387	11945013	+	627	53	109	155	102	58
lncRNA_739	Pocillopora_meandrina_HIv1___Sc0000000	11945417	11945845	+	429	27	18	2	50	28
lncRNA_740	Pocillopora_meandrina_HIv1___Sc0000000	11957896	11958173	+	278	2	21	0	6	0
lncRNA_741	Pocillopora_meandrina_HIv1___Sc0000000	11998564	11998882	+	319	0	7	28	36	1
lncRNA_742	Pocillopora_meandrina_HIv1___Sc0000000	12037956	12038811	+	856	0	21	84	22	0
lncRNA_743	Pocillopora_meandrina_HIv1___Sc0000000	12074767	12075010	+	244	0	4	9	29	0
lncRNA_744	Pocillopora_meandrina_HIv1___Sc0000000	12136181	12136592	+	412	2	41.50	38	14	0
lncRNA_745	Pocillopora_meandrina_HIv1___Sc0000000	12149830	12150079	+	250	31.08	17.17	26.38	88.39	0.20
lncRNA_746	Pocillopora_meandrina_HIv1___Sc0000000	12188807	12189375	+	569	1	27	88	63	0
lncRNA_747	Pocillopora_meandrina_HIv1___Sc0000000	12194548	12194796	+	249	0	18	0	0	20
lncRNA_748	Pocillopora_meandrina_HIv1___Sc0000000	12201834	12202245	+	412	0	6	24	21	27
lncRNA_749	Pocillopora_meandrina_HIv1___Sc0000000	12202969	12203265	+	297	0	21	27	0	0
lncRNA_750	Pocillopora_meandrina_HIv1___Sc0000000	12284843	12285082	+	240	8	0	0	26	0
lncRNA_751	Pocillopora_meandrina_HIv1___Sc0000000	12285972	12286321	+	350	0	64	6	39	26
lncRNA_752	Pocillopora_meandrina_HIv1___Sc0000000	12287104	12287578	+	475	0	8	0	2	26
lncRNA_753	Pocillopora_meandrina_HIv1___Sc0000000	12336132	12336838	+	707	0	0	61	0	0
lncRNA_754	Pocillopora_meandrina_HIv1___Sc0000000	12340405	12340995	+	591	0	1	40	0	0
lncRNA_755	Pocillopora_meandrina_HIv1___Sc0000000	12354191	12354737	+	547	0	21	59	35	0
lncRNA_756	Pocillopora_meandrina_HIv1___Sc0000000	12501428	12503384	+	1957	138.17	135.00	75.17	57.33	88.17
lncRNA_757	Pocillopora_meandrina_HIv1___Sc0000000	12508904	12509276	+	373	390.33	235.08	127.17	393.67	189.08
lncRNA_758	Pocillopora_meandrina_HIv1___Sc0000000	12639574	12639822	+	249	0	0	4	52	0
lncRNA_759	Pocillopora_meandrina_HIv1___Sc0000000	12649569	12649830	+	262	822	323	459.50	356	243.50
lncRNA_760	Pocillopora_meandrina_HIv1___Sc0000000	12650822	12651103	+	282	947	122	130.50	91	95
lncRNA_761	Pocillopora_meandrina_HIv1___Sc0000000	12715949	12716330	+	382	40	18.17	37.33	18.33	34.66
lncRNA_762	Pocillopora_meandrina_HIv1___Sc0000000	12728258	12728795	+	538	0	0	3	44	12
lncRNA_763	Pocillopora_meandrina_HIv1___Sc0000000	12740498	12740767	+	270	13.09	18.80	21.20	5.44	15.59
lncRNA_764	Pocillopora_meandrina_HIv1___Sc0000000	12762291	12762948	+	658	5.42	21.74	25.34	16.37	54.64
lncRNA_765	Pocillopora_meandrina_HIv1___Sc0000000	12763258	12763847	+	590	12.75	24.80	34.28	107.35	34.11
lncRNA_766	Pocillopora_meandrina_HIv1___Sc0000000	12821599	12821923	+	325	0	6	30	0	0
lncRNA_767	Pocillopora_meandrina_HIv1___Sc0000000	12841107	12841520	+	414	0	30	0	0	0
lncRNA_768	Pocillopora_meandrina_HIv1___Sc0000000	12853728	12853984	+	257	0	25	3	8	0
lncRNA_769	Pocillopora_meandrina_HIv1___Sc0000000	12865676	12867082	+	1407	33	42	104	51	18
lncRNA_770	Pocillopora_meandrina_HIv1___Sc0000000	12878626	12879049	+	424	4	66	57	68	27
lncRNA_771	Pocillopora_meandrina_HIv1___Sc0000000	12927558	12927778	+	221	0	7	23	0	0
lncRNA_772	Pocillopora_meandrina_HIv1___Sc0000000	12971648	12972004	+	357	9	4	25	28	4
lncRNA_773	Pocillopora_meandrina_HIv1___Sc0000000	12982866	12983121	+	256	0	0	22	0	0
lncRNA_774	Pocillopora_meandrina_HIv1___Sc0000000	13094863	13095453	+	591	0	37	81	64	0
lncRNA_775	Pocillopora_meandrina_HIv1___Sc0000000	13118430	13118717	+	288	3	60	19	44	21
lncRNA_776	Pocillopora_meandrina_HIv1___Sc0000000	13259462	13259701	+	240	0	6	5	36	0
lncRNA_777	Pocillopora_meandrina_HIv1___Sc0000000	13267537	13268167	+	631	0	0	7	85	17
lncRNA_778	Pocillopora_meandrina_HIv1___Sc0000000	13308155	13308669	+	515	52	25.00	19	23	4
lncRNA_779	Pocillopora_meandrina_HIv1___Sc0000000	13335960	13336301	+	342	18	16	76	38	22
lncRNA_780	Pocillopora_meandrina_HIv1___Sc0000000	13347427	13347709	+	283	6	8	12	2	14
lncRNA_781	Pocillopora_meandrina_HIv1___Sc0000000	13416380	13416635	+	256	0	25	5	4	0
lncRNA_782	Pocillopora_meandrina_HIv1___Sc0000000	13528739	13529339	+	601	3.74	1.20	127.33	3.25	6.36
lncRNA_783	Pocillopora_meandrina_HIv1___Sc0000000	13530625	13531072	+	448	0.06	7.93	69.98	0	0.75
lncRNA_784	Pocillopora_meandrina_HIv1___Sc0000000	13551993	13552932	+	940	0	20	10	150.00	3
lncRNA_785	Pocillopora_meandrina_HIv1___Sc0000000	13603026	13603879	+	854	74.70	29.30	81.10	37.70	93.36
lncRNA_786	Pocillopora_meandrina_HIv1___Sc0000000	13747527	13747993	+	467	30.25	53.56	42.29	27.44	27.80
lncRNA_787	Pocillopora_meandrina_HIv1___Sc0000000	13874110	13874365	+	256	0	0	0	0	12.80
lncRNA_788	Pocillopora_meandrina_HIv1___Sc0000000	13896915	13897167	+	253	2	16.33	21.83	3.67	0
lncRNA_789	Pocillopora_meandrina_HIv1___Sc0000000	14009239	14010005	+	767	114.28	54.97	10.67	63.06	66.96
lncRNA_790	Pocillopora_meandrina_HIv1___Sc0000000	14030072	14030461	+	390	0	37.47	22.63	14.40	0
lncRNA_791	Pocillopora_meandrina_HIv1___Sc0000000	14034362	14034579	+	218	9.20	2.14	0.60	2.00	16.14
lncRNA_792	Pocillopora_meandrina_HIv1___Sc0000000	14079774	14080013	+	240	0	0	40	0	0
lncRNA_793	Pocillopora_meandrina_HIv1___Sc0000000	14107535	14107833	+	299	1	56.50	11	22	1
lncRNA_794	Pocillopora_meandrina_HIv1___Sc0000000	14129541	14129767	+	227	0.20	2.63	37.00	3.20	3.20
lncRNA_795	Pocillopora_meandrina_HIv1___Sc0000000	14145647	14145878	+	232	31.22	6.60	0	14.36	5.77
lncRNA_796	Pocillopora_meandrina_HIv1___Sc0000000	14169881	14170124	+	244	59.17	29.83	10.75	23.36	20.43
lncRNA_797	Pocillopora_meandrina_HIv1___Sc0000000	14229232	14229452	+	221	0	31.33	24.50	67.50	0
lncRNA_798	Pocillopora_meandrina_HIv1___Sc0000000	14232119	14232375	+	257	6.16	20.67	47.75	3.83	2
lncRNA_799	Pocillopora_meandrina_HIv1___Sc0000000	14480478	14481026	+	549	6.50	45.50	7	0	0
lncRNA_800	Pocillopora_meandrina_HIv1___Sc0000000	14481296	14481788	+	493	9	36.50	0	5.50	3
lncRNA_801	Pocillopora_meandrina_HIv1___Sc0000000	14496888	14497317	+	430	0.30	38.60	0.51	14.78	6
lncRNA_802	Pocillopora_meandrina_HIv1___Sc0000000	14498204	14498999	+	796	1	12	0	94.50	1
lncRNA_803	Pocillopora_meandrina_HIv1___Sc0000000	14682091	14682369	+	279	0	19	0	0	0
lncRNA_804	Pocillopora_meandrina_HIv1___Sc0000000	14750151	14750414	+	264	48.92	35.45	32.27	140.80	1.20
lncRNA_805	Pocillopora_meandrina_HIv1___Sc0000000	14755560	14756061	+	502	11.50	38.42	0	188.90	3
lncRNA_806	Pocillopora_meandrina_HIv1___Sc0000000	14756455	14756944	+	490	0	38	0	0.10	0
lncRNA_807	Pocillopora_meandrina_HIv1___Sc0000000	14804823	14805144	+	322	30.17	5.20	0	8	0.64
lncRNA_808	Pocillopora_meandrina_HIv1___Sc0000000	14853743	14853997	+	255	0	0	0.25	0	15.50
lncRNA_809	Pocillopora_meandrina_HIv1___Sc0000000	15118451	15118699	+	249	0	0	20	0	2.50
lncRNA_810	Pocillopora_meandrina_HIv1___Sc0000000	15120194	15120561	+	368	0	0	40	0	0
lncRNA_811	Pocillopora_meandrina_HIv1___Sc0000000	15143117	15143418	+	302	0	2	4	55	0
lncRNA_812	Pocillopora_meandrina_HIv1___Sc0000000	15257491	15257798	+	308	0.10	24.73	27.78	22.54	6.20
lncRNA_813	Pocillopora_meandrina_HIv1___Sc0000000	15290522	15290756	+	235	33.19	90.67	43.42	54.57	60.70
lncRNA_814	Pocillopora_meandrina_HIv1___Sc0000000	15316419	15317217	+	799	7	110	24	35	2
lncRNA_815	Pocillopora_meandrina_HIv1___Sc0000000	15331349	15331781	+	433	0	11	37	116	0
lncRNA_816	Pocillopora_meandrina_HIv1___Sc0000000	15341165	15341544	+	380	3	34	25	43	2
lncRNA_817	Pocillopora_meandrina_HIv1___Sc0000000	15341852	15342060	+	209	0	4	0	0	12
lncRNA_818	Pocillopora_meandrina_HIv1___Sc0000000	15448353	15448678	+	326	0	0	5	0	16
lncRNA_819	Pocillopora_meandrina_HIv1___Sc0000000	15475752	15476653	+	902	0	0	70	31	21
lncRNA_820	Pocillopora_meandrina_HIv1___Sc0000000	15482012	15482326	+	315	12.38	0.83	16.28	18.64	22.40
lncRNA_821	Pocillopora_meandrina_HIv1___Sc0000000	15532580	15533490	+	911	56.50	95	64	86	22
lncRNA_822	Pocillopora_meandrina_HIv1___Sc0000000	15567000	15567233	+	234	0	0	4	17	0
lncRNA_823	Pocillopora_meandrina_HIv1___Sc0000000	15568431	15569144	+	714	36.33	17.46	2	36	5
lncRNA_824	Pocillopora_meandrina_HIv1___Sc0000000	15570070	15570330	+	261	2	0	20	2	0
lncRNA_825	Pocillopora_meandrina_HIv1___Sc0000000	15571722	15571994	+	273	2	0	0	0	20
lncRNA_826	Pocillopora_meandrina_HIv1___Sc0000000	15572779	15573007	+	229	24	31	31	91.50	25.50
lncRNA_827	Pocillopora_meandrina_HIv1___Sc0000000	15602593	15602810	+	218	36.50	26.79	6	0	23
lncRNA_828	Pocillopora_meandrina_HIv1___Sc0000000	15662111	15662376	+	266	0	10	8	62	0
lncRNA_829	Pocillopora_meandrina_HIv1___Sc0000000	15664210	15664504	+	295	2.00	0	0	0	16
lncRNA_830	Pocillopora_meandrina_HIv1___Sc0000000	15669542	15669828	+	287	1	10	28	21	0
lncRNA_831	Pocillopora_meandrina_HIv1___Sc0000000	15717822	15718139	+	318	0	7	0	3	24
lncRNA_832	Pocillopora_meandrina_HIv1___Sc0000000	15719533	15719827	+	295	0	26	27	33	0
lncRNA_833	Pocillopora_meandrina_HIv1___Sc0000000	15723612	15724174	+	563	0	49	32	27	12
lncRNA_834	Pocillopora_meandrina_HIv1___Sc0000000	15858487	15858762	+	276	22	1	34	0	0
lncRNA_835	Pocillopora_meandrina_HIv1___Sc0000000	15859764	15860540	+	777	7	53	24	54	42
lncRNA_836	Pocillopora_meandrina_HIv1___Sc0000000	15867166	15867454	+	289	0	4.48	30.23	27.75	4
lncRNA_837	Pocillopora_meandrina_HIv1___Sc0000000	15869692	15869905	+	214	0	3	3.51	28	0
lncRNA_838	Pocillopora_meandrina_HIv1___Sc0000000	15874125	15874398	+	274	2.25	20.50	7	7	3.00
lncRNA_839	Pocillopora_meandrina_HIv1___Sc0000000	15931658	15932010	+	353	0	24	6	8	2
lncRNA_840	Pocillopora_meandrina_HIv1___Sc0000000	16038525	16038781	+	257	0.50	0	44.50	2.50	12.67
lncRNA_841	Pocillopora_meandrina_HIv1___Sc0000000	16054903	16055604	+	702	0	29	106	47	17
lncRNA_842	Pocillopora_meandrina_HIv1___Sc0000000	16058171	16058508	+	338	7	10	24	0	6
lncRNA_843	Pocillopora_meandrina_HIv1___Sc0000000	16252919	16253241	+	323	0	2	8	6	15
lncRNA_844	Pocillopora_meandrina_HIv1___Sc0000000	16375485	16375989	+	505	18.97	120.90	51.43	7.10	3.43
lncRNA_845	Pocillopora_meandrina_HIv1___Sc0000000	16427534	16429547	+	2014	140	105	244	211	84
lncRNA_846	Pocillopora_meandrina_HIv1___Sc0000000	16888782	16888987	+	206	0	0	15	0	11
lncRNA_847	Pocillopora_meandrina_HIv1___Sc0000000	16889477	16889701	+	225	0	0	7	0	16
lncRNA_848	Pocillopora_meandrina_HIv1___Sc0000000	17028136	17028348	+	213	9	0	26	1	20
lncRNA_849	Pocillopora_meandrina_HIv1___Sc0000000	17029472	17029770	+	299	0	5	23	20	0
lncRNA_850	Pocillopora_meandrina_HIv1___Sc0000000	17135475	17135872	+	398	0	2	34	0	4
lncRNA_851	Pocillopora_meandrina_HIv1___Sc0000000	17209392	17209598	+	207	0	0	18	8	0
lncRNA_852	Pocillopora_meandrina_HIv1___Sc0000000	17270022	17270412	+	391	0	53	51	26	1
lncRNA_853	Pocillopora_meandrina_HIv1___Sc0000000	17300486	17300775	+	290	2	21	11	33	0
lncRNA_854	Pocillopora_meandrina_HIv1___Sc0000000	17352852	17353117	+	266	3	0	0	1	16
lncRNA_855	Pocillopora_meandrina_HIv1___Sc0000000	17354738	17356055	+	1318	0	27	155	118	24
lncRNA_856	Pocillopora_meandrina_HIv1___Sc0000000	17358117	17358451	+	335	0	0	0	28	0
lncRNA_857	Pocillopora_meandrina_HIv1___Sc0000000	17360526	17360740	+	215	0	9	6	1	22
lncRNA_858	Pocillopora_meandrina_HIv1___Sc0000000	17364380	17364614	+	235	0	23	0	23	16
lncRNA_859	Pocillopora_meandrina_HIv1___Sc0000000	17468229	17468433	+	205	0	18	2	15	0
lncRNA_860	Pocillopora_meandrina_HIv1___Sc0000000	17514894	17515881	+	988	81	73	68	79	116
lncRNA_861	Pocillopora_meandrina_HIv1___Sc0000000	17516563	17517506	+	944	249	348	256	304	484
lncRNA_862	Pocillopora_meandrina_HIv1___Sc0000000	17621786	17622535	+	750	16	13	0	76	0
lncRNA_863	Pocillopora_meandrina_HIv1___Sc0000000	17623468	17623688	+	221	1.77	5.59	0	0	70.22
lncRNA_864	Pocillopora_meandrina_HIv1___Sc0000000	17680139	17680908	+	770	0	86	104	82	4
lncRNA_865	Pocillopora_meandrina_HIv1___Sc0000000	17682755	17683641	+	887	0	0	78	33	0
lncRNA_866	Pocillopora_meandrina_HIv1___Sc0000000	17694056	17694370	+	315	40	0	0	0	0
lncRNA_867	Pocillopora_meandrina_HIv1___Sc0000000	17764724	17765093	+	370	62	6	0	2	0
lncRNA_868	Pocillopora_meandrina_HIv1___Sc0000000	17858002	17858239	+	238	0	2	10	0	151
lncRNA_869	Pocillopora_meandrina_HIv1___Sc0000000	17874182	17874561	+	380	0	0	83	25	0
lncRNA_870	Pocillopora_meandrina_HIv1___Sc0000000	17880110	17880400	+	291	10.59	31.78	20.39	17.51	20.23
lncRNA_871	Pocillopora_meandrina_HIv1___Sc0000000	17985295	17985745	+	451	2	10	11	48	2
lncRNA_872	Pocillopora_meandrina_HIv1___Sc0000000	17993921	17994170	+	250	0	0	0	0	11
lncRNA_873	Pocillopora_meandrina_HIv1___Sc0000000	17994735	17995168	+	434	0	14	36	72	12
lncRNA_874	Pocillopora_meandrina_HIv1___Sc0000000	18075461	18075895	+	435	0.50	31	36.00	76.00	0.50
lncRNA_875	Pocillopora_meandrina_HIv1___Sc0000000	18202267	18202497	+	231	160	4.50	87	24	47
lncRNA_876	Pocillopora_meandrina_HIv1___Sc0000000	18257256	18257459	+	204	0	0	14	0	0
lncRNA_877	Pocillopora_meandrina_HIv1___Sc0000000	18259650	18259952	+	303	0	0	27	17	0
lncRNA_878	Pocillopora_meandrina_HIv1___Sc0000000	18348339	18348560	+	222	18.17	5.92	42.25	1.83	3.50
lncRNA_879	Pocillopora_meandrina_HIv1___Sc0000000	18471975	18472360	+	386	2	28	39	5	0
lncRNA_880	Pocillopora_meandrina_HIv1___Sc0000000	18543637	18544259	+	623	0	27	0	2	16
lncRNA_881	Pocillopora_meandrina_HIv1___Sc0000000	18581202	18581717	+	516	24	167	0	35	61
lncRNA_882	Pocillopora_meandrina_HIv1___Sc0000000	18742243	18742501	+	259	0	17	9	22	0
lncRNA_883	Pocillopora_meandrina_HIv1___Sc0000000	18742809	18743088	+	280	45.37	9.17	25.83	18.43	0.40
lncRNA_884	Pocillopora_meandrina_HIv1___Sc0000000	19000957	19001355	+	399	0	14	5	45	0
lncRNA_885	Pocillopora_meandrina_HIv1___Sc0000000	19015114	19015953	+	840	8	72	58	73	0
lncRNA_886	Pocillopora_meandrina_HIv1___Sc0000000	19035099	19035558	+	460	12	36	7	10	21
lncRNA_887	Pocillopora_meandrina_HIv1___Sc0000000	19037975	19038401	+	427	136.50	6.33	5	8	10.43
lncRNA_888	Pocillopora_meandrina_HIv1___Sc0000000	19044720	19045119	+	400	16	4	33	36	0
lncRNA_889	Pocillopora_meandrina_HIv1___Sc0000000	19053182	19053416	+	235	0	9	4	0	14
lncRNA_890	Pocillopora_meandrina_HIv1___Sc0000000	19060904	19061199	+	296	9	12	0	4	21
lncRNA_891	Pocillopora_meandrina_HIv1___Sc0000000	19262855	19263135	+	281	23	6	0	0	0
lncRNA_892	Pocillopora_meandrina_HIv1___Sc0000000	19286120	19288421	+	2302	1209	737	1453	885	567
lncRNA_893	Pocillopora_meandrina_HIv1___Sc0000000	19292422	19292683	+	262	14	10	7	21	0
lncRNA_894	Pocillopora_meandrina_HIv1___Sc0000000	19398139	19398360	+	222	0	0	0	0	12
lncRNA_895	Pocillopora_meandrina_HIv1___Sc0000000	19678143	19678380	+	238	0	57.66	1.20	1.11	0
lncRNA_896	Pocillopora_meandrina_HIv1___Sc0000000	19786408	19786936	+	529	0	8	23	45	0
lncRNA_897	Pocillopora_meandrina_HIv1___Sc0000000	19875936	19876199	+	264	0	19	0	5	0
lncRNA_898	Pocillopora_meandrina_HIv1___Sc0000000	19986592	19988472	+	1881	145	1075	199	322	289
lncRNA_899	Pocillopora_meandrina_HIv1___Sc0000000	20003417	20003662	+	246	18	0	0	0	0
lncRNA_900	Pocillopora_meandrina_HIv1___Sc0000000	20324797	20325083	+	287	3	20	37	23	0
lncRNA_901	Pocillopora_meandrina_HIv1___Sc0000000	20334203	20335641	+	1439	27	66	64	26	52
lncRNA_902	Pocillopora_meandrina_HIv1___Sc0000000	20335999	20336559	+	561	53	18	8	14	16
lncRNA_903	Pocillopora_meandrina_HIv1___Sc0000000	20338087	20338367	+	281	7	10	56	11	0
lncRNA_904	Pocillopora_meandrina_HIv1___Sc0000000	20476730	20476952	+	223	5	0	0	0	14
lncRNA_905	Pocillopora_meandrina_HIv1___Sc0000000	20568450	20568662	+	213	0	24	0	0	0
lncRNA_906	Pocillopora_meandrina_HIv1___Sc0000000	20688385	20688735	+	351	18	2	27	12	35
lncRNA_907	Pocillopora_meandrina_HIv1___Sc0000000	20763878	20764277	+	400	5	3	58	0	0
lncRNA_908	Pocillopora_meandrina_HIv1___Sc0000000	20767654	20768152	+	499	17.25	21.50	27.25	51	31
lncRNA_909	Pocillopora_meandrina_HIv1___Sc0000000	20798284	20798548	+	265	10	4	21	14	0
lncRNA_910	Pocillopora_meandrina_HIv1___Sc0000000	20911318	20911538	+	221	0	0	2	22	0
lncRNA_911	Pocillopora_meandrina_HIv1___Sc0000000	20912205	20912881	+	677	45.23	16.25	43.53	38.24	40.58
lncRNA_912	Pocillopora_meandrina_HIv1___Sc0000000	20927533	20927894	+	362	5	5.33	17.67	27.33	0
lncRNA_913	Pocillopora_meandrina_HIv1___Sc0000000	20930252	20930498	+	247	0	30	15.17	59	2
lncRNA_914	Pocillopora_meandrina_HIv1___Sc0000000	20932104	20934584	+	2481	686.50	528	404	879.50	345
lncRNA_915	Pocillopora_meandrina_HIv1___Sc0000000	21120841	21121100	+	260	0	15	15	30	0
lncRNA_916	Pocillopora_meandrina_HIv1___Sc0000000	21287460	21288315	+	856	0	44	92	56	0
lncRNA_917	Pocillopora_meandrina_HIv1___Sc0000000	21455440	21455666	+	227	0	0	2	5	12
lncRNA_918	Pocillopora_meandrina_HIv1___Sc0000000	21469808	21470124	+	317	50.67	38	27.25	138.50	22
lncRNA_919	Pocillopora_meandrina_HIv1___Sc0000000	21479280	21479671	+	392	27.92	12.87	4.24	38.93	27.06
lncRNA_920	Pocillopora_meandrina_HIv1___Sc0000000	21511260	21511762	+	503	9	25	16	77	40
lncRNA_921	Pocillopora_meandrina_HIv1___Sc0000000	21554544	21555229	+	686	162.54	127.80	1236.28	148.75	90.97
lncRNA_922	Pocillopora_meandrina_HIv1___Sc0000000	21597840	21598478	+	639	0	18	32	54	0
lncRNA_923	Pocillopora_meandrina_HIv1___Sc0000001	154389	155462	+	1074	54	31	28	28	38
lncRNA_924	Pocillopora_meandrina_HIv1___Sc0000001	297276	297700	+	425	10	5	17	2	31
lncRNA_925	Pocillopora_meandrina_HIv1___Sc0000001	324163	330136	+	5974	177.91	226.00	361.38	304.73	319.80
lncRNA_926	Pocillopora_meandrina_HIv1___Sc0000001	324277	330136	+	5860	154.91	191.00	290.38	249.73	252.80
lncRNA_927	Pocillopora_meandrina_HIv1___Sc0000001	415815	416625	+	811	41.50	103.50	95.40	119.45	12.25
lncRNA_928	Pocillopora_meandrina_HIv1___Sc0000001	416945	420024	+	3080	34.50	21.70	135.67	146.92	31
lncRNA_929	Pocillopora_meandrina_HIv1___Sc0000001	813216	815020	+	1805	29.50	2.50	104	18.17	0
lncRNA_930	Pocillopora_meandrina_HIv1___Sc0000001	815139	818042	+	2904	21	1	78	102.50	2
lncRNA_931	Pocillopora_meandrina_HIv1___Sc0000001	818929	819772	+	844	1	8.50	33	13	0
lncRNA_932	Pocillopora_meandrina_HIv1___Sc0000001	819987	820319	+	333	0	0	34	0	0
lncRNA_933	Pocillopora_meandrina_HIv1___Sc0000001	883842	885677	+	1836	153.25	108.00	216.75	108.83	86.50
lncRNA_934	Pocillopora_meandrina_HIv1___Sc0000001	883845	885677	+	1833	153.25	108.00	216.75	108.83	86.50
lncRNA_935	Pocillopora_meandrina_HIv1___Sc0000001	954263	955181	+	919	77.58	137.83	97.42	396.92	103.17
lncRNA_936	Pocillopora_meandrina_HIv1___Sc0000001	926119	927834	+	1716	129.08	86.58	193.58	182.67	223.66
lncRNA_937	Pocillopora_meandrina_HIv1___Sc0000001	972099	976409	+	4311	98.33	31.15	827.83	45.67	342
lncRNA_938	Pocillopora_meandrina_HIv1___Sc0000001	973791	975933	+	2143	1.33	0	342.33	0.67	153
lncRNA_939	Pocillopora_meandrina_HIv1___Sc0000001	1213659	1218549	+	4891	213	149	198	196	58
lncRNA_940	Pocillopora_meandrina_HIv1___Sc0000001	1296332	1304500	+	8169	528	999	343	699	270
lncRNA_941	Pocillopora_meandrina_HIv1___Sc0000001	1372439	1372769	+	331	37	20	45	88	45
lncRNA_942	Pocillopora_meandrina_HIv1___Sc0000001	1492111	1497456	+	5346	22096.25	5296.00	21626.08	8418.33	12071.50
